,who,organized,the,trees,of,the,amazon,into,four,categories,?
in,0.2792111933231354,0.3264932334423065,0.6662389636039734,0.21536459028720856,0.5696388483047485,0.6662389636039734,0.12227833271026611,0.38021373748779297,0.3085027039051056,0.1837518811225891,0.20430970191955566
2006,-0.026890208944678307,0.02167769894003868,0.11294147372245789,0.12038339674472809,0.10009169578552246,0.11294147372245789,0.03526882082223892,0.08349353075027466,0.061371490359306335,0.05222751200199127,-0.1194092258810997
tatiana,0.24231649935245514,0.1556730568408966,0.15701042115688324,0.11554752290248871,0.13394607603549957,0.15701042115688324,0.1841667890548706,0.15965285897254944,0.17368671298027039,0.15759921073913574,0.14305542409420013
kuplich,0.19713567197322845,0.19372214376926422,0.3023861050605774,0.2115960270166397,0.2735983729362488,0.3023861050605774,0.09005119651556015,0.2520391345024109,0.26014894247055054,0.3176893889904022,0.20563402771949768
organized,0.24749499559402466,1.0,0.28001853823661804,0.10594931244850159,0.2566941976547241,0.28001853823661804,0.14209933578968048,0.30585014820098877,0.23890796303749084,0.23647470772266388,0.10524328798055649
the,0.3733934462070465,0.28001853823661804,1.0,0.27618899941444397,0.733189046382904,1.0,0.260541707277298,0.39493247866630554,0.40344667434692383,0.2485581487417221,0.22068053483963013
trees,0.18461158871650696,0.10594931244850159,0.27618899941444397,0.9999998807907104,0.241034597158432,0.27618899941444397,0.2303711175918579,0.20676901936531067,0.20110832154750824,0.18313121795654297,0.11582431197166443
of,0.2827862501144409,0.2566941976547241,0.733189046382904,0.241034597158432,1.0,0.733189046382904,0.20143137872219086,0.32255905866622925,0.36293646693229675,0.18317048251628876,0.1826142966747284
the,0.3733934462070465,0.28001853823661804,1.0,0.27618899941444397,0.733189046382904,1.0,0.260541707277298,0.39493247866630554,0.40344667434692383,0.2485581487417221,0.22068053483963013
amazon,0.17978914082050323,0.14209933578968048,0.260541707277298,0.2303711175918579,0.20143137872219086,0.260541707277298,1.0000001192092896,0.13842037320137024,0.08940891921520233,0.13066352903842926,0.18144656717777252
into,0.16956904530525208,0.30585014820098877,0.39493247866630554,0.20676901936531067,0.32255905866622925,0.39493247866630554,0.13842037320137024,1.0,0.24970535933971405,0.25880515575408936,0.15662476420402527
four,0.1980169266462326,0.23890796303749084,0.40344667434692383,0.20110832154750824,0.36293646693229675,0.40344667434692383,0.08940891921520233,0.24970535933971405,1.0,0.21942099928855896,0.14532537758350372
categories,0.25096023082733154,0.23647470772266388,0.2485581487417221,0.18313121795654297,0.18317048251628876,0.2485581487417221,0.13066352903842926,0.25880515575408936,0.21942099928855896,1.0000001192092896,0.3382010757923126
:,-0.0025186005514115095,0.036807406693696976,-0.03403344005346298,-0.13043341040611267,-0.08807745575904846,-0.03403344005346298,-0.12260514497756958,-0.047708455473184586,0.12239893525838852,0.04822102189064026,-0.07156077772378922
(,0.2443375140428543,0.1367122083902359,0.33289089798927307,0.12752850353717804,0.35032153129577637,0.33289089798927307,0.11605185270309448,0.1606949418783188,0.18616169691085815,0.23118868470191956,0.40561532974243164
1,-0.35742413997650146,-0.09368018060922623,-0.1554475575685501,0.006697737146168947,-0.09473495930433273,-0.1554475575685501,-0.07175358384847641,-0.11341623216867447,-0.14981314539909363,-0.23815323412418365,-0.249979168176651
),0.2457384318113327,0.1452978551387787,0.3456730246543884,0.13661588728427887,0.3680361211299896,0.3456730246543884,0.131951242685318,0.1600802093744278,0.21153751015663147,0.22527344524860382,0.42300865054130554
mature,0.19008249044418335,0.09350336343050003,0.20064224302768707,0.3002159595489502,0.1752438247203827,0.20064224302768707,0.13320353627204895,0.2199636548757553,0.18851757049560547,0.2055799961090088,0.18516455590724945
forest,0.1734786182641983,0.08669621497392654,0.24134553968906403,0.48738962411880493,0.2309139519929886,0.24134553968906403,0.26471444964408875,0.14577706158161163,0.19625553488731384,0.0754055380821228,0.1214437186717987
",",0.3365725874900818,0.19675450026988983,0.4933079481124878,0.2549719512462616,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.2826121151447296,0.31238991022109985,0.2938539683818817,0.31091248989105225
(,0.2443375140428543,0.1367122083902359,0.33289089798927307,0.12752850353717804,0.35032153129577637,0.33289089798927307,0.11605185270309448,0.1606949418783188,0.18616169691085815,0.23118868470191956,0.40561532974243164
2,-0.0748172402381897,-0.004102054052054882,-0.019434669986367226,-0.05306161940097809,-0.013777675107121468,-0.019434669986367226,-0.04344037175178528,-0.04298456758260727,0.007706941571086645,-0.13785448670387268,0.001977203879505396
),0.2457384318113327,0.1452978551387787,0.3456730246543884,0.13661588728427887,0.3680361211299896,0.3456730246543884,0.131951242685318,0.1600802093744278,0.21153751015663147,0.22527344524860382,0.42300865054130554
regenerating,0.1949433535337448,0.10266712307929993,0.3020299971103668,0.3080022931098938,0.29472967982292175,0.3020299971103668,0.20666374266147614,0.2539609372615814,0.10926029086112976,0.16309931874275208,0.14127451181411743
forest,0.1734786182641983,0.08669621497392654,0.24134553968906403,0.48738962411880493,0.2309139519929886,0.24134553968906403,0.26471444964408875,0.14577706158161163,0.19625553488731384,0.0754055380821228,0.1214437186717987
[,0.011881873942911625,0.07293502986431122,0.07130392640829086,0.2186995893716812,0.010817250236868858,0.07130392640829086,0.13109901547431946,0.06644666939973831,0.11294014006853104,0.03567899018526077,0.011015460826456547
less,0.24590972065925598,0.1649741530418396,0.29185041785240173,0.261296808719635,0.30836719274520874,0.29185041785240173,0.20645178854465485,0.24033764004707336,0.24986222386360168,0.21268858015537262,0.22418740391731262
than,0.24983921647071838,0.18552620708942413,0.3227543234825134,0.2671712636947632,0.33036211133003235,0.3227543234825134,0.24920178949832916,0.19508914649486542,0.2951599359512329,0.24455446004867554,0.24917294085025787
three,0.2491552233695984,0.19435028731822968,0.43452659249305725,0.21157877147197723,0.3844621181488037,0.43452659249305725,0.12076811492443085,0.30367451906204224,0.8295955061912537,0.226300448179245,0.20928427577018738
years,0.29867154359817505,0.2042701691389084,0.2912273406982422,0.2141886055469513,0.2904134690761566,0.2912273406982422,0.035328641533851624,0.16104477643966675,0.3219561278820038,0.18830476701259613,0.1914375126361847
],0.03976386412978172,-0.08776552230119705,-0.04779602214694023,-0.09386827051639557,-0.035044461488723755,-0.04779602214694023,0.03589219972491264,0.00949844904243946,-0.034824371337890625,-0.020237188786268234,-0.0022520492784678936
",",0.3365725874900818,0.19675450026988983,0.4933079481124878,0.2549719512462616,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.2826121151447296,0.31238991022109985,0.2938539683818817,0.31091248989105225
(,0.2443375140428543,0.1367122083902359,0.33289089798927307,0.12752850353717804,0.35032153129577637,0.33289089798927307,0.11605185270309448,0.1606949418783188,0.18616169691085815,0.23118868470191956,0.40561532974243164
3,0.06491345912218094,-0.05008706822991371,0.06283142417669296,0.06084301322698593,0.046857766807079315,0.06283142417669296,-0.018586870282888412,0.055391836911439896,-0.08232498168945312,0.07359684258699417,0.005975271109491587
),0.2457384318113327,0.1452978551387787,0.3456730246543884,0.13661588728427887,0.3680361211299896,0.3456730246543884,0.131951242685318,0.1600802093744278,0.21153751015663147,0.22527344524860382,0.42300865054130554
regenerating,0.1949433535337448,0.10266712307929993,0.3020299971103668,0.3080022931098938,0.29472967982292175,0.3020299971103668,0.20666374266147614,0.2539609372615814,0.10926029086112976,0.16309931874275208,0.14127451181411743
forest,0.1734786182641983,0.08669621497392654,0.24134553968906403,0.48738962411880493,0.2309139519929886,0.24134553968906403,0.26471444964408875,0.14577706158161163,0.19625553488731384,0.0754055380821228,0.1214437186717987
[,0.011881873942911625,0.07293502986431122,0.07130392640829086,0.2186995893716812,0.010817250236868858,0.07130392640829086,0.13109901547431946,0.06644666939973831,0.11294014006853104,0.03567899018526077,0.011015460826456547
between,0.20718061923980713,0.21292726695537567,0.39067012071609497,0.17919251322746277,0.3737983703613281,0.39067012071609497,0.12149064987897873,0.30393290519714355,0.32580968737602234,0.15527592599391937,0.12887074053287506
three,0.2491552233695984,0.19435028731822968,0.43452659249305725,0.21157877147197723,0.3844621181488037,0.43452659249305725,0.12076811492443085,0.30367451906204224,0.8295955061912537,0.226300448179245,0.20928427577018738
and,0.41279885172843933,0.24457906186580658,0.5171257257461548,0.2909749448299408,0.5116966962814331,0.5171257257461548,0.23464977741241455,0.36597734689712524,0.34700489044189453,0.2893967628479004,0.20544172823429108
five,0.22190363705158234,0.21500633656978607,0.41977158188819885,0.19105099141597748,0.3980514109134674,0.41977158188819885,0.07857491821050644,0.2545652687549591,0.8150412440299988,0.19001631438732147,0.18342848122119904
years,0.29867154359817505,0.2042701691389084,0.2912273406982422,0.2141886055469513,0.2904134690761566,0.2912273406982422,0.035328641533851624,0.16104477643966675,0.3219561278820038,0.18830476701259613,0.1914375126361847
of,0.2827862501144409,0.2566941976547241,0.733189046382904,0.241034597158432,1.0,0.733189046382904,0.20143137872219086,0.32255905866622925,0.36293646693229675,0.18317048251628876,0.1826142966747284
regrowth,0.20635317265987396,0.1689961552619934,0.35823342204093933,0.3970315754413605,0.2965412139892578,0.35823342204093933,0.17576180398464203,0.19299404323101044,0.18476560711860657,0.18419703841209412,0.11437936127185822
],0.03976386412978172,-0.08776552230119705,-0.04779602214694023,-0.09386827051639557,-0.035044461488723755,-0.04779602214694023,0.03589219972491264,0.00949844904243946,-0.034824371337890625,-0.020237188786268234,-0.0022520492784678936
",",0.3365725874900818,0.19675450026988983,0.4933079481124878,0.2549719512462616,0.4946078956127167,0.4933079481124878,0.2214922308921814,0.2826121151447296,0.31238991022109985,0.2938539683818817,0.31091248989105225
and,0.41279885172843933,0.24457906186580658,0.5171257257461548,0.2909749448299408,0.5116966962814331,0.5171257257461548,0.23464977741241455,0.36597734689712524,0.34700489044189453,0.2893967628479004,0.20544172823429108
(,0.2443375140428543,0.1367122083902359,0.33289089798927307,0.12752850353717804,0.35032153129577637,0.33289089798927307,0.11605185270309448,0.1606949418783188,0.18616169691085815,0.23118868470191956,0.40561532974243164
4,0.09137360751628876,0.14331534504890442,0.15499350428581238,0.014869539998471737,0.17227263748645782,0.15499350428581238,0.10363619029521942,0.0536930151283741,0.05966099724173546,-0.001824269536882639,0.010515431873500347
),0.2457384318113327,0.1452978551387787,0.3456730246543884,0.13661588728427887,0.3680361211299896,0.3456730246543884,0.131951242685318,0.1600802093744278,0.21153751015663147,0.22527344524860382,0.42300865054130554
regenerating,0.1949433535337448,0.10266712307929993,0.3020299971103668,0.3080022931098938,0.29472967982292175,0.3020299971103668,0.20666374266147614,0.2539609372615814,0.10926029086112976,0.16309931874275208,0.14127451181411743
forest,0.1734786182641983,0.08669621497392654,0.24134553968906403,0.48738962411880493,0.2309139519929886,0.24134553968906403,0.26471444964408875,0.14577706158161163,0.19625553488731384,0.0754055380821228,0.1214437186717987
[,0.011881873942911625,0.07293502986431122,0.07130392640829086,0.2186995893716812,0.010817250236868858,0.07130392640829086,0.13109901547431946,0.06644666939973831,0.11294014006853104,0.03567899018526077,0.011015460826456547
eleven,0.22778265178203583,0.21637102961540222,0.35020911693573,0.22623799741268158,0.3171820044517517,0.35020911693573,0.14601494371891022,0.27970555424690247,0.5722899436950684,0.20618753135204315,0.1022186428308487
to,0.42656609416007996,0.2154233157634735,0.535392165184021,0.2606815993785858,0.41548454761505127,0.535392165184021,0.17033490538597107,0.38810545206069946,0.2803118824958801,0.23065701127052307,0.29463258385658264
eighteen,0.2596370577812195,0.2837378680706024,0.3133121132850647,0.13193774223327637,0.28805190324783325,0.3133121132850647,0.167833611369133,0.24253830313682556,0.6164889335632324,0.23322048783302307,0.07595199346542358
years,0.29867154359817505,0.2042701691389084,0.2912273406982422,0.2141886055469513,0.2904134690761566,0.2912273406982422,0.035328641533851624,0.16104477643966675,0.3219561278820038,0.18830476701259613,0.1914375126361847
of,0.2827862501144409,0.2566941976547241,0.733189046382904,0.241034597158432,1.0,0.733189046382904,0.20143137872219086,0.32255905866622925,0.36293646693229675,0.18317048251628876,0.1826142966747284
continued,0.15470513701438904,0.3464523255825043,0.29953038692474365,0.19834119081497192,0.2527073323726654,0.29953038692474365,0.1367698460817337,0.19909872114658356,0.24100148677825928,0.0483674518764019,0.10404038429260254
development,0.15172652900218964,0.2576238214969635,0.3362044394016266,0.13959501683712006,0.28700894117355347,0.3362044394016266,0.16569922864437103,0.19487594068050385,0.21407248079776764,0.22867190837860107,0.1211358830332756
],0.03976386412978172,-0.08776552230119705,-0.04779602214694023,-0.09386827051639557,-0.035044461488723755,-0.04779602214694023,0.03589219972491264,0.00949844904243946,-0.034824371337890625,-0.020237188786268234,-0.0022520492784678936
.,0.3541337847709656,0.2294844090938568,0.5934505462646484,0.23487022519111633,0.5352458953857422,0.5934505462646484,0.262887567281723,0.26250120997428894,0.3278861939907074,0.2311275452375412,0.4130953550338745
