,le,grande,also,wrote,that,defining,the,term,civil,disobedience,so,difficult,it,could,be,described,as,?
legrande,0.37168148159980774,0.8157591819763184,0.17914627492427826,0.2660217583179474,0.13519932329654694,0.1024411991238594,0.22735118865966797,0.07388526946306229,0.189771369099617,0.24445345997810364,0.1553799957036972,0.11742942780256271,0.2201317697763443,0.13221825659275055,0.15397393703460693,0.07602961361408234,0.2220810502767563,0.19861237704753876
writes,0.16252627968788147,0.05735534429550171,0.24420809745788574,0.6309792399406433,0.3191187381744385,0.2362787425518036,0.1939418613910675,0.07574481517076492,0.18793687224388123,0.3484453856945038,0.2455836832523346,0.20152054727077484,0.1677919328212738,0.19502955675125122,0.1879713535308838,0.381737619638443,0.18493619561195374,0.17896029353141785
that,0.13482193648815155,0.1571187824010849,0.6005857586860657,0.27484676241874695,1.0,0.35908856987953186,0.5473989248275757,0.2833994925022125,0.16867391765117645,0.3551425039768219,0.6779842376708984,0.401099294424057,0.5921133160591125,0.5584503412246704,0.6036020517349243,0.3262448310852051,0.4735107421875,0.32716336846351624
``,0.08277881145477295,0.0480659045279026,0.000636551936622709,0.0734158530831337,0.05285148695111275,0.07948875427246094,0.029072100296616554,0.11803510040044785,0.06784805655479431,0.06214885041117668,0.11769691109657288,0.08972426503896713,0.035206809639930725,0.07445607334375381,0.07670000940561295,-0.0018293076427653432,0.03910288214683533,0.0685480609536171
the,0.18814682960510254,0.2553926706314087,0.6021018624305725,0.2426944375038147,0.5473989248275757,0.3161003887653351,1.0,0.2740369141101837,0.2477465271949768,0.30963727831840515,0.4296516180038452,0.277450829744339,0.6251175999641418,0.35393214225769043,0.4248143136501312,0.2878154516220093,0.48381632566452026,0.22068053483963013
formulation,0.1066162958741188,0.09639457613229752,0.2689206004142761,0.20391292870044708,0.33252260088920593,0.45583489537239075,0.31330761313438416,0.3262551724910736,0.13623063266277313,0.3299887776374817,0.2737772464752197,0.29443737864494324,0.26432710886001587,0.23473648726940155,0.3266775906085968,0.31456753611564636,0.27339422702789307,0.22288775444030762
of,0.16844666004180908,0.2166183739900589,0.4924938678741455,0.30241408944129944,0.41498205065727234,0.345196932554245,0.733189046382904,0.26047757267951965,0.24698495864868164,0.31932318210601807,0.3184450566768646,0.2539307773113251,0.38761502504348755,0.29043012857437134,0.33904364705085754,0.297532320022583,0.3886612355709076,0.1826142966747284
a,0.21668682992458344,0.20305506885051727,0.5149940252304077,0.232523575425148,0.47537946701049805,0.3109075427055359,0.5829201340675354,0.3080509603023529,0.21693918108940125,0.25352153182029724,0.41474464535713196,0.3425796926021576,0.5452592968940735,0.3736826181411743,0.39883795380592346,0.25473126769065857,0.39550232887268066,0.23916715383529663
single,0.13349080085754395,0.21452192962169647,0.24681571125984192,0.08698290586471558,0.2703927755355835,0.2206958532333374,0.29338565468788147,0.21546964347362518,0.11561005562543869,0.17388775944709778,0.3203771412372589,0.1828829050064087,0.26235145330429077,0.2812116742134094,0.2603433430194855,0.15764503180980682,0.21386434137821198,0.2151121199131012
all-encompassing,0.17318932712078094,0.24105092883110046,0.2545749545097351,0.1802232414484024,0.27678245306015015,0.4192174971103668,0.28753721714019775,0.2790639102458954,0.19823211431503296,0.32571911811828613,0.23486515879631042,0.3165079951286316,0.2353792041540146,0.21591304242610931,0.26835107803344727,0.2575037479400635,0.26656413078308105,0.22248730063438416
definition,0.14319197833538055,0.0852511078119278,0.27093252539634705,0.0676134005188942,0.36495500802993774,0.6493014693260193,0.23176956176757812,0.46864309906959534,0.11440393328666687,0.20017720758914948,0.2773737609386444,0.2587187886238098,0.32918065786361694,0.2445332407951355,0.333861380815506,0.2585514783859253,0.30895569920539856,0.2796523869037628
of,0.16844666004180908,0.2166183739900589,0.4924938678741455,0.30241408944129944,0.41498205065727234,0.345196932554245,0.733189046382904,0.26047757267951965,0.24698495864868164,0.31932318210601807,0.3184450566768646,0.2539307773113251,0.38761502504348755,0.29043012857437134,0.33904364705085754,0.297532320022583,0.3886612355709076,0.1826142966747284
the,0.18814682960510254,0.2553926706314087,0.6021018624305725,0.2426944375038147,0.5473989248275757,0.3161003887653351,1.0,0.2740369141101837,0.2477465271949768,0.30963727831840515,0.4296516180038452,0.277450829744339,0.6251175999641418,0.35393214225769043,0.4248143136501312,0.2878154516220093,0.48381632566452026,0.22068053483963013
term,0.1363346129655838,0.09523332864046097,0.28864800930023193,0.11665397882461548,0.2833994925022125,0.4142891466617584,0.2740369141101837,1.0,0.15453830361366272,0.19347046315670013,0.21808896958827972,0.24101081490516663,0.24376648664474487,0.21643826365470886,0.2703228294849396,0.2858964800834656,0.3224089443683624,0.1901002675294876
is,0.14396245777606964,0.19226676225662231,0.5012649297714233,0.23763930797576904,0.3995479643344879,0.3014201521873474,0.5823672413825989,0.270183801651001,0.16941262781620026,0.21453623473644257,0.3153412640094757,0.29025518894195557,0.6328473687171936,0.2763098180294037,0.4819129705429077,0.2517563998699188,0.43216490745544434,0.22961433231830597
extremely,0.124889075756073,0.1369078904390335,0.38732975721359253,0.24350127577781677,0.42188143730163574,0.22858983278274536,0.28996992111206055,0.19583846628665924,0.12712882459163666,0.22631780803203583,0.47787466645240784,0.4818902313709259,0.3861957788467407,0.3062470257282257,0.402263343334198,0.32676932215690613,0.349671334028244,0.14809079468250275
difficult,0.08346021175384521,0.11241163313388824,0.3826657831668854,0.22032053768634796,0.401099294424057,0.27247366309165955,0.277450829744339,0.24101081490516663,0.12648345530033112,0.2820698320865631,0.4673430323600769,1.0000001192092896,0.31896570324897766,0.4321136772632599,0.374691903591156,0.2661673426628113,0.21670931577682495,0.20408590137958527
",",0.1742672175168991,0.28130850195884705,0.4717654287815094,0.27225261926651,0.4137537479400635,0.27137327194213867,0.4933079481124878,0.21599270403385162,0.24795588850975037,0.2878543734550476,0.3716299831867218,0.24675612151622772,0.48329564929008484,0.27399855852127075,0.39254459738731384,0.25326472520828247,0.48816442489624023,0.31091248989105225
if,0.13232004642486572,0.08291652053594589,0.41293784976005554,0.11529079079627991,0.5634250640869141,0.25581398606300354,0.33724796772003174,0.20444554090499878,0.12512178719043732,0.20446431636810303,0.643597424030304,0.3463487923145294,0.35967332124710083,0.5034732818603516,0.5628611445426941,0.1605345904827118,0.3354816734790802,0.4441644251346588
not,0.1471473127603531,0.1502615362405777,0.4917296767234802,0.1716090738773346,0.6600887179374695,0.3335910737514496,0.4310511648654938,0.2823779284954071,0.18740713596343994,0.38157403469085693,0.6635211706161499,0.4303653836250305,0.4651523232460022,0.5930190086364746,0.5788898468017578,0.26403623819351196,0.5105602741241455,0.41942933201789856
impossible,0.1269749104976654,0.18929100036621094,0.26203715801239014,0.2636451721191406,0.4126266539096832,0.25850576162338257,0.22988329827785492,0.16268332302570343,0.1679188311100006,0.3074643015861511,0.47420239448547363,0.5896874070167542,0.3073744475841522,0.5037975311279297,0.3209625780582428,0.25821617245674133,0.2191239893436432,0.2244972586631775
.,0.17469188570976257,0.23098409175872803,0.49166762828826904,0.2480330765247345,0.4460422694683075,0.23315094411373138,0.5934505462646484,0.18456575274467468,0.2541380822658539,0.2603943943977356,0.45412498712539673,0.23902733623981476,0.5593622326850891,0.3200591504573822,0.4383580684661865,0.21733810007572174,0.515582263469696,0.4130953550338745
,le,grande,also,wrote,that,defining,the,term,civil,disobedience,so,difficult,it,could,be,described,as,?
in,0.20278146862983704,0.19069437682628632,0.5073733329772949,0.2898900806903839,0.435920387506485,0.24453270435333252,0.6662389636039734,0.27866655588150024,0.26466667652130127,0.3054615259170532,0.31275880336761475,0.2128705233335495,0.5130809545516968,0.29357993602752686,0.3481820821762085,0.28813880681991577,0.3887844979763031,0.20430970191955566
reviewing,0.0860174298286438,0.047169819474220276,0.2743494212627411,0.24452921748161316,0.39531317353248596,0.29606956243515015,0.26682180166244507,0.14955730736255646,0.1717546284198761,0.25977087020874023,0.38373780250549316,0.2991240322589874,0.28975796699523926,0.28829771280288696,0.38409146666526794,0.2457020878791809,0.2694324553012848,0.3273172676563263
the,0.18814682960510254,0.2553926706314087,0.6021018624305725,0.2426944375038147,0.5473989248275757,0.3161003887653351,1.0,0.2740369141101837,0.2477465271949768,0.30963727831840515,0.4296516180038452,0.277450829744339,0.6251175999641418,0.35393214225769043,0.4248143136501312,0.2878154516220093,0.48381632566452026,0.22068053483963013
voluminous,0.12504498660564423,0.18733333051204681,0.23208318650722504,0.20165595412254333,0.2645473778247833,0.22569239139556885,0.21931228041648865,0.2019643932580948,0.03302191197872162,0.1361241191625595,0.28803950548171997,0.26954638957977295,0.21008962392807007,0.16129425168037415,0.2856285870075226,0.3285558223724365,0.26806914806365967,0.15027756989002228
literature,0.144178107380867,0.12122318148612976,0.21301308274269104,0.37204355001449585,0.19748573005199432,0.24962815642356873,0.2611817419528961,0.23043055832386017,0.18741151690483093,0.265071839094162,0.20776693522930145,0.1659599244594574,0.24023845791816711,0.16667835414409637,0.15019579231739044,0.2124638855457306,0.16553819179534912,0.2043706774711609
on,0.15119008719921112,0.20839765667915344,0.3762153089046478,0.23949672281742096,0.42569106817245483,0.2732832431793213,0.5107308030128479,0.1491490602493286,0.17390455305576324,0.2194652408361435,0.31848302483558655,0.22092533111572266,0.4529881477355957,0.2953716814517975,0.37900757789611816,0.14733895659446716,0.36047765612602234,0.2714994251728058
the,0.18814682960510254,0.2553926706314087,0.6021018624305725,0.2426944375038147,0.5473989248275757,0.3161003887653351,1.0,0.2740369141101837,0.2477465271949768,0.30963727831840515,0.4296516180038452,0.277450829744339,0.6251175999641418,0.35393214225769043,0.4248143136501312,0.2878154516220093,0.48381632566452026,0.22068053483963013
subject,0.14365984499454498,0.15299665927886963,0.2295254021883011,0.2517845630645752,0.3529222309589386,0.36320963501930237,0.2387523651123047,0.30821675062179565,0.16258680820465088,0.2669045627117157,0.34391331672668457,0.2868311107158661,0.31249886751174927,0.2718603014945984,0.3231959342956543,0.21182583272457123,0.2579971253871918,0.33952999114990234
",",0.1742672175168991,0.28130850195884705,0.4717654287815094,0.27225261926651,0.4137537479400635,0.27137327194213867,0.4933079481124878,0.21599270403385162,0.24795588850975037,0.2878543734550476,0.3716299831867218,0.24675612151622772,0.48329564929008484,0.27399855852127075,0.39254459738731384,0.25326472520828247,0.48816442489624023,0.31091248989105225
the,0.18814682960510254,0.2553926706314087,0.6021018624305725,0.2426944375038147,0.5473989248275757,0.3161003887653351,1.0,0.2740369141101837,0.2477465271949768,0.30963727831840515,0.4296516180038452,0.277450829744339,0.6251175999641418,0.35393214225769043,0.4248143136501312,0.2878154516220093,0.48381632566452026,0.22068053483963013
student,0.11581966280937195,0.025297585874795914,0.22532902657985687,0.28041303157806396,0.24464628100395203,0.11538562178611755,0.21259291470050812,0.10296130180358887,0.21464088559150696,0.31496354937553406,0.2024213969707489,0.195609912276268,0.18204133212566376,0.16025270521640778,0.1783752143383026,0.19770829379558563,0.19075024127960205,0.13282090425491333
of,0.16844666004180908,0.2166183739900589,0.4924938678741455,0.30241408944129944,0.41498205065727234,0.345196932554245,0.733189046382904,0.26047757267951965,0.24698495864868164,0.31932318210601807,0.3184450566768646,0.2539307773113251,0.38761502504348755,0.29043012857437134,0.33904364705085754,0.297532320022583,0.3886612355709076,0.1826142966747284
civil,0.1424577683210373,0.1368236541748047,0.22241419553756714,0.1756037026643753,0.16867391765117645,0.17397154867649078,0.2477465271949768,0.15453830361366272,1.0,0.5442691445350647,0.13664963841438293,0.12648345530033112,0.17707513272762299,0.16472849249839783,0.18061059713363647,0.13655175268650055,0.18100082874298096,0.1494513899087906
disobedience,0.2099427580833435,0.15988367795944214,0.30266615748405457,0.3325909376144409,0.3551425039768219,0.250198096036911,0.30963727831840515,0.19347046315670013,0.5442691445350647,1.0,0.27943965792655945,0.2820698320865631,0.2648297846317291,0.2661627531051636,0.2944406270980835,0.27444419264793396,0.25773370265960693,0.19890835881233215
rapidly,0.07380574196577072,0.167826309800148,0.2370961755514145,0.014283820986747742,0.2643040120601654,0.2031250298023224,0.26927268505096436,0.1746935397386551,0.09590968489646912,0.19090677797794342,0.31476545333862305,0.35290756821632385,0.29140642285346985,0.2223152369260788,0.28128910064697266,0.17627885937690735,0.27403390407562256,0.11245343834161758
