,when,did,general,hospital,first,debut,on,abc,?
on,0.37706470489501953,0.2670976221561432,0.18019753694534302,0.2869148552417755,0.3120559751987457,0.26024293899536133,0.9999999403953552,0.2862928807735443,0.2714994251728058
april,0.2554110586643219,0.2925565242767334,0.22129127383232117,0.27014678716659546,0.2994123697280884,0.20494036376476288,0.32559236884117126,0.1727592945098877,0.25704094767570496
1,-0.2683585286140442,-0.2815930247306824,-0.176796555519104,-0.026926571503281593,-0.26829156279563904,-0.2124163657426834,-0.09574633836746216,-0.21221664547920227,-0.249979168176651
",",0.36674630641937256,0.3015086054801941,0.3022127151489258,0.24744091928005219,0.34503069519996643,0.2218245416879654,0.49057599902153015,0.2097204476594925,0.31091248989105225
1963,-0.029794543981552124,0.022874606773257256,-0.024340223520994186,0.073163703083992,-0.007132149767130613,0.02185564488172531,0.07868470996618271,-0.006677213590592146,0.03411978855729103
",",0.36674630641937256,0.3015086054801941,0.3022127151489258,0.24744091928005219,0.34503069519996643,0.2218245416879654,0.49057599902153015,0.2097204476594925,0.31091248989105225
abc,0.13294127583503723,0.13353709876537323,0.1430114507675171,0.1614045947790146,0.2403600513935089,0.15660154819488525,0.2862928807735443,1.0000001192092896,0.19065172970294952
debuted,0.16806688904762268,0.19454216957092285,0.13499762117862701,0.14592750370502472,0.35306718945503235,0.7086208462715149,0.3414226770401001,0.27247121930122375,0.12089905142784119
the,0.5091903209686279,0.34736719727516174,0.28634732961654663,0.17318566143512726,0.49448907375335693,0.2226441204547882,0.5107308030128479,0.2068762183189392,0.22068053483963013
soap,0.1590038686990738,0.12407860159873962,0.1758154332637787,0.19461235404014587,0.1608956903219223,0.17860504984855652,0.18588966131210327,0.30289196968078613,0.1800997406244278
opera,0.19735561311244965,0.16057662665843964,0.1312616616487503,0.19632786512374878,0.20054590702056885,0.23658639192581177,0.18005599081516266,0.28884679079055786,0.12079104036092758
general,0.20438088476657867,0.19499315321445465,1.0000001192092896,0.1981266885995865,0.23021191358566284,0.08605062961578369,0.18019753694534302,0.1430114507675171,0.1972234547138214
hospital,0.17734786868095398,0.16173575818538666,0.1981266885995865,1.0,0.1522061973810196,0.1347689926624298,0.2869148552417755,0.1614045947790146,0.12508831918239594
",",0.36674630641937256,0.3015086054801941,0.3022127151489258,0.24744091928005219,0.34503069519996643,0.2218245416879654,0.49057599902153015,0.2097204476594925,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.19923317432403564,0.14132514595985413,0.3828166127204895,0.16210904717445374,0.4245251417160034,0.1991286277770996,0.25814583897590637
would,0.4219970703125,0.6268245577812195,0.2446732223033905,0.13219518959522247,0.2882738411426544,0.20933137834072113,0.35589995980262756,0.13780725002288818,0.37178951501846313
go,0.27644458413124084,0.2978402376174927,0.1271347850561142,0.201695516705513,0.15455706417560577,0.0949467122554779,0.23738256096839905,0.1561766117811203,0.25942572951316833
on,0.37706470489501953,0.2670976221561432,0.18019753694534302,0.2869148552417755,0.3120559751987457,0.26024293899536133,0.9999999403953552,0.2862928807735443,0.2714994251728058
to,0.5423505902290344,0.4452643394470215,0.24755197763442993,0.22196340560913086,0.3792489171028137,0.19055314362049103,0.41031414270401,0.1762417107820511,0.29463258385658264
become,0.4120000898838043,0.2625269889831543,0.1829449087381363,0.16181406378746033,0.2765450179576874,0.1709185093641281,0.17756444215774536,0.06849972158670425,0.19511328637599945
the,0.5091903209686279,0.34736719727516174,0.28634732961654663,0.17318566143512726,0.49448907375335693,0.2226441204547882,0.5107308030128479,0.2068762183189392,0.22068053483963013
television,0.19077982008457184,0.17055591940879822,0.16580867767333984,0.211091086268425,0.2787016034126282,0.27153444290161133,0.2825660705566406,0.46871840953826904,0.16825827956199646
network,0.19011130928993225,0.08572790026664734,0.14884334802627563,0.1926472932100296,0.2069581300020218,0.1548605114221573,0.30190837383270264,0.4295894205570221,0.17853789031505585
's,-0.03368149697780609,0.05069678649306297,-0.0757286474108696,-0.08554291725158691,-0.014458609744906425,0.02319660410284996,0.0026888418942689896,0.06670809537172318,-0.023395681753754616
long-running,0.3526475131511688,0.2840735912322998,0.1822735220193863,0.1873859316110611,0.32792600989341736,0.19382324814796448,0.34244173765182495,0.30377086997032166,0.23421622812747955
entertainment,0.15448303520679474,0.1571095585823059,0.12407180666923523,0.13532128930091858,0.2131803184747696,0.280765175819397,0.19212140142917633,0.28069135546684265,0.11855241656303406
program,0.2301054745912552,0.18915289640426636,0.15059489011764526,0.18648160994052887,0.2659492492675781,0.17829705774784088,0.23327119648456573,0.28949791193008423,0.1440187245607376
.,0.475719153881073,0.35288307070732117,0.2929490804672241,0.21275769174098969,0.4345304071903229,0.20454879105091095,0.49257001280784607,0.2567209303379059,0.4130953550338745
