,in,what,country,is,a,background,check,required,?
in,1.0,0.30808621644973755,0.3040012717247009,0.5394441485404968,0.539380669593811,0.15983064472675323,0.20846937596797943,0.20162324607372284,0.20430970191955566
addition,0.3033084571361542,0.20643717050552368,0.20098437368869781,0.2727152407169342,0.2617819607257843,0.21155086159706116,0.23956671357154846,0.36121031641960144,0.19187232851982117
to,0.45010748505592346,0.455847829580307,0.31281599402427673,0.42745086550712585,0.45503583550453186,0.19269849359989166,0.29680517315864563,0.3613971471786499,0.29463258385658264
certification,0.20362921059131622,0.17934301495552063,0.20021528005599976,0.16496902704238892,0.24446265399456024,0.21285490691661835,0.31825706362724304,0.3822140097618103,0.2274744212627411
",",0.5201468467712402,0.3087472915649414,0.27878350019454956,0.4691906273365021,0.427140474319458,0.24285303056240082,0.2381889820098877,0.22653338313102722,0.31091248989105225
many,0.41474202275276184,0.36131182312965393,0.26946935057640076,0.2649032473564148,0.2872205972671509,0.18160036206245422,0.2424081265926361,0.24403242766857147,0.2124512493610382
educational,0.29241177439689636,0.2158561795949936,0.22722062468528748,0.22074756026268005,0.25668084621429443,0.2112080305814743,0.2347966432571411,0.25791600346565247,0.20904642343521118
institutions,0.2592448890209198,0.22018329799175262,0.2647635340690613,0.14988303184509277,0.20288343727588654,0.13326402008533478,0.2598817050457001,0.24757006764411926,0.19119486212730408
especially,0.3526567816734314,0.3590192496776581,0.2146720439195633,0.32683345675468445,0.3264579772949219,0.13326287269592285,0.20338547229766846,0.27938809990882874,0.19751401245594025
within,0.40576374530792236,0.2498195916414261,0.17191655933856964,0.30135563015937805,0.3858051896095276,0.15121620893478394,0.1764536052942276,0.3000641465187073,0.1870293766260147
the,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.5823672413825989,0.5829201340675354,0.2008458375930786,0.26274681091308594,0.27848219871520996,0.22068053483963013
us,0.19746538996696472,0.32081687450408936,0.22959643602371216,0.1808239072561264,0.1862444281578064,0.1336294561624527,0.2778570353984833,0.16067107021808624,0.2742428481578827
",",0.5201468467712402,0.3087472915649414,0.27878350019454956,0.4691906273365021,0.427140474319458,0.24285303056240082,0.2381889820098877,0.22653338313102722,0.31091248989105225
require,0.14079172909259796,0.2487315833568573,0.14655527472496033,0.20895631611347198,0.24720792472362518,0.1925353854894638,0.369048535823822,0.7939618825912476,0.2463286817073822
that,0.435920387506485,0.6297725439071655,0.210195854306221,0.3995479643344879,0.47537946701049805,0.26063278317451477,0.40458354353904724,0.37379229068756104,0.32716336846351624
prospective,0.290104478597641,0.22635701298713684,0.22177986800670624,0.19989445805549622,0.2663448750972748,0.27763044834136963,0.29143771529197693,0.28164443373680115,0.22671756148338318
teachers,0.2128150761127472,0.2526462972164154,0.13166023790836334,0.15701442956924438,0.2509842813014984,0.13553643226623535,0.17109891772270203,0.2004682421684265,0.19522249698638916
pass,0.18748411536216736,0.24105259776115417,0.12173181772232056,0.20208431780338287,0.19894953072071075,0.10643132030963898,0.21739184856414795,0.2506808638572693,0.09478675574064255
a,0.539380669593811,0.3320399522781372,0.20991116762161255,0.658733606338501,1.0,0.1591496765613556,0.2500237822532654,0.2891559302806854,0.23916715383529663
background,0.15983064472675323,0.2643679678440094,0.17573709785938263,0.1318316012620926,0.1591496765613556,1.0,0.17026619613170624,0.14803461730480194,0.18481217324733734
check,0.20846937596797943,0.4061378240585327,0.16181987524032593,0.18768377602100372,0.2500237822532654,0.17026619613170624,1.0000001192092896,0.3527719974517822,0.39389175176620483
and,0.4954058527946472,0.31309178471565247,0.30884742736816406,0.3859752118587494,0.3739250600337982,0.2455536276102066,0.23200269043445587,0.25104308128356934,0.20544172823429108
psychiatric,0.2568757236003876,0.2544221580028534,0.13255992531776428,0.1969340443611145,0.24683482944965363,0.09545128792524338,0.2515926957130432,0.16678526997566223,0.19065207242965698
evaluation,0.21822984516620636,0.2566048800945282,0.1397610902786255,0.21702177822589874,0.23692037165164948,0.169723778963089,0.3472635746002197,0.3978511095046997,0.23344650864601135
to,0.45010748505592346,0.455847829580307,0.31281599402427673,0.42745086550712585,0.45503583550453186,0.19269849359989166,0.29680517315864563,0.3613971471786499,0.29463258385658264
be,0.3481820821762085,0.3929833769798279,0.2115473747253418,0.4819129705429077,0.39883795380592346,0.20279113948345184,0.3949551284313202,0.3677930235862732,0.3324260413646698
able,0.23456627130508423,0.3404487371444702,0.14274631440639496,0.1493876874446869,0.2874686121940613,0.1477215737104416,0.357925683259964,0.4044731855392456,0.260649710893631
to,0.45010748505592346,0.455847829580307,0.31281599402427673,0.42745086550712585,0.45503583550453186,0.19269849359989166,0.29680517315864563,0.3613971471786499,0.29463258385658264
teach,0.23312166333198547,0.2818700671195984,0.14238765835762024,0.15221208333969116,0.18608243763446808,0.1958414763212204,0.206830695271492,0.22389908134937286,0.24188745021820068
in,1.0,0.30808621644973755,0.3040012717247009,0.5394441485404968,0.539380669593811,0.15983064472675323,0.20846937596797943,0.20162324607372284,0.20430970191955566
classroom,0.215206578373909,0.2124699205160141,0.12205691635608673,0.14807726442813873,0.24022886157035828,0.1973685920238495,0.2899751365184784,0.2530517876148224,0.23190370202064514
.,0.5591574311256409,0.3567904531955719,0.26130348443984985,0.4569662809371948,0.50484299659729,0.22348779439926147,0.2756861746311188,0.2724599838256836,0.4130953550338745
