,what,is,the,throat,called,?
the,0.42745697498321533,0.5823672413825989,1.0,0.23695605993270874,0.489897221326828,0.22068053483963013
internal,0.2065390944480896,0.14705020189285278,0.24764955043792725,0.16783957183361053,0.22322764992713928,0.1665428727865219
cavity,0.21633920073509216,0.2287241667509079,0.3135981261730194,0.4486897885799408,0.22998137772083282,0.16966374218463898
forms,0.16334041953086853,0.35419854521751404,0.2950737178325653,0.133417010307312,0.36641520261764526,0.1196754202246666
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.04812266677618027,-0.08732113987207413,-0.07156077772378922
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2773417532444,0.4868806302547455,0.23916715383529663
mouth,0.18337541818618774,0.2722901999950409,0.3073960244655609,0.3977486491203308,0.21764245629310608,0.21761061251163483
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.2237672060728073,0.41604554653167725,0.32716336846351624
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.23147977888584137,0.306973397731781,0.3226337134838104
usually,0.32521089911460876,0.4230746626853943,0.36782920360565186,0.2137138545513153,0.4720117449760437,0.19435347616672516
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.17726784944534302,0.2761072516441345,0.3324260413646698
closed,0.1689339131116867,0.15169702470302582,0.2359541952610016,0.11066512763500214,0.15842197835445404,0.15595348179340363
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.17296579480171204,0.3092815577983856,0.17966607213020325
muscles,0.2155923992395401,0.20405788719654083,0.25795117020606995,0.32843413949012756,0.278778612613678,0.15752418339252472
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.02682373858988285,0.02254311740398407,0.10349778085947037
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2773417532444,0.4868806302547455,0.23916715383529663
pharynx,0.24592235684394836,0.2490207701921463,0.3495643436908722,0.5114517211914062,0.27733758091926575,0.19402775168418884
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.18472491204738617,0.2546432614326477,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.08773352950811386,0.00907047651708126,0.0685480609536171
throat,0.13968020677566528,0.17297254502773285,0.23695605993270874,1.0000001192092896,0.16599947214126587,0.18475991487503052
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.050549186766147614,0.021102847531437874,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.17263434827327728,0.273923397064209,0.42300865054130554
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.02682373858988285,0.02254311740398407,0.10349778085947037
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2773417532444,0.4868806302547455,0.23916715383529663
wider,0.33491194248199463,0.21796871721744537,0.3782990276813507,0.20238393545150757,0.22773493826389313,0.20532488822937012
area,0.21965408325195312,0.29283958673477173,0.37834644317626953,0.16090595722198486,0.28571802377700806,0.12640461325645447
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2132309526205063,0.40847352147102356,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.23695605993270874,0.489897221326828,0.22068053483963013
center,0.1908310204744339,0.24782158434391022,0.29064592719078064,0.13076402246952057,0.15998803079128265,0.12538520991802216
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.2237672060728073,0.41604554653167725,0.32716336846351624
acts,0.24949195981025696,0.253656268119812,0.2568269371986389,0.133159339427948,0.24577032029628754,0.07075770199298859
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.11472085863351822,0.2827680706977844,0.27043893933296204
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2773417532444,0.4868806302547455,0.23916715383529663
stomach,0.15104956924915314,0.20176467299461365,0.23040339350700378,0.5348061919212341,0.11100885272026062,0.17851494252681732
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.02682373858988285,0.02254311740398407,0.10349778085947037
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.24439871311187744,0.3251761794090271,0.20544172823429108
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2773417532444,0.4868806302547455,0.23916715383529663
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,0.10539209842681885,0.23914183676242828,0.15556083619594574
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.16914406418800354,0.4222904443740845,0.1826142966747284
internal,0.2065390944480896,0.14705020189285278,0.24764955043792725,0.16783957183361053,0.22322764992713928,0.1665428727865219
canals,0.10926622152328491,0.18542692065238953,0.2848304510116577,0.15224982798099518,0.2540352940559387,0.07455302774906158
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.25822916626930237,0.300344854593277,0.4130953550338745
