,what,alumni,wrote,``,the,good,war,'',?
in,0.30808621644973755,0.2126772403717041,0.2898900806903839,0.04765888676047325,0.6662389636039734,0.2152448445558548,0.29904094338417053,0.07432962208986282,0.20430970191955566
literature,0.22505109012126923,0.2678532302379608,0.37204355001449585,0.06339197605848312,0.2611817419528961,0.1721898317337036,0.27863219380378723,0.05799779295921326,0.2043706774711609
",",0.3087472915649414,0.2394251972436905,0.27225261926651,0.09681109338998795,0.4933079481124878,0.3217065632343292,0.2671184241771698,-0.037358131259679794,0.31091248989105225
author,0.18480391800403595,0.158415287733078,0.4487803876399994,0.08737552911043167,0.199458509683609,0.16883915662765503,0.20898768305778503,0.08537522703409195,0.14162757992744446
of,0.33290785551071167,0.27771928906440735,0.30241408944129944,0.06780257821083069,0.733189046382904,0.2696770131587982,0.31680163741111755,0.13035868108272552,0.1826142966747284
the,0.42745697498321533,0.22524002194404602,0.2426944375038147,0.029072100296616554,1.0,0.2735973596572876,0.366199791431427,0.041273195296525955,0.22068053483963013
new,0.2130378633737564,0.22630517184734344,0.16065242886543274,-0.03575563058257103,0.3845241069793701,0.2091202735900879,0.18623678386211395,-0.021915066987276077,0.14782847464084625
york,0.15652963519096375,0.2654082179069519,0.21811996400356293,-0.0657157376408577,0.3034006953239441,0.13783758878707886,0.1885988563299179,-0.0005157423438504338,0.15262620151042938
times,0.21414996683597565,0.20367132127285004,0.23472610116004944,0.027419542893767357,0.29093852639198303,0.17078931629657745,0.15265506505966187,-0.032459624111652374,0.18880689144134521
bestseller,0.19411920011043549,0.2192545086145401,0.4061700701713562,-0.07138332724571228,0.2600448429584503,0.22827084362506866,0.2599293887615204,-0.0017859510844573379,0.18862217664718628
before,0.3801657259464264,0.1191863939166069,0.1719532161951065,0.0842912346124649,0.45900648832321167,0.22095181047916412,0.2554761469364166,-0.07730459421873093,0.2507109045982361
i,0.4411132335662842,0.13315653800964355,0.2075207233428955,0.050574399530887604,0.26687872409820557,0.3714962899684906,0.261459082365036,0.06827187538146973,0.4695145785808563
fall,0.26931828260421753,0.14744551479816437,0.17048469185829163,-0.03271329775452614,0.3639753758907318,0.14140304923057556,0.21017496287822723,-0.002057781210169196,0.1656162142753601
lauren,0.16656063497066498,0.14184479415416718,0.19338616728782654,-0.09697829186916351,0.16052700579166412,0.18294961750507355,0.10595148801803589,0.05057104676961899,0.12120736390352249
oliver,0.18301159143447876,0.1249762773513794,0.21638260781764984,-0.01276000589132309,0.24067138135433197,0.15905678272247314,0.22164635360240936,-0.036330994218587875,0.20260699093341827
",",0.3087472915649414,0.2394251972436905,0.27225261926651,0.09681109338998795,0.4933079481124878,0.3217065632343292,0.2671184241771698,-0.037358131259679794,0.31091248989105225
pulitzer,0.1705467849969864,0.2789357006549835,0.32838767766952515,-0.0534597747027874,0.23183070123195648,0.1882532685995102,0.2658044993877411,0.006558032240718603,0.16265492141246796
prize,0.1654435694217682,0.2634023427963257,0.23806488513946533,0.05278487503528595,0.18969248235225677,0.14943651854991913,0.200823575258255,-0.0077080680057406425,0.14158497750759125
winning,0.10492657124996185,0.2483058124780655,0.23563185334205627,0.0526244193315506,0.30045071244239807,0.22224487364292145,0.2536240816116333,0.01768803969025612,0.1251823455095291
novelist,0.16365541517734528,0.1692826747894287,0.42642661929130554,0.13597053289413452,0.15419939160346985,0.17809168994426727,0.23472778499126434,0.013554312288761139,0.16636928915977478
philip,0.11288820952177048,0.18704469501972198,0.26302820444107056,0.043631553649902344,0.21499985456466675,0.22396238148212433,0.30426278710365295,-0.024310098960995674,0.11887923628091812
roth,0.2043270319700241,0.1688149869441986,0.2701927423477173,-0.04652249068021774,0.20418059825897217,0.22582031786441803,0.18725068867206573,-0.02551240101456642,0.20758041739463806
",",0.3087472915649414,0.2394251972436905,0.27225261926651,0.09681109338998795,0.4933079481124878,0.3217065632343292,0.2671184241771698,-0.037358131259679794,0.31091248989105225
canadian-born,0.21962563693523407,0.1899724304676056,0.17839103937149048,-0.006224439013749361,0.33037427067756653,0.20646587014198303,0.230190247297287,-0.0016421626787632704,0.17969055473804474
pulitzer,0.1705467849969864,0.2789357006549835,0.32838767766952515,-0.0534597747027874,0.23183070123195648,0.1882532685995102,0.2658044993877411,0.006558032240718603,0.16265492141246796
prize,0.1654435694217682,0.2634023427963257,0.23806488513946533,0.05278487503528595,0.18969248235225677,0.14943651854991913,0.200823575258255,-0.0077080680057406425,0.14158497750759125
and,0.31309178471565247,0.19591780006885529,0.2975862920284271,0.036644238978624344,0.5171257257461548,0.3426591157913208,0.29695844650268555,0.021612688899040222,0.20544172823429108
nobel,0.20388969779014587,0.27874937653541565,0.21610581874847412,0.07070272415876389,0.1909446120262146,0.16116200387477875,0.21184583008289337,0.005061380565166473,0.15008176863193512
prize,0.1654435694217682,0.2634023427963257,0.23806488513946533,0.05278487503528595,0.18969248235225677,0.14943651854991913,0.200823575258255,-0.0077080680057406425,0.14158497750759125
for,0.3017193675041199,0.21824529767036438,0.3117217421531677,0.01270448137074709,0.4739971458911896,0.39067649841308594,0.22632956504821777,-0.04479556903243065,0.264628142118454
literature,0.22505109012126923,0.2678532302379608,0.37204355001449585,0.06339197605848312,0.2611817419528961,0.1721898317337036,0.27863219380378723,0.05799779295921326,0.2043706774711609
