,who,was,the,first,president,and,director,of,programming,for,abc,entertainment,?
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.18811661005020142,0.4954058527946472,0.19124983251094818,0.5696388483047485,0.17145347595214844,0.4322226941585541,0.1697147786617279,0.20493005216121674,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.24330610036849976,0.5171257257461548,0.19949141144752502,0.733189046382904,0.17869283258914948,0.4739971458911896,0.2068762183189392,0.19077853858470917,0.22068053483963013
spring,0.12822824716567993,0.19448593258857727,0.316989928483963,0.22800710797309875,0.12931112945079803,0.2709653973579407,0.14507584273815155,0.2455621361732483,0.1037212535738945,0.18597541749477386,0.0986001268029213,0.12578356266021729,0.06767474114894867
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.21610750257968903,0.5116966962814331,0.14731334149837494,1.0,0.14286333322525024,0.4185989499092102,0.14607268571853638,0.1392667293548584,0.1826142966747284
1975,0.2054152637720108,0.25630512833595276,0.3418796956539154,0.14965268969535828,0.09126456081867218,0.3077165186405182,0.11366376280784607,0.30364495515823364,0.053771648555994034,0.19673505425453186,0.23127016425132751,0.10332409292459488,0.19593262672424316
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.26552814245224,0.6633074283599854,0.2737891674041748,0.4946078956127167,0.255766898393631,0.4464869201183319,0.2097204476594925,0.21458542346954346,0.31091248989105225
fred,0.26111191511154175,0.2530221939086914,0.19441957771778107,0.19213540852069855,0.10605549812316895,0.1784345954656601,0.22400611639022827,0.1626928746700287,0.14652951061725616,0.11321626603603363,0.1448458433151245,0.08900877088308334,0.20597071945667267
pierce,0.18739789724349976,0.24250786006450653,0.2549101412296295,0.22021545469760895,0.27869096398353577,0.28316932916641235,0.1730375587940216,0.2293238788843155,0.17004522681236267,0.2132827490568161,0.17887553572654724,0.14307165145874023,0.16230438649654388
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.26552814245224,0.6633074283599854,0.2737891674041748,0.4946078956127167,0.255766898393631,0.4464869201183319,0.2097204476594925,0.21458542346954346,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.24330610036849976,0.5171257257461548,0.19949141144752502,0.733189046382904,0.17869283258914948,0.4739971458911896,0.2068762183189392,0.19077853858470917,0.22068053483963013
newly,0.2577650249004364,0.39056387543678284,0.35828328132629395,0.4263198971748352,0.1738269031047821,0.29519325494766235,0.16965042054653168,0.28144341707229614,0.13187329471111298,0.23413661122322083,0.07287124544382095,0.16424186527729034,0.08549588173627853
appointed,0.3215055465698242,0.33569878339767456,0.2626524269580841,0.2839486598968506,0.4252060055732727,0.2608291208744049,0.3443993031978607,0.3280673027038574,0.09966183453798294,0.2262866050004959,0.14275935292243958,0.08672412484884262,0.13895352184772491
president,0.22565458714962006,0.2505730390548706,0.24330610036849976,0.2690713107585907,1.0000001192092896,0.23286236822605133,0.33019742369651794,0.21610750257968903,0.1268446147441864,0.17469504475593567,0.20593604445457458,0.18838873505592346,0.14148259162902832
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.21610750257968903,0.5116966962814331,0.14731334149837494,1.0,0.14286333322525024,0.4185989499092102,0.14607268571853638,0.1392667293548584,0.1826142966747284
abc,0.14673753082752228,0.21565799415111542,0.2068762183189392,0.2403600513935089,0.20593604445457458,0.16453155875205994,0.14591073989868164,0.14607268571853638,0.3165910840034485,0.22510288655757904,1.0000001192092896,0.28069135546684265,0.19065172970294952
television,0.2515988349914551,0.2516675293445587,0.24569597840309143,0.2787016034126282,0.20052161812782288,0.29514092206954956,0.33871763944625854,0.21995750069618225,0.34514227509498596,0.27045196294784546,0.46871840953826904,0.37605300545692444,0.16825827956199646
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.26552814245224,0.6633074283599854,0.2737891674041748,0.4946078956127167,0.255766898393631,0.4464869201183319,0.2097204476594925,0.21458542346954346,0.31091248989105225
convinced,0.40940889716148376,0.2775607705116272,0.19541987776756287,0.23126494884490967,0.16370809078216553,0.30911707878112793,0.1558142900466919,0.21614253520965576,0.1305411010980606,0.24778787791728973,0.10358169674873352,0.12519040703773499,0.27685287594795227
fred,0.26111191511154175,0.2530221939086914,0.19441957771778107,0.19213540852069855,0.10605549812316895,0.1784345954656601,0.22400611639022827,0.1626928746700287,0.14652951061725616,0.11321626603603363,0.1448458433151245,0.08900877088308334,0.20597071945667267
silverman,0.26496466994285583,0.2888243496417999,0.26917606592178345,0.27972233295440674,0.2051730901002884,0.30261650681495667,0.3370974659919739,0.18321707844734192,0.28958559036254883,0.20520685613155365,0.3792729079723358,0.1983615607023239,0.1868271827697754
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.3792489171028137,0.21247753500938416,0.48971283435821533,0.1698155552148819,0.41548454761505127,0.1961597204208374,0.4451248347759247,0.1762417107820511,0.19109371304512024,0.29463258385658264
become,0.36563706398010254,0.3147440552711487,0.31731709837913513,0.2765450179576874,0.1769486367702484,0.3416603207588196,0.15957598388195038,0.31678006052970886,0.10036744177341461,0.3047906458377838,0.06849972158670425,0.09171608835458755,0.19511328637599945
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.24330610036849976,0.5171257257461548,0.19949141144752502,0.733189046382904,0.17869283258914948,0.4739971458911896,0.2068762183189392,0.19077853858470917,0.22068053483963013
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,1.0,0.2690713107585907,0.3167642652988434,0.19072428345680237,0.3536086082458496,0.19660015404224396,0.3800288736820221,0.2403600513935089,0.2131803184747696,0.18701928853988647
president,0.22565458714962006,0.2505730390548706,0.24330610036849976,0.2690713107585907,1.0000001192092896,0.23286236822605133,0.33019742369651794,0.21610750257968903,0.1268446147441864,0.17469504475593567,0.20593604445457458,0.18838873505592346,0.14148259162902832
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.23286236822605133,1.0,0.28465452790260315,0.5116966962814331,0.23146864771842957,0.5064792633056641,0.16453155875205994,0.2582898437976837,0.20544172823429108
director,0.19509299099445343,0.30621418356895447,0.19949141144752502,0.19072428345680237,0.33019742369651794,0.28465452790260315,1.0,0.14731334149837494,0.15301941335201263,0.2707504630088806,0.14591073989868164,0.19051606953144073,0.09360282123088837
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.21610750257968903,0.5116966962814331,0.14731334149837494,1.0,0.14286333322525024,0.4185989499092102,0.14607268571853638,0.1392667293548584,0.1826142966747284
programming,0.17227613925933838,0.15892314910888672,0.17869283258914948,0.19660015404224396,0.1268446147441864,0.23146864771842957,0.15301941335201263,0.14286333322525024,0.9999999403953552,0.24722188711166382,0.3165910840034485,0.2697374224662781,0.22249025106430054
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.21610750257968903,0.5116966962814331,0.14731334149837494,1.0,0.14286333322525024,0.4185989499092102,0.14607268571853638,0.1392667293548584,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.24330610036849976,0.5171257257461548,0.19949141144752502,0.733189046382904,0.17869283258914948,0.4739971458911896,0.2068762183189392,0.19077853858470917,0.22068053483963013
independent,0.19686606526374817,0.2497003674507141,0.2927691638469696,0.2647183835506439,0.2855921983718872,0.22274264693260193,0.20827031135559082,0.30508819222450256,0.18139459192752838,0.22318588197231293,0.12964418530464172,0.25377652049064636,0.11902587860822678
television,0.2515988349914551,0.2516675293445587,0.24569597840309143,0.2787016034126282,0.20052161812782288,0.29514092206954956,0.33871763944625854,0.21995750069618225,0.34514227509498596,0.27045196294784546,0.46871840953826904,0.37605300545692444,0.16825827956199646
production,0.11406747996807098,0.20499728620052338,0.2657334506511688,0.21075090765953064,0.14009293913841248,0.25569969415664673,0.31330105662345886,0.1928233802318573,0.38041162490844727,0.26936712861061096,0.23261262476444244,0.3616986870765686,0.19318072497844696
subsidiary,0.16087688505649567,0.2168111354112625,0.2279236614704132,0.21430225670337677,0.29819992184638977,0.168622225522995,0.2275087535381317,0.20548413693904877,0.2051532119512558,0.19834326207637787,0.21595405042171478,0.38191136717796326,0.12890306115150452
abc,0.14673753082752228,0.21565799415111542,0.2068762183189392,0.2403600513935089,0.20593604445457458,0.16453155875205994,0.14591073989868164,0.14607268571853638,0.3165910840034485,0.22510288655757904,1.0000001192092896,0.28069135546684265,0.19065172970294952
entertainment,0.18041250109672546,0.21684704720973969,0.19077853858470917,0.2131803184747696,0.18838873505592346,0.2582898437976837,0.19051606953144073,0.1392667293548584,0.2697374224662781,0.21642009913921356,0.28069135546684265,1.0,0.11855241656303406
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.26552814245224,0.6633074283599854,0.2737891674041748,0.4946078956127167,0.255766898393631,0.4464869201183319,0.2097204476594925,0.21458542346954346,0.31091248989105225
created,0.25695955753326416,0.3592788577079773,0.3539263904094696,0.32392561435699463,0.20584838092327118,0.2873832881450653,0.2275608628988266,0.32043445110321045,0.2290206104516983,0.25684574246406555,0.1528254598379135,0.16812525689601898,0.21177415549755096
from,0.27839982509613037,0.31171464920043945,0.40150508284568787,0.23348960280418396,0.14635725319385529,0.3601827025413513,0.16744063794612885,0.4249346852302551,0.10553548485040665,0.314039945602417,0.12159302085638046,0.09368667751550674,0.19969791173934937
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.24330610036849976,0.5171257257461548,0.19949141144752502,0.733189046382904,0.17869283258914948,0.4739971458911896,0.2068762183189392,0.19077853858470917,0.22068053483963013
network,0.16999904811382294,0.1994880586862564,0.27187061309814453,0.2069581300020218,0.14929509162902832,0.27591994404792786,0.14598792791366577,0.21800683438777924,0.38232916593551636,0.253274142742157,0.4295894205570221,0.22755120694637299,0.17853789031505585
's,0.05599616840481758,0.008974763564765453,-0.01540423184633255,-0.014458609744906425,-0.08566092699766159,0.06895173341035843,-0.010836051777005196,-0.03817026689648628,0.011488005518913269,-0.07241261005401611,0.06670809537172318,0.07850625365972519,-0.023395681753754616
namesake,0.26457616686820984,0.3226000964641571,0.28544923663139343,0.25899380445480347,0.27104637026786804,0.1982058435678482,0.245469868183136,0.30541589856147766,0.17403578758239746,0.2694980204105377,0.25488340854644775,0.2636231780052185,0.14372511208057404
programming,0.17227613925933838,0.15892314910888672,0.17869283258914948,0.19660015404224396,0.1268446147441864,0.23146864771842957,0.15301941335201263,0.14286333322525024,0.9999999403953552,0.24722188711166382,0.3165910840034485,0.2697374224662781,0.22249025106430054
division,0.14196254312992096,0.2174251824617386,0.26203617453575134,0.21919430792331696,0.1618221253156662,0.23460866510868073,0.1998664289712906,0.23579144477844238,0.17910721898078918,0.20737119019031525,0.24142871797084808,0.11899425089359283,0.08900629729032516
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.26255303621292114,0.588965117931366,0.2119152843952179,0.5352458953857422,0.1874377578496933,0.4726039469242096,0.2567209303379059,0.1869470328092575,0.4130953550338745
