,who,loved,warsaw,so,much,that,he,kept,putting,it,in,his,novels,?
warsaw,0.16496863961219788,0.16340290009975433,1.0,0.18220551311969757,0.10237699747085571,0.20720037817955017,0.23580311238765717,0.19841022789478302,0.12482175976037979,0.1582006961107254,0.22642600536346436,0.2047043889760971,0.1433173269033432,0.09769917279481888
was,0.3318818509578705,0.31353873014450073,0.2614976763725281,0.2666010558605194,0.2580166161060333,0.33670201897621155,0.5410010814666748,0.2936630845069885,0.1507883369922638,0.4577186405658722,0.45514053106307983,0.4405253231525421,0.1353234499692917,0.18412111699581146
the,0.3733934462070465,0.2024252712726593,0.23137180507183075,0.4296516180038452,0.35023224353790283,0.5473989248275757,0.4571082592010498,0.3135738670825958,0.3357599675655365,0.6251175999641418,0.6662389636039734,0.4394008219242096,0.21072056889533997,0.22068053483963013
beloved,0.2620977759361267,0.6280452609062195,0.13637575507164001,0.26703310012817383,0.23057888448238373,0.1827329397201538,0.23411859571933746,0.20208577811717987,0.1436714082956314,0.15214571356773376,0.18206018209457397,0.3970603942871094,0.28094443678855896,0.2544920742511749
city,0.21073515713214874,0.17545683681964874,0.25006377696990967,0.13376829028129578,0.16522060334682465,0.183757483959198,0.2717975378036499,0.17823699116706848,0.11482200771570206,0.3001909852027893,0.3911624252796173,0.1923673152923584,0.10085185617208481,0.13423943519592285
of,0.2827862501144409,0.20588639378547668,0.19253842532634735,0.3184450566768646,0.2671096920967102,0.41498205065727234,0.38706058263778687,0.25036442279815674,0.2867971360683441,0.38761502504348755,0.5696388483047485,0.38364991545677185,0.20743294060230255,0.1826142966747284
isaac,0.23285824060440063,0.15733106434345245,0.1759367287158966,0.1306597888469696,0.15197034180164337,0.1655493825674057,0.20102320611476898,0.17469534277915955,0.11942585557699203,0.11551105231046677,0.16879957914352417,0.23855182528495789,0.09206374734640121,0.1153682991862297
bashevis,0.26116707921028137,0.18847806751728058,0.3163279592990875,0.193874329328537,0.16223084926605225,0.21935734152793884,0.25140145421028137,0.1854422688484192,0.15238583087921143,0.19226357340812683,0.20683519542217255,0.27655187249183655,0.20596691966056824,0.22218216955661774
singer,0.1957809180021286,0.2705513834953308,0.11411314457654953,0.1732022762298584,0.18501511216163635,0.1416301429271698,0.21953538060188293,0.13801246881484985,0.09839071333408356,0.19830134510993958,0.18326447904109955,0.20174241065979004,0.19676364958286285,0.16246667504310608
",",0.3365725874900818,0.27137625217437744,0.25300899147987366,0.3716299831867218,0.36182254552841187,0.4137537479400635,0.40251094102859497,0.2797359526157379,0.25278279185295105,0.48329564929008484,0.5201468467712402,0.3378419280052185,0.20772035419940948,0.31091248989105225
which,0.3688730001449585,0.17869329452514648,0.16906329989433289,0.5582591891288757,0.4274604916572571,0.6894589066505432,0.3415409028530121,0.25791674852371216,0.33625999093055725,0.616637647151947,0.4840516746044159,0.32283493876457214,0.16949355602264404,0.25814583897590637
he,0.5500732064247131,0.36896902322769165,0.23580311238765717,0.3163851797580719,0.21974919736385345,0.36068853735923767,1.0000001192092896,0.20962399244308472,0.15490876138210297,0.36018872261047363,0.41690486669540405,0.7171558737754822,0.1842430830001831,0.2089974731206894
described,0.24653644859790802,0.24904237687587738,0.0657229796051979,0.2404295802116394,0.23878051340579987,0.3262448310852051,0.15727545320987701,0.2559811472892761,0.19085638225078583,0.17895051836967468,0.28813880681991577,0.1998966485261917,0.2266954928636551,0.1374269425868988
in,0.2792111933231354,0.20180974900722504,0.22642600536346436,0.31275880336761475,0.2725222110748291,0.435920387506485,0.41690486669540405,0.2662917971611023,0.21577180922031403,0.5130809545516968,1.0,0.3598145842552185,0.253526896238327,0.20430970191955566
many,0.4149286150932312,0.2903769612312317,0.1653265357017517,0.4506167769432068,0.4752063453197479,0.5391656160354614,0.3483840227127075,0.26334142684936523,0.26679563522338867,0.39615920186042786,0.41474202275276184,0.3188176155090332,0.21126176416873932,0.2124512493610382
of,0.2827862501144409,0.20588639378547668,0.19253842532634735,0.3184450566768646,0.2671096920967102,0.41498205065727234,0.38706058263778687,0.25036442279815674,0.2867971360683441,0.38761502504348755,0.5696388483047485,0.38364991545677185,0.20743294060230255,0.1826142966747284
his,0.44966956973075867,0.34280166029930115,0.2047043889760971,0.31364893913269043,0.23178109526634216,0.3173833191394806,0.7171558737754822,0.2750873267650604,0.24524304270744324,0.2876833975315094,0.3598145842552185,0.9999998807907104,0.24616019427776337,0.18075084686279297
novels,0.20128938555717468,0.27995866537094116,0.1433173269033432,0.2023138701915741,0.1964425891637802,0.18616947531700134,0.1842430830001831,0.1654144823551178,0.13219276070594788,0.14817556738853455,0.253526896238327,0.24616019427776337,0.9999999403953552,0.13125161826610565
:,-0.0025186005514115095,0.010166839696466923,0.07365122437477112,-0.07301119714975357,-0.15719901025295258,-0.12200210988521576,0.13130375742912292,-0.09505769610404968,-0.0782848373055458,-0.07174429297447205,0.020521078258752823,-0.010826457291841507,-0.08978164196014404,-0.07156077772378922
warsaw,0.16496863961219788,0.16340290009975433,1.0,0.18220551311969757,0.10237699747085571,0.20720037817955017,0.23580311238765717,0.19841022789478302,0.12482175976037979,0.1582006961107254,0.22642600536346436,0.2047043889760971,0.1433173269033432,0.09769917279481888
has,0.2558172643184662,0.17476911842823029,0.16755639016628265,0.3539050221443176,0.31650421023368835,0.41272613406181335,0.4109892249107361,0.17952683568000793,0.23086881637573242,0.41962623596191406,0.4173259735107422,0.2611220180988312,0.12265229225158691,0.15994466841220856
just,0.357815682888031,0.27558717131614685,0.15637873113155365,0.5634570717811584,0.4764378070831299,0.6540043354034424,0.30975914001464844,0.28478288650512695,0.42102622985839844,0.5023440718650818,0.3910168707370758,0.2649642527103424,0.20638276636600494,0.4144178032875061
now,0.29819536209106445,0.2829299867153168,0.18440528213977814,0.431551456451416,0.32794100046157837,0.4135645031929016,0.36587584018707275,0.32978567481040955,0.21583884954452515,0.4382702112197876,0.3619694113731384,0.26646822690963745,0.1048375815153122,0.29641881585121155
been,0.3295723795890808,0.24269798398017883,0.1453571766614914,0.3673442304134369,0.34950098395347595,0.4152003228664398,0.387533038854599,0.2760682702064514,0.2462375909090042,0.35515493154525757,0.3515113592147827,0.2785126268863678,0.18124176561832428,0.24354910850524902
destroyed,0.198551207780838,0.2264431118965149,0.18114720284938812,0.23968516290187836,0.2207937091588974,0.2770540714263916,0.239238902926445,0.30217766761779785,0.16020730137825012,0.2823321521282196,0.3248254656791687,0.21838152408599854,0.18356209993362427,0.10318030416965485
.,0.3541337847709656,0.26438912749290466,0.26825499534606934,0.45412498712539673,0.3374604284763336,0.4460422694683075,0.38061028718948364,0.3029547333717346,0.2472337782382965,0.5593622326850891,0.5591574311256409,0.3119256794452667,0.17948408424854279,0.4130953550338745
