,what,are,harvard,'s,pell,grant,reserves,?
as,0.31749409437179565,0.3826591968536377,0.19990062713623047,-0.05775856226682663,0.1684543937444687,0.23971623182296753,0.2768539488315582,0.27043893933296204
of,0.33290785551071167,0.39081433415412903,0.25842633843421936,-0.03817026689648628,0.24045395851135254,0.23326964676380157,0.2623094618320465,0.1826142966747284
2012,0.2266836017370224,0.29633828997612,0.10629113018512726,-0.022972648963332176,0.13527466356754303,0.160272017121315,0.29169079661369324,0.18042556941509247
[,0.010752761736512184,0.021565506234765053,0.040985751897096634,0.01083834283053875,0.02830304019153118,0.08402654528617859,0.05366826802492142,0.011015460826456547
update,0.3247421383857727,0.17252177000045776,0.14321881532669067,-0.11348000913858414,0.15919408202171326,0.13089345395565033,0.15250664949417114,0.38474005460739136
],-0.03775298595428467,-0.02216748520731926,0.027987128123641014,-0.10493394732475281,0.017789727076888084,-0.14092907309532166,-0.015138889662921429,-0.0022520492784678936
",",0.3087472915649414,0.4062570035457611,0.2719281017780304,-0.0016132977325469255,0.30939367413520813,0.3364619016647339,0.21863000094890594,0.31091248989105225
harvard,0.2177114188671112,0.1259138286113739,1.0,-0.06887804716825485,0.19882814586162567,0.10271694511175156,0.08011297881603241,0.11685016006231308
university,0.20256435871124268,0.16609783470630646,0.6089406609535217,-0.007441582623869181,0.21523821353912354,0.1985611915588379,0.22191740572452545,0.11887256056070328
had,0.23849567770957947,0.3489702045917511,0.15990322828292847,-0.004401352722197771,0.15773048996925354,0.25266194343566895,0.18674546480178833,0.20728366076946259
a,0.3320399522781372,0.265255331993103,0.24754071235656738,0.04866964742541313,0.23920993506908417,0.22103925049304962,0.21874254941940308,0.23916715383529663
total,0.19850242137908936,0.2363838106393814,0.1318056881427765,0.1334245651960373,0.2374657243490219,0.1271987110376358,0.23978450894355774,0.14396025240421295
financial,0.1900392472743988,0.1316729336977005,0.19461186230182648,0.06992136687040329,0.2157631367444992,0.23453648388385773,0.21091865003108978,0.06444920599460602
aid,0.1778782606124878,0.14951340854167938,0.11811136454343796,0.07831104844808578,0.23977123200893402,0.22695106267929077,0.10355830937623978,0.08358026295900345
reserve,0.12638241052627563,0.17371991276741028,0.15033882856369019,-0.05650542676448822,0.1561911702156067,0.27472129464149475,0.8517060875892639,0.0967758372426033
of,0.33290785551071167,0.39081433415412903,0.25842633843421936,-0.03817026689648628,0.24045395851135254,0.23326964676380157,0.2623094618320465,0.1826142966747284
$,0.24858909845352173,0.11054260283708572,0.19535687565803528,0.03734852001070976,0.2133849859237671,0.24645507335662842,0.16848008334636688,0.2786129117012024
159,0.05909724533557892,0.03245322406291962,-0.11969049274921417,0.0057585877366364,-0.03490454703569412,0.03213360160589218,0.07208798080682755,0.0324317142367363
million,0.22197039425373077,0.21881309151649475,0.13634052872657776,0.05079329386353493,0.1648932844400406,0.11192348599433899,0.2156839221715927,0.23092924058437347
for,0.3017193675041199,0.3895993232727051,0.14800849556922913,-0.07241261005401611,0.24883027374744415,0.3014126121997833,0.29156917333602905,0.264628142118454
students,0.2380729615688324,0.2835792899131775,0.33647945523262024,0.03619067743420601,0.13646110892295837,0.19310690462589264,0.19974616169929504,0.18017297983169556
",",0.3087472915649414,0.4062570035457611,0.2719281017780304,-0.0016132977325469255,0.30939367413520813,0.3364619016647339,0.21863000094890594,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.2453373372554779,0.06895173341035843,0.19165202975273132,0.22466684877872467,0.2686191499233246,0.20544172823429108
a,0.3320399522781372,0.265255331993103,0.24754071235656738,0.04866964742541313,0.23920993506908417,0.22103925049304962,0.21874254941940308,0.23916715383529663
pell,0.062008995562791824,0.044495515525341034,0.19882814586162567,0.11343631148338318,1.0000001192092896,0.2770094871520996,0.12257689982652664,0.11566035449504852
grant,0.18171831965446472,0.09540984779596329,0.10271694511175156,-0.03694717586040497,0.2770094871520996,1.0,0.21424216032028198,0.15586599707603455
reserve,0.12638241052627563,0.17371991276741028,0.15033882856369019,-0.05650542676448822,0.1561911702156067,0.27472129464149475,0.8517060875892639,0.0967758372426033
of,0.33290785551071167,0.39081433415412903,0.25842633843421936,-0.03817026689648628,0.24045395851135254,0.23326964676380157,0.2623094618320465,0.1826142966747284
$,0.24858909845352173,0.11054260283708572,0.19535687565803528,0.03734852001070976,0.2133849859237671,0.24645507335662842,0.16848008334636688,0.2786129117012024
4.093,-0.0940409004688263,0.19270184636116028,0.015751520171761513,0.055171407759189606,0.03500588238239288,-0.029953502118587494,0.1802048236131668,-0.025222962722182274
million,0.22197039425373077,0.21881309151649475,0.13634052872657776,0.05079329386353493,0.1648932844400406,0.11192348599433899,0.2156839221715927,0.23092924058437347
available,0.22032985091209412,0.31910744309425354,0.15366332232952118,0.03610558435320854,0.18204385042190552,0.15004058182239532,0.19599181413650513,0.2501629889011383
for,0.3017193675041199,0.3895993232727051,0.14800849556922913,-0.07241261005401611,0.24883027374744415,0.3014126121997833,0.29156917333602905,0.264628142118454
disbursement,0.31071364879608154,0.19692349433898926,0.260647714138031,0.004639066755771637,0.265781968832016,0.33642423152923584,0.2609640955924988,0.21268603205680847
.,0.3567904531955719,0.3452940285205841,0.254516065120697,-0.003708066651597619,0.2594471275806427,0.2712966501712799,0.17756770551204681,0.4130953550338745
