,why,would,one,plead,guilty,to,a,crime,involving,civil,disobedience,?
i,0.4332599341869354,0.4595685601234436,0.2728527784347534,0.2808517813682556,0.23611247539520264,0.3140375316143036,0.3155658543109894,0.21521160006523132,0.11738365143537521,0.1839284896850586,0.2294602245092392,0.4695145785808563
do,0.42639148235321045,0.4102592170238495,0.26478132605552673,0.23669040203094482,0.16229043900966644,0.38876664638519287,0.26237669587135315,0.22024059295654297,0.25325265526771545,0.12413616478443146,0.26727163791656494,0.4093979299068451
n't,-0.04840125888586044,-0.17245030403137207,-0.10062701255083084,0.003948980011045933,0.061832066625356674,-0.14541994035243988,0.013574101030826569,0.06587183475494385,-0.05113164335489273,0.006859226617962122,0.016591165214776993,0.07068326324224472
deny,0.3915885388851166,0.3493908643722534,0.23436954617500305,0.38577473163604736,0.3342880606651306,0.35181984305381775,0.20648086071014404,0.27029451727867126,0.1966491937637329,0.20750831067562103,0.4137756824493408,0.3071269989013672
it,0.376611590385437,0.36398744583129883,0.4284902811050415,0.16490842401981354,0.21016354858875275,0.513711154460907,0.5452592968940735,0.24319672584533691,0.14189377427101135,0.17707513272762299,0.2648297846317291,0.25732165575027466
;,0.031007718294858932,0.06441773474216461,0.03110813908278942,-0.05802251026034355,0.002200160641223192,0.0979827418923378,-0.02122584730386734,0.0983726903796196,0.10392550379037857,-0.010033391416072845,0.01590261422097683,0.10349778085947037
in,0.23227278888225555,0.30461156368255615,0.4129433035850525,0.2103833109140396,0.21519289910793304,0.45010748505592346,0.539380669593811,0.22510747611522675,0.3576067388057709,0.26466667652130127,0.3054615259170532,0.20430970191955566
fact,0.47569704055786133,0.3906572461128235,0.33724328875541687,0.19151005148887634,0.23553210496902466,0.35271596908569336,0.27727827429771423,0.219870924949646,0.22098277509212494,0.13484151661396027,0.23802562057971954,0.2798655927181244
",",0.2827242314815521,0.32586824893951416,0.3696635365486145,0.24272049963474274,0.23272031545639038,0.44245919585227966,0.427140474319458,0.21491537988185883,0.2458266019821167,0.24795588850975037,0.2878543734550476,0.31091248989105225
i,0.4332599341869354,0.4595685601234436,0.2728527784347534,0.2808517813682556,0.23611247539520264,0.3140375316143036,0.3155658543109894,0.21521160006523132,0.11738365143537521,0.1839284896850586,0.2294602245092392,0.4695145785808563
am,0.24996383488178253,0.3198204040527344,0.19703494012355804,0.22330255806446075,0.2079632580280304,0.24704641103744507,0.23880204558372498,0.15130022168159485,0.12131699919700623,0.12927809357643127,0.2260301560163498,0.3437723219394684
proud,0.29304054379463196,0.29574352502822876,0.21056319773197174,0.24459435045719147,0.24463613331317902,0.2334870547056198,0.20887541770935059,0.22620895504951477,0.07119255512952805,0.17078210413455963,0.27889928221702576,0.24361149966716766
of,0.28464117646217346,0.3353942930698395,0.4999135136604309,0.1669377088546753,0.15539902448654175,0.41548454761505127,0.5052502155303955,0.21116793155670166,0.3404907286167145,0.24698495864868164,0.31932318210601807,0.1826142966747284
it,0.376611590385437,0.36398744583129883,0.4284902811050415,0.16490842401981354,0.21016354858875275,0.513711154460907,0.5452592968940735,0.24319672584533691,0.14189377427101135,0.17707513272762299,0.2648297846317291,0.25732165575027466
.,0.32909876108169556,0.35067233443260193,0.4123194217681885,0.18243269622325897,0.21959076821804047,0.4645031690597534,0.50484299659729,0.22651058435440063,0.2707068622112274,0.2541380822658539,0.2603943943977356,0.4130953550338745
,why,would,one,plead,guilty,to,a,crime,involving,civil,disobedience,?
i,0.4332599341869354,0.4595685601234436,0.2728527784347534,0.2808517813682556,0.23611247539520264,0.3140375316143036,0.3155658543109894,0.21521160006523132,0.11738365143537521,0.1839284896850586,0.2294602245092392,0.4695145785808563
may,0.25454580783843994,0.4155452847480774,0.2514621615409851,0.26872149109840393,0.2220417708158493,0.391582727432251,0.29255667328834534,0.19988925755023956,0.15855364501476288,0.1700199544429779,0.24693389236927032,0.2768254578113556
have,0.4418443739414215,0.484149694442749,0.4507926106452942,0.21870945394039154,0.15476562082767487,0.4544740617275238,0.338716596364975,0.20711560547351837,0.2963225841522217,0.16153892874717712,0.22560594975948334,0.32991164922714233
violated,0.29929471015930176,0.335174560546875,0.23812894523143768,0.44223570823669434,0.4128241539001465,0.23145094513893127,0.16846489906311035,0.37198880314826965,0.2538982331752777,0.28952476382255554,0.4845956563949585,0.29024815559387207
some,0.429519385099411,0.43457192182540894,0.4537518322467804,0.17345592379570007,0.16324639320373535,0.4636894166469574,0.34539633989334106,0.1940121054649353,0.28004950284957886,0.1851816177368164,0.28606411814689636,0.2562315762042999
