,what,chinese-style,name,did,rinchinbal,use,?
after,0.21973377466201782,0.1851046085357666,0.2467648833990097,0.30330467224121094,0.21632342040538788,0.1635955423116684,0.16608688235282898
the,0.42745697498321533,0.29042157530784607,0.3171212375164032,0.34736719727516174,0.23897552490234375,0.34342584013938904,0.22068053483963013
death,0.2267695665359497,0.169807568192482,0.18105126917362213,0.2252790331840515,0.2883405387401581,0.13467860221862793,0.21149799227714539
of,0.33290785551071167,0.2594463527202606,0.24075818061828613,0.2513895630836487,0.2821158766746521,0.2750902473926544,0.1826142966747284
tugh,0.2673484683036804,0.3525047302246094,0.22956523299217224,0.23669704794883728,0.4702344834804535,0.21137703955173492,0.2607990801334381
temür,0.26815444231033325,0.24614104628562927,0.2535865604877472,0.27707138657569885,0.41277945041656494,0.15238484740257263,0.17946790158748627
in,0.30808621644973755,0.22998571395874023,0.2459065467119217,0.2593238651752472,0.2172742486000061,0.2715643048286438,0.20430970191955566
1332,0.2082277536392212,0.14790081977844238,0.16059698164463043,0.20706810057163239,0.12757937610149384,0.10454025864601135,0.11227733641862869
and,0.31309178471565247,0.3097860515117645,0.21235932409763336,0.34479495882987976,0.3360078036785126,0.34145063161849976,0.20544172823429108
subsequent,0.20167095959186554,0.27203840017318726,0.10765451192855835,0.27863436937332153,0.25516602396965027,0.19699786603450775,0.13111010193824768
death,0.2267695665359497,0.169807568192482,0.18105126917362213,0.2252790331840515,0.2883405387401581,0.13467860221862793,0.21149799227714539
of,0.33290785551071167,0.2594463527202606,0.24075818061828613,0.2513895630836487,0.2821158766746521,0.2750902473926544,0.1826142966747284
rinchinbal,0.29116398096084595,0.42958003282546997,0.23852527141571045,0.23057976365089417,1.0000001192092896,0.1930781602859497,0.29905715584754944
(,0.2411840260028839,0.27892592549324036,0.2706909477710724,0.18979617953300476,0.302985817193985,0.2174896001815796,0.40561532974243164
emperor,0.1879471391439438,0.3312367796897888,0.16485245525836945,0.13150596618652344,0.2776246964931488,0.16132564842700958,0.19661661982536316
ningzong,0.1801678091287613,0.5236812829971313,0.20437276363372803,0.19222165644168854,0.45074060559272766,0.1912340372800827,0.2255663275718689
),0.26259949803352356,0.3045327365398407,0.2638341188430786,0.18584993481636047,0.31532302498817444,0.23662498593330383,0.42300865054130554
the,0.42745697498321533,0.29042157530784607,0.3171212375164032,0.34736719727516174,0.23897552490234375,0.34342584013938904,0.22068053483963013
same,0.3764382302761078,0.21945028007030487,0.29578033089637756,0.3097444474697113,0.19463135302066803,0.31930166482925415,0.22649677097797394
year,0.15184831619262695,0.18379747867584229,0.27400609850883484,0.21422851085662842,0.1491691619157791,0.14744296669960022,0.18315006792545319
",",0.3087472915649414,0.28014233708381653,0.28145334124565125,0.3015086054801941,0.3389151990413666,0.3276674151420593,0.31091248989105225
the,0.42745697498321533,0.29042157530784607,0.3171212375164032,0.34736719727516174,0.23897552490234375,0.34342584013938904,0.22068053483963013
13-year-old,0.2791750431060791,0.4161597788333893,0.24020518362522125,0.2646854817867279,0.3440566956996918,0.27726641297340393,0.4002852141857147
toghun,0.09725000709295273,0.4418475031852722,0.23186422884464264,0.11700378358364105,0.41516369581222534,0.15935324132442474,0.1859661489725113
temür,0.26815444231033325,0.24614104628562927,0.2535865604877472,0.27707138657569885,0.41277945041656494,0.15238484740257263,0.17946790158748627
(,0.2411840260028839,0.27892592549324036,0.2706909477710724,0.18979617953300476,0.302985817193985,0.2174896001815796,0.40561532974243164
emperor,0.1879471391439438,0.3312367796897888,0.16485245525836945,0.13150596618652344,0.2776246964931488,0.16132564842700958,0.19661661982536316
huizong,0.23127464950084686,0.5524742603302002,0.21406209468841553,0.2228052318096161,0.45648911595344543,0.19092337787151337,0.2626197636127472
),0.26259949803352356,0.3045327365398407,0.2638341188430786,0.18584993481636047,0.31532302498817444,0.23662498593330383,0.42300865054130554
",",0.3087472915649414,0.28014233708381653,0.28145334124565125,0.3015086054801941,0.3389151990413666,0.3276674151420593,0.31091248989105225
the,0.42745697498321533,0.29042157530784607,0.3171212375164032,0.34736719727516174,0.23897552490234375,0.34342584013938904,0.22068053483963013
last,0.23175878822803497,0.2383546680212021,0.22709712386131287,0.30895525217056274,0.2024347484111786,0.23505158722400665,0.22371746599674225
of,0.33290785551071167,0.2594463527202606,0.24075818061828613,0.2513895630836487,0.2821158766746521,0.2750902473926544,0.1826142966747284
the,0.42745697498321533,0.29042157530784607,0.3171212375164032,0.34736719727516174,0.23897552490234375,0.34342584013938904,0.22068053483963013
nine,0.11931172013282776,0.14547616243362427,0.15506751835346222,0.16091835498809814,0.2048158496618271,0.18358199298381805,0.13964155316352844
successors,0.2032260000705719,0.19778788089752197,0.215534508228302,0.2918969392776489,0.29750365018844604,0.16683346033096313,0.10190409421920776
of,0.33290785551071167,0.2594463527202606,0.24075818061828613,0.2513895630836487,0.2821158766746521,0.2750902473926544,0.1826142966747284
kublai,0.24627302587032318,0.3571609556674957,0.17445369064807892,0.2875992953777313,0.3989696800708771,0.11570210009813309,0.14562560617923737
khan,0.16476042568683624,0.292693555355072,0.09873242676258087,0.155345618724823,0.36458620429039,0.10797455906867981,0.12862591445446014
",",0.3087472915649414,0.28014233708381653,0.28145334124565125,0.3015086054801941,0.3389151990413666,0.3276674151420593,0.31091248989105225
was,0.22111038863658905,0.1899784952402115,0.2646567225456238,0.41399896144866943,0.24017401039600372,0.17744606733322144,0.18412111699581146
summoned,0.18651458621025085,0.17227667570114136,0.11595019698143005,0.2601434588432312,0.2733615040779114,0.15214471518993378,0.12790928781032562
back,0.2965294420719147,0.2558528482913971,0.2097216248512268,0.2601068317890167,0.196727454662323,0.24993208050727844,0.2397768795490265
from,0.2737620174884796,0.2130707949399948,0.2635002136230469,0.20248863101005554,0.18783150613307953,0.28012022376060486,0.19969791173934937
guangxi,0.1621837466955185,0.47394800186157227,0.21133925020694733,0.15376949310302734,0.4229889512062073,0.192219540476799,0.1489756554365158
and,0.31309178471565247,0.3097860515117645,0.21235932409763336,0.34479495882987976,0.3360078036785126,0.34145063161849976,0.20544172823429108
succeeded,0.12981964647769928,0.1842118203639984,0.13255740702152252,0.22779136896133423,0.31452879309654236,0.12319725751876831,0.12414717674255371
to,0.455847829580307,0.24050965905189514,0.27806994318962097,0.4452643394470215,0.2591502368450165,0.47261837124824524,0.29463258385658264
the,0.42745697498321533,0.29042157530784607,0.3171212375164032,0.34736719727516174,0.23897552490234375,0.34342584013938904,0.22068053483963013
throne,0.12073681503534317,0.2659772038459778,0.15339027345180511,0.16482007503509521,0.30039992928504944,0.14055854082107544,0.17206846177577972
.,0.3567904531955719,0.3149949312210083,0.24737101793289185,0.35288307070732117,0.3174439072608948,0.3711656630039215,0.4130953550338745
