,who,may,members,direct,questions,towards,during,general,question,time,?
a,0.36608949303627014,0.29255667328834534,0.1873859316110611,0.27544090151786804,0.2656060755252838,0.2078181505203247,0.30341604351997375,0.2157215178012848,0.3184618055820465,0.3292340338230133,0.23916715383529663
``,0.02397952415049076,0.13614267110824585,0.05369233712553978,0.012828195467591286,0.09552666544914246,0.010755262337625027,0.007871326059103012,0.09047812968492508,0.1262909322977066,0.041467953473329544,0.0685480609536171
general,0.2461782991886139,0.22961640357971191,0.15332673490047455,0.2197520136833191,0.22032441198825836,0.2054629921913147,0.18023382127285004,1.0000001192092896,0.22221729159355164,0.2027285099029541,0.1972234547138214
question,0.3076270818710327,0.20744988322257996,0.15677165985107422,0.24418918788433075,0.8523969054222107,0.19162783026695251,0.15260885655879974,0.22221729159355164,1.0,0.28554263710975647,0.48000848293304443
time,0.36634087562561035,0.25842100381851196,0.18101826310157776,0.18759116530418396,0.2710280120372772,0.208626851439476,0.49996283650398254,0.2027285099029541,0.28554263710975647,0.9999998807907104,0.27391523122787476
'',0.024401003494858742,0.020231230184435844,-0.02566520683467388,0.010297070257365704,-0.0527685172855854,-0.055717963725328445,-0.08359146863222122,0.022419413551688194,-0.01199275441467762,-0.01899585872888565,0.018684765323996544
takes,0.16409184038639069,0.20330043137073517,0.10428056120872498,0.22187630832195282,0.19298267364501953,0.15934816002845764,0.2800941467285156,0.12664270401000977,0.17696955800056458,0.2866765260696411,0.10935472697019577
place,0.22742493450641632,0.22675417363643646,0.13737979531288147,0.24276255071163177,0.18203602731227875,0.2340153455734253,0.3239164352416992,0.16754250228405,0.23186343908309937,0.379790335893631,0.2455766350030899
on,0.2340552806854248,0.3428080081939697,0.22849144041538239,0.20648783445358276,0.2166581153869629,0.29651278257369995,0.3347817361354828,0.18019753694534302,0.19436295330524445,0.30044233798980713,0.2714994251728058
a,0.36608949303627014,0.29255667328834534,0.1873859316110611,0.27544090151786804,0.2656060755252838,0.2078181505203247,0.30341604351997375,0.2157215178012848,0.3184618055820465,0.3292340338230133,0.23916715383529663
thursday,0.13694672286510468,0.3062129318714142,0.13677453994750977,0.036890845745801926,0.18957675993442535,0.12865254282951355,0.18798089027404785,0.0782262310385704,0.17632050812244415,0.2689109444618225,0.2132832556962967
between,0.20718061923980713,0.18371161818504333,0.17868073284626007,0.2785438895225525,0.16820693016052246,0.3045154809951782,0.36201924085617065,0.12909778952598572,0.18777018785476685,0.2893446385860443,0.12887074053287506
11:40,0.18026645481586456,0.12493415921926498,0.14908085763454437,0.024024102836847305,0.021168850362300873,0.011978310532867908,0.1282833069562912,0.026385096833109856,0.0010614822385832667,0.056102264672517776,0.06688230484724045
a.m.,0.12416209280490875,0.043319784104824066,0.12463537603616714,0.10426429659128189,0.1059686541557312,0.0038628235924988985,0.12204016745090485,0.12734946608543396,0.07603538036346436,0.01477852649986744,-0.013456551358103752
and,0.41279885172843933,0.34598252177238464,0.2994427978992462,0.25874996185302734,0.242636039853096,0.32443711161613464,0.36462149024009705,0.25860127806663513,0.20355750620365143,0.3025408685207367,0.20544172823429108
12,0.07916399836540222,0.13435818254947662,-0.015322615392506123,0.09554758667945862,0.004372842609882355,0.15030568838119507,0.12063150107860565,0.013132103718817234,0.08139806985855103,0.14333707094192505,0.10021790862083435
p.m.,0.04429251328110695,0.07940126955509186,0.02602231130003929,-0.03612954542040825,0.004521016497164965,-0.06394176930189133,-0.0278348159044981,0.01877521723508835,-0.03240372985601425,-0.13857626914978027,-0.07103965431451797
where,0.41804537177085876,0.23215454816818237,0.15948256850242615,0.270285964012146,0.25701281428337097,0.35452669858932495,0.3543127477169037,0.20537003874778748,0.28079208731651306,0.3538551926612854,0.24793872237205505
members,0.3290669620037079,0.20884567499160767,0.9999998807907104,0.16686272621154785,0.21627742052078247,0.11975690722465515,0.24851804971694946,0.15332673490047455,0.15677165985107422,0.18101826310157776,0.10212311148643494
can,0.2602734863758087,0.43584567308425903,0.14267030358314514,0.26376575231552124,0.3215586841106415,0.17949555814266205,0.1645900309085846,0.12571799755096436,0.3161180913448334,0.2720869183540344,0.3226337134838104
direct,0.20854562520980835,0.21255788207054138,0.16686272621154785,1.0,0.18849042057991028,0.19712890684604645,0.2075808197259903,0.2197520136833191,0.24418918788433075,0.18759116530418396,0.18476411700248718
questions,0.3078559637069702,0.2296697348356247,0.21627742052078247,0.18849042057991028,1.0000001192092896,0.17213059961795807,0.19035789370536804,0.22032441198825836,0.8523969054222107,0.2710280120372772,0.42967134714126587
to,0.42656609416007996,0.391582727432251,0.26617446541786194,0.3420579433441162,0.317446768283844,0.3675195574760437,0.2828781306743622,0.24755197763442993,0.33945542573928833,0.3679993152618408,0.29463258385658264
any,0.29236510396003723,0.341971218585968,0.20679043233394623,0.299310564994812,0.42970648407936096,0.24087464809417725,0.22442151606082916,0.18700112402439117,0.44853806495666504,0.3699842095375061,0.4113408327102661
member,0.3046252727508545,0.1533735990524292,0.7046385407447815,0.11698779463768005,0.12796320021152496,0.12215694040060043,0.2318158894777298,0.1539999097585678,0.1479213684797287,0.1657039076089859,0.06826172769069672
of,0.2827862501144409,0.26447007060050964,0.28120753169059753,0.2533726394176483,0.2210283875465393,0.26409703493118286,0.3869180977344513,0.28352999687194824,0.2222393900156021,0.35127586126327515,0.1826142966747284
