,what,occurs,after,a,dive,in,which,a,diver,decompresses,too,quickly,?
oxygen,0.16781960427761078,0.24230067431926727,0.16113509237766266,0.21662019193172455,0.22986742854118347,0.1672476977109909,0.3166238069534302,0.21662019193172455,0.26210084557533264,0.47050705552101135,0.2577953040599823,0.20760203897953033,0.16786395013332367
gas,0.20887799561023712,0.21514728665351868,0.1708008497953415,0.26485589146614075,0.10846897959709167,0.20770272612571716,0.268431156873703,0.26485589146614075,0.15211275219917297,0.4696222245693207,0.15555359423160553,0.2765200734138489,0.1582372784614563
is,0.28837618231773376,0.3398558497428894,0.2835143506526947,0.658733606338501,0.2288297861814499,0.5394441485404968,0.4457404911518097,0.658733606338501,0.20550447702407837,0.25089001655578613,0.2450883537530899,0.23501308262348175,0.22961433231830597
poisonous,0.22659042477607727,0.28059521317481995,0.19513988494873047,0.23134492337703705,0.24819402396678925,0.15901757776737213,0.28757765889167786,0.23134492337703705,0.22853772342205048,0.3983595371246338,0.30693262815475464,0.3037474751472473,0.1837436556816101
to,0.455847829580307,0.17478640377521515,0.37890323996543884,0.45503583550453186,0.25940197706222534,0.45010748505592346,0.5345056653022766,0.45503583550453186,0.2105661928653717,0.27040645480155945,0.37087053060531616,0.44593319296836853,0.29463258385658264
the,0.42745697498321533,0.30771008133888245,0.4565047025680542,0.5829201340675354,0.23699267208576202,0.6662389636039734,0.6521818041801453,0.5829201340675354,0.24108538031578064,0.25347498059272766,0.26985910534858704,0.30366459488868713,0.22068053483963013
anaerobic,0.20651394128799438,0.3104063868522644,0.11427601426839828,0.2324177324771881,0.24613527953624725,0.2070082128047943,0.34268075227737427,0.2324177324771881,0.23170702159404755,0.46505245566368103,0.22321860492229462,0.19116802513599396,0.17226801812648773
bacteria,0.1863701492547989,0.23458869755268097,0.17502324283123016,0.19924654066562653,0.20284226536750793,0.1903567910194397,0.30531173944473267,0.19924654066562653,0.21077068150043488,0.3538883626461029,0.19136565923690796,0.24035018682479858,0.18786604702472687
that,0.6297725439071655,0.2241065949201584,0.373811811208725,0.47537946701049805,0.20164625346660614,0.435920387506485,0.6894589066505432,0.47537946701049805,0.20329780876636505,0.31597331166267395,0.465911328792572,0.3897501826286316,0.32716336846351624
cause,0.24883218109607697,0.3930743634700775,0.30757012963294983,0.2715701162815094,0.10598225891590118,0.24822883307933807,0.35877716541290283,0.2715701162815094,0.16221192479133606,0.343241423368454,0.36104610562324524,0.3269737958908081,0.240532785654068
gas,0.20887799561023712,0.21514728665351868,0.1708008497953415,0.26485589146614075,0.10846897959709167,0.20770272612571716,0.268431156873703,0.26485589146614075,0.15211275219917297,0.4696222245693207,0.15555359423160553,0.2765200734138489,0.1582372784614563
gangrene,0.2442176640033722,0.33237844705581665,0.30076852440834045,0.2663942873477936,0.22232583165168762,0.22172307968139648,0.3330719470977783,0.2663942873477936,0.2736319899559021,0.3784038722515106,0.2824956774711609,0.3361854553222656,0.21685382723808289
",",0.3087472915649414,0.2801711857318878,0.38860568404197693,0.427140474319458,0.21368755400180817,0.5201468467712402,0.3658004403114319,0.427140474319458,0.24425546824932098,0.1827593892812729,0.30976784229278564,0.29136326909065247,0.31091248989105225
so,0.539469838142395,0.21576572954654694,0.34236881136894226,0.41474464535713196,0.21023643016815186,0.31275880336761475,0.5582591891288757,0.41474464535713196,0.1930810809135437,0.3234793543815613,0.6264079213142395,0.45195627212524414,0.43163934350013733
increasing,0.2066856026649475,0.2965261936187744,0.19493404030799866,0.2511899173259735,0.15410523116588593,0.2580164670944214,0.3511922359466553,0.2511899173259735,0.2055249661207199,0.38027599453926086,0.3740743398666382,0.3443082571029663,0.0681626945734024
its,0.30393704771995544,0.21881479024887085,0.29879069328308105,0.4424409866333008,0.19932687282562256,0.3793783485889435,0.5154205560684204,0.4424409866333008,0.1852804571390152,0.22038257122039795,0.2583297789096832,0.27830278873443604,0.15103481709957123
partial,0.24140220880508423,0.2932153344154358,0.1855950951576233,0.3064410090446472,0.18895816802978516,0.23465001583099365,0.3238580822944641,0.3064410090446472,0.1989343762397766,0.2760981023311615,0.1422094702720642,0.12744809687137604,0.16151700913906097
pressure,0.2625555694103241,0.2796749770641327,0.1638760268688202,0.23459996283054352,0.25158950686454773,0.16116683185100555,0.30311983823776245,0.23459996283054352,0.25384166836738586,0.4608800411224365,0.301248162984848,0.34956103563308716,0.142023503780365
helps,0.2570236623287201,0.23193997144699097,0.19198867678642273,0.26026079058647156,0.12670886516571045,0.19714516401290894,0.2687026858329773,0.26026079058647156,0.1710485965013504,0.32867226004600525,0.3023484945297241,0.28090864419937134,0.20885655283927917
kill,0.2582238018512726,0.16493509709835052,0.23027464747428894,0.25388583540916443,0.26858827471733093,0.1590711623430252,0.24244505167007446,0.25388583540916443,0.22035157680511475,0.21841083467006683,0.22614672780036926,0.2702542841434479,0.1932259500026703
them,0.4994642734527588,0.14337307214736938,0.3536660969257355,0.3151612877845764,0.2904055714607239,0.29119014739990234,0.4958057701587677,0.3151612877845764,0.2413785308599472,0.3465767800807953,0.4610094428062439,0.4422147870063782,0.35435691475868225
.,0.3567904531955719,0.1716700792312622,0.35870397090911865,0.50484299659729,0.23240503668785095,0.5591574311256409,0.45942068099975586,0.50484299659729,0.18289853632450104,0.2526428699493408,0.34809815883636475,0.3002576529979706,0.4130953550338745
,what,occurs,after,a,dive,in,which,a,diver,decompresses,too,quickly,?
decompression,0.22970570623874664,0.34465616941452026,0.23523199558258057,0.28417807817459106,0.3618115186691284,0.174399271607399,0.38345855474472046,0.28417807817459106,0.3451698124408722,0.8966864347457886,0.26507821679115295,0.37704169750213623,0.1813647300004959
sickness,0.2371443659067154,0.27362149953842163,0.2687309980392456,0.16220222413539886,0.22741393744945526,0.18337316811084747,0.27223676443099976,0.16220222413539886,0.2880541682243347,0.3867594599723816,0.2998425364494324,0.3479045331478119,0.15760432183742523
occurs,0.18880343437194824,1.0000001192092896,0.2202317863702774,0.30202820897102356,0.1399759203195572,0.3241814076900482,0.3143232762813568,0.30202820897102356,0.1549706906080246,0.3030993938446045,0.146161749958992,0.2407142072916031,0.15104985237121582
in,0.30808621644973755,0.3241814076900482,0.44050168991088867,0.539380669593811,0.14305934309959412,1.0,0.4840516746044159,0.539380669593811,0.12416315823793411,0.16142134368419647,0.21702995896339417,0.24151866137981415,0.20430970191955566
divers,0.1517011523246765,0.20559386909008026,0.1578036993741989,0.2044837921857834,0.6532688140869141,0.134807750582695,0.26373594999313354,0.2044837921857834,0.7580053806304932,0.3785955309867859,0.2120768427848816,0.2421431839466095,0.05918926000595093
who,0.40942975878715515,0.07419487088918686,0.32549580931663513,0.36608949303627014,0.06375140696763992,0.2792111933231354,0.3688730001449585,0.36608949303627014,0.12811584770679474,0.07503064721822739,0.292925089597702,0.25713545083999634,0.26220351457595825
decompress,0.18469023704528809,0.3001285791397095,0.21276473999023438,0.23737658560276031,0.34372153878211975,0.14903414249420166,0.3250720202922821,0.23737658560276031,0.3459515869617462,0.9435107707977295,0.26761919260025024,0.344747394323349,0.1786676049232483
too,0.4120715260505676,0.146161749958992,0.2678429186344147,0.32342976331710815,0.1395956575870514,0.21702995896339417,0.3639266788959503,0.32342976331710815,0.1578381508588791,0.29187095165252686,1.0,0.3574639856815338,0.33757779002189636
quickly,0.27000871300697327,0.2407142072916031,0.442697674036026,0.26639217138290405,0.20884568989276886,0.24151866137981415,0.3703140914440155,0.26639217138290405,0.1968943178653717,0.3598855137825012,0.3574639856815338,1.0,0.18131443858146667
after,0.21973377466201782,0.2202317863702774,1.0,0.3831600844860077,0.2172982096672058,0.44050168991088867,0.3217443823814392,0.3831600844860077,0.18206040561199188,0.1906432956457138,0.2678429186344147,0.442697674036026,0.16608688235282898
a,0.3320399522781372,0.30202820897102356,0.3831600844860077,1.0,0.2733496427536011,0.539380669593811,0.56894451379776,1.0,0.26202937960624695,0.2666873335838318,0.32342976331710815,0.26639217138290405,0.23916715383529663
dive,0.20400770008563995,0.1399759203195572,0.2172982096672058,0.2733496427536011,1.0,0.14305934309959412,0.2402781844139099,0.2733496427536011,0.7244506478309631,0.341427743434906,0.1395956575870514,0.20884568989276886,0.11247836798429489
",",0.3087472915649414,0.2801711857318878,0.38860568404197693,0.427140474319458,0.21368755400180817,0.5201468467712402,0.3658004403114319,0.427140474319458,0.24425546824932098,0.1827593892812729,0.30976784229278564,0.29136326909065247,0.31091248989105225
resulting,0.17960047721862793,0.43280792236328125,0.40614020824432373,0.3510841131210327,0.14349430799484253,0.3149644732475281,0.3983333110809326,0.3510841131210327,0.1306586116552353,0.4351714551448822,0.2308729737997055,0.3159243166446686,0.10813049972057343
in,0.30808621644973755,0.3241814076900482,0.44050168991088867,0.539380669593811,0.14305934309959412,1.0,0.4840516746044159,0.539380669593811,0.12416315823793411,0.16142134368419647,0.21702995896339417,0.24151866137981415,0.20430970191955566
bubbles,0.1626332700252533,0.23277577757835388,0.20429804921150208,0.21454498171806335,0.17262016236782074,0.13752160966396332,0.23676320910453796,0.21454498171806335,0.20064619183540344,0.41476133465766907,0.2752039432525635,0.30002129077911377,0.1478032022714615
of,0.33290785551071167,0.24937129020690918,0.3867455720901489,0.5052502155303955,0.15842236578464508,0.5696388483047485,0.5011631846427917,0.5052502155303955,0.10620708763599396,0.2285395860671997,0.22150669991970062,0.1989620476961136,0.1826142966747284
inert,0.25960609316825867,0.2618013918399811,0.14977645874023438,0.275776743888855,0.2130422443151474,0.210422545671463,0.3270023465156555,0.275776743888855,0.19731919467449188,0.48592668771743774,0.2847306430339813,0.27725040912628174,0.24414418637752533
gas,0.20887799561023712,0.21514728665351868,0.1708008497953415,0.26485589146614075,0.10846897959709167,0.20770272612571716,0.268431156873703,0.26485589146614075,0.15211275219917297,0.4696222245693207,0.15555359423160553,0.2765200734138489,0.1582372784614563
",",0.3087472915649414,0.2801711857318878,0.38860568404197693,0.427140474319458,0.21368755400180817,0.5201468467712402,0.3658004403114319,0.427140474319458,0.24425546824932098,0.1827593892812729,0.30976784229278564,0.29136326909065247,0.31091248989105225
mostly,0.32312366366386414,0.19965925812721252,0.16621413826942444,0.29069283604621887,0.0954073965549469,0.3575078547000885,0.4112597107887268,0.29069283604621887,0.05382170528173447,0.18143047392368317,0.3028598129749298,0.18642595410346985,0.09124795347452164
nitrogen,0.1626630574464798,0.2788926064968109,0.18860279023647308,0.20339743793010712,0.21588747203350067,0.20163631439208984,0.31646645069122314,0.20339743793010712,0.21991045773029327,0.4817087948322296,0.24360865354537964,0.19738541543483734,0.10228226333856583
and,0.31309178471565247,0.18975435197353363,0.3765919506549835,0.3739250600337982,0.216552734375,0.4954058527946472,0.506277859210968,0.3739250600337982,0.23498421907424927,0.2049369513988495,0.36207282543182373,0.30427297949790955,0.20544172823429108
helium,0.21581047773361206,0.25442764163017273,0.1958601027727127,0.2574857771396637,0.17289824783802032,0.1583023965358734,0.2670142948627472,0.2574857771396637,0.15606598556041718,0.4085621237754822,0.23636728525161743,0.20241905748844147,0.1527850180864334
",",0.3087472915649414,0.2801711857318878,0.38860568404197693,0.427140474319458,0.21368755400180817,0.5201468467712402,0.3658004403114319,0.427140474319458,0.24425546824932098,0.1827593892812729,0.30976784229278564,0.29136326909065247,0.31091248989105225
forming,0.18138349056243896,0.29659005999565125,0.2689276933670044,0.2713898718357086,0.17045171558856964,0.3025292158126831,0.39201000332832336,0.2713898718357086,0.1966029852628708,0.285456120967865,0.16900420188903809,0.18108776211738586,0.11404796689748764
in,0.30808621644973755,0.3241814076900482,0.44050168991088867,0.539380669593811,0.14305934309959412,1.0,0.4840516746044159,0.539380669593811,0.12416315823793411,0.16142134368419647,0.21702995896339417,0.24151866137981415,0.20430970191955566
their,0.35142919421195984,0.23304864764213562,0.30973172187805176,0.29698723554611206,0.25222039222717285,0.34976133704185486,0.4582767188549042,0.29698723554611206,0.20797871053218842,0.24292923510074615,0.27616846561431885,0.2792810797691345,0.1898253709077835
blood,0.15800324082374573,0.15736520290374756,0.18820242583751678,0.23023681342601776,0.17192494869232178,0.12106697261333466,0.287484347820282,0.23023681342601776,0.27213165163993835,0.26499369740486145,0.27703389525413513,0.2238025665283203,0.156274676322937
.,0.3567904531955719,0.1716700792312622,0.35870397090911865,0.50484299659729,0.23240503668785095,0.5591574311256409,0.45942068099975586,0.50484299659729,0.18289853632450104,0.2526428699493408,0.34809815883636475,0.3002576529979706,0.4130953550338745
,what,occurs,after,a,dive,in,which,a,diver,decompresses,too,quickly,?
carbon,0.22238978743553162,0.2594597041606903,0.1107211634516716,0.22569981217384338,0.17233997583389282,0.1857566386461258,0.3200644552707672,0.22569981217384338,0.18540431559085846,0.4836243689060211,0.20002788305282593,0.19337409734725952,0.19040444493293762
monoxide,0.25207534432411194,0.2328626811504364,0.17911396920681,0.21417184174060822,0.18129630386829376,0.1703910380601883,0.28717291355133057,0.21417184174060822,0.18704770505428314,0.5257723331451416,0.25829017162323,0.22579556703567505,0.20410999655723572
poisoning,0.24842742085456848,0.26712629199028015,0.2720729410648346,0.2136351466178894,0.2047053724527359,0.20073148608207703,0.268558531999588,0.2136351466178894,0.21053902804851532,0.3747970759868622,0.2977924644947052,0.2936320900917053,0.1484118103981018
",",0.3087472915649414,0.2801711857318878,0.38860568404197693,0.427140474319458,0.21368755400180817,0.5201468467712402,0.3658004403114319,0.427140474319458,0.24425546824932098,0.1827593892812729,0.30976784229278564,0.29136326909065247,0.31091248989105225
gas,0.20887799561023712,0.21514728665351868,0.1708008497953415,0.26485589146614075,0.10846897959709167,0.20770272612571716,0.268431156873703,0.26485589146614075,0.15211275219917297,0.4696222245693207,0.15555359423160553,0.2765200734138489,0.1582372784614563
gangrene,0.2442176640033722,0.33237844705581665,0.30076852440834045,0.2663942873477936,0.22232583165168762,0.22172307968139648,0.3330719470977783,0.2663942873477936,0.2736319899559021,0.3784038722515106,0.2824956774711609,0.3361854553222656,0.21685382723808289
",",0.3087472915649414,0.2801711857318878,0.38860568404197693,0.427140474319458,0.21368755400180817,0.5201468467712402,0.3658004403114319,0.427140474319458,0.24425546824932098,0.1827593892812729,0.30976784229278564,0.29136326909065247,0.31091248989105225
and,0.31309178471565247,0.18975435197353363,0.3765919506549835,0.3739250600337982,0.216552734375,0.4954058527946472,0.506277859210968,0.3739250600337982,0.23498421907424927,0.2049369513988495,0.36207282543182373,0.30427297949790955,0.20544172823429108
decompression,0.22970570623874664,0.34465616941452026,0.23523199558258057,0.28417807817459106,0.3618115186691284,0.174399271607399,0.38345855474472046,0.28417807817459106,0.3451698124408722,0.8966864347457886,0.26507821679115295,0.37704169750213623,0.1813647300004959
sickness,0.2371443659067154,0.27362149953842163,0.2687309980392456,0.16220222413539886,0.22741393744945526,0.18337316811084747,0.27223676443099976,0.16220222413539886,0.2880541682243347,0.3867594599723816,0.2998425364494324,0.3479045331478119,0.15760432183742523
(,0.2411840260028839,0.17926692962646484,0.2132600098848343,0.3206180930137634,0.1525430530309677,0.3087427020072937,0.2589828372001648,0.3206180930137634,0.16475284099578857,0.0847637951374054,0.20675641298294067,0.12079992145299911,0.40561532974243164
the,0.42745697498321533,0.30771008133888245,0.4565047025680542,0.5829201340675354,0.23699267208576202,0.6662389636039734,0.6521818041801453,0.5829201340675354,0.24108538031578064,0.25347498059272766,0.26985910534858704,0.30366459488868713,0.22068053483963013
'bends,0.2449072003364563,0.2969464063644409,0.26846131682395935,0.33112767338752747,0.24769215285778046,0.2602868378162384,0.3344404995441437,0.33112767338752747,0.31709322333335876,0.3947368264198303,0.24804697930812836,0.3003951609134674,0.14973261952400208
',0.3245812654495239,0.1936689019203186,0.31325316429138184,0.48837921023368835,0.1983378827571869,0.4158826768398285,0.32852497696876526,0.48837921023368835,0.15619218349456787,0.10721706598997116,0.21313408017158508,0.21444520354270935,0.330942302942276
),0.26259949803352356,0.1586141288280487,0.24162524938583374,0.3640355169773102,0.15558496117591858,0.3326910734176636,0.2758678197860718,0.3640355169773102,0.15790346264839172,0.09038454294204712,0.22017264366149902,0.15096169710159302,0.42300865054130554
are,0.29724663496017456,0.2871343791484833,0.19438853859901428,0.265255331993103,0.2299472838640213,0.3841303884983063,0.42922598123550415,0.265255331993103,0.11667288839817047,0.2875143885612488,0.32914406061172485,0.24547269940376282,0.24591213464736938
