,who,recovered,tolbert,'s,fumble,?
on,0.2340552806854248,0.2166234701871872,0.2035236656665802,0.0026888418942689896,0.16300038993358612,0.2714994251728058
carolina,0.1409980058670044,0.15065045654773712,0.18042662739753723,0.030589593574404716,0.24233470857143402,0.11847445368766785
's,0.05599616840481758,-0.014260370284318924,0.013141957111656666,0.9999999403953552,0.02591221034526825,-0.023395681753754616
next,0.19192104041576385,0.21497024595737457,0.2492164969444275,-0.056625429540872574,0.2307572215795517,0.167460098862648
possession,0.25850099325180054,0.255143940448761,0.11363523453474045,0.0022223382256925106,0.21473029255867004,0.06212200969457626
fullback,0.1907532960176468,0.20964820683002472,0.24210317432880402,0.031214851886034012,0.4773712158203125,0.2015429437160492
mike,0.24931035935878754,0.17488068342208862,0.28715386986732483,0.07197532057762146,0.2541225552558899,0.1076895147562027
tolbert,0.2873324751853943,0.18581773340702057,0.9999999403953552,0.013141957111656666,0.22261083126068115,0.24125076830387115
lost,0.2206452637910843,0.4304933547973633,0.1507825404405594,-0.04458974674344063,0.3078124225139618,0.15261413156986237
a,0.36608949303627014,0.2461796998977661,0.25253474712371826,0.04866964742541313,0.17153340578079224,0.23916715383529663
fumble,0.18392837047576904,0.35254186391830444,0.22261083126068115,0.02591221034526825,1.0000001192092896,0.17646178603172302
while,0.4068111777305603,0.30355745553970337,0.14273037016391754,0.0011869525769725442,0.25433874130249023,0.21076419949531555
being,0.44037187099456787,0.2850746512413025,0.1823953092098236,-0.055871423333883286,0.22508375346660614,0.26743772625923157
tackled,0.2225686013698578,0.34646865725517273,0.24379391968250275,-0.04593997448682785,0.47546592354774475,0.20976905524730682
by,0.39727845788002014,0.2431626170873642,0.28540655970573425,-0.010884488001465797,0.15994788706302643,0.17966607213020325
safety,0.20537976920604706,0.21179333329200745,0.12321735173463821,-0.06913796067237854,0.34256511926651,0.1443338692188263
darian,0.362669974565506,0.1315021961927414,0.21901872754096985,0.05564961954951286,0.21498897671699524,0.15779580175876617
stewart,0.27337461709976196,0.1994715929031372,0.422512412071228,0.10451090335845947,0.2529706358909607,0.11473192274570465
",",0.3365725874900818,0.2676272988319397,0.3274385631084442,-0.0016132977325469255,0.30810612440109253,0.31091248989105225
which,0.3688730001449585,0.25141164660453796,0.19098901748657227,0.03856118768453598,0.15365509688854218,0.25814583897590637
linebacker,0.18917565047740936,0.1912452131509781,0.24565765261650085,-0.06195448711514473,0.5103139877319336,0.15540370345115662
danny,0.34686461091041565,0.12144096940755844,0.30625230073928833,-0.010594725608825684,0.22493745386600494,0.12230359762907028
trevathan,0.314143568277359,0.22541053593158722,0.4015060067176819,0.033713873475790024,0.3047519326210022,0.19781902432441711
recovered,0.19365158677101135,1.0,0.18581773340702057,-0.014260370284318924,0.35254186391830444,0.08912046253681183
on,0.2340552806854248,0.2166234701871872,0.2035236656665802,0.0026888418942689896,0.16300038993358612,0.2714994251728058
the,0.3733934462070465,0.2614712417125702,0.2572346329689026,-0.01540423184633255,0.16197896003723145,0.22068053483963013
broncos,0.1763724684715271,0.21365763247013092,0.27460938692092896,-0.037254199385643005,0.4964665174484253,0.18377114832401276
40-yard,0.2668170928955078,0.28173065185546875,0.37249234318733215,0.03955685719847679,0.3380183279514313,0.12339043617248535
line,0.1774713397026062,0.08226953446865082,0.15259480476379395,-0.06894499808549881,0.12082433700561523,0.16271452605724335
.,0.3541337847709656,0.25115838646888733,0.33135271072387695,-0.003708066651597619,0.23846884071826935,0.4130953550338745
