,what,fields,medal,winning,mathematician,is,a,faculty,member,at,harvard,?
harvard,0.2177114188671112,0.15723970532417297,0.31206825375556946,0.12744493782520294,0.23200081288814545,0.15387701988220215,0.24754071235656738,0.4679529070854187,0.2284860759973526,0.2837338149547577,1.0,0.11685016006231308
's,0.02692362666130066,0.06728911399841309,0.010112352669239044,0.0400766022503376,0.0017261904431506991,0.02396530658006668,0.04866964742541313,-0.007807043846696615,-0.031640440225601196,-0.08481216430664062,-0.06887804716825485,-0.023395681753754616
faculty,0.17261409759521484,0.20650863647460938,0.19044528901576996,0.14308229088783264,0.23722121119499207,0.15048952400684357,0.17407377064228058,1.0,0.2520431876182556,0.2896050810813904,0.4679529070854187,0.04951627925038338
includes,0.17138352990150452,0.171138197183609,0.17290765047073364,0.1568075716495514,0.05570032447576523,0.4033885896205902,0.25086286664009094,0.19300302863121033,0.1735074520111084,0.21011501550674438,0.09483963996171951,0.14011523127555847
scholars,0.2640625238418579,0.24340486526489258,0.1344911903142929,0.1255955845117569,0.3030551075935364,0.18092486262321472,0.1878340095281601,0.37986016273498535,0.19356393814086914,0.16599124670028687,0.3701283037662506,0.11279910802841187
such,0.23989605903625488,0.23623280227184296,0.11275024712085724,0.18196113407611847,0.1696740835905075,0.23545363545417786,0.2706976532936096,0.17402894794940948,0.14228516817092896,0.15276408195495605,0.13503605127334595,0.17851735651493073
as,0.31749409437179565,0.19345667958259583,0.14020763337612152,0.20233753323554993,0.18230420351028442,0.43216490745544434,0.39550232887268066,0.1854499727487564,0.2264706939458847,0.28092536330223083,0.19990062713623047,0.27043893933296204
biologist,0.18255768716335297,0.16954617202281952,0.19820424914360046,0.16835656762123108,0.5142544507980347,0.19515138864517212,0.2163250595331192,0.3002142012119293,0.20850761234760284,0.14030806720256805,0.3270675539970398,0.176077201962471
e.,0.05773794278502464,-0.06946384906768799,0.12642735242843628,0.03017343208193779,-0.004245488904416561,-0.027958322316408157,-0.02863171324133873,-0.07064539939165115,-0.03242247924208641,0.13379636406898499,-0.007530485279858112,0.04848470166325569
o.,-0.00868410337716341,0.03660106658935547,0.0723266452550888,0.09258881956338882,0.13119284808635712,-0.06064101308584213,-0.08424322307109833,-0.048954077064991,0.11671137809753418,0.005089156795293093,0.08136088401079178,0.07719738036394119
wilson,0.1282895803451538,0.2313554584980011,0.18341636657714844,0.20656239986419678,0.12568938732147217,0.09424737840890884,0.18023544549942017,0.16958270967006683,0.14752741158008575,0.22263136506080627,0.2803606688976288,0.1055358424782753
",",0.3087472915649414,0.2786177098751068,0.2681026756763458,0.33544227480888367,0.2415458858013153,0.4691906273365021,0.427140474319458,0.24666790664196014,0.25757819414138794,0.38314947485923767,0.2719281017780304,0.31091248989105225
cognitive,0.32183772325515747,0.24869488179683685,0.1804962009191513,0.1830042004585266,0.30911749601364136,0.1610345095396042,0.21885403990745544,0.3057135045528412,0.09980177879333496,0.14207300543785095,0.31832438707351685,0.2140587568283081
scientist,0.19887776672840118,0.22107622027397156,0.19527465105056763,0.12277664989233017,0.6010019183158875,0.22206668555736542,0.2334214746952057,0.2967727482318878,0.1871793419122696,0.15961971879005432,0.3241751194000244,0.1278093308210373
steven,0.1722090095281601,0.09955760836601257,0.15346284210681915,0.2281818985939026,0.19582347571849823,0.15821102261543274,0.18639017641544342,0.16206574440002441,0.11762072145938873,0.17035508155822754,0.2310871034860611,0.10277901589870453
pinker,0.1586829125881195,0.14087215065956116,0.246352419257164,0.20229610800743103,0.3971034586429596,0.19370003044605255,0.23812878131866455,0.1751679927110672,0.21945980191230774,0.133991077542305,0.30389758944511414,0.2131522297859192
",",0.3087472915649414,0.2786177098751068,0.2681026756763458,0.33544227480888367,0.2415458858013153,0.4691906273365021,0.427140474319458,0.24666790664196014,0.25757819414138794,0.38314947485923767,0.2719281017780304,0.31091248989105225
physicists,0.30818524956703186,0.2553821802139282,0.1508585661649704,0.13672307133674622,0.5656052827835083,0.18571914732456207,0.16681431233882904,0.2475423812866211,0.08520585298538208,0.17095836997032166,0.2511209547519684,0.1777985841035843
lisa,0.1771186888217926,0.0807519406080246,0.1533432900905609,0.17790080606937408,0.1270938366651535,0.1334715187549591,0.19619710743427277,0.16890867054462433,0.14247052371501923,0.12056487798690796,0.17675423622131348,0.1603623777627945
randall,0.1752598136663437,0.17358271777629852,0.15864337980747223,0.2732466757297516,0.23144471645355225,0.1698547899723053,0.2727554440498352,0.1423421949148178,0.17453840374946594,0.19033017754554749,0.2606246769428253,0.1790311336517334
and,0.31309178471565247,0.3074205219745636,0.2169238030910492,0.31779077649116516,0.16645929217338562,0.3859752118587494,0.3739250600337982,0.21924199163913727,0.28606608510017395,0.3571503460407257,0.2453373372554779,0.20544172823429108
roy,0.2334662228822708,0.12235783785581589,0.1943509876728058,0.18275965750217438,0.17511378228664398,0.18741075694561005,0.2584960162639618,0.20690958201885223,0.11100409179925919,0.16914859414100647,0.20285798609256744,0.18236976861953735
glauber,0.16992336511611938,0.15349623560905457,0.20127545297145844,0.18885134160518646,0.3037427067756653,0.22894805669784546,0.2631537914276123,0.21030165255069733,0.19096650183200836,0.16540630161762238,0.2830016613006592,0.19153276085853577
",",0.3087472915649414,0.2786177098751068,0.2681026756763458,0.33544227480888367,0.2415458858013153,0.4691906273365021,0.427140474319458,0.24666790664196014,0.25757819414138794,0.38314947485923767,0.2719281017780304,0.31091248989105225
chemists,0.28497299551963806,0.22210201621055603,0.19133371114730835,0.14412882924079895,0.4408454895019531,0.22440674901008606,0.20124877989292145,0.17772087454795837,0.07245057076215744,0.19657155871391296,0.2390696406364441,0.17960865795612335
elias,0.15120111405849457,0.13607221841812134,0.18670745193958282,0.11998402327299118,0.2670394778251648,0.16665950417518616,0.15488097071647644,0.10509657859802246,0.1737922579050064,0.06156011298298836,0.2595521807670593,0.08890604227781296
corey,0.22615092992782593,0.12091819196939468,0.20256569981575012,0.26017409563064575,0.23338086903095245,0.16115662455558777,0.20847737789154053,0.12184237688779831,0.22422175109386444,0.20666156709194183,0.2091802954673767,0.21531954407691956
",",0.3087472915649414,0.2786177098751068,0.2681026756763458,0.33544227480888367,0.2415458858013153,0.4691906273365021,0.427140474319458,0.24666790664196014,0.25757819414138794,0.38314947485923767,0.2719281017780304,0.31091248989105225
dudley,0.16349084675312042,0.17605391144752502,0.16700927913188934,0.18733996152877808,0.16363027691841125,0.15834665298461914,0.19359606504440308,0.14603868126869202,0.2077099233865738,0.18104611337184906,0.24722760915756226,0.1780501902103424
r.,0.0634177029132843,0.007671084254980087,-0.0729009285569191,0.061140939593315125,-0.03550839424133301,-0.018373891711235046,0.08298112452030182,-0.0824504941701889,0.1183258667588234,-0.027992088347673416,-0.08266060054302216,0.10428094118833542
herschbach,0.16640038788318634,0.2086232453584671,0.17886728048324585,0.1629672646522522,0.3587215542793274,0.2723550796508789,0.29897621273994446,0.2169729620218277,0.1903146654367447,0.23181049525737762,0.29011785984039307,0.17603367567062378
and,0.31309178471565247,0.3074205219745636,0.2169238030910492,0.31779077649116516,0.16645929217338562,0.3859752118587494,0.3739250600337982,0.21924199163913727,0.28606608510017395,0.3571503460407257,0.2453373372554779,0.20544172823429108
george,0.22000353038311005,0.12607692182064056,0.21313394606113434,0.20592200756072998,0.1838040053844452,0.14082063734531403,0.19503153860569,0.1674984097480774,0.1356029212474823,0.1617383360862732,0.24173885583877563,0.1479024887084961
m.,-0.032949499785900116,-0.10227610170841217,0.057040005922317505,0.037600308656692505,0.17346946895122528,-0.06526678055524826,-0.04543856158852577,0.03068729303777218,0.042803362011909485,0.11277322471141815,0.00727808615192771,-0.0002856669598259032
whitesides,0.26161184906959534,0.2912692129611969,0.23418235778808594,0.2666296064853668,0.2682054042816162,0.25240951776504517,0.26009783148765564,0.1619320958852768,0.18513339757919312,0.25094348192214966,0.2832585275173187,0.2508457601070404
",",0.3087472915649414,0.2786177098751068,0.2681026756763458,0.33544227480888367,0.2415458858013153,0.4691906273365021,0.427140474319458,0.24666790664196014,0.25757819414138794,0.38314947485923767,0.2719281017780304,0.31091248989105225
