,along,with,the,cisce,and,nenbse,",",what,is,a,notable,examination,board,in,multiple,indian,states,?
prominent,0.25859180092811584,0.21456092596054077,0.30881059169769287,0.26997923851013184,0.32993122935295105,0.2184709757566452,0.3234879672527313,0.11211586743593216,0.1998126059770584,0.2511630952358246,0.33345651626586914,0.18420948088169098,0.11097107827663422,0.3156912922859192,0.1351841688156128,0.2232353836297989,0.16463643312454224,0.12940338253974915
examination,0.0965205505490303,0.19017094373703003,0.2676820158958435,0.2726845145225525,0.24361079931259155,0.1805613934993744,0.20730465650558472,0.28287991881370544,0.21501708030700684,0.3023022711277008,0.12177202850580215,1.0,0.2857897877693176,0.2262410968542099,0.13079962134361267,0.09564366936683655,0.1660163700580597,0.18956318497657776
boards,0.2652084529399872,0.17108745872974396,0.23653817176818848,0.13377469778060913,0.2887299358844757,0.14451128244400024,0.22328053414821625,0.21327513456344604,0.18082547187805176,0.1812109500169754,0.14028148353099823,0.23407171666622162,0.6803345084190369,0.15385428071022034,0.17390508949756622,0.09445833414793015,0.1687205731868744,0.14005763828754425
that,0.2850594222545624,0.4154358208179474,0.5473989248275757,0.2858724296092987,0.4731321930885315,0.23448225855827332,0.4137537479400635,0.6297725439071655,0.3995479643344879,0.47537946701049805,0.33818313479423523,0.2991906702518463,0.18093496561050415,0.435920387506485,0.25217002630233765,0.1324855089187622,0.291576623916626,0.32716336846351624
are,0.28655800223350525,0.38996943831443787,0.40399202704429626,0.26316845417022705,0.48576638102531433,0.1554931402206421,0.4062570035457611,0.29724663496017456,0.5330929756164551,0.265255331993103,0.2350337952375412,0.1860504448413849,0.1998358964920044,0.3841303884983063,0.2621883153915405,0.11139321327209473,0.1846873015165329,0.24591213464736938
present,0.1619976907968521,0.20671819150447845,0.2829846143722534,0.18378430604934692,0.2790124714374542,0.20983020961284637,0.267320841550827,0.30940163135528564,0.1967432200908661,0.14277903735637665,0.2208097279071808,0.10473290085792542,0.07553763687610626,0.23905439674854279,0.10231509059667587,0.07789652794599533,0.16320550441741943,0.21759982407093048
in,0.3603311777114868,0.4080928862094879,0.6662389636039734,0.2707662880420685,0.4954058527946472,0.3140876889228821,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.539380669593811,0.25145605206489563,0.2262410968542099,0.19342480599880219,1.0,0.18657618761062622,0.17715758085250854,0.3977442979812622,0.20430970191955566
multiple,0.14329342544078827,0.23303250968456268,0.20022359490394592,0.17816922068595886,0.24590979516506195,0.23468400537967682,0.2533658742904663,0.19839626550674438,0.12635007500648499,0.23904410004615784,0.24451468884944916,0.13079962134361267,0.11386535316705704,0.18657618761062622,0.9999998807907104,0.20176775753498077,0.17568907141685486,0.1591399908065796
states,0.1605394184589386,0.21424104273319244,0.3463578522205353,0.3078845143318176,0.2974761426448822,0.20107804238796234,0.3315127193927765,0.21526020765304565,0.21939043700695038,0.24708621203899384,0.2370460331439972,0.1660163700580597,0.20603564381599426,0.3977442979812622,0.17568907141685486,0.24961331486701965,1.0,0.16272737085819244
are,0.28655800223350525,0.38996943831443787,0.40399202704429626,0.26316845417022705,0.48576638102531433,0.1554931402206421,0.4062570035457611,0.29724663496017456,0.5330929756164551,0.265255331993103,0.2350337952375412,0.1860504448413849,0.1998358964920044,0.3841303884983063,0.2621883153915405,0.11139321327209473,0.1846873015165329,0.24591213464736938
the,0.39495137333869934,0.4223487675189972,1.0,0.3208587169647217,0.5171257257461548,0.3526066839694977,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.20948168635368347,0.2676820158958435,0.2871673107147217,0.6662389636039734,0.20022359490394592,0.23407642543315887,0.3463578522205353,0.22068053483963013
cbse,0.1414928138256073,0.2791498601436615,0.356863796710968,0.2498747706413269,0.304974764585495,0.5314528942108154,0.29105326533317566,0.3005608320236206,0.2818194329738617,0.29533183574676514,0.2552948296070099,0.25685054063796997,0.14727626740932465,0.264482319355011,0.23179160058498383,0.19987307488918304,0.21502555906772614,0.19011907279491425
and,0.4213258922100067,0.5477725267410278,0.5171257257461548,0.2835438847541809,1.0,0.28542158007621765,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.18581628799438477,0.24361079931259155,0.24616685509681702,0.4954058527946472,0.24590979516506195,0.24078236520290375,0.2974761426448822,0.20544172823429108
the,0.39495137333869934,0.4223487675189972,1.0,0.3208587169647217,0.5171257257461548,0.3526066839694977,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.20948168635368347,0.2676820158958435,0.2871673107147217,0.6662389636039734,0.20022359490394592,0.23407642543315887,0.3463578522205353,0.22068053483963013
cisce,0.13001012802124023,0.2258155196905136,0.3208587169647217,1.0,0.2835438847541809,0.24244220554828644,0.30503639578819275,0.29331937432289124,0.18938332796096802,0.2427026331424713,0.20521338284015656,0.2726845145225525,0.14392882585525513,0.2707662880420685,0.17816922068595886,0.1695529818534851,0.3078845143318176,0.26262813806533813
",",0.29824912548065186,0.4120737314224243,0.4933079481124878,0.30503639578819275,0.6633074283599854,0.33998119831085205,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.427140474319458,0.31026551127433777,0.20730465650558472,0.25734269618988037,0.5201468467712402,0.2533658742904663,0.2407594621181488,0.3315127193927765,0.31091248989105225
nenbse,0.23471377789974213,0.2762959897518158,0.3526066839694977,0.24244220554828644,0.28542158007621765,1.0,0.33998119831085205,0.16455063223838806,0.23786450922489166,0.2776404619216919,0.21513676643371582,0.1805613934993744,0.1644585132598877,0.3140876889228821,0.23468400537967682,0.2307775914669037,0.20107804238796234,0.15180613100528717
