,what,is,referred,to,as,the,diamond,strip,?
there,0.35085538029670715,0.3904260993003845,0.23369553685188293,0.40669289231300354,0.33535557985305786,0.47025805711746216,0.14084219932556152,0.15806637704372406,0.29405656456947327
are,0.29724663496017456,0.5330929756164551,0.25784921646118164,0.3504326641559601,0.3826591968536377,0.40399202704429626,0.16422156989574432,0.1808038055896759,0.24591213464736938
many,0.36131182312965393,0.2649032473564148,0.1601550281047821,0.40243685245513916,0.4070141911506653,0.4335206151008606,0.1612793654203415,0.1754608154296875,0.2124512493610382
bars,0.11961473524570465,0.1124049574136734,0.12941455841064453,0.18767283856868744,0.1895981878042221,0.20749349892139435,0.17385683953762054,0.22574663162231445,0.1464296281337738
on,0.34226128458976746,0.3635730445384979,0.12782762944698334,0.41031414270401,0.36047765612602234,0.5107308030128479,0.2077787220478058,0.2334149032831192,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,0.3088674545288086,0.535392165184021,0.48381632566452026,1.0,0.18828736245632172,0.20150524377822876,0.22068053483963013
bigg,0.14359711110591888,0.17713721096515656,0.05963660404086113,0.1372007578611374,0.16889071464538574,0.23385141789913177,0.1569354236125946,0.14394953846931458,0.1502102017402649
market,0.12116116285324097,0.2463478147983551,0.15956582129001617,0.23798635601997375,0.17538416385650635,0.2041238248348236,0.12030219286680222,0.08098119497299194,0.12805593013763428
",",0.3087472915649414,0.4691906273365021,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.4933079481124878,0.29647311568260193,0.19898942112922668,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.2151295244693756,0.48971283435821533,0.49487000703811646,0.5171257257461548,0.24385881423950195,0.2857847213745117,0.20544172823429108
other,0.341873437166214,0.25895947217941284,0.21923795342445374,0.4193183183670044,0.42805421352386475,0.44152235984802246,0.1525629609823227,0.1660541146993637,0.24682199954986572
popular,0.186283677816391,0.30144429206848145,0.25530576705932617,0.20657874643802643,0.2382158637046814,0.2724021077156067,0.1898106038570404,0.20240068435668945,0.13108457624912262
areas,0.23739881813526154,0.28282591700553894,0.1489609330892563,0.29808273911476135,0.24697712063789368,0.3311663568019867,0.13149091601371765,0.2609550356864929,0.1273590475320816
for,0.3017193675041199,0.43268078565597534,0.21213997900485992,0.4451248347759247,0.44774648547172546,0.4739971458911896,0.22690722346305847,0.19213683903217316,0.264628142118454
nightlife,0.14306369423866272,0.2076406627893448,0.226442351937294,0.13714568316936493,0.20987963676452637,0.20245584845542908,0.16692976653575897,0.24621418118476868,0.11628399044275284
are,0.29724663496017456,0.5330929756164551,0.25784921646118164,0.3504326641559601,0.3826591968536377,0.40399202704429626,0.16422156989574432,0.1808038055896759,0.24591213464736938
collingwood,0.13804426789283752,0.20635271072387695,0.18634487688541412,0.20080724358558655,0.22986803948879242,0.29341182112693787,0.2599509358406067,0.18773150444030762,0.12204337865114212
street,0.14271703362464905,0.1302390694618225,0.20691406726837158,0.1956864446401596,0.23426887392997742,0.20947860181331635,0.07674416154623032,0.2273092418909073,0.07315441966056824
",",0.3087472915649414,0.4691906273365021,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.4933079481124878,0.29647311568260193,0.19898942112922668,0.31091248989105225
popularly,0.09701934456825256,0.31121397018432617,0.31617242097854614,0.18090280890464783,0.35629820823669434,0.2381468266248703,0.17269131541252136,0.1703183948993683,0.17991875112056732
referred,0.16724665462970734,0.3144040107727051,1.0,0.22845174372196198,0.37252211570739746,0.3088674545288086,0.13353678584098816,0.12944217026233673,0.06677805632352829
to,0.455847829580307,0.42745086550712585,0.22845174372196198,1.0,0.42092081904411316,0.535392165184021,0.1710454821586609,0.18328604102134705,0.29463258385658264
as,0.31749409437179565,0.43216490745544434,0.37252211570739746,0.42092081904411316,1.0,0.48381632566452026,0.24346818029880524,0.16846925020217896,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,0.3088674545288086,0.535392165184021,0.48381632566452026,1.0,0.18828736245632172,0.20150524377822876,0.22068053483963013
'diamond,0.17040027678012848,0.206499844789505,0.14805369079113007,0.19507506489753723,0.2628161907196045,0.19348126649856567,0.9692158699035645,0.17376264929771423,0.14894646406173706
strip,0.15591688454151154,0.2362191379070282,0.12944217026233673,0.18328604102134705,0.16846925020217896,0.20150524377822876,0.18524041771888733,1.0,0.06863179802894592
',0.3245812654495239,0.5508411526679993,0.314699649810791,0.34544456005096436,0.41391023993492126,0.474788099527359,0.19058269262313843,0.13608235120773315,0.330942302942276
due,0.15204688906669617,0.24065633118152618,0.2884201109409332,0.35188060998916626,0.16304998099803925,0.22577603161334991,0.1836514174938202,0.13985638320446014,0.10954997688531876
to,0.455847829580307,0.42745086550712585,0.22845174372196198,1.0,0.42092081904411316,0.535392165184021,0.1710454821586609,0.18328604102134705,0.29463258385658264
its,0.30393704771995544,0.4447362422943115,0.19493693113327026,0.3691340684890747,0.31874480843544006,0.559237003326416,0.15262867510318756,0.2023581862449646,0.15103481709957123
concentration,0.2389112114906311,0.22200974822044373,0.11344455927610397,0.26137882471084595,0.24078747630119324,0.2617439329624176,0.11470729112625122,0.11906829476356506,0.1292840540409088
of,0.33290785551071167,0.4854315221309662,0.317892849445343,0.41548454761505127,0.3886612355709076,0.733189046382904,0.1713942289352417,0.1824764758348465,0.1826142966747284
high-end,0.33823245763778687,0.325263649225235,0.2835482358932495,0.3923618495464325,0.3311636447906494,0.34727364778518677,0.3113083839416504,0.22874712944030762,0.30902910232543945
bars,0.11961473524570465,0.1124049574136734,0.12941455841064453,0.18767283856868744,0.1895981878042221,0.20749349892139435,0.17385683953762054,0.22574663162231445,0.1464296281337738
",",0.3087472915649414,0.4691906273365021,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.4933079481124878,0.29647311568260193,0.19898942112922668,0.31091248989105225
neville,0.17929023504257202,0.15113495290279388,0.10088681429624557,0.20787584781646729,0.21927814185619354,0.2110484093427658,0.18013258278369904,0.07858145236968994,0.13867589831352234
street,0.14271703362464905,0.1302390694618225,0.20691406726837158,0.1956864446401596,0.23426887392997742,0.20947860181331635,0.07674416154623032,0.2273092418909073,0.07315441966056824
",",0.3087472915649414,0.4691906273365021,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.4933079481124878,0.29647311568260193,0.19898942112922668,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.3088674545288086,0.535392165184021,0.48381632566452026,1.0,0.18828736245632172,0.20150524377822876,0.22068053483963013
central,0.17723965644836426,0.273421049118042,0.13082225620746613,0.21511952579021454,0.1581166535615921,0.3417201042175293,0.21218986809253693,0.12888890504837036,0.14787602424621582
station,0.1613752841949463,0.19625909626483917,0.14650611579418182,0.21352042257785797,0.1954551786184311,0.23609806597232819,0.07459255307912827,0.10354723036289215,0.12574981153011322
area,0.21965408325195312,0.29283958673477173,0.19035811722278595,0.2797197997570038,0.2407972663640976,0.37834644317626953,0.1378294974565506,0.22213810682296753,0.12640461325645447
and,0.31309178471565247,0.3859752118587494,0.2151295244693756,0.48971283435821533,0.49487000703811646,0.5171257257461548,0.24385881423950195,0.2857847213745117,0.20544172823429108
osborne,0.1831481009721756,0.15471091866493225,0.13149702548980713,0.19264589250087738,0.16718614101409912,0.27648958563804626,0.1973763257265091,0.09569907933473587,0.10227394849061966
road,0.14859327673912048,0.19718170166015625,0.13328096270561218,0.21026462316513062,0.14971306920051575,0.27181798219680786,0.14801178872585297,0.1750241369009018,0.10894691944122314
in,0.30808621644973755,0.5394441485404968,0.24766652286052704,0.45010748505592346,0.3887844979763031,0.6662389636039734,0.2137380689382553,0.211753249168396,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.3088674545288086,0.535392165184021,0.48381632566452026,1.0,0.18828736245632172,0.20150524377822876,0.22068053483963013
jesmond,0.13819041848182678,0.120464026927948,0.18642154335975647,0.18806242942810059,0.2179461121559143,0.19710341095924377,0.3583947420120239,0.16236606240272522,0.1381203681230545
area,0.21965408325195312,0.29283958673477173,0.19035811722278595,0.2797197997570038,0.2407972663640976,0.37834644317626953,0.1378294974565506,0.22213810682296753,0.12640461325645447
of,0.33290785551071167,0.4854315221309662,0.317892849445343,0.41548454761505127,0.3886612355709076,0.733189046382904,0.1713942289352417,0.1824764758348465,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.3088674545288086,0.535392165184021,0.48381632566452026,1.0,0.18828736245632172,0.20150524377822876,0.22068053483963013
city,0.17493832111358643,0.3186660706996918,0.1274534910917282,0.20300441980361938,0.21195319294929504,0.35769423842430115,0.1284494549036026,0.1975143998861313,0.13423943519592285
.,0.3567904531955719,0.4569662809371948,0.16569985449314117,0.4645031690597534,0.515582263469696,0.5934505462646484,0.2491486668586731,0.21094229817390442,0.4130953550338745
