,what,is,the,name,of,the,trophy,that,all,super,bowl,winners,receive,?
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.15286801755428314,0.435920387506485,0.3335905969142914,0.18576006591320038,0.17236235737800598,0.243901327252388,0.19334688782691956,0.20430970191955566
addition,0.20643717050552368,0.2727152407169342,0.32955414056777954,0.12596596777439117,0.27503931522369385,0.32955414056777954,0.10641127079725266,0.3626989722251892,0.364017516374588,0.11136776208877563,0.1572340577840805,0.1806611567735672,0.2544739246368408,0.19187232851982117
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.2030068039894104,0.5436353087425232,0.42520734667778015,0.17783479392528534,0.16993016004562378,0.12010736763477325,0.3372296690940857,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.23165881633758545,0.5473989248275757,0.4860881567001343,0.21959073841571808,0.21576224267482758,0.2520056366920471,0.2726488411426544,0.22068053483963013
vince,0.15944145619869232,0.17590400576591492,0.2420601099729538,0.1460036188364029,0.15907342731952667,0.2420601099729538,0.2472408413887024,0.2510877251625061,0.15522901713848114,0.1896676868200302,0.2190018743276596,0.17193174362182617,0.19056883454322815,0.1308428794145584
lombardi,0.1361158937215805,0.12544533610343933,0.18416112661361694,0.19575972855091095,0.16072972118854523,0.18416112661361694,0.26002585887908936,0.166270911693573,0.24568550288677216,0.2536020278930664,0.1979735642671585,0.24589957296848297,0.12494935840368271,0.12761563062667847
trophy,0.1605585664510727,0.15399004518985748,0.23165881633758545,0.16678974032402039,0.19089318811893463,0.23165881633758545,0.9999998807907104,0.13374094665050507,0.12185486406087875,0.22799652814865112,0.30741387605667114,0.49837252497673035,0.2880435585975647,0.1832219511270523
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5473989248275757,0.13374094665050507,1.0,0.53305584192276,0.18258553743362427,0.10987387597560883,0.16140221059322357,0.2748669683933258,0.32716336846351624
all,0.41981086134910583,0.2553904056549072,0.4860881567001343,0.18820150196552277,0.42798417806625366,0.4860881567001343,0.12185486406087875,0.53305584192276,1.0000001192092896,0.26925644278526306,0.2204573154449463,0.15193797647953033,0.2406056523323059,0.29575422406196594
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,0.15042594075202942,0.14718765020370483,0.21959073841571808,0.22799652814865112,0.18258553743362427,0.26925644278526306,1.0000001192092896,0.4848237931728363,0.21599897742271423,0.12018950283527374,0.166326642036438
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.10893726348876953,0.2243070751428604,0.21576224267482758,0.30741387605667114,0.10987387597560883,0.2204573154449463,0.4848237931728363,1.0,0.1901484876871109,0.19841083884239197,0.21118052303791046
champions,0.12770533561706543,0.1543613076210022,0.26727694272994995,0.153123140335083,0.19334977865219116,0.26727694272994995,0.47656968235969543,0.15025535225868225,0.23071230947971344,0.31014660000801086,0.34639331698417664,0.47669991850852966,0.15951073169708252,0.1751273274421692
receive,0.20392422378063202,0.20318937301635742,0.2726488411426544,0.07940290123224258,0.25992685556411743,0.2726488411426544,0.2880435585975647,0.2748669683933258,0.2406056523323059,0.12018950283527374,0.19841083884239197,0.3146294951438904,0.9999998807907104,0.1652119904756546
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.246511310338974,0.4137537479400635,0.425624817609787,0.22322475910186768,0.1810409277677536,0.2575969099998474,0.26574233174324036,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.23165881633758545,0.5473989248275757,0.4860881567001343,0.21959073841571808,0.21576224267482758,0.2520056366920471,0.2726488411426544,0.22068053483963013
