,what,law,staes,that,forces,are,interactions,between,bodies,?
newton,0.20841743052005768,0.34055307507514954,0.19899646937847137,0.22769790887832642,0.14706134796142578,0.12608709931373596,0.18249064683914185,0.12536406517028809,0.19104959070682526,0.09645649790763855
's,0.02692362666130066,-0.06109188124537468,0.09436104446649551,0.04397977516055107,0.011176351457834244,-0.008927806280553341,0.01009718980640173,0.006096371449530125,0.0661325752735138,-0.023395681753754616
third,0.2033906877040863,0.1839587539434433,0.20918229222297668,0.23549747467041016,0.17577509582042694,0.15971572697162628,0.1322719305753708,0.22830769419670105,0.1352299004793167,0.15394791960716248
law,0.2145031988620758,1.0000001192092896,0.1803518682718277,0.23277728259563446,0.23524847626686096,0.13009320199489594,0.20201972126960754,0.15484747290611267,0.22686834633350372,0.1528988480567932
is,0.28837618231773376,0.18597714602947235,0.279064416885376,0.3995479643344879,0.18792390823364258,0.5330929756164551,0.2037913054227829,0.26809602975845337,0.22389735281467438,0.22961433231830597
a,0.3320399522781372,0.2212858349084854,0.3189416229724884,0.47537946701049805,0.17848460376262665,0.265255331993103,0.2656041085720062,0.29385313391685486,0.20684704184532166,0.23916715383529663
result,0.19945499300956726,0.1651681810617447,0.1679932177066803,0.3031747341156006,0.21434062719345093,0.18835392594337463,0.2636655867099762,0.2591010630130768,0.15522857010364532,0.17218433320522308
of,0.33290785551071167,0.2816956341266632,0.2936375141143799,0.41498205065727234,0.3090144991874695,0.39081433415412903,0.24081720411777496,0.3737983703613281,0.2732889950275421,0.1826142966747284
applying,0.3609994947910309,0.27231594920158386,0.22927045822143555,0.3792114555835724,0.18553608655929565,0.30477145314216614,0.3128993809223175,0.20067785680294037,0.17199337482452393,0.2414112687110901
symmetry,0.25648990273475647,0.25970813632011414,0.2656775116920471,0.22782446444034576,0.27102944254875183,0.28001129627227783,0.4465947449207306,0.24352112412452698,0.29507970809936523,0.1858944147825241
to,0.455847829580307,0.259207159280777,0.28813573718070984,0.5436353087425232,0.2581802308559418,0.3504326641559601,0.24682006239891052,0.3639189600944519,0.2779117226600647,0.29463258385658264
situations,0.38073766231536865,0.2538962662220001,0.353410542011261,0.37886130809783936,0.31609806418418884,0.35348692536354065,0.4562366008758545,0.2775735855102539,0.2480081170797348,0.2605491280555725
where,0.4457937180995941,0.21956811845302582,0.26856353878974915,0.4876193106174469,0.20385611057281494,0.32389864325523376,0.2607656419277191,0.38496607542037964,0.19804438948631287,0.24793872237205505
forces,0.2112482488155365,0.23524847626686096,0.34922683238983154,0.24199660122394562,1.0,0.22039441764354706,0.28184351325035095,0.252635657787323,0.24052661657333374,0.16984491050243378
can,0.34502777457237244,0.13600260019302368,0.2235182225704193,0.4522190988063812,0.15958181023597717,0.5408529043197632,0.37756747007369995,0.23827335238456726,0.26055434346199036,0.3226337134838104
be,0.3929833769798279,0.18454892933368683,0.2807779014110565,0.6036020517349243,0.17733727395534515,0.5556803941726685,0.26876115798950195,0.2079806923866272,0.27507948875427246,0.3324260413646698
attributed,0.22667492926120758,0.1367233395576477,0.26659953594207764,0.2847778797149658,0.1703496128320694,0.13890594244003296,0.1496277004480362,0.1827652007341385,0.14353781938552856,0.20030178129673004
to,0.455847829580307,0.259207159280777,0.28813573718070984,0.5436353087425232,0.2581802308559418,0.3504326641559601,0.24682006239891052,0.3639189600944519,0.2779117226600647,0.29463258385658264
the,0.42745697498321533,0.24548950791358948,0.2988051474094391,0.5473989248275757,0.3134811818599701,0.40399202704429626,0.24155202507972717,0.39067012071609497,0.2745959758758545,0.22068053483963013
presence,0.24428647756576538,0.07197421789169312,0.2158118039369583,0.4035877585411072,0.2964986562728882,0.2958362400531769,0.31231653690338135,0.1973010152578354,0.2524988055229187,0.08592845499515533
of,0.33290785551071167,0.2816956341266632,0.2936375141143799,0.41498205065727234,0.3090144991874695,0.39081433415412903,0.24081720411777496,0.3737983703613281,0.2732889950275421,0.1826142966747284
different,0.39262300729751587,0.11880820989608765,0.2907206416130066,0.4608689844608307,0.17695781588554382,0.5170795917510986,0.30330586433410645,0.3495357930660248,0.2502653896808624,0.24476227164268494
objects,0.24020016193389893,0.15823568403720856,0.23951387405395508,0.33961281180381775,0.2820701003074646,0.3614059388637543,0.3874286711215973,0.21784023940563202,0.39785921573638916,0.15479016304016113
.,0.3567904531955719,0.24482665956020355,0.3325454890727997,0.4460422694683075,0.21802116930484772,0.3452940285205841,0.23886001110076904,0.30295518040657043,0.253254771232605,0.4130953550338745
