,what,color,were,the,footballs,handed,out,to,a,variety,of,high,schools,",",leading,up,to,super,bowl,50,?
various,0.26045072078704834,0.2017081081867218,0.34943774342536926,0.3235042691230774,0.14688172936439514,0.16046519577503204,0.2796665132045746,0.33564820885658264,0.17124241590499878,0.5750479102134705,0.3196488320827484,0.19721366465091705,0.27643775939941406,0.30093157291412354,0.2766360938549042,0.26375067234039307,0.33564820885658264,0.18656621873378754,0.13842716813087463,0.015393019653856754,0.12823495268821716
gold-themed,0.3060356378555298,0.2510842978954315,0.26921436190605164,0.32273250818252563,0.2943139672279358,0.24160535633563995,0.32530099153518677,0.2885698676109314,0.31582099199295044,0.27703413367271423,0.2285507172346115,0.19007758796215057,0.1871209442615509,0.35713663697242737,0.3038753569126129,0.2803458571434021,0.2885698676109314,0.3094090521335602,0.3193160891532898,0.07768692076206207,0.2645840346813202
promotions,0.19845254719257355,0.14090164005756378,0.24628308415412903,0.24518147110939026,0.2063058465719223,0.11845860630273819,0.18296588957309723,0.24143245816230774,0.1985139399766922,0.22364288568496704,0.1813122034072876,0.16634924709796906,0.2939588129520416,0.27384960651397705,0.2038561850786209,0.20616164803504944,0.24143245816230774,0.15903757512569427,0.12888547778129578,0.09987545013427734,0.23684287071228027
and,0.31309178471565247,0.21500243246555328,0.42175528407096863,0.5171257257461548,0.2489042729139328,0.2090306580066681,0.3881998062133789,0.48971283435821533,0.3739250600337982,0.3154589533805847,0.5116966962814331,0.2911888659000397,0.29319998621940613,0.6633074283599854,0.34015700221061707,0.4032393991947174,0.48971283435821533,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
initiatives,0.20909109711647034,0.0858483836054802,0.18479414284229279,0.22065459191799164,0.1270095705986023,0.16091401875019073,0.21052280068397522,0.2980060577392578,0.1945040225982666,0.1822487711906433,0.2126355767250061,0.1076367050409317,0.37651026248931885,0.18175654113292694,0.29222726821899414,0.2155836969614029,0.2980060577392578,0.09691639989614487,0.12038062512874603,0.006843193434178829,0.21253491938114166
were,0.22298263013362885,0.12284558266401291,1.0000001192092896,0.3906462490558624,0.2367190271615982,0.24834676086902618,0.3354760408401489,0.31913647055625916,0.17203083634376526,0.2129938155412674,0.34038281440734863,0.15924203395843506,0.2387605458498001,0.36755475401878357,0.1924321949481964,0.29601457715034485,0.31913647055625916,0.18743500113487244,0.17085392773151398,0.025104328989982605,0.17890112102031708
held,0.0974166989326477,0.09134256839752197,0.2591556906700134,0.32185450196266174,0.16422241926193237,0.2650563418865204,0.18820293247699738,0.22177374362945557,0.22326228022575378,0.1308288425207138,0.28960686922073364,0.15625408291816711,0.18657080829143524,0.2880980372428894,0.1795833855867386,0.21317890286445618,0.22177374362945557,0.1602509617805481,0.1913566142320633,0.018389368429780006,0.14103956520557404
throughout,0.2130906730890274,0.15362001955509186,0.2758198380470276,0.4158564507961273,0.14383883774280548,0.18993701040744781,0.2860211730003357,0.31226396560668945,0.2578590512275696,0.33329230546951294,0.35374847054481506,0.20719952881336212,0.23897893726825714,0.22385434806346893,0.2880648970603943,0.2142927646636963,0.31226396560668945,0.1474054902791977,0.14524398744106293,0.025604495778679848,0.12665234506130219
the,0.42745697498321533,0.21895472705364227,0.3906462490558624,1.0,0.1870453655719757,0.24640175700187683,0.39404502511024475,0.535392165184021,0.5829201340675354,0.22543764114379883,0.733189046382904,0.28034812211990356,0.22905772924423218,0.4933079481124878,0.3809107840061188,0.38423117995262146,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
2015,-0.07269049435853958,-0.0029450252186506987,0.08154720813035965,0.1466771513223648,0.007501173298805952,0.014553499408066273,-0.0343913659453392,-0.0031493064016103745,-0.008371892385184765,-0.05324096977710724,0.21138253808021545,0.021319834515452385,-0.03861197829246521,0.06568983197212219,0.04016697034239769,-0.024453550577163696,-0.0031493064016103745,0.04363032057881355,0.0710686594247818,0.01757047325372696,-0.029954981058835983
nfl,0.12579965591430664,0.23169848322868347,0.12345176935195923,0.15305201709270477,0.41187790036201477,0.1710164099931717,0.2180798351764679,0.1526731252670288,0.1210956797003746,0.13974511623382568,0.1524115800857544,0.1685030162334442,0.21344323456287384,0.18939071893692017,0.122229665517807,0.19250789284706116,0.1526731252670288,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.10610254108905792
season,0.12117787450551987,0.24341042339801788,0.20231115818023682,0.2507155239582062,0.22335098683834076,0.13597561419010162,0.17925095558166504,0.22382742166519165,0.1855505406856537,0.1486637443304062,0.1598338931798935,0.16179358959197998,0.17347681522369385,0.2232367992401123,0.1614891141653061,0.19640566408634186,0.22382742166519165,0.2755677402019501,0.3117852509021759,0.06724537163972855,0.16793298721313477
to,0.455847829580307,0.2497486025094986,0.31913647055625916,0.535392165184021,0.15277670323848724,0.1999564915895462,0.42386990785598755,1.0,0.45503583550453186,0.2320527285337448,0.41548454761505127,0.28947713971138,0.2362271547317505,0.44245919585227966,0.260200560092926,0.40375280380249023,1.0,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
tie,0.13305725157260895,0.21301783621311188,0.14595983922481537,0.22106048464775085,0.15045416355133057,0.17580954730510712,0.27295464277267456,0.1873691827058792,0.2371845692396164,0.1499393731355667,0.14211483299732208,0.08358156681060791,0.13512325286865234,0.1799984574317932,0.11450114846229553,0.2540331184864044,0.1873691827058792,0.17262586951255798,0.11696851253509521,0.09516307711601257,0.1004955843091011
into,0.2180619090795517,0.12051166594028473,0.2657007873058319,0.39493247866630554,0.18899796903133392,0.18875443935394287,0.47896379232406616,0.38810545206069946,0.3461161255836487,0.16370081901550293,0.32255905866622925,0.14017035067081451,0.1375420093536377,0.2826121151447296,0.20402806997299194,0.38173696398735046,0.38810545206069946,0.178719162940979,0.16612307727336884,-0.04834462329745293,0.15662476420402527
the,0.42745697498321533,0.21895472705364227,0.3906462490558624,1.0,0.1870453655719757,0.24640175700187683,0.39404502511024475,0.535392165184021,0.5829201340675354,0.22543764114379883,0.733189046382904,0.28034812211990356,0.22905772924423218,0.4933079481124878,0.3809107840061188,0.38423117995262146,0.535392165184021,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
``,0.008517155423760414,0.03322875499725342,0.006090171169489622,0.029072100296616554,0.07923198491334915,0.12300427258014679,0.024644849821925163,0.06720756739377975,0.07272057235240936,0.0587359257042408,0.06780257821083069,-0.032595276832580566,0.019756430760025978,0.09681109338998795,0.13952958583831787,0.1065044030547142,0.06720756739377975,0.012585706077516079,-0.004176590591669083,0.05617367848753929,0.0685480609536171
golden,0.172581747174263,0.2082231640815735,0.18862071633338928,0.28740859031677246,0.16272200644016266,0.13855597376823425,0.1806589961051941,0.17844271659851074,0.24846121668815613,0.16525240242481232,0.23340271413326263,0.14810173213481903,0.09037334471940994,0.26355642080307007,0.1402040421962738,0.1384139358997345,0.17844271659851074,0.2640960216522217,0.25437235832214355,0.03387100249528885,0.1324693262577057
super,0.13651713728904724,0.16928184032440186,0.18743500113487244,0.21959073841571808,0.29840517044067383,0.1296643316745758,0.18827584385871887,0.17783479392528534,0.26005712151527405,0.17267382144927979,0.14718765020370483,0.21968311071395874,0.1459401547908783,0.22322475910186768,0.13421620428562164,0.12556114792823792,0.17783479392528534,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.15942467749118805,0.21894660592079163,0.17085392773151398,0.21576224267482758,0.28925132751464844,0.2175321877002716,0.21548143029212952,0.16993016004562378,0.19533146917819977,0.16877292096614838,0.2243070751428604,0.18100906908512115,0.16907702386379242,0.1810409277677536,0.2586188316345215,0.16571862995624542,0.16993016004562378,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
'',0.08143015950918198,0.03426432982087135,0.007215402089059353,0.041273195296525955,-0.055920686572790146,0.01087992824614048,0.019159367308020592,-0.009905828163027763,0.04890415817499161,-0.029031217098236084,0.13035868108272552,0.01435898058116436,0.07826808094978333,-0.037358131259679794,0.03937753662467003,0.053049519658088684,-0.009905828163027763,-0.02655862085521221,-0.008809788152575493,0.08711730688810349,0.018684765323996544
