,what,title,did,newcastle,native,basil,hume,achieve,?
basil,0.12163012474775314,0.18407681584358215,0.16557154059410095,0.12440568953752518,0.2392122745513916,1.0,0.2116224616765976,0.0071607730351388454,0.16320666670799255
hume,0.2767588496208191,0.12957119941711426,0.17138387262821198,0.3786296248435974,0.17904303967952728,0.2116224616765976,0.9999999403953552,0.14774926006793976,0.17820172011852264
",",0.3087472915649414,0.2202284336090088,0.3015086054801941,0.251589834690094,0.30732813477516174,0.28450602293014526,0.2553420960903168,0.17202849686145782,0.31091248989105225
archbishop,0.11914608627557755,0.18846538662910461,0.15934832394123077,0.2644919157028198,0.10298601537942886,0.2108173817396164,0.30890148878097534,0.057634346187114716,0.198198139667511
of,0.33290785551071167,0.18969319760799408,0.2513895630836487,0.18781472742557526,0.2524676024913788,0.21068790555000305,0.18196025490760803,0.24381192028522491,0.1826142966747284
westminster,0.16906876862049103,0.18016381561756134,0.20159977674484253,0.3879958987236023,0.1041870042681694,0.2385920137166977,0.3449658751487732,0.12014967948198318,0.1651161164045334
",",0.3087472915649414,0.2202284336090088,0.3015086054801941,0.251589834690094,0.30732813477516174,0.28450602293014526,0.2553420960903168,0.17202849686145782,0.31091248989105225
was,0.22111038863658905,0.19408874213695526,0.41399896144866943,0.25710436701774597,0.1733950972557068,0.21799613535404205,0.25628069043159485,0.14492537081241608,0.18412111699581146
born,0.16581368446350098,0.1453232765197754,0.15831230580806732,0.2374611496925354,0.13720835745334625,0.13683493435382843,0.2064664661884308,0.08702152222394943,0.19166848063468933
in,0.30808621644973755,0.2263992726802826,0.2593238651752472,0.19270820915699005,0.24378694593906403,0.1859293133020401,0.21801187098026276,0.17567327618598938,0.20430970191955566
the,0.42745697498321533,0.27465343475341797,0.34736719727516174,0.2253497689962387,0.24374492466449738,0.2362784743309021,0.2246873527765274,0.23965083062648773,0.22068053483963013
city,0.17493832111358643,0.16525791585445404,0.12266099452972412,0.32860881090164185,0.1633143424987793,0.15523190796375275,0.1811211258172989,0.0759299024939537,0.13423943519592285
in,0.30808621644973755,0.2263992726802826,0.2593238651752472,0.19270820915699005,0.24378694593906403,0.1859293133020401,0.21801187098026276,0.17567327618598938,0.20430970191955566
1923,-0.123641736805439,0.07584699988365173,-0.13207493722438812,0.12712539732456207,-0.10011254251003265,-0.12094953656196594,0.004928868263959885,-0.00022682332200929523,-0.009934643283486366
.,0.3567904531955719,0.26782113313674927,0.35288307070732117,0.2714749276638031,0.28723880648612976,0.3029347062110901,0.21150219440460205,0.18454299867153168,0.4130953550338745
