,in,2012-13,",",abc,debuted,a,comedy,last,man,standing,starring,who,?
shark,0.20282162725925446,0.10106567293405533,0.17573192715644836,0.18500347435474396,0.22524507343769073,0.2024041712284088,0.11796841770410538,0.12706486880779266,0.24844713509082794,0.1527683436870575,0.1999649852514267,0.15803304314613342,0.05145826190710068
tank,0.21360428631305695,0.035466257482767105,0.24815994501113892,0.1529339998960495,0.1561223864555359,0.2611767649650574,0.11560303717851639,0.14572012424468994,0.15795284509658813,0.2525480389595032,0.16203787922859192,0.19124208390712738,0.09334904700517654
(,0.3087427020072937,0.13670633733272552,0.6363511681556702,0.183883935213089,0.21379032731056213,0.3206180930137634,0.18415077030658722,0.290768563747406,0.2344263195991516,0.16210083663463593,0.225310817360878,0.2443375140428543,0.40561532974243164
based,0.3070422410964966,-0.04830200970172882,0.27976205945014954,0.22760380804538727,0.21530987322330475,0.2977409064769745,0.24363650381565094,0.14949660003185272,0.11060494929552078,0.09022404253482819,0.2387271225452423,0.20479141175746918,0.134929820895195
on,0.46853652596473694,-0.06762508302927017,0.49057599902153015,0.2862928807735443,0.3414226770401001,0.3848365545272827,0.22421178221702576,0.2517152428627014,0.2439323514699936,0.25366199016571045,0.22701314091682434,0.2340552806854248,0.2714994251728058
the,0.6662389636039734,-0.028053246438503265,0.4933079481124878,0.2068762183189392,0.28418588638305664,0.5829201340675354,0.18746663630008698,0.3698786795139313,0.23171134293079376,0.32312217354774475,0.2360517829656601,0.3733934462070465,0.22068053483963013
dragon,0.16428117454051971,0.06284379214048386,0.25962120294570923,0.12328355759382248,0.17798805236816406,0.22673311829566956,0.11656667292118073,0.18734639883041382,0.29425227642059326,0.17783401906490326,0.1831858605146408,0.21980597078800201,0.1974911391735077
's,-0.037580832839012146,0.02609037235379219,-0.0016132977325469255,0.06670809537172318,0.025340793654322624,0.04866964742541313,0.09444256871938705,0.03682802617549896,-0.04544515535235405,-0.062237318605184555,0.02958458475768566,0.05599616840481758,-0.023395681753754616
den,0.1871192455291748,0.04737124219536781,0.17910698056221008,0.10349209606647491,0.175055131316185,0.1678876280784607,0.09652218967676163,0.1262720376253128,0.1583976000547409,0.1551024317741394,0.1980578452348709,0.15269243717193604,0.1305062621831894
reality,0.22399139404296875,-0.09399119019508362,0.2389596849679947,0.34172865748405457,0.27921563386917114,0.2078995257616043,0.3210577368736267,0.1692797839641571,0.1868734359741211,0.19919238984584808,0.24779009819030762,0.2644539177417755,0.20780257880687714
format,0.2023913413286209,-0.16803467273712158,0.21768099069595337,0.2297828495502472,0.2077893763780594,0.23724766075611115,0.19255800545215607,0.2119278460741043,0.15356576442718506,0.1166948452591896,0.12011314183473587,0.03323619067668915,0.2222042977809906
),0.3326910734176636,0.12719403207302094,0.63033527135849,0.18381085991859436,0.20853063464164734,0.3640355169773102,0.20077310502529144,0.30915912985801697,0.25566503405570984,0.15600086748600006,0.2382335513830185,0.2457384318113327,0.42300865054130554
