,what,year,was,the,last,time,a,fumble,return,touchdown,like,this,occurred,?
this,0.5489566326141357,0.24877788126468658,0.3638818562030792,0.6274310946464539,0.34740546345710754,0.43249568343162537,0.5422310829162598,0.1432829350233078,0.25008323788642883,0.1915639489889145,0.4462447166442871,0.9999999403953552,0.3275951147079468,0.3155723512172699
was,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.48711544275283813,0.32424551248550415,0.3641340136528015,0.4508470594882965,0.21974442899227142,0.12940508127212524,0.19985096156597137,0.19745829701423645,0.3638818562030792,0.2760649025440216,0.18412111699581146
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,1.0,0.3698786795139313,0.43061500787734985,0.5829201340675354,0.16197896003723145,0.2543797492980957,0.1805710643529892,0.32912567257881165,0.6274310946464539,0.3372073173522949,0.22068053483963013
first,0.28086137771606445,0.3099139928817749,0.5022147297859192,0.49448907375335693,0.5431418418884277,0.4013477563858032,0.4287874400615692,0.17934276163578033,0.20940691232681274,0.203080952167511,0.2936616539955139,0.41690850257873535,0.2866097092628479,0.18701928853988647
fumble,0.15996712446212769,0.23394083976745605,0.21974442899227142,0.16197896003723145,0.21866817772388458,0.21844233572483063,0.17153340578079224,1.0000001192092896,0.33790716528892517,0.62925785779953,0.08463670313358307,0.1432829350233078,0.11890265345573425,0.17646178603172302
return,0.18344242870807648,0.21540093421936035,0.12940508127212524,0.2543797492980957,0.22744311392307281,0.2599903643131256,0.20093116164207458,0.33790716528892517,0.9999998807907104,0.3293076753616333,0.12499217689037323,0.25008323788642883,0.1432185024023056,0.14655634760856628
touchdown,0.1587013155221939,0.2910952866077423,0.19985096156597137,0.1805710643529892,0.2233768254518509,0.22822794318199158,0.22309942543506622,0.62925785779953,0.3293076753616333,0.9999999403953552,0.0948290154337883,0.1915639489889145,0.1570757031440735,0.12741123139858246
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.3431483507156372,0.539380669593811,0.13453851640224457,0.1852470338344574,0.14772959053516388,0.31010183691978455,0.45205554366111755,0.3479720652103424,0.20430970191955566
a,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.5829201340675354,0.2864423990249634,0.3292340338230133,1.0,0.17153340578079224,0.20093116164207458,0.22309942543506622,0.38655611872673035,0.5422310829162598,0.25916820764541626,0.23916715383529663
super,0.13651713728904724,0.20762673020362854,0.21420986950397491,0.21959073841571808,0.17231976985931396,0.18677926063537598,0.26005712151527405,0.3436383605003357,0.10588037222623825,0.28897354006767273,0.22672024369239807,0.1776810586452484,0.11557889729738235,0.166326642036438
bowl,0.15942467749118805,0.22878921031951904,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.20419740676879883,0.19533146917819977,0.40204131603240967,0.14629174768924713,0.4045678675174713,0.25549930334091187,0.17725728452205658,0.14330564439296722,0.21118052303791046
since,0.29783400893211365,0.31512683629989624,0.4384658932685852,0.4054957628250122,0.3911735415458679,0.4138842225074768,0.3303585946559906,0.15950147807598114,0.18937577307224274,0.18366366624832153,0.278065949678421,0.36720824241638184,0.3165947198867798,0.2876587212085724
super,0.13651713728904724,0.20762673020362854,0.21420986950397491,0.21959073841571808,0.17231976985931396,0.18677926063537598,0.26005712151527405,0.3436383605003357,0.10588037222623825,0.28897354006767273,0.22672024369239807,0.1776810586452484,0.11557889729738235,0.166326642036438
bowl,0.15942467749118805,0.22878921031951904,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.20419740676879883,0.19533146917819977,0.40204131603240967,0.14629174768924713,0.4045678675174713,0.25549930334091187,0.17725728452205658,0.14330564439296722,0.21118052303791046
xxviii,0.10212098807096481,0.2503644526004791,0.28594258427619934,0.2853619158267975,0.27369925379753113,0.2553189992904663,0.14986461400985718,0.4173598289489746,0.2938193380832672,0.3328799307346344,0.14590191841125488,0.19572190940380096,0.19200557470321655,0.14487794041633606
at,0.2838611304759979,0.3146436810493469,0.36707764863967896,0.457212895154953,0.2946198880672455,0.3956010341644287,0.3095070421695709,0.23378729820251465,0.15280912816524506,0.19840820133686066,0.2596063017845154,0.32544323801994324,0.22868826985359192,0.21978627145290375
