,what,are,those,from,jacksonville,sometimes,called,?
people,0.32444337010383606,0.385090708732605,0.4342038333415985,0.30292633175849915,0.19936339557170868,0.310612291097641,0.25904586911201477,0.23739641904830933
from,0.2737620174884796,0.2674213647842407,0.24692396819591522,1.0,0.20407649874687195,0.3064781725406647,0.2703215777873993,0.19969791173934937
jacksonville,0.14578714966773987,0.180222749710083,0.17787517607212067,0.20407649874687195,1.0000001192092896,0.14330340921878815,0.16660399734973907,0.1359667330980301
may,0.25739946961402893,0.3162533640861511,0.312456876039505,0.23997589945793152,0.20775948464870453,0.30342283844947815,0.21229271590709686,0.2768254578113556
be,0.3929833769798279,0.5556803941726685,0.4287525415420532,0.3107333183288574,0.15647046267986298,0.40308091044425964,0.2761072516441345,0.3324260413646698
called,0.3235960602760315,0.3676711618900299,0.2385408580303192,0.2703215777873993,0.16660399734973907,0.575774610042572,1.0,0.18963319063186646
``,0.008517155423760414,0.12624181807041168,0.10880209505558014,0.02677825279533863,-0.023335522040724754,0.10362938046455383,0.00907047651708126,0.0685480609536171
jacksonvillians,0.2327152043581009,0.2609560489654541,0.3179616332054138,0.23478056490421295,0.8397059440612793,0.2083224058151245,0.18844278156757355,0.18640783429145813
'',0.08143015950918198,0.0263817198574543,-0.013479561544954777,-0.011389154009521008,0.024820799008011818,0.04746799170970917,0.021102847531437874,0.018684765323996544
or,0.33867141604423523,0.5374364256858826,0.46711811423301697,0.31242018938064575,0.16453376412391663,0.5977028608322144,0.4293559193611145,0.32389625906944275
``,0.008517155423760414,0.12624181807041168,0.10880209505558014,0.02677825279533863,-0.023335522040724754,0.10362938046455383,0.00907047651708126,0.0685480609536171
jaxsons,0.2445758730173111,0.280983567237854,0.27180662751197815,0.24805913865566254,0.5144127011299133,0.19649146497249603,0.25421711802482605,0.2489607036113739
'',0.08143015950918198,0.0263817198574543,-0.013479561544954777,-0.011389154009521008,0.024820799008011818,0.04746799170970917,0.021102847531437874,0.018684765323996544
(,0.2411840260028839,0.23263892531394958,0.2171425223350525,0.25806233286857605,0.1611778438091278,0.19618426263332367,0.2546432614326477,0.40561532974243164
also,0.42747777700424194,0.4565894305706024,0.4003083109855652,0.33783096075057983,0.26396480202674866,0.5747261643409729,0.5140911936759949,0.21848613023757935
spelled,0.15883488953113556,0.13192860782146454,0.08622770756483078,0.1715790033340454,0.0608215369284153,0.3158077001571655,0.3686818778514862,0.13924984633922577
``,0.008517155423760414,0.12624181807041168,0.10880209505558014,0.02677825279533863,-0.023335522040724754,0.10362938046455383,0.00907047651708126,0.0685480609536171
jaxons,0.29843565821647644,0.3349459767341614,0.3667095899581909,0.2511983811855316,0.28770267963409424,0.25913143157958984,0.2945500612258911,0.284893274307251
'',0.08143015950918198,0.0263817198574543,-0.013479561544954777,-0.011389154009521008,0.024820799008011818,0.04746799170970917,0.021102847531437874,0.018684765323996544
),0.26259949803352356,0.2373749315738678,0.22418135404586792,0.2672361731529236,0.16729915142059326,0.21177692711353302,0.273923397064209,0.42300865054130554
.,0.3567904531955719,0.3452940285205841,0.33163318037986755,0.41536515951156616,0.2843366861343384,0.24956031143665314,0.300344854593277,0.4130953550338745
