,why,were,the,uighurs,ranked,higher,by,the,mongols,?
when,0.46319615840911865,0.29649975895881653,0.5091903209686279,0.15560699999332428,0.08116722106933594,0.21136637032032013,0.4376842677593231,0.5091903209686279,0.20358523726463318,0.22841128706932068
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
mongols,0.13126856088638306,0.3104121685028076,0.310281366109848,0.35289567708969116,0.17161762714385986,0.16134411096572876,0.233955517411232,0.310281366109848,0.9999999403953552,0.11517509818077087
placed,0.21593378484249115,0.2335384339094162,0.38702741265296936,0.23298650979995728,0.32185885310173035,0.22978410124778748,0.26880180835723877,0.38702741265296936,0.15580667555332184,0.18964257836341858
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
uighurs,0.13459716737270355,0.29615262150764465,0.3033442199230194,1.0,0.21454299986362457,0.2771925628185272,0.19488367438316345,0.3033442199230194,0.35289567708969116,0.17329514026641846
of,0.28464117646217346,0.34038281440734863,0.733189046382904,0.23551470041275024,0.276383638381958,0.3096220791339874,0.3646814823150635,0.733189046382904,0.23517343401908875,0.1826142966747284
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
kingdom,0.12449488788843155,0.21257160604000092,0.3143408000469208,0.23004531860351562,0.18840517103672028,0.19174739718437195,0.23067373037338257,0.3143408000469208,0.24654613435268402,0.12927088141441345
of,0.28464117646217346,0.34038281440734863,0.733189046382904,0.23551470041275024,0.276383638381958,0.3096220791339874,0.3646814823150635,0.733189046382904,0.23517343401908875,0.1826142966747284
qocho,0.2067277431488037,0.19504669308662415,0.30962467193603516,0.22279474139213562,0.1404360830783844,0.16152751445770264,0.15494047105312347,0.30962467193603516,0.2715598940849304,0.1867162138223648
over,0.27820903062820435,0.30589473247528076,0.39856547117233276,0.1950906664133072,0.23310305178165436,0.29003381729125977,0.29360154271125793,0.39856547117233276,0.23878483474254608,0.25742942094802856
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
koreans,0.24786031246185303,0.2924486994743347,0.2526109516620636,0.3603302538394928,0.16499793529510498,0.22815994918346405,0.1933436542749405,0.2526109516620636,0.3299066424369812,0.22291037440299988
at,0.23853865265846252,0.2947486639022827,0.457212895154953,0.1686173379421234,0.1951880007982254,0.2542303204536438,0.2368064820766449,0.457212895154953,0.12352439761161804,0.21978627145290375
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
court,0.11776331812143326,0.19469791650772095,0.2812081575393677,0.13333362340927124,0.15967829525470734,0.18506155908107758,0.21938012540340424,0.2812081575393677,0.16050246357917786,0.17100423574447632
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
korean,0.14349901676177979,0.17153269052505493,0.2349277287721634,0.2948096990585327,0.14668162167072296,0.1591009646654129,0.1916719377040863,0.2349277287721634,0.22479528188705444,0.1996629685163498
king,0.14350822567939758,0.21767130494117737,0.25887003540992737,0.17887505888938904,0.14068704843521118,0.15876513719558716,0.23436301946640015,0.25887003540992737,0.23180559277534485,0.19130074977874756
objected,0.2859905958175659,0.2778075933456421,0.23751474916934967,0.1204056590795517,0.1480303257703781,0.22601719200611115,0.3062793016433716,0.23751474916934967,0.12569136917591095,0.23257127404212952
",",0.2827242314815521,0.36755475401878357,0.4933079481124878,0.34912675619125366,0.21935869753360748,0.251458078622818,0.3680937886238098,0.4933079481124878,0.26664721965789795,0.31091248989105225
then,0.3774382174015045,0.23886403441429138,0.4297412931919098,0.11910686641931534,0.04103130102157593,0.27029672265052795,0.3231285512447357,0.4297412931919098,0.2029491811990738,0.2884598970413208
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
mongol,0.10090334713459015,0.21221880614757538,0.2924198508262634,0.33092018961906433,0.11330563575029373,0.16147467494010925,0.1995033621788025,0.2924198508262634,0.905461847782135,0.12849251925945282
emperor,0.15163815021514893,0.17245754599571228,0.2871226370334625,0.1261090189218521,0.09850406646728516,0.1389724761247635,0.16905413568019867,0.2871226370334625,0.3789825737476349,0.19661661982536316
kublai,0.1917298436164856,0.24264763295650482,0.32886171340942383,0.3182713985443115,0.18437588214874268,0.22327205538749695,0.2005719393491745,0.32886171340942383,0.5959007740020752,0.14562560617923737
khan,0.11447106301784515,0.12865866720676422,0.21067845821380615,0.2828057110309601,0.12042994797229767,0.1272926777601242,0.13558374345302582,0.21067845821380615,0.5210641026496887,0.12862591445446014
rebuked,0.23308716714382172,0.37694665789604187,0.3760504722595215,0.16004247963428497,0.26752015948295593,0.16318030655384064,0.3415406048297882,0.3760504722595215,0.36521995067596436,0.19616980850696564
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
korean,0.14349901676177979,0.17153269052505493,0.2349277287721634,0.2948096990585327,0.14668162167072296,0.1591009646654129,0.1916719377040863,0.2349277287721634,0.22479528188705444,0.1996629685163498
king,0.14350822567939758,0.21767130494117737,0.25887003540992737,0.17887505888938904,0.14068704843521118,0.15876513719558716,0.23436301946640015,0.25887003540992737,0.23180559277534485,0.19130074977874756
