,how,many,teams,have,played,in,the,super,bowl,eight,times,?
they,0.43247655034065247,0.5400822758674622,0.3116898834705353,0.6542890071868896,0.2663506865501404,0.4330179989337921,0.49925389885902405,0.1988932192325592,0.18658970296382904,0.26088473200798035,0.29107025265693665,0.2753053903579712
defeated,0.10988643020391464,0.14528289437294006,0.2575840353965759,0.11409564316272736,0.32894736528396606,0.24813973903656006,0.2833898365497589,0.22541621327400208,0.24224305152893066,0.16370126605033875,0.22212350368499756,0.1413237303495407
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.40389683842658997,0.2603478729724884,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.34254369139671326,0.29093852639198303,0.22068053483963013
arizona,0.10044962912797928,0.19047409296035767,0.25320273637771606,0.1832590252161026,0.1780923306941986,0.2594328224658966,0.22572119534015656,0.11506326496601105,0.19239425659179688,0.23395010828971863,0.1005290076136589,0.14315035939216614
cardinals,0.1037716194987297,0.20175302028656006,0.4360813796520233,0.24780523777008057,0.2942350208759308,0.19347693026065826,0.2451406717300415,0.21392318606376648,0.3667908310890198,0.21653039753437042,0.2186891734600067,0.13200661540031433
49–15,0.04852207005023956,0.19625228643417358,-0.0013410791289061308,0.2226988673210144,-0.053212571889162064,0.03759656473994255,0.09043944627046585,0.05862809345126152,0.008281170390546322,0.07058244943618774,0.06918404996395111,-0.055436357855796814
in,0.2601168751716614,0.41474202275276184,0.2639528214931488,0.36843645572662354,0.27605336904525757,1.0,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.3002670109272003,0.2427823841571808,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.40389683842658997,0.2603478729724884,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.34254369139671326,0.29093852639198303,0.22068053483963013
nfc,0.11678441613912582,0.15288913249969482,0.5093472003936768,0.23123566806316376,0.30143943428993225,0.20630285143852234,0.2545439600944519,0.373574823141098,0.47588562965393066,0.24585609138011932,0.2511131465435028,0.15073348581790924
championship,0.10684323310852051,0.16601915657520294,0.4881533980369568,0.14082325994968414,0.26827722787857056,0.20047812163829803,0.2540402412414551,0.28836938738822937,0.3428266644477844,0.23994167149066925,0.27100425958633423,0.1390383541584015
game,0.215279221534729,0.21957436203956604,0.368670254945755,0.2211744487285614,0.3575804531574249,0.23986028134822845,0.285271555185318,0.3480181396007538,0.2413962334394455,0.2166319340467453,0.17801880836486816,0.1829071193933487
and,0.33647966384887695,0.5296266674995422,0.2197335660457611,0.4711785912513733,0.268975168466568,0.4954058527946472,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.33608970046043396,0.2611900568008423,0.20544172823429108
advanced,0.1992558091878891,0.2530747354030609,0.21651270985603333,0.22519676387310028,0.15502320230007172,0.2200557142496109,0.2635994255542755,0.26157358288764954,0.044162921607494354,0.16451415419578552,0.1695527881383896,0.1806638389825821
to,0.44169697165489197,0.40243685245513916,0.2634691894054413,0.4544740617275238,0.14824016392230988,0.45010748505592346,0.535392165184021,0.17783479392528534,0.16993016004562378,0.22227223217487335,0.32875269651412964,0.29463258385658264
their,0.3316696584224701,0.4574248492717743,0.2674952447414398,0.523270845413208,0.2162521928548813,0.34976133704185486,0.516537070274353,0.14342328906059265,0.1663845032453537,0.2585533559322357,0.22920946776866913,0.1898253709077835
second,0.16459402441978455,0.1634775847196579,0.2255905717611313,0.20638011395931244,0.26225414872169495,0.34510284662246704,0.4620301127433777,0.25671592354774475,0.20302696526050568,0.2745318114757538,0.24258649349212646,0.17239587008953094
super,0.11920704692602158,0.17302978038787842,0.26333683729171753,0.19903038442134857,0.21511296927928925,0.18576006591320038,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.20521503686904907,0.19135531783103943,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.2752957046031952,0.19536113739013672,0.19033360481262207,0.17236235737800598,0.21576224267482758,0.4848237931728363,1.0,0.17254112660884857,0.25533148646354675,0.21118052303791046
appearance,0.19089558720588684,0.2333027571439743,0.1319190114736557,0.23007911443710327,0.2827259302139282,0.26000332832336426,0.2678116261959076,0.2683286964893341,0.22287850081920624,0.14447079598903656,0.234752357006073,0.17315366864204407
since,0.2347431182861328,0.34386345744132996,0.22812123596668243,0.47784632444381714,0.19644874334335327,0.4325680434703827,0.4054957628250122,0.13119962811470032,0.14065173268318176,0.2833312153816223,0.3803291618824005,0.2876587212085724
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.40389683842658997,0.2603478729724884,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.34254369139671326,0.29093852639198303,0.22068053483963013
franchise,0.1421767622232437,0.1937589943408966,0.3386823832988739,0.2292424738407135,0.32810497283935547,0.29437172412872314,0.30872398614883423,0.3508962392807007,0.2876890301704407,0.1841181367635727,0.161258265376091,0.13445523381233215
was,0.16678167879581451,0.260356068611145,0.1698075383901596,0.2863433063030243,0.3139837682247162,0.45514053106307983,0.48711544275283813,0.21420986950397491,0.21915455162525177,0.2945409417152405,0.2859917879104614,0.18412111699581146
founded,0.08764468133449554,0.15480440855026245,0.1911623477935791,0.06283813714981079,0.21908381581306458,0.24877111613750458,0.2840350568294525,0.08753274381160736,0.08054791390895844,0.12942276895046234,0.1738736629486084,0.09119737893342972
in,0.2601168751716614,0.41474202275276184,0.2639528214931488,0.36843645572662354,0.27605336904525757,1.0,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.3002670109272003,0.2427823841571808,0.20430970191955566
1995,0.09899485856294632,0.041754432022571564,-0.033093199133872986,0.02573351189494133,-0.0761835128068924,-0.06584297865629196,-0.025311529636383057,-0.1293802559375763,-0.05069708451628685,-0.06792575120925903,0.0015323336701840162,0.14293554425239563
.,0.3287222981452942,0.3974229395389557,0.23459066450595856,0.41614407300949097,0.2876244783401489,0.5591574311256409,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.38036930561065674,0.2891986668109894,0.4130953550338745
,how,many,teams,have,played,in,the,super,bowl,eight,times,?
they,0.43247655034065247,0.5400822758674622,0.3116898834705353,0.6542890071868896,0.2663506865501404,0.4330179989337921,0.49925389885902405,0.1988932192325592,0.18658970296382904,0.26088473200798035,0.29107025265693665,0.2753053903579712
joined,0.0777946338057518,0.19608648121356964,0.2726559340953827,0.15371887385845184,0.3120822608470917,0.29866936802864075,0.2943263649940491,0.126203253865242,0.10326999425888062,0.21659903228282928,0.06497674435377121,0.06566751003265381
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.40389683842658997,0.2603478729724884,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.34254369139671326,0.29093852639198303,0.22068053483963013
patriots,0.1273394525051117,0.14814959466457367,0.3250172734260559,0.17782911658287048,0.2771775722503662,0.22389881312847137,0.2345433384180069,0.3206230401992798,0.37643110752105713,0.16804054379463196,0.15762411057949066,0.11474817991256714
",",0.22659391164779663,0.40610817074775696,0.22220629453659058,0.3541618287563324,0.2987361550331116,0.5201468467712402,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.28017938137054443,0.2897866368293762,0.31091248989105225
dallas,0.11565567553043365,0.1614033281803131,0.22465743124485016,0.1638520509004593,0.2596574127674103,0.22865252196788788,0.24097958207130432,0.19643878936767578,0.2740313410758972,0.17766951024532318,0.09814735502004623,0.08995547145605087
cowboys,0.19302839040756226,0.21848614513874054,0.3607918322086334,0.23087432980537415,0.3550504446029663,0.20285376906394958,0.1945837140083313,0.27581241726875305,0.3680918514728546,0.12978960573673248,0.17362269759178162,0.14383570849895477
