,these,project,structures,allow,the,owner,to,integrate,the,services,of,who,throughout,the,design,and,construction,?
in,0.3791837692260742,0.16277937591075897,0.36503779888153076,0.21222905814647675,0.6662389636039734,0.21050013601779938,0.45010748505592346,0.20905284583568573,0.6662389636039734,0.22287973761558533,0.5696388483047485,0.2792111933231354,0.46596065163612366,0.6662389636039734,0.21856798231601715,0.4954058527946472,0.3031303882598877,0.20430970191955566
general,0.20916174352169037,0.1335243135690689,0.14382946491241455,0.18525627255439758,0.28634732961654663,0.15302221477031708,0.24755197763442993,0.18626223504543304,0.28634732961654663,0.17235757410526276,0.28352999687194824,0.2461782991886139,0.15923161804676056,0.28634732961654663,0.18915553390979767,0.25860127806663513,0.12206348776817322,0.1972234547138214
",",0.37613096833229065,0.24875426292419434,0.2790010869503021,0.24557842314243317,0.4933079481124878,0.22101753950119019,0.44245919585227966,0.2247243970632553,0.4933079481124878,0.24788528680801392,0.4946078956127167,0.3365725874900818,0.22385434806346893,0.4933079481124878,0.19350415468215942,0.6633074283599854,0.23704268038272858,0.31091248989105225
each,0.4341791272163391,0.15298576653003693,0.2554536759853363,0.3306846022605896,0.470844566822052,0.08002849668264389,0.3941934108734131,0.24941472709178925,0.470844566822052,0.22992165386676788,0.38460010290145874,0.27337536215782166,0.2880047857761383,0.470844566822052,0.1893656700849533,0.2984027564525604,0.22676728665828705,0.21173812448978424
of,0.42684608697891235,0.17578177154064178,0.2804560363292694,0.28057926893234253,0.733189046382904,0.1597081422805786,0.41548454761505127,0.21487800776958466,0.733189046382904,0.23787347972393036,1.0,0.2827862501144409,0.35374847054481506,0.733189046382904,0.2522938847541809,0.5116966962814331,0.2815735340118408,0.1826142966747284
these,1.0,0.17580462992191315,0.2980554699897766,0.39218464493751526,0.49086877703666687,0.0789908766746521,0.46852558851242065,0.2889474928379059,0.49086877703666687,0.30123645067214966,0.42684608697891235,0.34544891119003296,0.3634326159954071,0.49086877703666687,0.21856898069381714,0.5314885973930359,0.22274532914161682,0.2571668326854706
project,0.17580462992191315,1.0,0.1748034656047821,0.20482751727104187,0.2027820199728012,0.1479983627796173,0.28750085830688477,0.27455711364746094,0.2027820199728012,0.21065346896648407,0.17578177154064178,0.2255522608757019,0.11558083444833755,0.2027820199728012,0.3001759350299835,0.23249590396881104,0.39453527331352234,0.30569031834602356
structures,0.2980554699897766,0.1748034656047821,1.0000001192092896,0.2457703948020935,0.2516176700592041,0.03562250733375549,0.25539523363113403,0.26172566413879395,0.2516176700592041,0.246864914894104,0.2804560363292694,0.11784903705120087,0.28841546177864075,0.2516176700592041,0.3093714416027069,0.29943612217903137,0.4766489863395691,0.13590580224990845
allows,0.291024386882782,0.18628956377506256,0.21026910841464996,0.7361851930618286,0.2995605766773224,0.12477735430002213,0.4045441448688507,0.36561131477355957,0.2995605766773224,0.26824626326560974,0.2623075544834137,0.17403177917003632,0.21169112622737885,0.2995605766773224,0.2477434128522873,0.2950422763824463,0.14001762866973877,0.16094227135181427
the,0.49086877703666687,0.2027820199728012,0.2516176700592041,0.27822166681289673,1.0,0.22181597352027893,0.535392165184021,0.24930505454540253,1.0,0.2381475418806076,0.733189046382904,0.3733934462070465,0.4158564507961273,1.0,0.27913451194763184,0.5171257257461548,0.2671978175640106,0.22068053483963013
owner,0.0789908766746521,0.1479983627796173,0.03562250733375549,0.13199439644813538,0.22181597352027893,0.9999999403953552,0.203524649143219,0.1160375103354454,0.22181597352027893,0.15048745274543762,0.1597081422805786,0.2990386188030243,0.13054600358009338,0.22181597352027893,0.14519557356834412,0.24161721765995026,0.1690913438796997,0.1461835652589798
to,0.46852558851242065,0.28750085830688477,0.25539523363113403,0.4900954067707062,0.535392165184021,0.203524649143219,1.0,0.30895188450813293,0.535392165184021,0.27867045998573303,0.41548454761505127,0.42656609416007996,0.31226396560668945,0.535392165184021,0.26415011286735535,0.48971283435821533,0.24810278415679932,0.29463258385658264
integrate,0.2889474928379059,0.27455711364746094,0.26172566413879395,0.41380074620246887,0.24930505454540253,0.1160375103354454,0.30895188450813293,0.9999998807907104,0.24930505454540253,0.2692446708679199,0.21487800776958466,0.1377372443675995,0.19694113731384277,0.24930505454540253,0.2784332036972046,0.2601560950279236,0.22164197266101837,0.17263366281986237
the,0.49086877703666687,0.2027820199728012,0.2516176700592041,0.27822166681289673,1.0,0.22181597352027893,0.535392165184021,0.24930505454540253,1.0,0.2381475418806076,0.733189046382904,0.3733934462070465,0.4158564507961273,1.0,0.27913451194763184,0.5171257257461548,0.2671978175640106,0.22068053483963013
services,0.30123645067214966,0.21065346896648407,0.246864914894104,0.26805317401885986,0.2381475418806076,0.15048745274543762,0.27867045998573303,0.2692446708679199,0.2381475418806076,1.0,0.23787347972393036,0.24612601101398468,0.2735055685043335,0.2381475418806076,0.20338788628578186,0.30811867117881775,0.25532811880111694,0.1328447163105011
of,0.42684608697891235,0.17578177154064178,0.2804560363292694,0.28057926893234253,0.733189046382904,0.1597081422805786,0.41548454761505127,0.21487800776958466,0.733189046382904,0.23787347972393036,1.0,0.2827862501144409,0.35374847054481506,0.733189046382904,0.2522938847541809,0.5116966962814331,0.2815735340118408,0.1826142966747284
architects,0.1728212535381317,0.24856585264205933,0.37191808223724365,0.1385125070810318,0.20176702737808228,0.1918024867773056,0.20771479606628418,0.18010017275810242,0.20176702737808228,0.22538121044635773,0.21415399014949799,0.2187632918357849,0.1668567955493927,0.20176702737808228,0.5717675089836121,0.22015763819217682,0.4032451808452606,0.1260584592819214
",",0.37613096833229065,0.24875426292419434,0.2790010869503021,0.24557842314243317,0.4933079481124878,0.22101753950119019,0.44245919585227966,0.2247243970632553,0.4933079481124878,0.24788528680801392,0.4946078956127167,0.3365725874900818,0.22385434806346893,0.4933079481124878,0.19350415468215942,0.6633074283599854,0.23704268038272858,0.31091248989105225
interior,0.2131671905517578,0.12412659078836441,0.19652757048606873,0.15687339007854462,0.30233609676361084,0.06458518654108047,0.17605601251125336,0.22846347093582153,0.30233609676361084,0.23041047155857086,0.31906411051750183,0.14593757688999176,0.1282258927822113,0.30233609676361084,0.35228824615478516,0.22730383276939392,0.27280527353286743,0.07520901411771774
designers,0.26348623633384705,0.201541468501091,0.25527718663215637,0.27523908019065857,0.25445735454559326,0.21489295363426208,0.2781951427459717,0.2264159917831421,0.25445735454559326,0.20619817078113556,0.21848446130752563,0.2566843330860138,0.18209943175315857,0.25445735454559326,0.7058194875717163,0.24519307911396027,0.33307167887687683,0.15633709728717804
",",0.37613096833229065,0.24875426292419434,0.2790010869503021,0.24557842314243317,0.4933079481124878,0.22101753950119019,0.44245919585227966,0.2247243970632553,0.4933079481124878,0.24788528680801392,0.4946078956127167,0.3365725874900818,0.22385434806346893,0.4933079481124878,0.19350415468215942,0.6633074283599854,0.23704268038272858,0.31091248989105225
engineers,0.28905993700027466,0.2852649390697479,0.3291378617286682,0.2153349220752716,0.25282254815101624,0.13049434125423431,0.2772461175918579,0.29665040969848633,0.25282254815101624,0.2954767942428589,0.189129039645195,0.24476072192192078,0.17598964273929596,0.25282254815101624,0.46893197298049927,0.23259219527244568,0.36703354120254517,0.18139411509037018
and,0.5314885973930359,0.23249590396881104,0.29943612217903137,0.3380379378795624,0.5171257257461548,0.24161721765995026,0.48971283435821533,0.2601560950279236,0.5171257257461548,0.30811867117881775,0.5116966962814331,0.41279885172843933,0.36296960711479187,0.5171257257461548,0.21815341711044312,1.0,0.22762417793273926,0.20544172823429108
constructors,0.27358487248420715,0.31843051314353943,0.32335925102233887,0.19369450211524963,0.27614182233810425,0.14753355085849762,0.27670377492904663,0.2008327841758728,0.27614182233810425,0.20403480529785156,0.23505240678787231,0.2054465115070343,0.18615786731243134,0.27614182233810425,0.37823760509490967,0.24909333884716034,0.5688840746879578,0.1706472635269165
throughout,0.3634326159954071,0.11558083444833755,0.28841546177864075,0.20481568574905396,0.4158564507961273,0.13054600358009338,0.31226396560668945,0.19694113731384277,0.4158564507961273,0.2735055685043335,0.35374847054481506,0.22343657910823822,1.0,0.4158564507961273,0.19622348248958588,0.36296960711479187,0.14058147370815277,0.12665234506130219
design,0.21856898069381714,0.3001759350299835,0.3093714416027069,0.26945388317108154,0.27913451194763184,0.14519557356834412,0.26415011286735535,0.2784332036972046,0.27913451194763184,0.20338788628578186,0.2522938847541809,0.12787467241287231,0.19622348248958588,0.27913451194763184,1.0000001192092896,0.21815341711044312,0.44344785809516907,0.16351860761642456
and,0.5314885973930359,0.23249590396881104,0.29943612217903137,0.3380379378795624,0.5171257257461548,0.24161721765995026,0.48971283435821533,0.2601560950279236,0.5171257257461548,0.30811867117881775,0.5116966962814331,0.41279885172843933,0.36296960711479187,0.5171257257461548,0.21815341711044312,1.0,0.22762417793273926,0.20544172823429108
construction,0.22274532914161682,0.39453527331352234,0.4766489863395691,0.19162365794181824,0.2671978175640106,0.1690913438796997,0.24810278415679932,0.22164197266101837,0.2671978175640106,0.25532811880111694,0.2815735340118408,0.08125896006822586,0.14058147370815277,0.2671978175640106,0.44344785809516907,0.22762417793273926,1.0,0.13494056463241577
.,0.3840779960155487,0.23938670754432678,0.2735782265663147,0.28562283515930176,0.5934505462646484,0.22413505613803864,0.4645031690597534,0.2627938687801361,0.5934505462646484,0.2179025262594223,0.5352458953857422,0.3541337847709656,0.29375210404396057,0.5934505462646484,0.24995818734169006,0.588965117931366,0.23682771623134613,0.4130953550338745
