,what,has,a,lama,determined,to,do,?
a,0.3320399522781372,0.4670248031616211,1.0,0.20858566462993622,0.3001842796802521,0.45503583550453186,0.26237669587135315,0.23916715383529663
lama,0.16090387105941772,0.17976592481136322,0.20858566462993622,0.9999998807907104,0.05703049525618553,0.21757736802101135,0.1755780130624771,0.16422642767429352
who,0.40942975878715515,0.2558172643184662,0.36608949303627014,0.21235448122024536,0.2246977984905243,0.42656609416007996,0.2662210166454315,0.26220351457595825
has,0.20338068902492523,1.0,0.4670248031616211,0.17976592481136322,0.20813414454460144,0.3619994819164276,0.22084827721118927,0.15994466841220856
through,0.23167094588279724,0.3215855658054352,0.3399752974510193,0.12284461408853531,0.21157284080982208,0.4062686562538147,0.24726749956607819,0.16913433372974396
phowa,0.23746804893016815,0.1907341033220291,0.2549610733985901,0.2667357325553894,0.2010684460401535,0.21681104600429535,0.1982073187828064,0.22585579752922058
and,0.31309178471565247,0.43716782331466675,0.3739250600337982,0.18979990482330322,0.2569243013858795,0.48971283435821533,0.276123583316803,0.20544172823429108
siddhi,0.23652470111846924,0.1912732571363449,0.24173524975776672,0.5481589436531067,0.020488115027546883,0.184240460395813,0.17067651450634003,0.1849033385515213
consciously,0.3468970060348511,0.1591312140226364,0.24308301508426666,0.26702216267585754,0.245412677526474,0.2933062016963959,0.247450053691864,0.18531851470470428
determined,0.2784222662448883,0.20813414454460144,0.3001842796802521,0.05703049525618553,0.9999999403953552,0.3210490345954895,0.2384142428636551,0.19379007816314697
to,0.455847829580307,0.3619994819164276,0.45503583550453186,0.21757736802101135,0.3210490345954895,1.0,0.38876664638519287,0.29463258385658264
be,0.3929833769798279,0.3863394856452942,0.39883795380592346,0.14560893177986145,0.359021931886673,0.4972836375236511,0.36575672030448914,0.3324260413646698
reborn,0.263448029756546,0.14120788872241974,0.21887549757957458,0.259982705116272,0.2357984036207199,0.21960826218128204,0.16623616218566895,0.15652845799922943
",",0.3087472915649414,0.3734780251979828,0.427140474319458,0.2287054806947708,0.20723886787891388,0.44245919585227966,0.3283645510673523,0.31091248989105225
often,0.3849453330039978,0.32416751980781555,0.3930865228176117,0.1355188637971878,0.22040840983390808,0.4351843297481537,0.30438441038131714,0.23748154938220978
many,0.36131182312965393,0.4266262650489807,0.2872205972671509,0.17866073548793793,0.22075515985488892,0.40243685245513916,0.38738366961479187,0.2124512493610382
times,0.21414996683597565,0.37720999121665955,0.2745400369167328,0.06276162713766098,0.1379254311323166,0.32875269651412964,0.14708955585956573,0.18880689144134521
",",0.3087472915649414,0.3734780251979828,0.427140474319458,0.2287054806947708,0.20723886787891388,0.44245919585227966,0.3283645510673523,0.31091248989105225
in,0.30808621644973755,0.4173259735107422,0.539380669593811,0.19965314865112305,0.2656884789466858,0.45010748505592346,0.23402775824069977,0.20430970191955566
order,0.16634008288383484,0.14991246163845062,0.24138490855693817,0.2812924087047577,0.2411382496356964,0.35544881224632263,0.20566318929195404,0.13725648820400238
to,0.455847829580307,0.3619994819164276,0.45503583550453186,0.21757736802101135,0.3210490345954895,1.0,0.38876664638519287,0.29463258385658264
continue,0.34721019864082336,0.18976029753684998,0.21998350322246552,0.1600334197282791,0.33791112899780273,0.4441169500350952,0.4050252139568329,0.23903685808181763
their,0.35142919421195984,0.2814009487628937,0.29698723554611206,0.16326285898685455,0.3185380697250366,0.44619059562683105,0.35424983501434326,0.1898253709077835
bodhisattva,0.26302748918533325,0.20625516772270203,0.27920153737068176,0.4782675504684448,0.20981568098068237,0.2636365592479706,0.24268783628940582,0.20698724687099457
vow,0.24468858540058136,0.11046142131090164,0.2619393765926361,0.3211057782173157,0.16922688484191895,0.29791751503944397,0.19648094475269318,0.16463518142700195
is,0.28837618231773376,0.5668748617172241,0.658733606338501,0.17610245943069458,0.2253464162349701,0.42745086550712585,0.30895981192588806,0.22961433231830597
called,0.3235960602760315,0.30485156178474426,0.4868806302547455,0.1513001173734665,0.18342410027980804,0.2987143397331238,0.3090135157108307,0.18963319063186646
a,0.3320399522781372,0.4670248031616211,1.0,0.20858566462993622,0.3001842796802521,0.45503583550453186,0.26237669587135315,0.23916715383529663
tulku,0.22875241935253143,0.1704968512058258,0.22713465988636017,0.46191778779029846,0.12277219444513321,0.22456157207489014,0.17618228495121002,0.20201897621154785
.,0.3567904531955719,0.4105546176433563,0.50484299659729,0.16730062663555145,0.29949477314949036,0.4645031690597534,0.3613996207714081,0.4130953550338745
