,to,which,technology,type,that,tesla,worked,on,did,the,caption,refer,to,?
the,0.535392165184021,0.6521818041801453,0.21669498085975647,0.21819381415843964,0.5473989248275757,0.1324402391910553,0.22615844011306763,0.5107308030128479,0.34736719727516174,1.0,0.2826496958732605,0.22268381714820862,0.535392165184021,0.22068053483963013
cover,0.2887181341648102,0.2708751857280731,0.11892381310462952,0.19923144578933716,0.24846096336841583,0.12449809163808823,0.15458999574184418,0.3228342533111572,0.21384651958942413,0.26727065443992615,0.20616982877254486,0.25150659680366516,0.2887181341648102,0.18414615094661713
caption,0.16847458481788635,0.18825460970401764,0.11066706478595734,0.16029061377048492,0.21949373185634613,0.10924504697322845,0.1199389174580574,0.1904338300228119,0.16246548295021057,0.2826496958732605,1.0,0.17573855817317963,0.16847458481788635,0.20441654324531555
``,0.06720756739377975,0.05178012326359749,-0.06520164012908936,0.03534303233027458,0.05285148695111275,0.04274534806609154,-0.04257259517908096,-0.03274054825305939,-0.029888948425650597,0.029072100296616554,0.05353348329663277,0.009699580259621143,0.06720756739377975,0.0685480609536171
all,0.42520734667778015,0.50777268409729,0.1598416119813919,0.21204189956188202,0.53305584192276,0.14510658383369446,0.22087979316711426,0.3832052946090698,0.33943864703178406,0.4860881567001343,0.15944337844848633,0.09698665887117386,0.42520734667778015,0.29575422406196594
the,0.535392165184021,0.6521818041801453,0.21669498085975647,0.21819381415843964,0.5473989248275757,0.1324402391910553,0.22615844011306763,0.5107308030128479,0.34736719727516174,1.0,0.2826496958732605,0.22268381714820862,0.535392165184021,0.22068053483963013
world,0.26213452219963074,0.29213306307792664,0.20507822930812836,0.13339558243751526,0.2972288429737091,0.15619845688343048,0.2372843623161316,0.22789059579372406,0.1944720596075058,0.33604270219802856,0.16719186305999756,0.10721729695796967,0.26213452219963074,0.17579582333564758
's,0.03782717138528824,0.03856118768453598,0.021618375554680824,0.05257158726453781,0.04397977516055107,0.06449045985937119,-0.054441310465335846,0.0026888418942689896,0.05069678649306297,-0.01540423184633255,0.04698123410344124,0.02476797252893448,0.03782717138528824,-0.023395681753754616
his,0.3715193271636963,0.32283493876457214,0.12749315798282623,0.0908033698797226,0.3173833191394806,0.1580733060836792,0.3404390513896942,0.32064297795295715,0.3546801507472992,0.4394008219242096,0.16372881829738617,0.09742503613233566,0.3715193271636963,0.18075084686279297
power,0.27001675963401794,0.2490626573562622,0.26324084401130676,0.09106644988059998,0.2680378556251526,0.27547121047973633,0.10720866918563843,0.14738048613071442,0.2120266556739807,0.2647338807582855,0.10071134567260742,0.14096228778362274,0.27001675963401794,0.15304024517536163
house,0.23688754439353943,0.20384521782398224,0.08019538968801498,0.10964325815439224,0.1695767343044281,0.11522889137268066,0.1697586178779602,0.19286204874515533,0.19979237020015717,0.2847244441509247,0.09003879874944687,0.12370366603136063,0.23688754439353943,0.13736455142498016
'',-0.009905828163027763,-0.03332270681858063,-0.019447218626737595,0.054222505539655685,0.007880004122853279,0.048713020980358124,0.029321348294615746,0.04238596186041832,0.01978493109345436,0.041273195296525955,-0.011960222385823727,0.14427128434181213,-0.009905828163027763,0.018684765323996544
noted,0.18737518787384033,0.2032288759946823,0.12825845181941986,0.1562892347574234,0.28664639592170715,0.12294332683086395,0.3598495125770569,0.24582087993621826,0.2848167419433594,0.248806893825531,0.1875896453857422,0.23087544739246368,0.18737518787384033,0.13014346361160278
his,0.3715193271636963,0.32283493876457214,0.12749315798282623,0.0908033698797226,0.3173833191394806,0.1580733060836792,0.3404390513896942,0.32064297795295715,0.3546801507472992,0.4394008219242096,0.16372881829738617,0.09742503613233566,0.3715193271636963,0.18075084686279297
contribution,0.24681776762008667,0.23690131306648254,0.2469673901796341,0.15037986636161804,0.2734389305114746,0.21700073778629303,0.2614041864871979,0.20621077716350555,0.19451215863227844,0.2536572813987732,0.20521752536296844,0.1368708461523056,0.24681776762008667,0.2527717649936676
to,1.0,0.5345056653022766,0.25372135639190674,0.19930607080459595,0.5436353087425232,0.17548894882202148,0.22250263392925262,0.41031414270401,0.4452643394470215,0.535392165184021,0.16847458481788635,0.24100381135940552,1.0,0.29463258385658264
electrical,0.2649001479148865,0.31342968344688416,0.36951202154159546,0.1570822298526764,0.2451883852481842,0.45727142691612244,0.21551412343978882,0.20367635786533356,0.12294142693281174,0.2523402273654938,0.13373836874961853,0.15363545715808868,0.2649001479148865,0.10923371464014053
power,0.27001675963401794,0.2490626573562622,0.26324084401130676,0.09106644988059998,0.2680378556251526,0.27547121047973633,0.10720866918563843,0.14738048613071442,0.2120266556739807,0.2647338807582855,0.10071134567260742,0.14096228778362274,0.27001675963401794,0.15304024517536163
generation,0.21475549042224884,0.25979456305503845,0.22663763165473938,0.22990892827510834,0.1995326429605484,0.2830173075199127,0.12854161858558655,0.16340075433254242,0.11785002797842026,0.26573610305786133,0.167916938662529,0.07242470234632492,0.21475549042224884,0.18250396847724915
.,0.4645031690597534,0.45942068099975586,0.21310871839523315,0.23195341229438782,0.4460422694683075,0.17949827015399933,0.24987587332725525,0.49257001280784607,0.35288307070732117,0.5934505462646484,0.2030641883611679,0.1410340517759323,0.4645031690597534,0.4130953550338745
