,what,other,activities,does,the,unfccc,require,the,ipcc,to,run,?
while,0.35511791706085205,0.34462770819664,0.3121187388896942,0.3243313729763031,0.39804592728614807,0.257921040058136,0.2668265700340271,0.39804592728614807,0.17934004962444305,0.43899232149124146,0.25356626510620117,0.21076419949531555
the,0.42745697498321533,0.44152235984802246,0.2626894414424896,0.35928019881248474,1.0,0.32073742151260376,0.17356595396995544,1.0,0.24925659596920013,0.535392165184021,0.27883726358413696,0.22068053483963013
preparation,0.26310619711875916,0.18848329782485962,0.32580986618995667,0.2069312036037445,0.3215954303741455,0.3345063626766205,0.33092498779296875,0.3215954303741455,0.22594156861305237,0.3090265393257141,0.1893281191587448,0.12383629381656647
of,0.33290785551071167,0.38583824038505554,0.23520112037658691,0.3119818866252899,0.733189046382904,0.29557549953460693,0.20683176815509796,0.733189046382904,0.20174051821231842,0.41548454761505127,0.2272813767194748,0.1826142966747284
the,0.42745697498321533,0.44152235984802246,0.2626894414424896,0.35928019881248474,1.0,0.32073742151260376,0.17356595396995544,1.0,0.24925659596920013,0.535392165184021,0.27883726358413696,0.22068053483963013
assessment,0.3237532377243042,0.20235899090766907,0.31918764114379883,0.2546387016773224,0.28427207469940186,0.4099465012550354,0.2638426125049591,0.28427207469940186,0.5005803108215332,0.22932879626750946,0.12026331573724747,0.22666098177433014
reports,0.24207861721515656,0.25717517733573914,0.3121328055858612,0.2453697919845581,0.2622474431991577,0.34693700075149536,0.2620980739593506,0.2622474431991577,0.375255823135376,0.25420817732810974,0.15277668833732605,0.23746368288993835
is,0.28837618231773376,0.25895947217941284,0.17364008724689484,0.4403602182865143,0.5823672413825989,0.20248450338840485,0.20895631611347198,0.5823672413825989,0.15563958883285522,0.42745086550712585,0.20717166364192963,0.22961433231830597
a,0.3320399522781372,0.2806335389614105,0.2222801148891449,0.38201746344566345,0.5829201340675354,0.19691331684589386,0.24720792472362518,0.5829201340675354,0.12244262546300888,0.45503583550453186,0.2607046067714691,0.23916715383529663
major,0.21026742458343506,0.3157308101654053,0.14283938705921173,0.17495857179164886,0.31775903701782227,0.1949375569820404,0.1705048531293869,0.31775903701782227,0.19455642998218536,0.19240309298038483,0.177704319357872,0.19788557291030884
ipcc,0.33176189661026,0.2497648149728775,0.33591094613075256,0.2859721779823303,0.24925659596920013,0.5535996556282043,0.23293432593345642,0.24925659596920013,1.0000001192092896,0.25466105341911316,0.19197361171245575,0.22295254468917847
function,0.22155974805355072,0.2432323545217514,0.20655213296413422,0.23271898925304413,0.2037137746810913,0.17523162066936493,0.39301612973213196,0.2037137746810913,0.18402762711048126,0.2079751342535019,0.16233347356319427,0.20672395825386047
",",0.3087472915649414,0.4446498453617096,0.19959557056427002,0.28617382049560547,0.4933079481124878,0.25694629549980164,0.20549376308918,0.4933079481124878,0.15590040385723114,0.44245919585227966,0.2309936285018921,0.31091248989105225
it,0.45803478360176086,0.36282607913017273,0.18337975442409515,0.34188351035118103,0.6251175999641418,0.284819632768631,0.182237446308136,0.6251175999641418,0.21679024398326874,0.513711154460907,0.28241392970085144,0.25732165575027466
also,0.42747777700424194,0.5326101183891296,0.2725923955440521,0.4118025600910187,0.6021018624305725,0.330924928188324,0.2422143667936325,0.6021018624305725,0.23867101967334747,0.5348826050758362,0.2864987552165985,0.21848613023757935
supports,0.18258391320705414,0.2949265241622925,0.310260146856308,0.32698819041252136,0.2929544150829315,0.3038298785686493,0.40626516938209534,0.2929544150829315,0.21289263665676117,0.22445392608642578,0.2756953537464142,0.15266138315200806
other,0.341873437166214,0.9999999403953552,0.3256922662258148,0.2947014272212982,0.44152235984802246,0.36206719279289246,0.33605411648750305,0.44152235984802246,0.2497648149728775,0.4193183183670044,0.2644082307815552,0.24682199954986572
activities,0.21757790446281433,0.3256922662258148,1.0000001192092896,0.2549113929271698,0.2626894414424896,0.33404961228370667,0.24857963621616364,0.2626894414424896,0.33591094613075256,0.2740468382835388,0.2907033860683441,0.11289679259061813
",",0.3087472915649414,0.4446498453617096,0.19959557056427002,0.28617382049560547,0.4933079481124878,0.25694629549980164,0.20549376308918,0.4933079481124878,0.15590040385723114,0.44245919585227966,0.2309936285018921,0.31091248989105225
such,0.23989605903625488,0.6041211485862732,0.31856927275657654,0.2787191867828369,0.3575236201286316,0.27808213233947754,0.3319956362247467,0.3575236201286316,0.12953808903694153,0.2871878743171692,0.20462201535701752,0.17851735651493073
as,0.31749409437179565,0.42805421352386475,0.2707400321960449,0.31202155351638794,0.48381632566452026,0.24319690465927124,0.23686568439006805,0.48381632566452026,0.17363275587558746,0.42092081904411316,0.21759064495563507,0.27043893933296204
the,0.42745697498321533,0.44152235984802246,0.2626894414424896,0.35928019881248474,1.0,0.32073742151260376,0.17356595396995544,1.0,0.24925659596920013,0.535392165184021,0.27883726358413696,0.22068053483963013
data,0.23453554511070251,0.2702532410621643,0.17978107929229736,0.19665312767028809,0.20546740293502808,0.29461392760276794,0.23708891868591309,0.20546740293502808,0.3115519881248474,0.24776634573936462,0.20676296949386597,0.17909851670265198
distribution,0.17429208755493164,0.21118590235710144,0.17555566132068634,0.17152921855449677,0.27569329738616943,0.20590569078922272,0.22015967965126038,0.27569329738616943,0.29257065057754517,0.18405549228191376,0.21896617114543915,0.0929616317152977
