,who,originally,hosted,who,wants,to,be,a,millionaire,for,abc,?
hosted,0.1774514764547348,0.2519320845603943,1.0,0.1774514764547348,0.2274560034275055,0.170383021235466,0.12911076843738556,0.14970986545085907,0.2565469443798065,0.2607939839363098,0.3535350561141968,0.09810540825128555
throughout,0.22343657910823822,0.21646001935005188,0.2538599371910095,0.22343657910823822,0.11537273973226547,0.31226396560668945,0.2712457776069641,0.2578590512275696,0.05060059577226639,0.31491008400917053,0.21721048653125763,0.12665234506130219
its,0.1326070874929428,0.28195133805274963,0.15378360450267792,0.1326070874929428,0.1820862889289856,0.3691340684890747,0.2731834948062897,0.4424409866333008,0.15547411143779755,0.2992613911628723,0.19045390188694,0.15103481709957123
abc,0.14673753082752228,0.20778657495975494,0.3535350561141968,0.14673753082752228,0.13110113143920898,0.1762417107820511,0.14780379831790924,0.21331243216991425,0.2397671937942505,0.22510288655757904,1.0000001192092896,0.19065172970294952
tenure,0.22222712635993958,0.18096216022968292,0.21619461476802826,0.22222712635993958,0.06573565304279327,0.2154904156923294,0.1461309939622879,0.20023180544376373,0.1501869261264801,0.29878389835357666,0.25016820430755615,0.19726786017417908
by,0.39727845788002014,0.4076972007751465,0.2474948912858963,0.39727845788002014,0.1781906932592392,0.33534231781959534,0.43158695101737976,0.32094135880470276,0.17761538922786713,0.3248702883720398,0.17600902915000916,0.17966607213020325
regis,0.20206096768379211,0.2511500120162964,0.26036208868026733,0.20206096768379211,0.1334526389837265,0.16481028497219086,0.13148364424705505,0.2498575896024704,0.2237265706062317,0.13065092265605927,0.2901940941810608,0.14896078407764435
philbin,0.32627907395362854,0.2643885016441345,0.44495463371276855,0.32627907395362854,0.233501598238945,0.250155508518219,0.17255467176437378,0.2628673315048218,0.41470542550086975,0.2578215003013611,0.4387734830379486,0.23859219253063202
",",0.3365725874900818,0.2660219669342041,0.27969205379486084,0.3365725874900818,0.2471858412027359,0.44245919585227966,0.39254459738731384,0.427140474319458,0.26780733466148376,0.4464869201183319,0.2097204476594925,0.31091248989105225
the,0.3733934462070465,0.36820849776268005,0.2576315402984619,0.3733934462070465,0.2615984082221985,0.535392165184021,0.4248143136501312,0.5829201340675354,0.21001788973808289,0.4739971458911896,0.2068762183189392,0.22068053483963013
program,0.2097788155078888,0.244328573346138,0.36609646677970886,0.2097788155078888,0.25453025102615356,0.23681028187274933,0.23601801693439484,0.2779408395290375,0.23355138301849365,0.29441335797309875,0.28949791193008423,0.1440187245607376
became,0.2624726891517639,0.2651948928833008,0.22456982731819153,0.2624726891517639,0.19665946066379547,0.20401327311992645,0.22371777892112732,0.28774285316467285,0.22537535429000854,0.3017078936100006,0.14350707828998566,0.11374033987522125
a,0.36608949303627014,0.3363247811794281,0.14970986545085907,0.36608949303627014,0.30014514923095703,0.45503583550453186,0.39883795380592346,1.0,0.287532240152359,0.44038116931915283,0.21331243216991425,0.23916715383529663
major,0.17810054123401642,0.14193017780780792,0.16465291380882263,0.17810054123401642,0.148698091506958,0.19240309298038483,0.1488431692123413,0.22990699112415314,0.13249360024929047,0.23592928051948547,0.1743539571762085,0.19788557291030884
ratings,0.1265973597764969,0.21458831429481506,0.19757729768753052,0.1265973597764969,0.1095028668642044,0.23899689316749573,0.22578898072242737,0.1921599805355072,0.14598962664604187,0.2655225098133087,0.2876999080181122,0.19248855113983154
success,0.174932062625885,0.1864275485277176,0.14811913669109344,0.174932062625885,0.12683767080307007,0.20929217338562012,0.1929192990064621,0.2934626638889313,0.2316323220729828,0.25930920243263245,0.22851410508155823,0.1216118186712265
throughout,0.22343657910823822,0.21646001935005188,0.2538599371910095,0.22343657910823822,0.11537273973226547,0.31226396560668945,0.2712457776069641,0.2578590512275696,0.05060059577226639,0.31491008400917053,0.21721048653125763,0.12665234506130219
its,0.1326070874929428,0.28195133805274963,0.15378360450267792,0.1326070874929428,0.1820862889289856,0.3691340684890747,0.2731834948062897,0.4424409866333008,0.15547411143779755,0.2992613911628723,0.19045390188694,0.15103481709957123
initial,0.09177843481302261,0.2992805242538452,0.12944833934307098,0.09177843481302261,0.15754404664039612,0.2564111649990082,0.2638498842716217,0.2933337092399597,0.13789373636245728,0.2634814977645874,0.1499335765838623,0.16868601739406586
summer,0.1388430893421173,0.1647917926311493,0.28139564394950867,0.1388430893421173,0.18441298604011536,0.23132751882076263,0.15315558016300201,0.21519871056079865,0.12009958177804947,0.2597406506538391,0.16057439148426056,0.11625723540782928
run,0.2372417002916336,0.23434627056121826,0.2555510997772217,0.2372417002916336,0.2721801698207855,0.2691870927810669,0.2707693874835968,0.2607046067714691,0.18845964968204498,0.27206581830978394,0.1768566370010376,0.17904110252857208
",",0.3365725874900818,0.2660219669342041,0.27969205379486084,0.3365725874900818,0.2471858412027359,0.44245919585227966,0.39254459738731384,0.427140474319458,0.26780733466148376,0.4464869201183319,0.2097204476594925,0.31091248989105225
which,0.3688730001449585,0.43375709652900696,0.21523603796958923,0.3688730001449585,0.22415825724601746,0.5345056653022766,0.476310670375824,0.56894451379776,0.15575988590717316,0.44095608592033386,0.1991286277770996,0.25814583897590637
led,0.2450801581144333,0.12652528285980225,0.25488170981407166,0.2450801581144333,0.20579326152801514,0.21815308928489685,0.12408394366502762,0.19072435796260834,0.13448749482631683,0.2628403306007385,0.15234695374965668,0.09273858368396759
abc,0.14673753082752228,0.20778657495975494,0.3535350561141968,0.14673753082752228,0.13110113143920898,0.1762417107820511,0.14780379831790924,0.21331243216991425,0.2397671937942505,0.22510288655757904,1.0000001192092896,0.19065172970294952
to,0.42656609416007996,0.30024412274360657,0.170383021235466,0.42656609416007996,0.43851572275161743,1.0,0.4972836375236511,0.45503583550453186,0.2684379816055298,0.4451248347759247,0.1762417107820511,0.29463258385658264
renew,0.2494790256023407,0.25628742575645447,0.230558842420578,0.2494790256023407,0.20336586236953735,0.38125577569007874,0.2820468544960022,0.20642691850662231,0.28718531131744385,0.30420684814453125,0.24688228964805603,0.21736618876457214
millionaire,0.3235035836696625,0.23969987034797668,0.2565469443798065,0.3235035836696625,0.3506709635257721,0.2684379816055298,0.18120020627975464,0.287532240152359,1.0,0.18187932670116425,0.2397671937942505,0.24294789135456085
as,0.3923053741455078,0.31636640429496765,0.17284739017486572,0.3923053741455078,0.27243533730506897,0.42092081904411316,0.5230465531349182,0.39550232887268066,0.18257346749305725,0.44774648547172546,0.2286096066236496,0.27043893933296204
a,0.36608949303627014,0.3363247811794281,0.14970986545085907,0.36608949303627014,0.30014514923095703,0.45503583550453186,0.39883795380592346,1.0,0.287532240152359,0.44038116931915283,0.21331243216991425,0.23916715383529663
regular,0.2929244339466095,0.16806085407733917,0.25417283177375793,0.2929244339466095,0.1641422063112259,0.30861178040504456,0.27991604804992676,0.313107967376709,0.09679289162158966,0.3314341604709625,0.20479580760002136,0.18334713578224182
series,0.21484537422657013,0.2600085735321045,0.26747801899909973,0.21484537422657013,0.16860626637935638,0.19879554212093353,0.21031107008457184,0.23966510593891144,0.2544843852519989,0.2715710699558258,0.38518208265304565,0.1709602326154709
",",0.3365725874900818,0.2660219669342041,0.27969205379486084,0.3365725874900818,0.2471858412027359,0.44245919585227966,0.39254459738731384,0.427140474319458,0.26780733466148376,0.4464869201183319,0.2097204476594925,0.31091248989105225
returning,0.26930058002471924,0.19322846829891205,0.28886687755584717,0.26930058002471924,0.25028324127197266,0.3828968405723572,0.24847161769866943,0.2671792209148407,0.13164302706718445,0.2946810722351074,0.16662314534187317,0.14488300681114197
on,0.2340552806854248,0.2673487365245819,0.2524368166923523,0.2340552806854248,0.17078258097171783,0.41031414270401,0.37900757789611816,0.3848365545272827,0.1570359468460083,0.36199691891670227,0.2862928807735443,0.2714994251728058
january,0.20979668200016022,0.13855138421058655,0.2600884735584259,0.20979668200016022,0.17907212674617767,0.20270398259162903,0.184214249253273,0.24193190038204193,0.24599450826644897,0.27304044365882874,0.1682562232017517,0.28608936071395874
18,0.013901916332542896,-0.12447283416986465,-0.041296105831861496,0.013901916332542896,-0.05036790296435356,-0.17942632734775543,-0.11057574301958084,-0.08585336059331894,-0.11071072518825531,-0.09931658953428268,-0.021510234102606773,-0.04919438064098358
",",0.3365725874900818,0.2660219669342041,0.27969205379486084,0.3365725874900818,0.2471858412027359,0.44245919585227966,0.39254459738731384,0.427140474319458,0.26780733466148376,0.4464869201183319,0.2097204476594925,0.31091248989105225
2000,0.074765644967556,-0.0034879769664257765,0.0034786516334861517,0.074765644967556,0.0068773021921515465,-0.05413077399134636,-0.08205114305019379,-0.03899485245347023,0.12393077462911606,0.008091370575129986,0.0834399089217186,-0.0824366956949234
.,0.3541337847709656,0.2504246234893799,0.22959090769290924,0.3541337847709656,0.24278217554092407,0.4645031690597534,0.4383580684661865,0.50484299659729,0.2274860441684723,0.4726039469242096,0.2567209303379059,0.4130953550338745
