,what,will,a,pharmacist,who,passes,the,ambulatory,pharmacist,exam,be,called,?
the,0.42745697498321533,0.3635469079017639,0.5829201340675354,0.18885643780231476,0.3733934462070465,0.3752402365207672,1.0,0.29588788747787476,0.18885643780231476,0.15408869087696075,0.4248143136501312,0.489897221326828,0.22068053483963013
official,0.18967986106872559,0.09943050146102905,0.19875815510749817,0.09731003642082214,0.11444056034088135,0.09366118162870407,0.3133983910083771,0.22623872756958008,0.09731003642082214,0.1268940418958664,0.10468355566263199,0.24067139625549316,0.18097688257694244
designation,0.1365363448858261,0.15336163341999054,0.29063764214515686,0.14177772402763367,0.07043290138244629,0.20189790427684784,0.25765958428382874,0.18965794146060944,0.14177772402763367,0.07099629193544388,0.21259750425815582,0.16729633510112762,0.17107710242271423
for,0.3017193675041199,0.3647450804710388,0.44038116931915283,0.1785099357366562,0.37110671401023865,0.2133815735578537,0.4739971458911896,0.22732432186603546,0.1785099357366562,0.23989133536815643,0.3801851272583008,0.29870352149009705,0.264628142118454
pharmacists,0.28274545073509216,0.2662326395511627,0.25803542137145996,0.8848034143447876,0.38864052295684814,0.1112559512257576,0.24311043322086334,0.27281856536865234,0.8848034143447876,0.3258131146430969,0.2688070833683014,0.25227436423301697,0.1797308325767517
who,0.40942975878715515,0.24651563167572021,0.36608949303627014,0.36940935254096985,0.9999998807907104,0.08672328293323517,0.3733934462070465,0.2224220335483551,0.36940935254096985,0.15750150382518768,0.3371641933917999,0.3151143789291382,0.26220351457595825
pass,0.24105259776115417,0.2116200029850006,0.19894953072071075,0.15515194833278656,0.12504667043685913,0.6861856579780579,0.25961899757385254,0.17415153980255127,0.15515194833278656,0.3104148507118225,0.21090248227119446,0.1802845597267151,0.09478675574064255
the,0.42745697498321533,0.3635469079017639,0.5829201340675354,0.18885643780231476,0.3733934462070465,0.3752402365207672,1.0,0.29588788747787476,0.18885643780231476,0.15408869087696075,0.4248143136501312,0.489897221326828,0.22068053483963013
ambulatory,0.25357306003570557,0.2411535680294037,0.28913846611976624,0.2496570348739624,0.2224220335483551,0.2351447343826294,0.29588788747787476,1.0,0.2496570348739624,0.32346343994140625,0.21730928122997284,0.3438950181007385,0.11000050604343414
care,0.2973911762237549,0.2750263512134552,0.19697006046772003,0.27730321884155273,0.3242843449115753,0.11351993680000305,0.1663842648267746,0.32014933228492737,0.27730321884155273,0.19737324118614197,0.3111850321292877,0.14469631016254425,0.24279968440532684
pharmacy,0.21638189256191254,0.15018576383590698,0.21975059807300568,0.8203567266464233,0.21132494509220123,0.1256614774465561,0.1938311904668808,0.31494998931884766,0.8203567266464233,0.34303051233291626,0.16073517501354218,0.18458977341651917,0.1355620175600052
specialty,0.23895853757858276,0.1387930065393448,0.28435397148132324,0.3679397404193878,0.22433575987815857,0.07826624810695648,0.28149333596229553,0.3190915286540985,0.3679397404193878,0.32852545380592346,0.19739602506160736,0.23255668580532074,0.21990764141082764
certification,0.17934301495552063,0.18795007467269897,0.24446265399456024,0.20304858684539795,0.08226378262042999,0.20610597729682922,0.22407793998718262,0.30310869216918945,0.20304858684539795,0.38426563143730164,0.21215490996837616,0.12393315881490707,0.2274744212627411
exam,0.21858878433704376,0.23621200025081635,0.22628386318683624,0.3009777367115021,0.15750150382518768,0.21787039935588837,0.15408869087696075,0.32346343994140625,0.3009777367115021,1.0000001192092896,0.19862812757492065,0.22176066040992737,0.1705893725156784
will,0.3510494530200958,1.0,0.3401327431201935,0.15488138794898987,0.24651563167572021,0.2450127750635147,0.3635469079017639,0.2411535680294037,0.15488138794898987,0.23621200025081635,0.4925616979598999,0.22254163026809692,0.35046905279159546
be,0.3929833769798279,0.4925616979598999,0.39883795380592346,0.1711660921573639,0.3371641933917999,0.19511356949806213,0.4248143136501312,0.21730928122997284,0.1711660921573639,0.19862812757492065,1.0,0.2761072516441345,0.3324260413646698
board,0.15681391954421997,0.2249276041984558,0.17163047194480896,0.09551861137151718,0.15408030152320862,0.1520206332206726,0.2871673107147217,0.20859570801258087,0.09551861137151718,0.27754876017570496,0.1719553917646408,0.11636144667863846,0.1261475533246994
certified,0.13830743730068207,0.17077913880348206,0.21510609984397888,0.23529484868049622,0.11774442344903946,0.12781374156475067,0.20956426858901978,0.23098142445087433,0.23529484868049622,0.35159367322921753,0.22340697050094604,0.17240305244922638,0.20531779527664185
