,what,field,type,is,usually,chosen,for,super,bowl,games,?
as,0.31749409437179565,0.21304655075073242,0.19307732582092285,0.43216490745544434,0.3335179388523102,0.25148746371269226,0.44774648547172546,0.21450649201869965,0.14539222419261932,0.1949077993631363,0.27043893933296204
is,0.28837618231773376,0.17269009351730347,0.3053323030471802,1.0,0.4230746626853943,0.2044381946325302,0.43268078565597534,0.15390309691429138,0.14233897626399994,0.17599987983703613,0.22961433231830597
customary,0.3171907961368561,0.18212701380252838,0.2076752930879593,0.22576570510864258,0.30147579312324524,0.21972480416297913,0.2259739190340042,0.16291815042495728,0.14833979308605194,0.14745943248271942,0.27931293845176697
for,0.3017193675041199,0.24342265725135803,0.20848464965820312,0.43268078565597534,0.34784460067749023,0.28363165259361267,0.9999999403953552,0.22938419878482819,0.24430087208747864,0.2952845096588135,0.264628142118454
super,0.13651713728904724,0.1592533439397812,0.15189579129219055,0.15390309691429138,0.09944938868284225,0.17196115851402283,0.22938419878482819,1.0000001192092896,0.4848237931728363,0.3565964996814728,0.166326642036438
bowl,0.15942467749118805,0.15438513457775116,0.12038030475378036,0.14233897626399994,0.20486916601657867,0.17946423590183258,0.24430087208747864,0.4848237931728363,1.0,0.2931278944015503,0.21118052303791046
games,0.1820194572210312,0.23703651130199432,0.14112049341201782,0.17599987983703613,0.17355260252952576,0.2263762503862381,0.2952845096588135,0.3565964996814728,0.2931278944015503,1.0000001192092896,0.1360001415014267
played,0.14831039309501648,0.16662807762622833,0.03102201595902443,0.2258751392364502,0.11963255703449249,0.2565632164478302,0.31373727321624756,0.21511296927928925,0.19033360481262207,0.39873480796813965,0.14096300303936005
at,0.2838611304759979,0.190035879611969,0.15147243440151215,0.25906258821487427,0.21524086594581604,0.14980661869049072,0.34237727522850037,0.11449114978313446,0.2709662914276123,0.23006781935691833,0.21978627145290375
natural,0.15666867792606354,0.22582797706127167,0.068992480635643,0.24589021503925323,0.17838937044143677,0.2177133709192276,0.20802545547485352,0.017671018838882446,0.12008339911699295,0.1654583364725113,0.16155436635017395
grass,0.1307278871536255,0.29531729221343994,0.17873713374137878,0.1821775734424591,0.2863544523715973,0.16878871619701385,0.23346248269081116,0.11269902437925339,0.2336098551750183,0.17160271108150482,0.12344902008771896
stadiums,0.1592150628566742,0.3018037974834442,0.11127918213605881,0.24919599294662476,0.23369646072387695,0.22392058372497559,0.27828773856163025,0.1739373505115509,0.2768748998641968,0.4230119585990906,0.11989521980285645
",",0.3087472915649414,0.27645614743232727,0.1804078221321106,0.4691906273365021,0.21946179866790771,0.20892350375652313,0.4464869201183319,0.22322475910186768,0.1810409277677536,0.2778109014034271,0.31091248989105225
the,0.42745697498321533,0.2105809599161148,0.21819381415843964,0.5823672413825989,0.36782920360565186,0.32853078842163086,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.2676136791706085,0.22068053483963013
nfl,0.12579965591430664,0.1883016675710678,0.03678975626826286,0.12479410320520401,0.14280571043491364,0.18813775479793549,0.23749186098575592,0.319060355424881,0.48354101181030273,0.3467232584953308,0.10610254108905792
re-sodded,0.24762454628944397,0.15449942648410797,0.1220908910036087,0.19239287078380585,0.2910090684890747,0.2684088945388794,0.2840079665184021,0.23613111674785614,0.28550440073013306,0.22255298495292664,0.2500745952129364
the,0.42745697498321533,0.2105809599161148,0.21819381415843964,0.5823672413825989,0.36782920360565186,0.32853078842163086,0.4739971458911896,0.21959073841571808,0.21576224267482758,0.2676136791706085,0.22068053483963013
field,0.1825202852487564,1.0,0.19923466444015503,0.17269009351730347,0.15064845979213715,0.12230794876813889,0.24342265725135803,0.1592533439397812,0.15438513457775116,0.23703651130199432,0.11279727518558502
with,0.2464839518070221,0.15400348603725433,0.1964726597070694,0.3250955045223236,0.3430865705013275,0.1717683970928192,0.39140474796295166,0.1518537551164627,0.18353787064552307,0.23660777509212494,0.2433311939239502
a,0.3320399522781372,0.2030690312385559,0.3813284635543823,0.658733606338501,0.46690207719802856,0.26963019371032715,0.44038116931915283,0.26005712151527405,0.19533146917819977,0.19753754138946533,0.23916715383529663
new,0.2130378633737564,0.11123427003622055,0.20896777510643005,0.2208656519651413,0.14530301094055176,0.2557712495326996,0.2700757384300232,0.2769954204559326,0.1471257209777832,0.173325777053833,0.14782847464084625
playing,0.1880110800266266,0.17465682327747345,0.04034231975674629,0.21237912774085999,0.17304667830467224,0.21573109924793243,0.3546140491962433,0.14963796734809875,0.11901324987411499,0.44916588068008423,0.1513366848230362
surface,0.23580394685268402,0.27078428864479065,0.2185751497745514,0.29345643520355225,0.29059869050979614,0.06929874420166016,0.17463307082653046,0.1541283130645752,0.16867907345294952,0.15111345052719116,0.14613434672355652
;,0.10986888408660889,-0.016989825293421745,-0.004756918177008629,0.05324986204504967,-0.012397957034409046,-0.046109918504953384,0.0293948445469141,0.0580664724111557,0.03451862558722496,0.056011904031038284,0.10349778085947037
a,0.3320399522781372,0.2030690312385559,0.3813284635543823,0.658733606338501,0.46690207719802856,0.26963019371032715,0.44038116931915283,0.26005712151527405,0.19533146917819977,0.19753754138946533,0.23916715383529663
hybrid,0.11194796860218048,0.19807501137256622,0.3419671654701233,0.16231705248355865,0.25013262033462524,0.10525082796812057,0.16053390502929688,0.15194612741470337,0.11064152419567108,0.19718828797340393,0.12404834479093552
bermuda,0.14449000358581543,0.17539438605308533,0.11612270027399063,0.18013432621955872,0.16115985810756683,0.10539165139198303,0.16138552129268646,0.1028924509882927,0.10321264714002609,0.2240448147058487,0.12929651141166687
419,0.02194921299815178,0.014212913811206818,0.18914031982421875,0.030090738087892532,0.12836480140686035,-0.052226290106773376,-0.08641128987073898,0.0931352972984314,-0.059009525924921036,0.017185302451252937,0.0011153079103678465
turf,0.16994749009609222,0.22418086230754852,0.14719457924365997,0.20843768119812012,0.2951529026031494,0.14367909729480743,0.20793719589710236,0.2351023554801941,0.264580100774765,0.2579078674316406,0.11744038760662079
.,0.3567904531955719,0.23224417865276337,0.23195341229438782,0.4569662809371948,0.28580138087272644,0.242553249001503,0.4726039469242096,0.2757420241832733,0.21516893804073334,0.27173087000846863,0.4130953550338745
