,from,what,pad,was,apollo,5,launched,from,?
apollo,0.14872027933597565,0.13561789691448212,0.2642946243286133,0.2306441366672516,0.9999999403953552,0.05715285241603851,0.3553087115287781,0.14872027933597565,0.191528782248497
5,0.10255791991949081,0.09269922226667404,0.10690951347351074,-0.020029501989483833,0.05715285241603851,1.0000001192092896,0.1592806726694107,0.10255791991949081,0.06222071498632431
(,0.25806233286857605,0.2411840260028839,0.17972202599048615,0.2980341613292694,0.14281296730041504,0.08196216076612473,0.1428520232439041,0.25806233286857605,0.40561532974243164
as-204,0.09747043251991272,0.11720815300941467,0.06166703626513481,0.12804090976715088,0.18179044127464294,0.06383781880140305,0.20408278703689575,0.09747043251991272,0.19829250872135162
),0.2672361731529236,0.26259949803352356,0.20616327226161957,0.3267642855644226,0.15640953183174133,0.08786662667989731,0.14827841520309448,0.2672361731529236,0.42300865054130554
was,0.31171464920043945,0.22111038863658905,0.11828822642564774,1.0000001192092896,0.2306441366672516,-0.020029501989483833,0.28489428758621216,0.31171464920043945,0.18412111699581146
the,0.40150508284568787,0.42745697498321533,0.1643100380897522,0.48711544275283813,0.2169172167778015,0.09255307912826538,0.2547066807746887,0.40150508284568787,0.22068053483963013
first,0.23348960280418396,0.28086137771606445,0.13159847259521484,0.5022147297859192,0.21067003905773163,0.07577285170555115,0.30769190192222595,0.23348960280418396,0.18701928853988647
unmanned,0.18420740962028503,0.15572723746299744,0.2909257113933563,0.24815437197685242,0.5029870271682739,0.07385334372520447,0.48237356543540955,0.18420740962028503,0.20850330591201782
test,0.07890774309635162,0.2596650719642639,0.19598786532878876,0.13941486179828644,0.3095526397228241,0.0419338084757328,0.25046366453170776,0.07890774309635162,0.19832737743854523
flight,0.1899552047252655,0.17794598639011383,0.20698179304599762,0.19139665365219116,0.31322264671325684,0.04373797029256821,0.26627299189567566,0.1899552047252655,0.20568472146987915
of,0.4249346852302551,0.33290785551071167,0.10887265205383301,0.4069072902202606,0.1786269098520279,0.1043979674577713,0.20039688050746918,0.4249346852302551,0.1826142966747284
lm,0.11234964430332184,0.22412168979644775,0.21689563989639282,0.14216841757297516,0.36199986934661865,0.034124236553907394,0.2498304396867752,0.11234964430332184,0.2270602136850357
in,0.4274188280105591,0.30808621644973755,0.12771014869213104,0.45514053106307983,0.1461767554283142,0.0862177163362503,0.18876992166042328,0.4274188280105591,0.20430970191955566
earth,0.1997482180595398,0.25883176922798157,0.14866922795772552,0.18661361932754517,0.3316074311733246,0.013934006914496422,0.20919367671012878,0.1997482180595398,0.17717236280441284
orbit,0.1674075424671173,0.19471463561058044,0.23864997923374176,0.1862146407365799,0.4154411554336548,0.07796632498502731,0.3634789288043976,0.1674075424671173,0.16621392965316772
",",0.39760664105415344,0.3087472915649414,0.21565213799476624,0.45456063747406006,0.19808128476142883,0.10738879442214966,0.222664475440979,0.39760664105415344,0.31091248989105225
launched,0.18379946053028107,0.1668553501367569,0.2550865709781647,0.28489428758621216,0.3553087115287781,0.1592806726694107,1.0,0.18379946053028107,0.1803835779428482
from,1.0,0.2737620174884796,0.21148397028446198,0.31171464920043945,0.14872027933597565,0.10255791991949081,0.18379946053028107,1.0,0.19969791173934937
pad,0.21148397028446198,0.1816636025905609,0.9999999403953552,0.11828822642564774,0.2642946243286133,0.10690951347351074,0.2550865709781647,0.21148397028446198,0.20716224610805511
37,0.05707450956106186,0.09167405962944031,-0.07432805001735687,0.07334044575691223,-0.07406914979219437,-0.06514953821897507,0.0955030769109726,0.05707450956106186,0.08108238875865936
on,0.36926645040512085,0.34226128458976746,0.2336558848619461,0.3909217119216919,0.16069947183132172,0.1658337414264679,0.3055371642112732,0.36926645040512085,0.2714994251728058
january,0.20058557391166687,0.19257698953151703,0.13114683330059052,0.3933098316192627,0.15597297251224518,0.07251766324043274,0.20683793723583221,0.20058557391166687,0.28608936071395874
22,0.018299942836165428,0.02076123282313347,0.046479806303977966,-0.00688961474224925,-0.005816655233502388,-0.014009380713105202,0.041614435613155365,0.018299942836165428,0.06663474440574646
",",0.39760664105415344,0.3087472915649414,0.21565213799476624,0.45456063747406006,0.19808128476142883,0.10738879442214966,0.222664475440979,0.39760664105415344,0.31091248989105225
1968,0.09268874675035477,-0.07854823768138885,0.025700049474835396,0.07066072523593903,0.011808952316641808,-0.029778718948364258,-0.05846363306045532,0.09268874675035477,-0.08543776720762253
",",0.39760664105415344,0.3087472915649414,0.21565213799476624,0.45456063747406006,0.19808128476142883,0.10738879442214966,0.222664475440979,0.39760664105415344,0.31091248989105225
by,0.3373257517814636,0.2455483376979828,0.1066884994506836,0.4752357602119446,0.1803566962480545,0.08931587636470795,0.2140791118144989,0.3373257517814636,0.17966607213020325
the,0.40150508284568787,0.42745697498321533,0.1643100380897522,0.48711544275283813,0.2169172167778015,0.09255307912826538,0.2547066807746887,0.40150508284568787,0.22068053483963013
saturn,0.1716071367263794,0.12153393030166626,0.18528661131858826,0.24932558834552765,0.391809344291687,-0.021253349259495735,0.318340003490448,0.1716071367263794,0.1619711071252823
ib,0.15797246992588043,0.13645219802856445,0.19518879055976868,0.12603223323822021,0.2265557199716568,0.10138192027807236,0.2344895899295807,0.15797246992588043,0.23230938613414764
that,0.3477667272090912,0.6297725439071655,0.17870990931987762,0.33670201897621155,0.2014923095703125,0.06977073848247528,0.20961794257164001,0.3477667272090912,0.32716336846351624
would,0.26231399178504944,0.45766422152519226,0.13605137169361115,0.41663143038749695,0.20719991624355316,0.02515469864010811,0.2403191328048706,0.26231399178504944,0.37178951501846313
have,0.30702701210975647,0.39808809757232666,0.2073507308959961,0.2863433063030243,0.14258214831352234,0.023788409307599068,0.121570885181427,0.30702701210975647,0.32991164922714233
been,0.27624839544296265,0.2567804455757141,0.15577243268489838,0.518218457698822,0.17597146332263947,-0.014480517245829105,0.22270165383815765,0.27624839544296265,0.24354910850524902
used,0.25821518898010254,0.27546408772468567,0.17141495645046234,0.23679393529891968,0.1717020720243454,0.1745712161064148,0.273776113986969,0.25821518898010254,0.22430120408535004
for,0.314039945602417,0.3017193675041199,0.19413946568965912,0.3863949179649353,0.18462510406970978,0.06971735507249832,0.19341714680194855,0.314039945602417,0.264628142118454
apollo,0.14872027933597565,0.13561789691448212,0.2642946243286133,0.2306441366672516,0.9999999403953552,0.05715285241603851,0.3553087115287781,0.14872027933597565,0.191528782248497
1,-0.06897146999835968,-0.21266892552375793,-0.14128448069095612,-0.2275921255350113,-0.17533797025680542,0.05134546756744385,-0.10580318421125412,-0.06897146999835968,-0.249979168176651
.,0.41536515951156616,0.3567904531955719,0.19340813159942627,0.40146201848983765,0.22384987771511078,0.1139165610074997,0.21241185069084167,0.41536515951156616,0.4130953550338745
