,outside,of,livestock,",",what,else,was,considered,a,major,industry,in,the,agriculture,regions,?
in,0.4191201329231262,0.5696388483047485,0.25368136167526245,0.5201468467712402,0.30808621644973755,0.22759012877941132,0.45514053106307983,0.28591203689575195,0.539380669593811,0.3249945342540741,0.2675124704837799,1.0,0.6662389636039734,0.28221622109413147,0.3232547640800476,0.20430970191955566
one,0.2986810505390167,0.4999135136604309,0.17853032052516937,0.3696635365486145,0.376489520072937,0.2617265284061432,0.3752199709415436,0.4084182679653168,0.4910551905632019,0.26091840863227844,0.1840222030878067,0.4129433035850525,0.5514441132545471,0.15632592141628265,0.2787635922431946,0.2673267424106598
of,0.2973117530345917,1.0,0.22532570362091064,0.4946078956127167,0.33290785551071167,0.1318979412317276,0.4069072902202606,0.4190242290496826,0.5052502155303955,0.2641255557537079,0.27385562658309937,0.5696388483047485,0.733189046382904,0.3250654935836792,0.3694140613079071,0.1826142966747284
the,0.3879719078540802,0.733189046382904,0.23593823611736298,0.4933079481124878,0.42745697498321533,0.19370581209659576,0.48711544275283813,0.4028765559196472,0.5829201340675354,0.31775903701782227,0.26942890882492065,0.6662389636039734,1.0,0.29133129119873047,0.36158451437950134,0.22068053483963013
richest,0.17666490375995636,0.3122171461582184,0.29165977239608765,0.2780846655368805,0.15347081422805786,0.12572219967842102,0.2748122215270996,0.31763148307800293,0.19698546826839447,0.1603144109249115,0.2701372504234314,0.2720588445663452,0.27766263484954834,0.2174951583147049,0.21499308943748474,0.15691500902175903
agricultural,0.1420714557170868,0.3318701386451721,0.5554424524307251,0.31311511993408203,0.17047324776649475,0.09261340647935867,0.22188784182071686,0.24451392889022827,0.24095723032951355,0.22059066593647003,0.4360383152961731,0.2751860022544861,0.2716485559940338,0.8810046911239624,0.2968222200870514,0.0713675245642662
regions,0.3060830533504486,0.3694140613079071,0.2227891981601715,0.26776278018951416,0.22129066288471222,0.13452346622943878,0.1446027308702469,0.19463327527046204,0.21088102459907532,0.20609965920448303,0.2002216875553131,0.3232547640800476,0.36158451437950134,0.27336782217025757,1.0,0.11608363687992096
in,0.4191201329231262,0.5696388483047485,0.25368136167526245,0.5201468467712402,0.30808621644973755,0.22759012877941132,0.45514053106307983,0.28591203689575195,0.539380669593811,0.3249945342540741,0.2675124704837799,1.0,0.6662389636039734,0.28221622109413147,0.3232547640800476,0.20430970191955566
the,0.3879719078540802,0.733189046382904,0.23593823611736298,0.4933079481124878,0.42745697498321533,0.19370581209659576,0.48711544275283813,0.4028765559196472,0.5829201340675354,0.31775903701782227,0.26942890882492065,0.6662389636039734,1.0,0.29133129119873047,0.36158451437950134,0.22068053483963013
u.s.,-0.029146509245038033,0.011562774889171124,0.04152015224099159,0.030410487204790115,0.11178889125585556,0.08811595290899277,0.06837434321641922,-0.04650811478495598,0.0347411222755909,0.01376468688249588,-0.0943698137998581,-0.003064807504415512,0.06592652946710587,-0.08994951099157333,-0.0008352486183866858,0.07886100560426712
",",0.2726076543331146,0.4946078956127167,0.2430344521999359,1.0000001192092896,0.3087472915649414,0.2643522322177887,0.45456063747406006,0.32932984828948975,0.427140474319458,0.29355156421661377,0.24502649903297424,0.5201468467712402,0.4933079481124878,0.30305367708206177,0.26776278018951416,0.31091248989105225
cattle,0.1266849786043167,0.2318044900894165,0.6108009219169617,0.27650022506713867,0.1848948746919632,0.14374126493930817,0.1990465223789215,0.155241921544075,0.2421988844871521,0.19347219169139862,0.26300764083862305,0.24646858870983124,0.2538938522338867,0.46748262643814087,0.2828247845172882,0.17239461839199066
and,0.31803378462791443,0.5116966962814331,0.25556084513664246,0.6633074283599854,0.31309178471565247,0.2664144039154053,0.3740963041782379,0.3359341621398926,0.3739250600337982,0.29795366525650024,0.2615980803966522,0.4954058527946472,0.5171257257461548,0.2700258493423462,0.30318012833595276,0.20544172823429108
citrus,0.17051063477993011,0.2622322142124176,0.3789626955986023,0.2827756106853485,0.13097022473812103,0.11392602324485779,0.2231164574623108,0.26913297176361084,0.24858282506465912,0.23296567797660828,0.2501203715801239,0.23122945427894592,0.2250838726758957,0.35768958926200867,0.28096261620521545,0.03389320522546768
were,0.22631162405014038,0.34038281440734863,0.2875291407108307,0.36755475401878357,0.22298263013362885,0.11256949603557587,0.590133786201477,0.2681999206542969,0.17203083634376526,0.17227254807949066,0.16971226036548615,0.3815755248069763,0.3906462490558624,0.1785433441400528,0.21177682280540466,0.17890112102031708
major,0.1625823825597763,0.2641255557537079,0.15226827561855316,0.29355156421661377,0.21026742458343506,0.15073253214359283,0.20676274597644806,0.2250816822052002,0.22990699112415314,0.9999998807907104,0.1881316751241684,0.3249945342540741,0.31775903701782227,0.20547038316726685,0.20609965920448303,0.19788557291030884
industries,0.09832167625427246,0.21479150652885437,0.4317566454410553,0.26795855164527893,0.14086507260799408,0.12620095908641815,0.22566542029380798,0.14431796967983246,0.25746357440948486,0.25343096256256104,0.7104026079177856,0.23704054951667786,0.21923162043094635,0.5383756756782532,0.22805361449718475,0.13979145884513855
until,0.2537650763988495,0.2787701487541199,0.18272975087165833,0.2947838604450226,0.2693650424480438,0.2159050852060318,0.43126991391181946,0.16318358480930328,0.2314814180135727,0.1658858060836792,0.15421219170093536,0.38338494300842285,0.37191009521484375,0.2042814940214157,0.18965153396129608,0.20304496586322784
farmlands,0.27950239181518555,0.33462822437286377,0.5330539345741272,0.3042207956314087,0.17347118258476257,0.18275171518325806,0.19224309921264648,0.21303346753120422,0.2549690008163452,0.18535973131656647,0.25533178448677063,0.3483215272426605,0.3242723047733307,0.4900301694869995,0.3904789984226227,0.11519775539636612
were,0.22631162405014038,0.34038281440734863,0.2875291407108307,0.36755475401878357,0.22298263013362885,0.11256949603557587,0.590133786201477,0.2681999206542969,0.17203083634376526,0.17227254807949066,0.16971226036548615,0.3815755248069763,0.3906462490558624,0.1785433441400528,0.21177682280540466,0.17890112102031708
turned,0.1578362137079239,0.27018553018569946,0.20241154730319977,0.321188747882843,0.22427117824554443,0.14644195139408112,0.3994938135147095,0.2736203372478485,0.32632166147232056,0.18346545100212097,0.1763143390417099,0.2571444809436798,0.3414173722267151,0.2123829424381256,0.1272200644016266,0.130948007106781
into,0.32923445105552673,0.32255905866622925,0.16355296969413757,0.2826121151447296,0.2180619090795517,0.16849380731582642,0.2322220653295517,0.16458778083324432,0.3461161255836487,0.19816605746746063,0.15698549151420593,0.38021373748779297,0.39493247866630554,0.11827665567398071,0.32128283381462097,0.15662476420402527
suburbs,0.24856480956077576,0.2319147288799286,0.198980450630188,0.25310659408569336,0.14620864391326904,0.10802054405212402,0.2162325084209442,0.15512685477733612,0.1635449379682541,0.20854969322681427,0.18530631065368652,0.2863102853298187,0.22660650312900543,0.2212049663066864,0.24346831440925598,0.07569191604852676
.,0.28971612453460693,0.5352458953857422,0.26503217220306396,0.6812511086463928,0.3567904531955719,0.30548352003097534,0.40146201848983765,0.29356086254119873,0.50484299659729,0.3054012954235077,0.24857841432094574,0.5591574311256409,0.5934505462646484,0.29099151492118835,0.25618889927864075,0.4130953550338745
