,what,is,an,alternate,way,to,make,starch,?
alternatively,0.1933564394712448,0.3503735363483429,0.26205193996429443,0.6459358334541321,0.33526092767715454,0.31907644867897034,0.3155921995639801,0.26989683508872986,0.22392337024211884
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.23518507182598114,0.2861018478870392,0.44245919585227966,0.324553906917572,0.2539854049682617,0.31091248989105225
glucose,0.2301807850599289,0.2381594181060791,0.1328345090150833,0.18478098511695862,0.2688593566417694,0.2425641268491745,0.27170684933662415,0.6203662157058716,0.2202759087085724
monomers,0.24858497083187103,0.27830955386161804,0.13941590487957,0.16014446318149567,0.37984633445739746,0.29638680815696716,0.39385786652565,0.47083115577697754,0.1454804539680481
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.1614992916584015,0.30444321036338806,0.45010748505592346,0.268858402967453,0.22129224240779877,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.2994726002216339,0.36217406392097473,0.535392165184021,0.3146495521068573,0.25495320558547974,0.22068053483963013
chloroplast,0.23505516350269318,0.20798198878765106,0.15494126081466675,0.17781923711299896,0.2754415273666382,0.22531428933143616,0.2420944720506668,0.58415687084198,0.12532055377960205
can,0.34502777457237244,0.44256699085235596,0.23671309649944305,0.26806145906448364,0.4469449520111084,0.4979398250579834,0.4845520555973053,0.3553079664707184,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.33041056990623474,0.30354204773902893,0.4511762857437134,0.4972836375236511,0.4759829044342041,0.3314809203147888,0.3324260413646698
linked,0.2771798372268677,0.2245381623506546,0.2170298844575882,0.22846411168575287,0.23114153742790222,0.25303661823272705,0.23437947034835815,0.17801587283611298,0.22991526126861572
together,0.22179445624351501,0.1995578110218048,0.13278141617774963,0.08383245021104813,0.29588615894317627,0.33225905895233154,0.3082868754863739,0.23389507830142975,0.1690303236246109
to,0.455847829580307,0.42745086550712585,0.3138085603713989,0.24006514251232147,0.4772548973560333,1.0,0.497876912355423,0.25500980019569397,0.29463258385658264
make,0.3792211413383484,0.3331545889377594,0.17815372347831726,0.22442908585071564,0.4440181851387024,0.497876912355423,1.0000001192092896,0.349870502948761,0.28314751386642456
starch,0.23971526324748993,0.21072232723236084,0.16610108315944672,0.20927794277668,0.32249876856803894,0.25500980019569397,0.349870502948761,1.0000001192092896,0.1948019117116928
",",0.3087472915649414,0.4691906273365021,0.3581022024154663,0.23518507182598114,0.2861018478870392,0.44245919585227966,0.324553906917572,0.2539854049682617,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.3611921966075897,0.2983669936656952,0.4262211322784424,0.5345056653022766,0.4280063211917877,0.35283997654914856,0.25814583897590637
accumulates,0.23905538022518158,0.28575366735458374,0.2694360315799713,0.27065980434417725,0.20811012387275696,0.24873025715351105,0.33886924386024475,0.4186803698539734,0.16880880296230316
into,0.2180619090795517,0.2619607150554657,0.2105669528245926,0.19131939113140106,0.3358938694000244,0.38810545206069946,0.3341430723667145,0.29304951429367065,0.15662476420402527
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.2994726002216339,0.36217406392097473,0.535392165184021,0.3146495521068573,0.25495320558547974,0.22068053483963013
starch,0.23971526324748993,0.21072232723236084,0.16610108315944672,0.20927794277668,0.32249876856803894,0.25500980019569397,0.349870502948761,1.0000001192092896,0.1948019117116928
grains,0.22209185361862183,0.26520639657974243,0.08849626034498215,0.17492450773715973,0.24740377068519592,0.23856495320796967,0.2732752561569214,0.6076793074607849,0.15261265635490417
found,0.1796332150697708,0.3526395261287689,0.11655625700950623,0.05195723846554756,0.20652781426906586,0.25225648283958435,0.211617112159729,0.24122977256774902,0.16790300607681274
in,0.30808621644973755,0.5394441485404968,0.2605783939361572,0.1614992916584015,0.30444321036338806,0.45010748505592346,0.268858402967453,0.22129224240779877,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.2994726002216339,0.36217406392097473,0.535392165184021,0.3146495521068573,0.25495320558547974,0.22068053483963013
chloroplast,0.23505516350269318,0.20798198878765106,0.15494126081466675,0.17781923711299896,0.2754415273666382,0.22531428933143616,0.2420944720506668,0.58415687084198,0.12532055377960205
.,0.3567904531955719,0.4569662809371948,0.3581749200820923,0.2329867035150528,0.33520638942718506,0.4645031690597534,0.3547073304653168,0.29690173268318176,0.4130953550338745
