,when,was,a,patent-sharing,agreement,signed,between,westinghouse,electric,and,general,electric,?
although,0.3650384247303009,0.3711436688899994,0.29747897386550903,0.23343804478645325,0.1443907916545868,0.21043074131011963,0.25702881813049316,0.25136154890060425,0.15614525973796844,0.334905743598938,0.1774086058139801,0.15614525973796844,0.15541206300258636
a,0.44397395849227905,0.4508470594882965,1.0,0.31100982427597046,0.203191339969635,0.20831720530986786,0.29385313391685486,0.25513118505477905,0.24061402678489685,0.3739250600337982,0.2157215178012848,0.24061402678489685,0.23916715383529663
patent-sharing,0.261793315410614,0.21442924439907074,0.31100982427597046,1.0000001192092896,0.28771084547042847,0.25588321685791016,0.22396206855773926,0.47651568055152893,0.2797536253929138,0.2441818118095398,0.2365637570619583,0.2797536253929138,0.2002716362476349
agreement,0.23616954684257507,0.23975293338298798,0.203191339969635,0.28771084547042847,1.0,0.5602117776870728,0.3914865255355835,0.2030821144580841,0.08372066169977188,0.22375741600990295,0.24396008253097534,0.08372066169977188,0.15830197930335999
was,0.37326499819755554,1.0000001192092896,0.4508470594882965,0.21442924439907074,0.23975293338298798,0.2625274360179901,0.24048170447349548,0.30702054500579834,0.17723047733306885,0.3740963041782379,0.2445744127035141,0.17723047733306885,0.18412111699581146
signed,0.18414242565631866,0.2625274360179901,0.20831720530986786,0.25588321685791016,0.5602117776870728,1.0000001192092896,0.25932812690734863,0.21546973288059235,0.08113142102956772,0.19545502960681915,0.10713169723749161,0.08113142102956772,0.14003296196460724
between,0.38258615136146545,0.24048170447349548,0.29385313391685486,0.22396206855773926,0.3914865255355835,0.25932812690734863,0.9999999403953552,0.18826159834861755,0.20817521214485168,0.40645647048950195,0.12909778952598572,0.20817521214485168,0.12887074053287506
the,0.5091903209686279,0.48711544275283813,0.5829201340675354,0.26514559984207153,0.2490699142217636,0.20675969123840332,0.39067012071609497,0.3101098835468292,0.21345196664333344,0.5171257257461548,0.28634732961654663,0.21345196664333344,0.22068053483963013
two,0.3743424117565155,0.27166637778282166,0.3289857804775238,0.21421527862548828,0.21460393071174622,0.18883827328681946,0.4709945023059845,0.2531058192253113,0.18613938987255096,0.4671151638031006,0.20819194614887238,0.18613938987255096,0.19645625352859497
companies,0.16661736369132996,0.1954081952571869,0.24875247478485107,0.38747408986091614,0.2539185881614685,0.15119005739688873,0.1563539057970047,0.31672731041908264,0.23015250265598297,0.2527635991573334,0.1937018781900406,0.23015250265598297,0.14365637302398682
in,0.4431333839893341,0.45514053106307983,0.539380669593811,0.26447394490242004,0.20350398123264313,0.21830837428569794,0.41100412607192993,0.2579890191555023,0.19779469072818756,0.4954058527946472,0.259066641330719,0.19779469072818756,0.20430970191955566
1896,0.2624363303184509,0.22174249589443207,0.22232630848884583,0.15422920882701874,-0.002011906588450074,0.08020829409360886,0.13828232884407043,0.26912859082221985,0.1885966658592224,0.2577982544898987,0.004248795099556446,0.1885966658592224,0.05348491296172142
westinghouse,0.19033551216125488,0.30702054500579834,0.25513118505477905,0.47651568055152893,0.2030821144580841,0.21546973288059235,0.18826159834861755,0.9999999403953552,0.4146316647529602,0.2865493595600128,0.2298063188791275,0.4146316647529602,0.17307911813259125
was,0.37326499819755554,1.0000001192092896,0.4508470594882965,0.21442924439907074,0.23975293338298798,0.2625274360179901,0.24048170447349548,0.30702054500579834,0.17723047733306885,0.3740963041782379,0.2445744127035141,0.17723047733306885,0.18412111699581146
still,0.4688006639480591,0.3328092098236084,0.3478926122188568,0.20232807099819183,0.19576288759708405,0.16831953823566437,0.22431471943855286,0.22018001973628998,0.17728547751903534,0.37647393345832825,0.16989383101463318,0.17728547751903534,0.3039587736129761
cash-strapped,0.4180108904838562,0.29925382137298584,0.31323349475860596,0.29762065410614014,0.16972637176513672,0.20955105125904083,0.20441541075706482,0.2903507649898529,0.2525651752948761,0.3447363078594208,0.13673242926597595,0.2525651752948761,0.15891234576702118
from,0.405669629573822,0.31171464920043945,0.322764128446579,0.2229444682598114,0.17115026712417603,0.1412472426891327,0.3269653618335724,0.2171432226896286,0.1910351812839508,0.3601827025413513,0.1645994782447815,0.1910351812839508,0.19969791173934937
the,0.5091903209686279,0.48711544275283813,0.5829201340675354,0.26514559984207153,0.2490699142217636,0.20675969123840332,0.39067012071609497,0.3101098835468292,0.21345196664333344,0.5171257257461548,0.28634732961654663,0.21345196664333344,0.22068053483963013
financial,0.23070667684078217,0.24977709352970123,0.2513774335384369,0.3897344768047333,0.3205198347568512,0.19795599579811096,0.17771297693252563,0.2653241455554962,0.17781151831150055,0.26681631803512573,0.17541876435279846,0.17781151831150055,0.06444920599460602
warfare,0.15248744189739227,0.22386129200458527,0.2538663148880005,0.2541591227054596,0.1945972442626953,0.14869746565818787,0.17434991896152496,0.24724449217319489,0.16505244374275208,0.2182304859161377,0.16827206313610077,0.16505244374275208,0.1583555042743683
.,0.475719153881073,0.40146201848983765,0.50484299659729,0.30021440982818604,0.20123955607414246,0.2168726921081543,0.30295518040657043,0.3097001910209656,0.23612159490585327,0.588965117931366,0.2929490804672241,0.23612159490585327,0.4130953550338745
