,which,two,importers,claimed,that,under,a,french,competition,law,",",they,were,prevented,from,selling,picon,beer,under,wholesale,price,?
in,0.4840516746044159,0.36463531851768494,0.17952990531921387,0.21382014453411102,0.435920387506485,0.2535393238067627,0.539380669593811,0.22093388438224792,0.26072463393211365,0.24850773811340332,0.5201468467712402,0.4330179989337921,0.3815755248069763,0.23403096199035645,0.4274188280105591,0.2517387568950653,0.18232320249080658,0.26872095465660095,0.2535393238067627,0.2396775633096695,0.2097182273864746,0.20430970191955566
keck,0.26704514026641846,0.2736404836177826,0.06705376505851746,0.15849655866622925,0.27556753158569336,0.15507550537586212,0.27994468808174133,0.13979072868824005,0.10180357098579407,0.1753358542919159,0.27106064558029175,0.21037086844444275,0.22268393635749817,0.24260933697223663,0.19806909561157227,0.1363687813282013,0.30333906412124634,0.14769986271858215,0.15507550537586212,0.1585402935743332,0.18404704332351685,0.20070327818393707
and,0.506277859210968,0.4671151638031006,0.2557157576084137,0.2411240041255951,0.4731321930885315,0.3005301356315613,0.3739250600337982,0.32751965522766113,0.28522542119026184,0.254730761051178,0.6633074283599854,0.5073080658912659,0.42175528407096863,0.2685615122318268,0.3601827025413513,0.2637762427330017,0.25590914487838745,0.20785431563854218,0.3005301356315613,0.26293468475341797,0.24203191697597504,0.20544172823429108
mithouard,0.24735763669013977,0.25651493668556213,0.1258709877729416,0.18282324075698853,0.2159174382686615,0.20196875929832458,0.2932012975215912,0.43892332911491394,0.17089593410491943,0.20124414563179016,0.2861049771308899,0.19900691509246826,0.27237051725387573,0.23525689542293549,0.2563289999961853,0.23860156536102295,0.24477456510066986,0.20993971824645996,0.20196875929832458,0.13582749664783478,0.22210194170475006,0.18452253937721252
two,0.4674137234687805,1.0000001192092896,0.13008294999599457,0.18961821496486664,0.3858162462711334,0.17014911770820618,0.3289857804775238,0.2001475840806961,0.23776733875274658,0.18560174107551575,0.35859420895576477,0.46170496940612793,0.4493520259857178,0.21842670440673828,0.25732070207595825,0.2280724048614502,0.1967758685350418,0.14310869574546814,0.17014911770820618,0.12031867355108261,0.18589314818382263,0.19645625352859497
importers,0.26236388087272644,0.13008294999599457,0.9999998807907104,0.1788770705461502,0.3268742561340332,0.17198920249938965,0.17430298030376434,0.10647889971733093,0.15050457417964935,0.19843792915344238,0.24559186398983002,0.3216150403022766,0.27048459649086,0.17986181378364563,0.19543807208538055,0.2518294155597687,0.33413055539131165,0.27376505732536316,0.17198920249938965,0.44134190678596497,0.23773057758808136,0.3109816610813141
claimed,0.23947973549365997,0.18961821496486664,0.1788770705461502,1.0,0.38060468435287476,0.17458374798297882,0.19752803444862366,0.1834016740322113,0.1406610906124115,0.18586395680904388,0.24827811121940613,0.2693699300289154,0.3098667860031128,0.26720109581947327,0.1974450945854187,0.17262524366378784,0.08410938829183578,0.1055537760257721,0.17458374798297882,0.16002242267131805,0.13748984038829803,0.2083493024110794
that,0.6894589066505432,0.3858162462711334,0.3268742561340332,0.38060468435287476,1.0,0.26447200775146484,0.47537946701049805,0.17619380354881287,0.28371796011924744,0.23277728259563446,0.4137537479400635,0.5710820555686951,0.35517072677612305,0.35548314452171326,0.3477667272090912,0.2632450461387634,0.24335205554962158,0.1698032170534134,0.26447200775146484,0.3237916827201843,0.2150627225637436,0.32716336846351624
their,0.4582767188549042,0.401440292596817,0.2556689381599426,0.23560456931591034,0.4266771972179413,0.24656233191490173,0.29698723554611206,0.18787698447704315,0.21503004431724548,0.17199353873729706,0.3045167922973633,0.7104025483131409,0.43277356028556824,0.2591307461261749,0.3038119673728943,0.2932015657424927,0.14139461517333984,0.14533193409442902,0.24656233191490173,0.23782391846179962,0.13530096411705017,0.1898253709077835
prosecution,0.21678315103054047,0.1965266615152359,0.20981284976005554,0.2970307767391205,0.29210251569747925,0.20959633588790894,0.24904385209083557,0.16536742448806763,0.24806074798107147,0.3747628331184387,0.2385411262512207,0.22097407281398773,0.2743030786514282,0.3167426288127899,0.2032897025346756,0.2166070193052292,0.13091887533664703,0.17004430294036865,0.20959633588790894,0.20924270153045654,0.2198365479707718,0.1901778131723404
