,what,is,student,motivation,about,school,linked,to,?
research,0.237140491604805,0.23478153347969055,0.30321526527404785,0.24187225103378296,0.248089000582695,0.26598575711250305,0.1804729402065277,0.2667310833930969,0.13481977581977844
shows,0.30282244086265564,0.31176671385765076,0.15175198018550873,0.1809672713279724,0.2948949635028839,0.10772012174129486,0.21300265192985535,0.23382455110549927,0.2040930688381195
that,0.6297725439071655,0.3995479643344879,0.24464628100395203,0.3246578872203827,0.4500710964202881,0.2190830111503601,0.3796593248844147,0.5436353087425232,0.32716336846351624
student,0.20548318326473236,0.18911804258823395,1.0000001192092896,0.2838107943534851,0.2126065045595169,0.5531905293464661,0.06710263341665268,0.21220189332962036,0.13282090425491333
motivation,0.3632064461708069,0.22994652390480042,0.2838107943534851,1.0,0.2525213062763214,0.14933031797409058,0.20149686932563782,0.33875536918640137,0.27532052993774414
and,0.31309178471565247,0.3859752118587494,0.2391568422317505,0.27178579568862915,0.3875081241130829,0.2752758264541626,0.2486010193824768,0.48971283435821533,0.20544172823429108
attitudes,0.3611566722393036,0.193880096077919,0.22447730600833893,0.43082547187805176,0.28303536772727966,0.16689373552799225,0.15552665293216705,0.29361692070961,0.19942916929721832
towards,0.281793475151062,0.22460906207561493,0.14665210247039795,0.2667926549911499,0.27179521322250366,0.1325981765985489,0.15057171881198883,0.3675195574760437,0.13023285567760468
school,0.18774057924747467,0.19488026201725006,0.5531905293464661,0.14933031797409058,0.23017577826976776,1.0,0.1409982144832611,0.24496325850486755,0.15091250836849213
are,0.29724663496017456,0.5330929756164551,0.1161111518740654,0.20632421970367432,0.36165615916252136,0.17021894454956055,0.292258620262146,0.3504326641559601,0.24591213464736938
closely,0.24221673607826233,0.23299719393253326,0.13156487047672272,0.1268613338470459,0.2455117553472519,0.08609169721603394,0.30648183822631836,0.34768539667129517,0.08341413736343384
linked,0.2771798372268677,0.2245381623506546,0.06710263341665268,0.20149686932563782,0.2145444005727768,0.1409982144832611,0.9999998807907104,0.25303661823272705,0.22991526126861572
to,0.455847829580307,0.42745086550712585,0.21220189332962036,0.33875536918640137,0.391953706741333,0.24496325850486755,0.25303661823272705,1.0,0.29463258385658264
student-teacher,0.18425625562667847,0.21279849112033844,0.8309183716773987,0.2819996476173401,0.20961661636829376,0.6278356313705444,0.07827810198068619,0.20476655662059784,0.20212146639823914
relationships,0.2712070345878601,0.18813872337341309,0.128643199801445,0.3705086410045624,0.2994660437107086,0.13529466092586517,0.2401425838470459,0.24882912635803223,0.14081478118896484
.,0.3567904531955719,0.4569662809371948,0.20994822680950165,0.2483096718788147,0.42038556933403015,0.24214158952236176,0.23676274716854095,0.4645031690597534,0.4130953550338745
