,what,was,the,building,vacated,twice,to,allow,for,?
this,0.5489566326141357,0.3638818562030792,0.6274310946464539,0.29406365752220154,0.15854580700397491,0.32582882046699524,0.5759071707725525,0.35893285274505615,0.5082864165306091,0.3155723512172699
building,0.23529528081417084,0.237406387925148,0.3159640431404114,0.9999998807907104,0.15306462347507477,0.1323227435350418,0.2658686637878418,0.19038353860378265,0.2644540071487427,0.13549931347370148
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.237406387925148,0.2608534097671509,0.32907354831695557,0.3636345863342285,0.17550189793109894,0.3863949179649353,0.18412111699581146
vacated,0.18217304348945618,0.2608534097671509,0.20967355370521545,0.15306462347507477,1.0000001192092896,0.2658030092716217,0.20208539068698883,0.15436503291130066,0.1968388706445694,0.25061169266700745
twice,0.20608042180538177,0.32907354831695557,0.3638015687465668,0.1323227435350418,0.2658030092716217,1.0,0.28163591027259827,0.18037284910678864,0.3137311041355133,0.16248004138469696
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.2658686637878418,0.20208539068698883,0.28163591027259827,1.0,0.4900954067707062,0.4451248347759247,0.29463258385658264
allow,0.2883041203022003,0.17550189793109894,0.27822166681289673,0.19038353860378265,0.15436503291130066,0.18037284910678864,0.4900954067707062,1.0,0.34999027848243713,0.2042745053768158
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.2644540071487427,0.1968388706445694,0.3137311041355133,0.4451248347759247,0.34999027848243713,0.9999999403953552,0.264628142118454
the,0.42745697498321533,0.48711544275283813,1.0,0.3159640431404114,0.20967355370521545,0.3638015687465668,0.535392165184021,0.27822166681289673,0.4739971458911896,0.22068053483963013
meeting,0.2296355813741684,0.24202010035514832,0.3390691578388214,0.27852293848991394,0.19828559458255768,0.12019531428813934,0.2453547865152359,0.1807318478822708,0.23861375451087952,0.1329771876335144
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.26200541853904724,0.12395207583904266,0.27436208724975586,0.41548454761505127,0.28057926893234253,0.4185989499092102,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.3159640431404114,0.20967355370521545,0.3638015687465668,0.535392165184021,0.27822166681289673,0.4739971458911896,0.22068053483963013
church,0.1944202184677124,0.24960921704769135,0.23846197128295898,0.37474581599235535,0.11652424931526184,0.13596311211585999,0.24439501762390137,0.15094247460365295,0.15542230010032654,0.18081501126289368
's,0.02692362666130066,0.008974763564765453,-0.01540423184633255,0.004743766970932484,-0.05483677238225937,-0.08582408726215363,0.03782717138528824,0.02137329988181591,-0.07241261005401611,-0.023395681753754616
general,0.24928055703639984,0.2445744127035141,0.28634732961654663,0.1898861676454544,0.16844497621059418,0.14818336069583893,0.24755197763442993,0.18525627255439758,0.23497237265110016,0.1972234547138214
assembly,0.21462371945381165,0.2233278602361679,0.2524827718734741,0.2479591965675354,0.13640305399894714,0.121373251080513,0.19874803721904755,0.1902310699224472,0.15736129879951477,0.1488889455795288
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.275610089302063,0.24793198704719543,0.3201225996017456,0.4645031690597534,0.28562283515930176,0.4726039469242096,0.4130953550338745
