,what,did,martin,luther,do,during,1510,to,1520,?
from,0.2737620174884796,0.20248863101005554,0.10372040420770645,0.10716932266950607,0.20424067974090576,0.3186885714530945,0.1619560867547989,0.4069952368736267,0.07581115514039993,0.19969791173934937
1510,0.11676748096942902,0.1910935640335083,0.04122041165828705,0.12195343524217606,0.246429443359375,0.13950687646865845,0.9999999403953552,0.18718789517879486,-0.03043978475034237,0.021771974861621857
to,0.455847829580307,0.4452643394470215,0.1691744029521942,0.18029534816741943,0.38876664638519287,0.2828781306743622,0.18718789517879486,1.0,0.08302489668130875,0.29463258385658264
1520,0.066243477165699,0.15639068186283112,0.22611503303050995,0.25964635610580444,0.06960137188434601,-0.010074589401483536,-0.03043978475034237,0.08302489668130875,1.0,0.1734924167394638
",",0.3087472915649414,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.3283645510673523,0.3225448727607727,0.17279507219791412,0.44245919585227966,0.22411894798278809,0.31091248989105225
luther,0.2134782373905182,0.23667675256729126,0.6228963136672974,1.0,0.10933273285627365,0.18200165033340454,0.12195343524217606,0.18029534816741943,0.25964635610580444,0.1732746809720993
lectured,0.15274780988693237,0.19979393482208252,0.22738713026046753,0.24138246476650238,0.08150418847799301,0.250337690114975,0.12514962255954742,0.13895657658576965,0.15008580684661865,0.09244199842214584
on,0.34226128458976746,0.2670976221561432,0.212642639875412,0.19090485572814941,0.3025321364402771,0.3347817361354828,0.12119011580944061,0.41031414270401,0.07902959734201431,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.30239659547805786,0.4838213622570038,0.28791627287864685,0.535392165184021,0.037181392312049866,0.22068053483963013
psalms,0.2523665428161621,0.20996779203414917,0.1539832204580307,0.30083543062210083,0.2133532464504242,0.15171566605567932,0.12940824031829834,0.16930492222309113,0.1856241524219513,0.2002570480108261
",",0.3087472915649414,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.3283645510673523,0.3225448727607727,0.17279507219791412,0.44245919585227966,0.22411894798278809,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,0.22029393911361694,0.1759674996137619,0.30239659547805786,0.4838213622570038,0.28791627287864685,0.535392165184021,0.037181392312049866,0.22068053483963013
books,0.2542080581188202,0.20507213473320007,0.23176239430904388,0.2571197748184204,0.18745176494121552,0.20870478451251984,0.056137535721063614,0.20019930601119995,0.08473347872495651,0.1897611767053604
of,0.33290785551071167,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.26150479912757874,0.3869180977344513,0.27780580520629883,0.41548454761505127,0.07661939412355423,0.1826142966747284
hebrews,0.2435629665851593,0.20068348944187164,0.10632972419261932,0.19002191722393036,0.2211199551820755,0.13856366276741028,0.1428161859512329,0.29428720474243164,0.3207603096961975,0.1875942051410675
",",0.3087472915649414,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.3283645510673523,0.3225448727607727,0.17279507219791412,0.44245919585227966,0.22411894798278809,0.31091248989105225
romans,0.2494993358850479,0.19964459538459778,0.1620011180639267,0.1621185839176178,0.17985431849956512,0.2409764528274536,0.16822025179862976,0.290703147649765,0.04951652139425278,0.14755459129810333
",",0.3087472915649414,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.3283645510673523,0.3225448727607727,0.17279507219791412,0.44245919585227966,0.22411894798278809,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.2544763386249542,0.20796556770801544,0.276123583316803,0.36462149024009705,0.2397066056728363,0.48971283435821533,0.09650196135044098,0.20544172823429108
galatians,0.1857800930738449,0.14646069705486298,0.13201642036437988,0.19228482246398926,0.1076575294137001,0.1443614661693573,0.18896059691905975,0.15786994993686676,0.12108959257602692,0.17403674125671387
.,0.3567904531955719,0.35288307070732117,0.25235527753829956,0.24907569587230682,0.3613996207714081,0.3485563397407532,0.15407061576843262,0.4645031690597534,0.1826719343662262,0.4130953550338745
