,what,was,the,only,year,that,a,full,series,was,not,filmed,since,2005,?
no,0.339326947927475,0.19955526292324066,0.3461136817932129,0.4522853493690491,0.17495779693126678,0.41830796003341675,0.26280897855758667,0.2467956244945526,0.16125643253326416,0.19955526292324066,0.4487079083919525,0.08309776335954666,0.2869738042354584,0.026580683887004852,0.32165053486824036
full,0.20298334956169128,0.1574539840221405,0.2988807260990143,0.3170132637023926,0.17481876909732819,0.29961732029914856,0.2751905620098114,1.0,0.15071600675582886,0.1574539840221405,0.2846123278141022,0.1625262349843979,0.196821928024292,0.0013679966796189547,0.168479785323143
series,0.17328087985515594,0.2261398285627365,0.31376904249191284,0.23628194630146027,0.2600080966949463,0.24595457315444946,0.23966510593891144,0.15071600675582886,1.0000001192092896,0.2261398285627365,0.21816293895244598,0.29218757152557373,0.22507761418819427,0.04714697599411011,0.1709602326154709
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.36249664425849915,0.3209837079048157,0.33670201897621155,0.4508470594882965,0.1574539840221405,0.2261398285627365,1.0000001192092896,0.2888734042644501,0.28656771779060364,0.4384658932685852,0.11356307566165924,0.18412111699581146
filmed,0.16028854250907898,0.28656771779060364,0.2799699008464813,0.20014220476150513,0.1785856932401657,0.18241506814956665,0.1674877405166626,0.1625262349843979,0.29218757152557373,0.28656771779060364,0.14413553476333618,1.0,0.1722133755683899,-0.010626666247844696,0.12269312888383865
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.42992329597473145,0.3359307050704956,0.435920387506485,0.539380669593811,0.20023053884506226,0.2914260923862457,0.45514053106307983,0.3403114080429077,0.314756840467453,0.4325680434703827,0.009931974112987518,0.20430970191955566
2009,-0.2519478499889374,-0.17510849237442017,-0.23935742676258087,-0.26556262373924255,-0.13903464376926422,-0.29959365725517273,-0.24348297715187073,-0.0361449271440506,-0.025968510657548904,-0.17510849237442017,-0.25455260276794434,-0.011467191390693188,-0.2774164378643036,0.15981486439704895,-0.2287932187318802
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.4220978021621704,0.28560417890548706,0.4137537479400635,0.427140474319458,0.18524548411369324,0.24060699343681335,0.45456063747406006,0.3769696354866028,0.2622336447238922,0.3991432189941406,0.11050146818161011,0.31091248989105225
although,0.24844598770141602,0.3711436688899994,0.3265823423862457,0.4196508824825287,0.20674915611743927,0.4722958207130432,0.29747897386550903,0.18869127333164215,0.17791499197483063,0.3711436688899994,0.4415263533592224,0.18206140398979187,0.31317007541656494,0.06876251846551895,0.15541206300258636
four,0.18057085573673248,0.2866098880767822,0.40344667434692383,0.41876837611198425,0.31289130449295044,0.29253774881362915,0.28236961364746094,0.20367823541164398,0.28210845589637756,0.2866098880767822,0.20821955800056458,0.13786809146404266,0.2985215485095978,-0.03127054497599602,0.14532537758350372
additional,0.20172064006328583,0.10680072009563446,0.2539002597332001,0.3253368139266968,0.17172358930110931,0.2874574661254883,0.21921908855438232,0.3162299394607544,0.20449763536453247,0.10680072009563446,0.2873985469341278,0.19012317061424255,0.20593690872192383,0.016526060178875923,0.24309562146663666
specials,0.21306368708610535,0.22435860335826874,0.2759421467781067,0.22060510516166687,0.21471591293811798,0.25073274970054626,0.28023573756217957,0.17888908088207245,0.4298047423362732,0.22435860335826874,0.1946239173412323,0.3743000626564026,0.20710545778274536,-0.0212111733853817,0.2582153379917145
starring,0.1384143829345703,0.24644622206687927,0.2360517829656601,0.1440606713294983,0.12888653576374054,0.19081087410449982,0.1632450371980667,0.16944853961467743,0.37459900975227356,0.24644622206687927,0.11796613037586212,0.48644930124282837,0.1269247829914093,-0.02298637293279171,0.13022364675998688
david,0.1299152821302414,0.2655363976955414,0.2237231284379959,0.09999547898769379,0.08705317974090576,0.1856834888458252,0.19156141579151154,0.10212690383195877,0.17213322222232819,0.2655363976955414,0.13978083431720734,0.18662969768047333,0.21119524538516998,0.06631095707416534,0.04158485680818558
tennant,0.17013365030288696,0.310945063829422,0.28644976019859314,0.1940271556377411,0.18881620466709137,0.1973104476928711,0.18965129554271698,0.11171916127204895,0.3447248637676239,0.310945063829422,0.13552792370319366,0.3229946792125702,0.14224833250045776,0.06328269094228745,0.09592169523239136
were,0.22298263013362885,0.590133786201477,0.3906462490558624,0.34466472268104553,0.23735305666923523,0.35517072677612305,0.17203083634376526,0.11792276054620743,0.264431357383728,0.590133786201477,0.33318549394607544,0.23667742311954498,0.3373812139034271,0.14405988156795502,0.17890112102031708
made,0.23419176042079926,0.3433256447315216,0.3885267674922943,0.3315940201282501,0.13611415028572083,0.3437977731227875,0.3180864453315735,0.18613019585609436,0.22924946248531342,0.3433256447315216,0.35529249906539917,0.2328634411096573,0.28210437297821045,0.021773038432002068,0.17218779027462006
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.49507418274879456,0.32538118958473206,0.4460422694683075,0.50484299659729,0.23337839543819427,0.3121925890445709,0.40146201848983765,0.4824007451534271,0.2177378088235855,0.431787371635437,0.0678042471408844,0.4130953550338745
