,who,has,criticized,ordering,from,online,pharmacies,that,do,n't,require,prescriptions,?
however,0.4020770490169525,0.3999234735965729,0.4274590015411377,0.3268916606903076,0.33656248450279236,0.22511103749275208,0.2829563319683075,0.6336373090744019,0.39999139308929443,-0.12235043942928314,0.3741294741630554,0.3646014630794525,0.2152075469493866
",",0.3365725874900818,0.3734780251979828,0.20557846128940582,0.2419908344745636,0.39760664105415344,0.1955561488866806,0.2212837040424347,0.4137537479400635,0.3283645510673523,0.11016341298818588,0.20549376308918,0.22580741345882416,0.31091248989105225
this,0.3345087468624115,0.4198763072490692,0.21302561461925507,0.3137633502483368,0.3469814360141754,0.18426042795181274,0.16161175072193146,0.6909449696540833,0.34963881969451904,-0.11459717154502869,0.3386988937854767,0.2867368459701538,0.3155723512172699
practice,0.29065191745758057,0.17502164840698242,0.25178954005241394,0.29143163561820984,0.14830492436885834,0.23558442294597626,0.28357553482055664,0.3368259370326996,0.26808103919029236,0.010439993813633919,0.3592628538608551,0.3212735056877136,0.21386858820915222
has,0.2558172643184662,1.0,0.23147787153720856,0.17064128816127777,0.2621968984603882,0.14979353547096252,0.19095739722251892,0.41272613406181335,0.22084827721118927,-0.0160528514534235,0.22363422811031342,0.11127662658691406,0.15994466841220856
been,0.3295723795890808,0.6162750124931335,0.35453322529792786,0.23360088467597961,0.27624839544296265,0.15147845447063446,0.14002875983715057,0.4152003228664398,0.25179004669189453,0.012277520261704922,0.23375241458415985,0.20888936519622803,0.24354910850524902
criticized,0.19409653544425964,0.23147787153720856,1.0,0.18901516497135162,0.1568938046693802,0.2193078100681305,0.0852348580956459,0.3086950182914734,0.23566538095474243,0.11879300326108932,0.17300650477409363,0.2055385559797287,0.1673501580953598
as,0.3923053741455078,0.351646363735199,0.21631424129009247,0.26349112391471863,0.3251767158508301,0.17307688295841217,0.2112244963645935,0.4735107421875,0.38329678773880005,-0.08284513652324677,0.23686568439006805,0.1938517838716507,0.27043893933296204
potentially,0.22371315956115723,0.31084468960762024,0.28662094473838806,0.31561484932899475,0.2594917416572571,0.23522506654262543,0.20726753771305084,0.4288795590400696,0.2506462633609772,-0.07294951379299164,0.34523218870162964,0.2630273103713989,0.2191503494977951
dangerous,0.26234421133995056,0.16371600329875946,0.2352193146944046,0.1290026307106018,0.186500683426857,0.10881340503692627,0.2196350246667862,0.3597552180290222,0.2908167541027069,-0.12515981495380402,0.3021344840526581,0.3074661195278168,0.18417835235595703
",",0.3365725874900818,0.3734780251979828,0.20557846128940582,0.2419908344745636,0.39760664105415344,0.1955561488866806,0.2212837040424347,0.4137537479400635,0.3283645510673523,0.11016341298818588,0.20549376308918,0.22580741345882416,0.31091248989105225
especially,0.3433115482330322,0.2626020014286041,0.35127222537994385,0.2489672303199768,0.2712631821632385,0.16422030329704285,0.26652511954307556,0.40526580810546875,0.2906690239906311,-0.05647558346390724,0.33113953471183777,0.3375534117221832,0.19751401245594025
by,0.39727845788002014,0.3254803419113159,0.27707549929618835,0.2833593189716339,0.3373257517814636,0.18373072147369385,0.14857017993927002,0.37496164441108704,0.1481526494026184,-0.025093624368309975,0.13001477718353271,0.16356751322746277,0.17966607213020325
those,0.44778117537498474,0.23621691763401031,0.2478243112564087,0.2891604006290436,0.24692396819591522,0.17883634567260742,0.27896976470947266,0.5085503458976746,0.43052518367767334,-0.10901749134063721,0.3653511703014374,0.3951079547405243,0.3328189253807068
who,0.9999998807907104,0.2558172643184662,0.19409653544425964,0.22416919469833374,0.27839982509613037,0.1755371391773224,0.29401692748069763,0.45444270968437195,0.2662210166454315,-0.004320643376559019,0.13131776452064514,0.2510225772857666,0.26220351457595825
feel,0.297542929649353,0.21254506707191467,0.3147156238555908,0.12887436151504517,0.14025132358074188,0.22559642791748047,0.17631174623966217,0.41628018021583557,0.42619383335113525,0.0009142974158748984,0.22331063449382782,0.3422812521457672,0.39212626218795776
that,0.45444270968437195,0.41272613406181335,0.3086950182914734,0.3558320105075836,0.3477667272090912,0.20202763378620148,0.26742786169052124,1.0,0.44533252716064453,-0.130638986825943,0.3625117540359497,0.308658629655838,0.32716336846351624
only,0.4202229380607605,0.4251205623149872,0.20768393576145172,0.2497866302728653,0.32145237922668457,0.24376732110977173,0.27948763966560364,0.6004067063331604,0.36438748240470886,-0.1485416442155838,0.34454345703125,0.31976062059402466,0.2767370045185089
doctors,0.34335678815841675,0.15288016200065613,0.20774494111537933,0.10300533473491669,0.17152954638004303,0.140040323138237,0.4273624122142792,0.30322057008743286,0.2844139635562897,0.03646361082792282,0.18174442648887634,0.4931764304637909,0.19305896759033203
can,0.2602734863758087,0.4103628396987915,0.1480151265859604,0.1841682642698288,0.2516351342201233,0.23413081467151642,0.30782270431518555,0.4522190988063812,0.45775556564331055,-0.13075803220272064,0.46357640624046326,0.4156293272972107,0.3226337134838104
reliably,0.23591206967830658,0.19478845596313477,0.20134557783603668,0.17513418197631836,0.1867501586675644,0.3328564763069153,0.2437278777360916,0.4130111038684845,0.2869330644607544,0.029992343857884407,0.3530019521713257,0.3506574034690857,0.3101709485054016
assess,0.22772526741027832,0.24258288741111755,0.2031300812959671,0.22275051474571228,0.12052898854017258,0.22711455821990967,0.24514247477054596,0.3547878861427307,0.42018982768058777,-0.0053581129759550095,0.4157276749610901,0.3700588345527649,0.30426618456840515
contraindications,0.2662462890148163,0.3304256200790405,0.31060099601745605,0.2995954155921936,0.24377690255641937,0.20373249053955078,0.33000636100769043,0.4401075839996338,0.3327326476573944,0.10539472848176956,0.415922075510025,0.5639594793319702,0.288415789604187
",",0.3365725874900818,0.3734780251979828,0.20557846128940582,0.2419908344745636,0.39760664105415344,0.1955561488866806,0.2212837040424347,0.4137537479400635,0.3283645510673523,0.11016341298818588,0.20549376308918,0.22580741345882416,0.31091248989105225
risk/benefit,0.2771405577659607,0.25527751445770264,0.2830566167831421,0.22842520475387573,0.19816595315933228,0.2760758697986603,0.23997537791728973,0.41472113132476807,0.3619808256626129,-0.07197538018226624,0.3543515205383301,0.3287738859653473,0.32565760612487793
ratios,0.12190806120634079,0.19515210390090942,0.11045967787504196,0.29798513650894165,0.1418474167585373,0.16774676740169525,0.1872774213552475,0.32612112164497375,0.24474401772022247,-0.0673382431268692,0.3361198902130127,0.3288865387439728,0.18215593695640564
",",0.3365725874900818,0.3734780251979828,0.20557846128940582,0.2419908344745636,0.39760664105415344,0.1955561488866806,0.2212837040424347,0.4137537479400635,0.3283645510673523,0.11016341298818588,0.20549376308918,0.22580741345882416,0.31091248989105225
and,0.41279885172843933,0.43716782331466675,0.21213674545288086,0.26512154936790466,0.3601827025413513,0.16058434545993805,0.3083914816379547,0.4731321930885315,0.276123583316803,-0.0602874718606472,0.24569399654865265,0.22024312615394592,0.20544172823429108
an,0.2848317325115204,0.2991473078727722,0.20039595663547516,0.16460280120372772,0.20876385271549225,0.19921766221523285,0.1326616257429123,0.365763783454895,0.25865980982780457,0.07694102823734283,0.18964824080467224,0.1723330318927765,0.19793890416622162
individual,0.30539795756340027,0.28043797612190247,0.17394648492336273,0.2465388923883438,0.21223993599414825,0.1874908059835434,0.20073723793029785,0.3969862163066864,0.2647365629673004,-0.05913499370217323,0.36900046467781067,0.25785812735557556,0.2058374285697937
's,0.05599616840481758,-0.040683966130018234,-0.041429582983255386,-0.026183193549513817,-0.01936490088701248,0.03594027832150459,0.054080091416835785,0.04397977516055107,-0.01994597539305687,-0.06347019225358963,-0.00044138284283690155,0.01380838267505169,-0.023395681753754616
overall,0.16858626902103424,0.21207964420318604,0.18696744740009308,0.11476000398397446,0.16655413806438446,0.09335372596979141,0.15568163990974426,0.24199119210243225,0.17843087017536163,-0.035803500562906265,0.12459546327590942,0.11232282221317291,0.18573027849197388
suitability,0.1704351156949997,0.2710695266723633,0.27777016162872314,0.2317756712436676,0.15971767902374268,0.21299152076244354,0.23784139752388,0.41386765241622925,0.2951914966106415,0.05855739861726761,0.4833903908729553,0.35643190145492554,0.2934708893299103
for,0.37110671401023865,0.450642853975296,0.29010632634162903,0.2381562441587448,0.314039945602417,0.24625372886657715,0.21496844291687012,0.4137635827064514,0.29510271549224854,-0.05512906610965729,0.33956968784332275,0.2428264021873474,0.264628142118454
use,0.2265424281358719,0.2701425552368164,0.22428415715694427,0.25859516859054565,0.28012022376060486,0.20578382909297943,0.2673823833465576,0.3939064145088196,0.4545445144176483,-0.13048261404037476,0.497263103723526,0.40097764134407043,0.32795652747154236
of,0.2827862501144409,0.3909035325050354,0.20767788589000702,0.3317446708679199,0.4249346852302551,0.19929544627666473,0.21392159163951874,0.41498205065727234,0.26150479912757874,-0.021397603675723076,0.20683176815509796,0.21395449340343475,0.1826142966747284
a,0.36608949303627014,0.4670248031616211,0.20204293727874756,0.2618439495563507,0.322764128446579,0.20674628019332886,0.22259847819805145,0.47537946701049805,0.26237669587135315,0.013574101030826569,0.24720792472362518,0.24686101078987122,0.23916715383529663
medication,0.25365403294563293,0.22257481515407562,0.21321557462215424,0.20749130845069885,0.16496488451957703,0.17950735986232758,0.48041579127311707,0.3175073564052582,0.27601927518844604,0.06733438372612,0.3319205939769745,0.6704763174057007,0.2275196760892868
.,0.3541337847709656,0.4105546176433563,0.20633642375469208,0.20476678013801575,0.41536515951156616,0.23714536428451538,0.2382737696170807,0.4460422694683075,0.3613996207714081,0.01884327083826065,0.21465444564819336,0.2250182032585144,0.4130953550338745
