,what,do,wages,work,in,the,same,way,as,for,any,other,good,?
wages,0.20351257920265198,0.18496131896972656,1.0,0.3667152523994446,0.16484716534614563,0.15546856820583344,0.2159387767314911,0.2637841999530792,0.20887167751789093,0.28834453225135803,0.26566970348358154,0.21588432788848877,0.26276925206184387,0.19884631037712097
work,0.3762225806713104,0.3533625304698944,0.3667152523994446,1.0,0.2753349542617798,0.2704800069332123,0.27608993649482727,0.3709937036037445,0.32418152689933777,0.4087657630443573,0.3439599275588989,0.29067906737327576,0.3610139489173889,0.2621155381202698
in,0.30808621644973755,0.23402775824069977,0.16484716534614563,0.2753349542617798,1.0,0.6662389636039734,0.3692481815814972,0.30444321036338806,0.3887844979763031,0.4322226941585541,0.3135753571987152,0.39989137649536133,0.2152448445558548,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,0.15546856820583344,0.2704800069332123,0.6662389636039734,1.0,0.4583131968975067,0.36217406392097473,0.48381632566452026,0.4739971458911896,0.4525727927684784,0.44152235984802246,0.2735973596572876,0.22068053483963013
same,0.3764382302761078,0.3155553936958313,0.2159387767314911,0.27608993649482727,0.3692481815814972,0.4583131968975067,1.0,0.3350374400615692,0.3727807104587555,0.31941699981689453,0.4279707968235016,0.44757193326950073,0.36033663153648376,0.22649677097797394
way,0.4835909903049469,0.3526575565338135,0.2637841999530792,0.3709937036037445,0.30444321036338806,0.36217406392097473,0.3350374400615692,1.0,0.3409440517425537,0.384344220161438,0.3869442641735077,0.36791208386421204,0.3590584397315979,0.31575819849967957
as,0.31749409437179565,0.38329678773880005,0.20887167751789093,0.32418152689933777,0.3887844979763031,0.48381632566452026,0.3727807104587555,0.3409440517425537,1.0,0.44774648547172546,0.35746830701828003,0.42805421352386475,0.30619359016418457,0.27043893933296204
prices,0.23893781006336212,0.16323734819889069,0.543765127658844,0.21974478662014008,0.22619551420211792,0.24549299478530884,0.20360472798347473,0.2925201654434204,0.24518172442913055,0.2769668698310852,0.23974180221557617,0.2647674083709717,0.2973443567752838,0.14604969322681427
for,0.3017193675041199,0.29510271549224854,0.28834453225135803,0.4087657630443573,0.4322226941585541,0.4739971458911896,0.31941699981689453,0.384344220161438,0.44774648547172546,0.9999999403953552,0.3944643437862396,0.3273986279964447,0.39067649841308594,0.264628142118454
any,0.43670421838760376,0.4126444458961487,0.26566970348358154,0.3439599275588989,0.3135753571987152,0.4525727927684784,0.4279707968235016,0.3869442641735077,0.35746830701828003,0.3944643437862396,1.0,0.5120068788528442,0.347599595785141,0.4113408327102661
other,0.341873437166214,0.34946969151496887,0.21588432788848877,0.29067906737327576,0.39989137649536133,0.44152235984802246,0.44757193326950073,0.36791208386421204,0.42805421352386475,0.3273986279964447,0.5120068788528442,0.9999999403953552,0.32202669978141785,0.24682199954986572
good,0.3916934132575989,0.3668276071548462,0.26276925206184387,0.3610139489173889,0.2152448445558548,0.2735973596572876,0.36033663153648376,0.3590584397315979,0.30619359016418457,0.39067649841308594,0.347599595785141,0.32202669978141785,0.9999999403953552,0.3187684714794159
.,0.3567904531955719,0.3613996207714081,0.22644665837287903,0.33121398091316223,0.5591574311256409,0.5934505462646484,0.3682591915130615,0.33520638942718506,0.515582263469696,0.4726039469242096,0.39295488595962524,0.41511186957359314,0.29664117097854614,0.4130953550338745
,what,do,wages,work,in,the,same,way,as,for,any,other,good,?
thus,0.30745524168014526,0.257389098405838,0.18815432488918304,0.29622215032577515,0.26358214020729065,0.4036877751350403,0.2699008882045746,0.33420851826667786,0.3594212234020233,0.35466766357421875,0.4365704357624054,0.3011740446090698,0.2997250556945801,0.18769288063049316
",",0.3087472915649414,0.3283645510673523,0.2121202051639557,0.3283594250679016,0.5201468467712402,0.4933079481124878,0.3207721710205078,0.2861018478870392,0.48816442489624023,0.4464869201183319,0.3237466514110565,0.4446498453617096,0.3217065632343292,0.31091248989105225
wages,0.20351257920265198,0.18496131896972656,1.0,0.3667152523994446,0.16484716534614563,0.15546856820583344,0.2159387767314911,0.2637841999530792,0.20887167751789093,0.28834453225135803,0.26566970348358154,0.21588432788848877,0.26276925206184387,0.19884631037712097
can,0.34502777457237244,0.45775556564331055,0.23247961699962616,0.28794336318969727,0.26527702808380127,0.312528520822525,0.3393253982067108,0.4469449520111084,0.3245031237602234,0.35690054297447205,0.5010802745819092,0.454561322927475,0.29485663771629333,0.3226337134838104
be,0.3929833769798279,0.36575672030448914,0.2276950478553772,0.34449198842048645,0.3481820821762085,0.4248143136501312,0.3600577712059021,0.4511762857437134,0.5230465531349182,0.3801851272583008,0.5107080936431885,0.4629868268966675,0.3490540385246277,0.3324260413646698
considered,0.2834889590740204,0.19726763665676117,0.12017154693603516,0.23064734041690826,0.28591203689575195,0.4028765559196472,0.2876299321651459,0.24419403076171875,0.4031961262226105,0.3214476406574249,0.3401704728603363,0.2968703508377075,0.271142840385437,0.19909770786762238
as,0.31749409437179565,0.38329678773880005,0.20887167751789093,0.32418152689933777,0.3887844979763031,0.48381632566452026,0.3727807104587555,0.3409440517425537,1.0,0.44774648547172546,0.35746830701828003,0.42805421352386475,0.30619359016418457,0.27043893933296204
a,0.3320399522781372,0.26237669587135315,0.19376714527606964,0.266241192817688,0.539380669593811,0.5829201340675354,0.4048157036304474,0.3330821096897125,0.39550232887268066,0.44038116931915283,0.45031747221946716,0.2806335389614105,0.3146486282348633,0.23916715383529663
function,0.22155974805355072,0.25038179755210876,0.17492808401584625,0.25582924485206604,0.1448659598827362,0.2037137746810913,0.21478109061717987,0.2893410921096802,0.19182996451854706,0.22728246450424194,0.329176127910614,0.2432323545217514,0.1456867754459381,0.20672395825386047
of,0.33290785551071167,0.26150479912757874,0.17478904128074646,0.23473061621189117,0.5696388483047485,0.733189046382904,0.3808329105377197,0.266871839761734,0.3886612355709076,0.4185989499092102,0.3769088089466095,0.38583824038505554,0.2696770131587982,0.1826142966747284
market,0.12116116285324097,0.10282741487026215,0.3084874153137207,0.12177874892950058,0.27003997564315796,0.2041238248348236,0.18613582849502563,0.22498293220996857,0.17538416385650635,0.20589932799339294,0.16925635933876038,0.19028928875923157,0.16757652163505554,0.12805593013763428
price,0.18606361746788025,0.10092715919017792,0.41345879435539246,0.23206834495067596,0.2097182273864746,0.22636492550373077,0.16442623734474182,0.2320355921983719,0.24207624793052673,0.2516993284225464,0.1959690898656845,0.15038326382637024,0.24359194934368134,0.14631175994873047
of,0.33290785551071167,0.26150479912757874,0.17478904128074646,0.23473061621189117,0.5696388483047485,0.733189046382904,0.3808329105377197,0.266871839761734,0.3886612355709076,0.4185989499092102,0.3769088089466095,0.38583824038505554,0.2696770131587982,0.1826142966747284
skill,0.2639748454093933,0.2022930532693863,0.30393654108047485,0.3387809991836548,0.13782764971256256,0.1876901537179947,0.1387195587158203,0.26331841945648193,0.2650424540042877,0.3563508093357086,0.2913057506084442,0.19831423461437225,0.39120054244995117,0.14437545835971832
