,who,normally,instructs,members,how,to,vote,?
the,0.3733934462070465,0.3523634970188141,0.19900797307491302,0.3321719169616699,0.33890387415885925,0.535392165184021,0.22779929637908936,0.22068053483963013
outcome,0.21070776879787445,0.25083833932876587,0.2197403460741043,0.2304391711950302,0.3252100944519043,0.2888931632041931,0.39147740602493286,0.2687326669692993
of,0.2827862501144409,0.25552743673324585,0.17717355489730835,0.28120753169059753,0.2480744868516922,0.41548454761505127,0.19845709204673767,0.1826142966747284
most,0.35393568873405457,0.4015308916568756,0.12654408812522888,0.2748974561691284,0.311336874961853,0.321603000164032,0.1968766450881958,0.2107497900724411
votes,0.2908877730369568,0.07643011957406998,0.1851564347743988,0.309556245803833,0.21260926127433777,0.24744294583797455,0.8366243839263916,0.23052719235420227
can,0.2602734863758087,0.5890818238258362,0.35137420892715454,0.14267030358314514,0.49246567487716675,0.4979398250579834,0.20820198953151703,0.3226337134838104
be,0.3371641933917999,0.4979165494441986,0.3078383803367615,0.20344331860542297,0.4158933162689209,0.4972836375236511,0.276218980550766,0.3324260413646698
predicted,0.15339598059654236,0.15156105160713196,0.19101417064666748,0.10783787071704865,0.26237475872039795,0.22500376403331757,0.1271395981311798,0.15010029077529907
beforehand,0.30443283915519714,0.3426964282989502,0.33843591809272766,0.21120956540107727,0.3756842017173767,0.39607638120651245,0.29045018553733826,0.27469924092292786
since,0.27765995264053345,0.26771584153175354,0.046843573451042175,0.23117081820964813,0.2347431182861328,0.3733763098716736,0.2521640658378601,0.2876587212085724
political,0.24357503652572632,0.10511373728513718,0.12415847927331924,0.1965130716562271,0.1886202096939087,0.2065112292766571,0.26752299070358276,0.17130474746227264
parties,0.24264965951442719,0.17035210132598877,0.13778173923492432,0.3494274616241455,0.1722421944141388,0.22887584567070007,0.3459550440311432,0.16949701309204102
normally,0.27320173382759094,1.0,0.26196059584617615,0.19538666307926178,0.3486819565296173,0.3993734121322632,0.10706005990505219,0.20675471425056458
instruct,0.2865886092185974,0.2581067681312561,0.9517260789871216,0.175258606672287,0.40142035484313965,0.36040177941322327,0.14464595913887024,0.19105303287506104
members,0.3290669620037079,0.19538666307926178,0.1741202473640442,0.9999998807907104,0.20418256521224976,0.26617446541786194,0.2641376256942749,0.10212311148643494
which,0.3688730001449585,0.49941548705101013,0.29241278767585754,0.295350044965744,0.4852597713470459,0.5345056653022766,0.15599673986434937,0.25814583897590637
way,0.38557878136634827,0.3731522560119629,0.2530180811882019,0.14155250787734985,0.5782880783081055,0.4772548973560333,0.24293650686740875,0.31575819849967957
to,0.42656609416007996,0.3993734121322632,0.3511391580104828,0.26617446541786194,0.44169697165489197,1.0,0.2892617881298065,0.29463258385658264
vote,0.3261251747608185,0.10706005990505219,0.16671423614025116,0.2641376256942749,0.2566540539264679,0.2892617881298065,1.0,0.2888886630535126
.,0.3541337847709656,0.33750930428504944,0.17849478125572205,0.21119362115859985,0.3287222981452942,0.4645031690597534,0.27672019600868225,0.4130953550338745
