,at,what,super,bowl,did,beyoncé,headline,the,halftime,show,?
on,0.4806317389011383,0.34226128458976746,0.1569211632013321,0.1334993690252304,0.2670976221561432,0.2736927270889282,0.29417407512664795,0.5107308030128479,0.3158947825431824,0.3708709180355072,0.2714994251728058
january,0.25715434551239014,0.19257698953151703,0.08795880526304245,0.13797584176063538,0.23508968949317932,0.18084724247455597,0.2559186816215515,0.2467057853937149,0.26013413071632385,0.23123203217983246,0.28608936071395874
7,-0.0963708683848381,-0.1699475795030594,-0.11163666844367981,-0.12705844640731812,-0.147744283080101,-0.09410170465707779,-0.19460801780223846,-0.1142377033829689,-0.07494499534368515,-0.22373177111148834,-0.15092156827449799
",",0.38314947485923767,0.3087472915649414,0.22322475910186768,0.1810409277677536,0.3015086054801941,0.2718474268913269,0.24134214222431183,0.4933079481124878,0.3626100420951843,0.31928569078445435,0.31091248989105225
2016,0.04094830900430679,0.10915659368038177,-0.016256341710686684,0.014497322961688042,0.1935887485742569,-0.058302827179431915,0.04902481660246849,0.11571308970451355,-0.04406431317329407,0.01463150791823864,-0.12147852033376694
",",0.38314947485923767,0.3087472915649414,0.22322475910186768,0.1810409277677536,0.3015086054801941,0.2718474268913269,0.24134214222431183,0.4933079481124878,0.3626100420951843,0.31928569078445435,0.31091248989105225
pepsi,0.15938840806484222,0.16833798587322235,0.2833958566188812,0.3376810848712921,0.15350653231143951,0.2724451720714569,0.21616347134113312,0.18690350651741028,0.3297680616378784,0.1906755268573761,0.09204287827014923
confirmed,0.21664635837078094,0.1880883276462555,0.12631838023662567,0.09218712896108627,0.23830153048038483,0.16656257212162018,0.08126429468393326,0.2951974868774414,0.1671355962753296,0.24821922183036804,0.20580808818340302
to,0.36524343490600586,0.455847829580307,0.17783479392528534,0.16993016004562378,0.4452643394470215,0.1861352026462555,0.20521284639835358,0.535392165184021,0.2790384590625763,0.29833272099494934,0.29463258385658264
the,0.457212895154953,0.42745697498321533,0.21959073841571808,0.21576224267482758,0.34736719727516174,0.2099055051803589,0.25353825092315674,1.0,0.31780552864074707,0.319829523563385,0.22068053483963013
