,what,did,the,increase,in,skilled,workers,lead,to,?
during,0.24137552082538605,0.30679523944854736,0.4838213622570038,0.21474911272525787,0.4627237319946289,0.21054667234420776,0.2400227189064026,0.1928889900445938,0.2828781306743622,0.1325719803571701
the,0.42745697498321533,0.34736719727516174,1.0,0.32049667835235596,0.6662389636039734,0.15767402946949005,0.23066683113574982,0.21995973587036133,0.535392165184021,0.22068053483963013
mass,0.23905135691165924,0.1598033756017685,0.2284930944442749,0.2556792199611664,0.1766357719898224,0.09649137407541275,0.17464493215084076,0.06241429224610329,0.20907121896743774,0.2076406031847
high,0.20466077327728271,0.15957149863243103,0.28034812211990356,0.31398773193359375,0.2652597725391388,0.2109883725643158,0.14008451998233795,0.16033370792865753,0.28947713971138,0.11137914657592773
school,0.18774057924747467,0.19696208834648132,0.22953221201896667,0.1313745379447937,0.26157811284065247,0.2575110197067261,0.17428964376449585,0.12523898482322693,0.24496325850486755,0.15091250836849213
education,0.19940856099128723,0.19762296974658966,0.23982903361320496,0.19425877928733826,0.2654339671134949,0.25906601548194885,0.2878688871860504,0.12865006923675537,0.2626708149909973,0.18067774176597595
movement,0.23934946954250336,0.12124674767255783,0.339571475982666,0.30234360694885254,0.26725053787231445,0.14015455543994904,0.23221145570278168,0.13087551295757294,0.2780168950557709,0.1423349231481552
from,0.2737620174884796,0.20248863101005554,0.40150508284568787,0.20796631276607513,0.4274188280105591,0.15365195274353027,0.17290110886096954,0.2400083839893341,0.4069952368736267,0.19969791173934937
1910–1940,0.20806677639484406,0.11967004835605621,0.2948594391345978,0.19560502469539642,0.2751947343349457,0.10591498017311096,0.254987508058548,0.06359898298978806,0.18947277963161469,0.15109507739543915
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.20005576312541962,0.5201468467712402,0.2190762609243393,0.17716385424137115,0.2561914026737213,0.44245919585227966,0.31091248989105225
there,0.35085538029670715,0.29736605286598206,0.47025805711746216,0.28883108496665955,0.5361666083335876,0.1921152025461197,0.21683305501937866,0.09408196806907654,0.40669289231300354,0.29405656456947327
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.13373249769210815,0.45514053106307983,0.22478309273719788,0.21813365817070007,0.1970783770084381,0.3636345863342285,0.18412111699581146
an,0.2821882665157318,0.22598257660865784,0.4207492768764496,0.22955887019634247,0.2605783939361572,0.22783873975276947,0.135615274310112,0.2059066742658615,0.3138085603713989,0.19793890416622162
increase,0.21153631806373596,0.15550044178962708,0.32049667835235596,1.0,0.25893163681030273,0.2583579421043396,0.22989360988140106,0.22923265397548676,0.3378143310546875,0.11119163036346436
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.25893163681030273,1.0,0.14989303052425385,0.2254374474287033,0.2055644989013672,0.45010748505592346,0.20430970191955566
skilled,0.23161742091178894,0.30580031871795654,0.15767402946949005,0.2583579421043396,0.14989303052425385,0.9999998807907104,0.2864622473716736,0.1484314352273941,0.22250553965568542,0.1555546671152115
workers,0.21390831470489502,0.2548527121543884,0.23066683113574982,0.22989360988140106,0.2254374474287033,0.2864622473716736,1.0000001192092896,0.1587158888578415,0.2307046800851822,0.1706571877002716
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.20005576312541962,0.5201468467712402,0.2190762609243393,0.17716385424137115,0.2561914026737213,0.44245919585227966,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.6521818041801453,0.3720623254776001,0.4840516746044159,0.19049793481826782,0.23516897857189178,0.2136504352092743,0.5345056653022766,0.25814583897590637
led,0.12112844735383987,0.3213953971862793,0.3267505168914795,0.2822531759738922,0.2990247309207916,0.18362177908420563,0.22087237238883972,0.3712044358253479,0.21815308928489685,0.09273858368396759
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.3378143310546875,0.45010748505592346,0.22250553965568542,0.2307046800851822,0.23490607738494873,1.0,0.29463258385658264
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.24428929388523102,0.539380669593811,0.2723686993122101,0.25033822655677795,0.20661775767803192,0.45503583550453186,0.23916715383529663
decrease,0.20072416961193085,0.13872548937797546,0.2781965136528015,0.8224512338638306,0.2277262806892395,0.14062008261680603,0.14394024014472961,0.18516536056995392,0.2792290449142456,0.08518534898757935
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.25893163681030273,1.0,0.14989303052425385,0.2254374474287033,0.2055644989013672,0.45010748505592346,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,1.0,0.32049667835235596,0.6662389636039734,0.15767402946949005,0.23066683113574982,0.21995973587036133,0.535392165184021,0.22068053483963013
price,0.18606361746788025,0.20305229723453522,0.22636492550373077,0.24759601056575775,0.2097182273864746,0.2796872854232788,0.22144058346748352,0.17578069865703583,0.2590087652206421,0.14631175994873047
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.3156060576438904,0.5696388483047485,0.19600097835063934,0.20827822387218475,0.19835850596427917,0.41548454761505127,0.1826142966747284
skilled,0.23161742091178894,0.30580031871795654,0.15767402946949005,0.2583579421043396,0.14989303052425385,0.9999998807907104,0.2864622473716736,0.1484314352273941,0.22250553965568542,0.1555546671152115
labor,0.1943984031677246,0.15270835161209106,0.21506793797016144,0.20669658482074738,0.1950610727071762,0.23401720821857452,0.5137044787406921,0.12539327144622803,0.21037620306015015,0.19386747479438782
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.24619564414024353,0.5591574311256409,0.1904321163892746,0.17509925365447998,0.2305188626050949,0.4645031690597534,0.4130953550338745
