,besides,the,radicals,who,else,did,luther,have,to,deal,with,?
after,0.261886864900589,0.4565047025680542,0.11075574904680252,0.32549580931663513,0.16963118314743042,0.30330467224121094,0.17198127508163452,0.2838422358036041,0.37890323996543884,0.19528941810131073,0.33843478560447693,0.16608688235282898
banishing,0.16375954449176788,0.30865857005119324,0.13091039657592773,0.30699968338012695,0.1675700843334198,0.25050488114356995,0.15384377539157867,0.1911742091178894,0.31809526681900024,0.24516639113426208,0.23213545978069305,0.1535506248474121
the,0.367077499628067,1.0,0.23031412065029144,0.3733934462070465,0.19370581209659576,0.34736719727516174,0.1759674996137619,0.40389683842658997,0.535392165184021,0.23069973289966583,0.4223487675189972,0.22068053483963013
zwickau,0.17465679347515106,0.28466925024986267,0.1396094262599945,0.1340731680393219,0.1834394782781601,0.1890689581632614,0.3148396611213684,0.15578648447990417,0.16952967643737793,0.12170905619859695,0.19939252734184265,0.14503100514411926
prophets,0.17990005016326904,0.2059473842382431,0.20127810537815094,0.3047522008419037,0.18406115472316742,0.22936053574085236,0.3252599537372589,0.3014205992221832,0.21491338312625885,0.1840723305940628,0.19449439644813538,0.2357759326696396
",",0.340058833360672,0.4933079481124878,0.21425825357437134,0.3365725874900818,0.2643522322177887,0.3015086054801941,0.23255878686904907,0.3541618287563324,0.44245919585227966,0.2716866135597229,0.4120737314224243,0.31091248989105225
he,0.2798825204372406,0.4571082592010498,0.19926443696022034,0.5500732064247131,0.22866936028003693,0.3292143940925598,0.2454872578382492,0.3020331561565399,0.385390967130661,0.29822877049446106,0.2845253646373749,0.2089974731206894
now,0.38533318042755127,0.38266420364379883,0.18219171464443207,0.29819536209106445,0.2876923978328705,0.2646316885948181,0.15390604734420776,0.3471246361732483,0.3925153911113739,0.2213360220193863,0.2213166505098343,0.29641881585121155
faced,0.18847550451755524,0.29245710372924805,0.19967801868915558,0.2300131767988205,0.06875905394554138,0.2337440401315689,0.05951286479830742,0.24086280167102814,0.19094133377075195,0.3332003951072693,0.3129521608352661,0.12312540411949158
a,0.26277080178260803,0.5829201340675354,0.1628749817609787,0.36608949303627014,0.22029639780521393,0.2552328109741211,0.17967689037322998,0.338716596364975,0.45503583550453186,0.2528302073478699,0.3783375024795532,0.23916715383529663
battle,0.155945286154747,0.2820790410041809,0.0937461256980896,0.16377700865268707,0.08893880993127823,0.12105695903301239,0.13679459691047668,0.11558452993631363,0.17405389249324799,0.23669148981571198,0.13577404618263245,0.1680624783039093
against,0.16998252272605896,0.3090755045413971,0.27229148149490356,0.2942115366458893,0.16995373368263245,0.22514554858207703,0.18804924190044403,0.2534869611263275,0.310872346162796,0.2554114758968353,0.317049115896225,0.18095137178897858
not,0.36641964316368103,0.4310511648654938,0.26736217737197876,0.369414746761322,0.45321938395500183,0.6481515765190125,0.21636232733726501,0.5619372129440308,0.5149973034858704,0.24365419149398804,0.3409014642238617,0.41942933201789856
only,0.41172632575035095,0.5497692227363586,0.22084468603134155,0.4202229380607605,0.3192802965641022,0.4039593040943146,0.10428047180175781,0.5199421048164368,0.5096819996833801,0.17900854349136353,0.367427259683609,0.2767370045185089
the,0.367077499628067,1.0,0.23031412065029144,0.3733934462070465,0.19370581209659576,0.34736719727516174,0.1759674996137619,0.40389683842658997,0.535392165184021,0.23069973289966583,0.4223487675189972,0.22068053483963013
established,0.21964363753795624,0.33092597126960754,0.12891291081905365,0.20118318498134613,0.05920926481485367,0.18989217281341553,0.1317099928855896,0.17518210411071777,0.15850777924060822,0.1612689197063446,0.18355850875377655,0.15917523205280304
church,0.09906179457902908,0.23846197128295898,0.1934795081615448,0.19418756663799286,0.16085657477378845,0.16781097650527954,0.379041463136673,0.14373023808002472,0.24439501762390137,0.15019139647483826,0.17961077392101288,0.18081501126289368
but,0.398653119802475,0.4859698414802551,0.27029719948768616,0.4487357437610626,0.3987928330898285,0.49033689498901367,0.20694120228290558,0.5920813083648682,0.5542377829551697,0.2771906554698944,0.4495173394680023,0.27921953797340393
also,0.5080614686012268,0.6021018624305725,0.2822571396827698,0.47919341921806335,0.27389147877693176,0.39334940910339355,0.22154976427555084,0.5252172946929932,0.5348826050758362,0.2891353964805603,0.44397303462028503,0.21848613023757935
the,0.367077499628067,1.0,0.23031412065029144,0.3733934462070465,0.19370581209659576,0.34736719727516174,0.1759674996137619,0.40389683842658997,0.535392165184021,0.23069973289966583,0.4223487675189972,0.22068053483963013
radical,0.17507660388946533,0.20306628942489624,0.814760148525238,0.2508828043937683,0.17460791766643524,0.2183472216129303,0.21041326224803925,0.20748546719551086,0.2716418504714966,0.17492355406284332,0.21806424856185913,0.1306871920824051
reformers,0.10283970087766647,0.207204207777977,0.3987639844417572,0.307693749666214,0.12119869142770767,0.21056096255779266,0.38068896532058716,0.16993147134780884,0.21191011369228363,0.18509028851985931,0.15224765241146088,0.11762229353189468
who,0.3075007498264313,0.3733934462070465,0.21462546288967133,0.9999998807907104,0.3293072283267975,0.34038686752319336,0.21013082563877106,0.39246654510498047,0.42656609416007996,0.25110870599746704,0.3282766342163086,0.26220351457595825
threatened,0.1729782223701477,0.2181938886642456,0.21256285905838013,0.18551406264305115,0.19706812500953674,0.2603054344654083,0.22111496329307556,0.25174224376678467,0.2676365375518799,0.2191859632730484,0.20986543595790863,0.1536843329668045
the,0.367077499628067,1.0,0.23031412065029144,0.3733934462070465,0.19370581209659576,0.34736719727516174,0.1759674996137619,0.40389683842658997,0.535392165184021,0.23069973289966583,0.4223487675189972,0.22068053483963013
new,0.19977866113185883,0.3845241069793701,0.16646374762058258,0.2378052920103073,0.18226130306720734,0.227974995970726,0.14555130898952484,0.2689777910709381,0.33159172534942627,0.2736595869064331,0.24325589835643768,0.14782847464084625
order,0.16267459094524384,0.3284194767475128,0.1224987655878067,0.226639986038208,0.16543477773666382,0.22891858220100403,0.15481990575790405,0.2561849355697632,0.35544881224632263,0.07416833192110062,0.16471563279628754,0.13725648820400238
by,0.23799698054790497,0.4408751428127289,0.22673633694648743,0.39727845788002014,0.18659192323684692,0.18574509024620056,0.15382802486419678,0.3359639644622803,0.33534231781959534,0.19881702959537506,0.39731505513191223,0.17966607213020325
fomenting,0.3186119496822357,0.3708023726940155,0.19928598403930664,0.2882528007030487,0.29299089312553406,0.31123170256614685,0.1991346776485443,0.35005414485931396,0.34024566411972046,0.300747811794281,0.36352550983428955,0.29675883054733276
social,0.18532560765743256,0.21797899901866913,0.29334700107574463,0.26409217715263367,0.1815262734889984,0.1977856606245041,0.1586531102657318,0.2098868191242218,0.19684761762619019,0.20107153058052063,0.20528239011764526,0.1615191102027893
unrest,0.11878348886966705,0.23773464560508728,0.267823725938797,0.1525976061820984,0.18167085945606232,0.1337405890226364,0.1681666076183319,0.1572786122560501,0.2516883909702301,0.24822698533535004,0.1906735748052597,0.08488935232162476
and,0.3610946238040924,0.5171257257461548,0.28535643219947815,0.41279885172843933,0.2664144039154053,0.34479495882987976,0.20796556770801544,0.4711785912513733,0.48971283435821533,0.2461770474910736,0.5477725267410278,0.20544172823429108
violence,0.19171026349067688,0.25465771555900574,0.32866740226745605,0.2254926860332489,0.2529078423976898,0.22152221202850342,0.21486099064350128,0.20082411170005798,0.20034150779247284,0.24831458926200867,0.15887562930583954,0.20634515583515167
.,0.28636154532432556,0.5934505462646484,0.22278504073619843,0.3541337847709656,0.30548352003097534,0.35288307070732117,0.24907569587230682,0.41614407300949097,0.4645031690597534,0.21690496802330017,0.4446153938770294,0.4130953550338745
