,when,is,sky,going,to,introduce,uhd,broadcasts,?
the,0.5091903209686279,0.5823672413825989,0.26521286368370056,0.38693177700042725,0.535392165184021,0.22310380637645721,0.24142831563949585,0.26939961314201355,0.22068053483963013
sky,0.22495415806770325,0.21240133047103882,1.0,0.13230518996715546,0.17630793154239655,0.08768470585346222,0.29129844903945923,0.2217566967010498,0.11270341277122498
q,0.14155569672584534,0.1645382046699524,0.18591025471687317,0.16452722251415253,0.17006663978099823,0.08208554983139038,0.29744061827659607,0.07925526052713394,0.31306079030036926
silver,0.18997684121131897,0.20722414553165436,0.25881558656692505,0.13563397526741028,0.18664632737636566,0.13294187188148499,0.22592437267303467,0.10698848962783813,0.11920861899852753
set,0.26233336329460144,0.21148966252803802,0.132208451628685,0.252032995223999,0.320547491312027,0.1956762969493866,0.1618381291627884,0.1263735443353653,0.1698019951581955
top,0.17595329880714417,0.17102722823619843,0.1955816149711609,0.15392424166202545,0.20897358655929565,0.15456269681453705,0.15584537386894226,0.1733292192220688,0.17265194654464722
box,0.22172194719314575,0.18454863131046295,0.20337975025177002,0.16249854862689972,0.2480730414390564,0.1940571367740631,0.2666681408882141,0.12128911167383194,0.21736569702625275
is,0.3471449911594391,1.0,0.21240133047103882,0.24496732652187347,0.42745086550712585,0.14672130346298218,0.24575403332710266,0.19011878967285156,0.22961433231830597
capable,0.2644338011741638,0.20792298018932343,0.09135669469833374,0.28558704257011414,0.21250563859939575,0.1553514301776886,0.23472750186920166,0.16292452812194824,0.18388573825359344
of,0.3757161796092987,0.4854315221309662,0.16284865140914917,0.2849585711956024,0.41548454761505127,0.2043139487504959,0.15323519706726074,0.2108854353427887,0.1826142966747284
receiving,0.30933678150177,0.15988455712795258,0.025717003270983696,0.2414671629667282,0.26238158345222473,0.20211586356163025,0.29344961047172546,0.2972935140132904,0.11734168976545334
and,0.4716290831565857,0.3859752118587494,0.2200697511434555,0.34511667490005493,0.48971283435821533,0.2842489778995514,0.25058794021606445,0.2523579001426697,0.20544172823429108
displaying,0.25915998220443726,0.20686180889606476,0.14464180171489716,0.26091843843460083,0.24095946550369263,0.26424136757850647,0.2165033370256424,0.1985887885093689,0.21778589487075806
uhd,0.20160062611103058,0.24575403332710266,0.29129844903945923,0.25533366203308105,0.2273886352777481,0.19493767619132996,1.0,0.41207900643348694,0.25420647859573364
broadcasts,0.2147672474384308,0.19011878967285156,0.2217566967010498,0.2148815095424652,0.2217693328857422,0.14322642982006073,0.41207900643348694,1.0000001192092896,0.1364026516675949
",",0.36674630641937256,0.4691906273365021,0.22621183097362518,0.2957560122013092,0.44245919585227966,0.20661146938800812,0.31251293420791626,0.2320742905139923,0.31091248989105225
which,0.572554349899292,0.4457404911518097,0.20498745143413544,0.35542839765548706,0.5345056653022766,0.28423354029655457,0.2461414933204651,0.27346399426460266,0.25814583897590637
sky,0.22495415806770325,0.21240133047103882,1.0,0.13230518996715546,0.17630793154239655,0.08768470585346222,0.29129844903945923,0.2217566967010498,0.11270341277122498
will,0.42625120282173157,0.3723262846469879,0.20275484025478363,0.48026204109191895,0.5091033577919006,0.25981059670448303,0.27056488394737244,0.18654093146324158,0.35046905279159546
introduce,0.2529946267604828,0.14672130346298218,0.08768470585346222,0.206993967294693,0.3381519317626953,1.0,0.19493767619132996,0.14322642982006073,0.22698114812374115
later,0.4627884030342102,0.21527644991874695,0.16628144681453705,0.27717605233192444,0.393297016620636,0.25693777203559875,0.30155062675476074,0.20003075897693634,0.1417175978422165
in,0.4431333839893341,0.5394441485404968,0.20324937999248505,0.2837577760219574,0.45010748505592346,0.18157897889614105,0.2560420036315918,0.26476189494132996,0.20430970191955566
2016,0.09859830886125565,0.04464074596762657,0.06133640184998512,0.015323962084949017,0.1695822924375534,0.03758835792541504,-0.06325080245733261,0.11078741401433945,-0.12147852033376694
.,0.475719153881073,0.4569662809371948,0.19117935001850128,0.3473944664001465,0.4645031690597534,0.26207107305526733,0.259275883436203,0.21446789801120758,0.4130953550338745
