,in,what,century,did,missionaries,notably,establish,church,schools,in,south,africa,?
some,0.4010399878025055,0.4491020441055298,0.2587970793247223,0.42553430795669556,0.31944429874420166,0.3791472613811493,0.2065095156431198,0.23829415440559387,0.3067633807659149,0.4010399878025055,0.2105838507413864,0.266912043094635,0.2562315762042999
of,0.5696388483047485,0.33290785551071167,0.2826060354709625,0.2513895630836487,0.2405097335577011,0.3080497682094574,0.210533007979393,0.3079429268836975,0.265506386756897,0.5696388483047485,0.33382371068000793,0.2694264054298401,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3617299497127533,0.34736719727516174,0.27495530247688293,0.33497244119644165,0.31343501806259155,0.23846197128295898,0.22905772924423218,0.6662389636039734,0.3129390776157379,0.2903064787387848,0.22068053483963013
oldest,0.33251360058784485,0.12504005432128906,0.26236382126808167,0.14207014441490173,0.1448211967945099,0.1802482157945633,0.1783670336008072,0.21877340972423553,0.18972089886665344,0.33251360058784485,0.1999320536851883,0.1663418412208557,0.14864160120487213
schools,0.2632134258747101,0.1820785105228424,0.21268297731876373,0.20622693002223969,0.3821420669555664,0.19236211478710175,0.23139731585979462,0.29122284054756165,1.0,0.2632134258747101,0.2044089287519455,0.17304439842700958,0.18349280953407288
in,1.0,0.30808621644973755,0.3174034655094147,0.2593238651752472,0.26688194274902344,0.395790159702301,0.25682297348976135,0.2493300437927246,0.2632134258747101,1.0,0.33642083406448364,0.27806714177131653,0.20430970191955566
south,0.33642083406448364,0.15388517081737518,0.2301700860261917,0.1510593444108963,0.24134141206741333,0.22993683815002441,0.13880489766597748,0.22842881083488464,0.2044089287519455,0.33642083406448364,1.0000001192092896,0.5442710518836975,0.12336621433496475
africa,0.27806714177131653,0.19696469604969025,0.22304502129554749,0.1931072473526001,0.2642095386981964,0.267058789730072,0.13523755967617035,0.1766279935836792,0.17304439842700958,0.27806714177131653,0.5442710518836975,0.9999999403953552,0.12926554679870605
are,0.3841303884983063,0.29724663496017456,0.217155322432518,0.2159031480550766,0.28871768712997437,0.27992135286331177,0.14936862885951996,0.16039738059043884,0.30816179513931274,0.3841303884983063,0.21281804144382477,0.19885441660881042,0.24591213464736938
private,0.21135757863521576,0.16778090596199036,0.17019754648208618,0.1676381528377533,0.23641778528690338,0.1437090039253235,0.25214576721191406,0.2016560584306717,0.4158569872379303,0.21135757863521576,0.16886739432811737,0.08535277843475342,0.14389030635356903
church,0.2493300437927246,0.1944202184677124,0.3047577142715454,0.16781097650527954,0.45247653126716614,0.12444517761468887,0.1832268089056015,0.9999999403953552,0.29122284054756165,0.2493300437927246,0.22842881083488464,0.1766279935836792,0.18081501126289368
schools,0.2632134258747101,0.1820785105228424,0.21268297731876373,0.20622693002223969,0.3821420669555664,0.19236211478710175,0.23139731585979462,0.29122284054756165,1.0,0.2632134258747101,0.2044089287519455,0.17304439842700958,0.18349280953407288
that,0.435920387506485,0.6297725439071655,0.24900858104228973,0.47518548369407654,0.20430155098438263,0.25474685430526733,0.3038421869277954,0.18300943076610565,0.2649109661579132,0.435920387506485,0.1571199595928192,0.2020931839942932,0.32716336846351624
were,0.3815755248069763,0.22298263013362885,0.34997639060020447,0.4162326455116272,0.3580110967159271,0.24113395810127258,0.15369434654712677,0.21372953057289124,0.2387605458498001,0.3815755248069763,0.258012980222702,0.23513755202293396,0.17890112102031708
established,0.3118882477283478,0.14869536459445953,0.2777339220046997,0.18989217281341553,0.3101402223110199,0.24561730027198792,0.7768300175666809,0.21564553678035736,0.2572194039821625,0.3118882477283478,0.18483494222164154,0.15367652475833893,0.15917523205280304
by,0.370934396982193,0.2455483376979828,0.29995259642601013,0.18574509024620056,0.2556493878364563,0.2677176892757416,0.12370724976062775,0.135782390832901,0.1415957361459732,0.370934396982193,0.23838843405246735,0.19697435200214386,0.17966607213020325
missionaries,0.26688194274902344,0.2831801772117615,0.3335595726966858,0.2408585399389267,1.0,0.20207013189792633,0.2954632043838501,0.45247653126716614,0.3821420669555664,0.26688194274902344,0.24134141206741333,0.2642095386981964,0.2142113298177719
in,1.0,0.30808621644973755,0.3174034655094147,0.2593238651752472,0.26688194274902344,0.395790159702301,0.25682297348976135,0.2493300437927246,0.2632134258747101,1.0,0.33642083406448364,0.27806714177131653,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3617299497127533,0.34736719727516174,0.27495530247688293,0.33497244119644165,0.31343501806259155,0.23846197128295898,0.22905772924423218,0.6662389636039734,0.3129390776157379,0.2903064787387848,0.22068053483963013
early,0.34672921895980835,0.2454567849636078,0.4336492121219635,0.32047218084335327,0.3012411594390869,0.3094877302646637,0.23146702349185944,0.23740842938423157,0.14302779734134674,0.34672921895980835,0.15892326831817627,0.268242210149765,0.15272949635982513
nineteenth,0.2542712986469269,0.1757722944021225,0.611207127571106,0.2191673070192337,0.1786586493253708,0.18559840321540833,0.16958802938461304,0.11197396367788315,0.2038564532995224,0.2542712986469269,0.21768520772457123,0.21859101951122284,0.0875740572810173
century,0.3174034655094147,0.20422613620758057,1.0,0.2333737462759018,0.3335595726966858,0.30031436681747437,0.24902085959911346,0.3047577142715454,0.21268297731876373,0.3174034655094147,0.2301700860261917,0.22304502129554749,0.1026201918721199
.,0.5591574311256409,0.3567904531955719,0.27413639426231384,0.35288307070732117,0.22989694774150848,0.21139730513095856,0.2126183956861496,0.28898224234580994,0.2752705216407776,0.5591574311256409,0.2798699140548706,0.25634920597076416,0.4130953550338745
