,what,is,the,translation,of,oude,maas,?
three,0.24888746440410614,0.23072560131549835,0.43452659249305725,0.15953032672405243,0.3844621181488037,0.17319966852664948,0.23787713050842285,0.20928427577018738
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.19372238218784332,0.30478984117507935,0.12023109197616577,0.08274822682142258,0.27894994616508484
flows,0.14294633269309998,0.3137552738189697,0.32405155897140503,0.20109102129936218,0.25574392080307007,0.28987717628479004,0.22815203666687012,0.11636040359735489
carry,0.22239743173122406,0.1959557831287384,0.26752355694770813,0.13607949018478394,0.23692575097084045,0.13725867867469788,0.11739303916692734,0.17171701788902283
significant,0.24268144369125366,0.2283884435892105,0.35524800419807434,0.1528032273054123,0.318554162979126,0.08393378555774689,0.150833860039711,0.18679562211036682
amounts,0.22797702252864838,0.2747427523136139,0.2816965878009796,0.13199852406978607,0.25878721475601196,0.07968741655349731,0.12841513752937317,0.1591416597366333
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.18704865872859955,1.0,0.19248037040233612,0.11708027124404907,0.1826142966747284
water,0.17456887662410736,0.2879090905189514,0.297396719455719,0.11432680487632751,0.2741255462169647,0.15759271383285522,0.1568380445241928,0.14731885492801666
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.10392331331968307,-0.08807745575904846,0.08360588550567627,0.031808897852897644,-0.07156077772378922
the,0.42745697498321533,0.5823672413825989,1.0,0.26402729749679565,0.733189046382904,0.18701069056987762,0.1690772920846939,0.22068053483963013
nieuwe,0.10837244242429733,0.0919080525636673,0.18349426984786987,0.08801691234111786,0.18736444413661957,0.6432429552078247,0.6442588567733765,0.10812246054410934
merwede,0.07321726530790329,0.20415930449962616,0.20795460045337677,0.17786641418933868,0.17477388679981232,0.6097092628479004,0.6093126535415649,0.13861164450645447
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2620614171028137,0.35032153129577637,0.23913274705410004,0.2055290937423706,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,-0.02818385139107704,0.06780257821083069,0.12702468037605286,0.13917478919029236,0.0685480609536171
new,0.2130378633737564,0.2208656519651413,0.3845241069793701,0.1734006702899933,0.343457967042923,0.11684015393257141,0.09411949664354324,0.14782847464084625
merwede,0.07321726530790329,0.20415930449962616,0.20795460045337677,0.17786641418933868,0.17477388679981232,0.6097092628479004,0.6093126535415649,0.13861164450645447
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.07195914536714554,0.13035868108272552,0.05216427892446518,0.002111150650307536,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2564658224582672,0.3680361211299896,0.23430809378623962,0.20802533626556396,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2429160475730896,0.4946078956127167,0.20359496772289276,0.27513158321380615,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2684275209903717,0.5011631846427917,0.14305265247821808,0.13038747012615204,0.25814583897590637
branches,0.1727389693260193,0.2068059891462326,0.3295007646083832,0.14152857661247253,0.3017720878124237,0.2361564338207245,0.21445314586162567,0.12858285009860992
off,0.2350364625453949,0.20147104561328888,0.2773582935333252,0.08122207969427109,0.20023372769355774,0.05267622321844101,0.07239346951246262,0.12937544286251068
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.16246360540390015,0.4249346852302551,0.12146777659654617,0.07157811522483826,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.26402729749679565,0.733189046382904,0.18701069056987762,0.1690772920846939,0.22068053483963013
southern,0.18679563701152802,0.2419366091489792,0.3282862603664398,0.08477894216775894,0.31933003664016724,0.18580318987369537,0.2145911604166031,0.11225555837154388
branch,0.1792319416999817,0.17662303149700165,0.2630956768989563,0.16905203461647034,0.23972897231578827,0.24653129279613495,0.2555108070373535,0.10474635660648346
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.19917577505111694,0.38066378235816956,0.16254040598869324,0.12303487211465836,0.24793872237205505
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.2212449461221695,0.38761502504348755,0.14039786159992218,0.0962960422039032,0.25732165575027466
changes,0.2740466892719269,0.23356598615646362,0.3427845537662506,0.19334036111831665,0.25827232003211975,0.14247317612171173,0.09104211628437042,0.21264225244522095
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.16246360540390015,0.4249346852302551,0.12146777659654617,0.07157811522483826,0.19969791173934937
boven,0.19857706129550934,0.28325116634368896,0.31359267234802246,0.18300317227840424,0.2683909237384796,0.4153733253479004,0.3800968825817108,0.15296606719493866
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.16402019560337067,0.41548454761505127,0.0749984085559845,0.09154198318719864,0.29463258385658264
beneden,0.13019268214702606,0.14058680832386017,0.18165314197540283,0.18178676068782806,0.24476510286331177,0.3774808943271637,0.44708335399627686,0.19759783148765564
merwede,0.07321726530790329,0.20415930449962616,0.20795460045337677,0.17786641418933868,0.17477388679981232,0.6097092628479004,0.6093126535415649,0.13861164450645447
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,-0.06954748928546906,0.054534342139959335,0.014590386301279068,0.027619244530797005,0.10349778085947037
the,0.42745697498321533,0.5823672413825989,1.0,0.26402729749679565,0.733189046382904,0.18701069056987762,0.1690772920846939,0.22068053483963013
oude,0.14733420312404633,0.15592670440673828,0.18701069056987762,0.19844689965248108,0.19248037040233612,0.9999999403953552,0.5857677459716797,0.12360787391662598
maas,0.13124726712703705,0.09557965397834778,0.1690772920846939,0.16183646023273468,0.11708027124404907,0.5857677459716797,1.0000001192092896,0.1508096158504486
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2620614171028137,0.35032153129577637,0.23913274705410004,0.2055290937423706,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,-0.02818385139107704,0.06780257821083069,0.12702468037605286,0.13917478919029236,0.0685480609536171
old,0.22117848694324493,0.24332627654075623,0.31849798560142517,0.13848286867141724,0.30522194504737854,0.1812676191329956,0.12295211851596832,0.20577076077461243
meuse,0.1806630939245224,0.1856730431318283,0.28249096870422363,0.19188757240772247,0.20204558968544006,0.5318705439567566,0.5680901408195496,0.21687322854995728
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.07195914536714554,0.13035868108272552,0.05216427892446518,0.002111150650307536,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2564658224582672,0.3680361211299896,0.23430809378623962,0.20802533626556396,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2429160475730896,0.4946078956127167,0.20359496772289276,0.27513158321380615,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2684275209903717,0.5011631846427917,0.14305265247821808,0.13038747012615204,0.25814583897590637
branches,0.1727389693260193,0.2068059891462326,0.3295007646083832,0.14152857661247253,0.3017720878124237,0.2361564338207245,0.21445314586162567,0.12858285009860992
off,0.2350364625453949,0.20147104561328888,0.2773582935333252,0.08122207969427109,0.20023372769355774,0.05267622321844101,0.07239346951246262,0.12937544286251068
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.16246360540390015,0.4249346852302551,0.12146777659654617,0.07157811522483826,0.19969791173934937
the,0.42745697498321533,0.5823672413825989,1.0,0.26402729749679565,0.733189046382904,0.18701069056987762,0.1690772920846939,0.22068053483963013
southern,0.18679563701152802,0.2419366091489792,0.3282862603664398,0.08477894216775894,0.31933003664016724,0.18580318987369537,0.2145911604166031,0.11225555837154388
branch,0.1792319416999817,0.17662303149700165,0.2630956768989563,0.16905203461647034,0.23972897231578827,0.24653129279613495,0.2555108070373535,0.10474635660648346
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.19917577505111694,0.38066378235816956,0.16254040598869324,0.12303487211465836,0.24793872237205505
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.2212449461221695,0.38761502504348755,0.14039786159992218,0.0962960422039032,0.25732165575027466
changes,0.2740466892719269,0.23356598615646362,0.3427845537662506,0.19334036111831665,0.25827232003211975,0.14247317612171173,0.09104211628437042,0.21264225244522095
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.16246360540390015,0.4249346852302551,0.12146777659654617,0.07157811522483826,0.19969791173934937
beneden,0.13019268214702606,0.14058680832386017,0.18165314197540283,0.18178676068782806,0.24476510286331177,0.3774808943271637,0.44708335399627686,0.19759783148765564
merwede,0.07321726530790329,0.20415930449962616,0.20795460045337677,0.17786641418933868,0.17477388679981232,0.6097092628479004,0.6093126535415649,0.13861164450645447
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.24055281281471252,0.32255905866622925,0.1775452196598053,0.12851010262966156,0.15662476420402527
noord,0.15939649939537048,0.12460505217313766,0.18337023258209229,0.1578737199306488,0.16597291827201843,0.565081775188446,0.5816859602928162,0.1479606032371521
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2429160475730896,0.4946078956127167,0.20359496772289276,0.27513158321380615,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2206902801990509,0.5116966962814331,0.1450321227312088,0.26646170020103455,0.20544172823429108
dordtse,0.2204599380493164,0.27797824144363403,0.3703673481941223,0.33664649724960327,0.30310380458831787,0.4661274552345276,0.3873915672302246,0.272300660610199
kil,0.08305288851261139,0.25977426767349243,0.16985109448432922,0.11673682928085327,0.1748572736978531,0.2699880599975586,0.2760196030139923,0.16944582760334015
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2429160475730896,0.4946078956127167,0.20359496772289276,0.27513158321380615,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2684275209903717,0.5011631846427917,0.14305265247821808,0.13038747012615204,0.25814583897590637
branches,0.1727389693260193,0.2068059891462326,0.3295007646083832,0.14152857661247253,0.3017720878124237,0.2361564338207245,0.21445314586162567,0.12858285009860992
off,0.2350364625453949,0.20147104561328888,0.2773582935333252,0.08122207969427109,0.20023372769355774,0.05267622321844101,0.07239346951246262,0.12937544286251068
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.16246360540390015,0.4249346852302551,0.12146777659654617,0.07157811522483826,0.19969791173934937
oude,0.14733420312404633,0.15592670440673828,0.18701069056987762,0.19844689965248108,0.19248037040233612,0.9999999403953552,0.5857677459716797,0.12360787391662598
maas,0.13124726712703705,0.09557965397834778,0.1690772920846939,0.16183646023273468,0.11708027124404907,0.5857677459716797,1.0000001192092896,0.1508096158504486
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2109805941581726,0.5352458953857422,0.16000637412071228,0.18479156494140625,0.4130953550338745
