,which,show,was,voted,most,violent,of,the,bbc,shows,in,a,1972,survey,?
a,0.56894451379776,0.24886544048786163,0.4508470594882965,0.24479347467422485,0.3508910834789276,0.2523633539676666,0.5052502155303955,0.5829201340675354,0.199848011136055,0.3360818326473236,0.539380669593811,1.0,-0.08910045027732849,0.21044449508190155,0.23916715383529663
bbc,0.2368261218070984,0.33555880188941956,0.19087861478328705,0.22647157311439514,0.12601472437381744,0.17147085070610046,0.1797877550125122,0.2735401690006256,1.0000001192092896,0.23322603106498718,0.22430340945720673,0.199848011136055,0.011796137318015099,0.19718025624752045,0.20556949079036713
audience,0.3021680414676666,0.31962886452674866,0.23701664805412292,0.25901320576667786,0.18828074634075165,0.22645673155784607,0.1875116527080536,0.26795145869255066,0.31231144070625305,0.24852289259433746,0.2231249362230301,0.23930495977401733,-0.1531587839126587,0.15388521552085876,0.2740955352783203
research,0.2744959592819214,0.22263142466545105,0.21417704224586487,0.12409885972738266,0.19659404456615448,0.061767227947711945,0.22573977708816528,0.24391183257102966,0.1330251395702362,0.19811443984508514,0.21249429881572723,0.1935642808675766,-0.01898837648332119,0.46671032905578613,0.13481977581977844
survey,0.19511778652668,0.20188792049884796,0.16654054820537567,0.17221485078334808,0.16715379059314728,0.15195906162261963,0.2532391846179962,0.2448187917470932,0.19718025624752045,0.19378849864006042,0.2121916115283966,0.21044449508190155,-0.010566811077296734,1.0,0.17650416493415833
conducted,0.21014678478240967,0.18877491354942322,0.28831079602241516,0.24828127026557922,0.20116080343723297,0.17338161170482635,0.22415050864219666,0.25795331597328186,0.26982998847961426,0.2063029408454895,0.31342044472694397,0.1929338276386261,0.0635487288236618,0.25344836711883545,0.1105341762304306
in,0.4840516746044159,0.27595704793930054,0.45514053106307983,0.22158056497573853,0.41416558623313904,0.26667648553848267,0.5696388483047485,0.6662389636039734,0.22430340945720673,0.3289647698402405,1.0,0.539380669593811,0.07430855184793472,0.2121916115283966,0.20430970191955566
1972,-0.1809583157300949,-0.1474328190088272,0.09760324656963348,0.11289622634649277,-0.11489712446928024,-0.14385080337524414,0.07561471313238144,0.017579182982444763,0.011796137318015099,-0.1528605967760086,0.07430855184793472,-0.08910045027732849,0.9999999403953552,-0.010566811077296734,-0.13323214650154114
found,0.25134438276290894,0.1897030770778656,0.18447895348072052,0.09951197355985641,0.2697452902793884,0.12800012528896332,0.2982911467552185,0.3452354073524475,0.14112356305122375,0.17576639354228973,0.39141854643821716,0.2869448959827423,-0.01241870503872633,0.26394689083099365,0.16790300607681274
that,0.6894589066505432,0.3486354649066925,0.33670201897621155,0.2901621162891388,0.4497850239276886,0.275726854801178,0.41498205065727234,0.5473989248275757,0.22032664716243744,0.37082093954086304,0.435920387506485,0.47537946701049805,-0.25558358430862427,0.20720824599266052,0.32716336846351624
",",0.3658004403114319,0.31928569078445435,0.45456063747406006,0.2582967281341553,0.3636029064655304,0.24642977118492126,0.4946078956127167,0.4933079481124878,0.14724469184875488,0.26986414194107056,0.5201468467712402,0.427140474319458,0.08021809905767441,0.1886570006608963,0.31091248989105225
by,0.40543368458747864,0.2779667377471924,0.4752357602119446,0.19997479021549225,0.270847886800766,0.2669840157032013,0.3646814823150635,0.4408751428127289,0.20133090019226074,0.21424074470996857,0.370934396982193,0.32094135880470276,0.017894208431243896,0.1985398381948471,0.17966607213020325
their,0.4582767188549042,0.2712773084640503,0.2396296262741089,0.18319091200828552,0.3699820935726166,0.21544131636619568,0.4329940676689148,0.516537070274353,0.2045934498310089,0.27607259154319763,0.34976133704185486,0.29698723554611206,-0.1960137039422989,0.15060214698314667,0.1898253709077835
own,0.3863328993320465,0.28991279006004333,0.19632458686828613,0.18163138628005981,0.2918814718723297,0.12927818298339844,0.3269667625427246,0.334675133228302,0.17825062572956085,0.28926849365234375,0.31893372535705566,0.3093770742416382,-0.10724775493144989,0.11991748213768005,0.1937696635723114
definition,0.31308257579803467,0.21851998567581177,0.1828300952911377,0.15279605984687805,0.22048233449459076,0.17480163276195526,0.24912455677986145,0.23176956176757812,0.16807672381401062,0.2825232148170471,0.20306213200092316,0.2941339910030365,-0.18785931169986725,0.20928750932216644,0.2796523869037628
of,0.5011631846427917,0.21383242309093475,0.4069072902202606,0.25903964042663574,0.4178851246833801,0.23184357583522797,1.0,0.733189046382904,0.1797877550125122,0.3410852253437042,0.5696388483047485,0.5052502155303955,0.07561471313238144,0.2532391846179962,0.1826142966747284
