,when,did,tugh,temur,found,his,academy,?
his,0.37120407819747925,0.3546801507472992,0.3177696168422699,0.27576592564582825,0.13338476419448853,0.9999998807907104,0.21909329295158386,0.18075084686279297
most,0.299309104681015,0.2822507321834564,0.18837668001651764,0.09677015244960785,0.2697452902793884,0.28864049911499023,0.17419551312923431,0.2107497900724411
concrete,0.20370657742023468,0.1724289059638977,0.2437198907136917,0.1061931625008583,0.167088583111763,0.15031620860099792,0.11694344133138657,0.18976950645446777
effort,0.24761083722114563,0.3294799327850342,0.276498019695282,0.11744297295808792,0.05302282050251961,0.30933186411857605,0.10793618857860565,0.27546563744544983
to,0.5423505902290344,0.4452643394470215,0.24520662426948547,0.1902887374162674,0.25225648283958435,0.3715193271636963,0.17879998683929443,0.29463258385658264
patronize,0.22656269371509552,0.25037893652915955,0.20996446907520294,0.1142718493938446,0.15350328385829926,0.20281556248664856,0.1600526124238968,0.19905373454093933
chinese,0.1978231817483902,0.19065357744693756,0.2725515067577362,0.2803433835506439,0.14446572959423065,0.17512276768684387,0.166810542345047,0.20843194425106049
learning,0.24396920204162598,0.22718432545661926,0.2636634111404419,0.12805773317813873,0.15020041167736053,0.2547565698623657,0.1782532036304474,0.25810256600379944
was,0.37326499819755554,0.41399896144866943,0.2578143775463104,0.2032104879617691,0.18447895348072052,0.4405253231525421,0.2982231378555298,0.18412111699581146
founding,0.1720808744430542,0.17075413465499878,0.2692417502403259,0.16947489976882935,0.24580323696136475,0.269333153963089,0.21547502279281616,0.1416333168745041
the,0.5091903209686279,0.34736719727516174,0.2538721263408661,0.2950887978076935,0.3452354073524475,0.4394008219242096,0.2649388611316681,0.22068053483963013
academy,0.16761095821857452,0.16967160999774933,0.23035916686058044,0.13526441156864166,0.08664794266223907,0.21909329295158386,1.0000001192092896,0.1340850442647934
of,0.3757161796092987,0.2513895630836487,0.2661905288696289,0.2597799301147461,0.2982911467552185,0.38364991545677185,0.22185729444026947,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.2538721263408661,0.2950887978076935,0.3452354073524475,0.4394008219242096,0.2649388611316681,0.22068053483963013
pavilion,0.12473415583372116,0.09931471943855286,0.18249830603599548,0.21109570562839508,0.12544672191143036,0.13160517811775208,0.24011161923408508,0.0988619327545166
of,0.3757161796092987,0.2513895630836487,0.2661905288696289,0.2597799301147461,0.2982911467552185,0.38364991545677185,0.22185729444026947,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.2538721263408661,0.2950887978076935,0.3452354073524475,0.4394008219242096,0.2649388611316681,0.22068053483963013
star,0.1800226867198944,0.11838308721780777,0.1648690402507782,0.1613704264163971,0.10553766787052155,0.15918418765068054,0.16413027048110962,0.10727278888225555
of,0.3757161796092987,0.2513895630836487,0.2661905288696289,0.2597799301147461,0.2982911467552185,0.38364991545677185,0.22185729444026947,0.1826142966747284
literature,0.177263081073761,0.128226175904274,0.24448847770690918,0.09190191328525543,0.1525251865386963,0.25491294264793396,0.3065303564071655,0.2043706774711609
(,0.2459595799446106,0.18979617953300476,0.28824493288993835,0.2593231797218323,0.1583331823348999,0.16098198294639587,0.17948918044567108,0.40561532974243164
chinese,0.1978231817483902,0.19065357744693756,0.2725515067577362,0.2803433835506439,0.14446572959423065,0.17512276768684387,0.166810542345047,0.20843194425106049
:,-0.04432349652051926,-0.05305134505033493,-0.12382307648658752,0.02219698391854763,-0.09001698344945908,-0.010826457291841507,-0.019551938399672508,-0.07156077772378922
奎章閣學士院,-0.0032371480483561754,0.06369107216596603,-0.05694711208343506,-0.12140467017889023,0.03946036472916603,0.1473730504512787,0.07045259326696396,0.12934225797653198
),0.2538422644138336,0.18584993481636047,0.3010505735874176,0.26544782519340515,0.16750772297382355,0.18606403470039368,0.19642674922943115,0.42300865054130554
",",0.36674630641937256,0.3015086054801941,0.3907131850719452,0.24545347690582275,0.27385151386260986,0.3378419280052185,0.2933559715747833,0.31091248989105225
first,0.4282494783401489,0.33691170811653137,0.25585925579071045,0.1325899362564087,0.12677021324634552,0.3241460621356964,0.19731996953487396,0.18701928853988647
established,0.18169470131397247,0.18989217281341553,0.21651430428028107,0.20621798932552338,0.1886320263147354,0.18046686053276062,0.17439788579940796,0.15917523205280304
in,0.4431333839893341,0.2593238651752472,0.23276983201503754,0.17947465181350708,0.39141854643821716,0.3598145842552185,0.24646873772144318,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.2538721263408661,0.2950887978076935,0.3452354073524475,0.4394008219242096,0.2649388611316681,0.22068053483963013
spring,0.3221275508403778,0.15532095730304718,0.22033199667930603,0.1696707010269165,0.1595228910446167,0.21079818904399872,0.1369703859090805,0.06767474114894867
of,0.3757161796092987,0.2513895630836487,0.2661905288696289,0.2597799301147461,0.2982911467552185,0.38364991545677185,0.22185729444026947,0.1826142966747284
1329,-0.01164501253515482,0.06337102502584457,0.08328194916248322,0.11380825936794281,0.14746640622615814,0.029045892879366875,0.13028734922409058,0.2641955316066742
and,0.4716290831565857,0.34479495882987976,0.3082713782787323,0.24190698564052582,0.27978911995887756,0.4234102666378021,0.24105693399906158,0.20544172823429108
designed,0.19330300390720367,0.24120000004768372,0.14478828012943268,0.08843323588371277,0.1575714349746704,0.1642196774482727,0.12081120163202286,0.11213942617177963
to,0.5423505902290344,0.4452643394470215,0.24520662426948547,0.1902887374162674,0.25225648283958435,0.3715193271636963,0.17879998683929443,0.29463258385658264
undertake,0.2332194298505783,0.2378065139055252,0.2325257509946823,0.12021619081497192,0.12930534780025482,0.24927513301372528,0.07586700469255447,0.1911853551864624
``,0.07174111902713776,-0.029888948425650597,0.04726671427488327,0.12058866024017334,0.013845388777554035,0.008275155909359455,-0.02429758943617344,0.0685480609536171
a,0.44397395849227905,0.2552328109741211,0.2991655468940735,0.1981619894504547,0.2869448959827423,0.3497250974178314,0.1969248354434967,0.23916715383529663
number,0.2767394483089447,0.19046731293201447,0.19112396240234375,0.09403467178344727,0.18702402710914612,0.1706494837999344,0.09670393168926239,0.19256845116615295
of,0.3757161796092987,0.2513895630836487,0.2661905288696289,0.2597799301147461,0.2982911467552185,0.38364991545677185,0.22185729444026947,0.1826142966747284
tasks,0.25709596276283264,0.24848301708698273,0.17826537787914276,0.19010667502880096,0.1519622653722763,0.19569140672683716,0.14770492911338806,0.2558839023113251
relating,0.29566463828086853,0.1917407065629959,0.18247003853321075,0.10185856372117996,0.17918264865875244,0.25520312786102295,0.15738442540168762,0.2191188931465149
to,0.5423505902290344,0.4452643394470215,0.24520662426948547,0.1902887374162674,0.25225648283958435,0.3715193271636963,0.17879998683929443,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,0.2538721263408661,0.2950887978076935,0.3452354073524475,0.4394008219242096,0.2649388611316681,0.22068053483963013
transmission,0.22322627902030945,0.09576284140348434,0.216785728931427,0.060229502618312836,0.1341622918844223,0.15175944566726685,0.056471340358257294,0.16372337937355042
of,0.3757161796092987,0.2513895630836487,0.2661905288696289,0.2597799301147461,0.2982911467552185,0.38364991545677185,0.22185729444026947,0.1826142966747284
confucian,0.10955634713172913,0.18195006251335144,0.2943250238895416,0.2780470848083496,0.1433536559343338,0.22475196421146393,0.2104249745607376,0.19014938175678253
high,0.20577524602413177,0.15957149863243103,0.2543787658214569,0.08726176619529724,0.16688138246536255,0.14233462512493134,0.24919724464416504,0.11137914657592773
culture,0.0962480753660202,0.09147893637418747,0.18426427245140076,0.07724830508232117,0.16951164603233337,0.1357201635837555,0.18795759975910187,0.13093146681785583
to,0.5423505902290344,0.4452643394470215,0.24520662426948547,0.1902887374162674,0.25225648283958435,0.3715193271636963,0.17879998683929443,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,0.2538721263408661,0.2950887978076935,0.3452354073524475,0.4394008219242096,0.2649388611316681,0.22068053483963013
mongolian,0.16251550614833832,0.14811597764492035,0.28420743346214294,0.4201546013355255,0.21139132976531982,0.12383781373500824,0.20326904952526093,0.13122369349002838
imperial,0.19296634197235107,0.16254396736621857,0.19135461747646332,0.3367018699645996,0.10601954907178879,0.23613151907920837,0.19934771955013275,0.10900196433067322
establishment,0.2026376724243164,0.20103003084659576,0.17407484352588654,0.09457995742559433,0.16072770953178406,0.20461997389793396,0.2475777417421341,0.1661023646593094
'',-0.07688097655773163,0.01978493109345436,0.02495715208351612,0.06135854125022888,0.09618200361728668,0.016508836299180984,0.027867848053574562,0.018684765323996544
.,0.475719153881073,0.35288307070732117,0.3123989999294281,0.24080398678779602,0.3618174195289612,0.3119256794452667,0.22877509891986847,0.4130953550338745
