,what,year,was,casimir,pulaski,born,in,warsaw,?
casimir,0.12898249924182892,0.16866250336170197,0.2845015227794647,0.9999999403953552,0.4176279306411743,0.30844539403915405,0.20745228230953217,0.36599889397621155,0.14235393702983856
pulaski,0.11717022955417633,0.18477053940296173,0.24742136895656586,0.4176279306411743,0.9999999403953552,0.23350398242473602,0.28422677516937256,0.5138708353042603,0.11539546400308609
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.34921714663505554,0.34737977385520935,0.37898433208465576,0.5201468467712402,0.25300899147987366,0.31091248989105225
a,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.22864292562007904,0.27879881858825684,0.22920024394989014,0.539380669593811,0.19591784477233887,0.23916715383529663
polish,0.08233486860990524,0.15172068774700165,0.2319551259279251,0.4088236689567566,0.46346262097358704,0.1946922093629837,0.1896398365497589,0.6311136484146118,0.14012759923934937
general,0.24928055703639984,0.18179567158222198,0.2445744127035141,0.2514646649360657,0.2601523697376251,0.14985010027885437,0.259066641330719,0.13967229425907135,0.1972234547138214
and,0.31309178471565247,0.2506658732891083,0.3740963041782379,0.29828545451164246,0.2513425648212433,0.25002726912498474,0.4954058527946472,0.2083624005317688,0.20544172823429108
hero,0.19322191178798676,0.16995079815387726,0.2788515090942383,0.2454252541065216,0.21345439553260803,0.19082008302211761,0.14012277126312256,0.21043075621128082,0.141077920794487
of,0.33290785551071167,0.2578314542770386,0.4069072902202606,0.280800461769104,0.29891452193260193,0.19769194722175598,0.5696388483047485,0.19253842532634735,0.1826142966747284
the,0.42745697498321533,0.3609684407711029,0.48711544275283813,0.22852429747581482,0.29545703530311584,0.19202874600887299,0.6662389636039734,0.23137180507183075,0.22068053483963013
american,0.1909721940755844,0.18412037193775177,0.31632548570632935,0.21363936364650726,0.28633052110671997,0.4582231342792511,0.22871561348438263,0.2085379660129547,0.18877598643302917
revolutionary,0.15823614597320557,0.14265091717243195,0.3165914714336395,0.28740233182907104,0.2796759009361267,0.1815282553434372,0.22016291320323944,0.24145644903182983,0.1343436986207962
war,0.22516006231307983,0.2125227004289627,0.3560331463813782,0.29466763138771057,0.3005872368812561,0.16999183595180511,0.29904094338417053,0.3365558683872223,0.15510529279708862
",",0.3087472915649414,0.28560417890548706,0.45456063747406006,0.34921714663505554,0.34737977385520935,0.37898433208465576,0.5201468467712402,0.25300899147987366,0.31091248989105225
was,0.22111038863658905,0.3209837079048157,1.0000001192092896,0.2845015227794647,0.24742136895656586,0.388632208108902,0.45514053106307983,0.2614976763725281,0.18412111699581146
born,0.16581368446350098,0.1811392456293106,0.388632208108902,0.30844539403915405,0.23350398242473602,1.0,0.30027052760124207,0.19116704165935516,0.19166848063468933
here,0.5220553874969482,0.27175548672676086,0.20684681832790375,0.22061437368392944,0.16997238993644714,0.11271020770072937,0.3649226427078247,0.12331220507621765,0.5686008334159851
in,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.20745228230953217,0.28422677516937256,0.30027052760124207,1.0,0.22642600536346436,0.20430970191955566
1745,0.16190555691719055,0.19303461909294128,0.1181873232126236,0.2469835877418518,0.13348375260829926,0.20050963759422302,0.1526883840560913,0.17902879416942596,0.20825129747390747
.,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.25595805048942566,0.29336389899253845,0.2350279539823532,0.5591574311256409,0.26825499534606934,0.4130953550338745
