,where,is,polonia,'s,home,venue,located,?
polonia,0.12100225687026978,0.14329881966114044,1.0,0.031285908073186874,0.10508424043655396,0.17101635038852692,0.18785256147384644,0.13833504915237427
's,0.0007701900321990252,0.02396530658006668,0.031285908073186874,0.9999999403953552,0.07170099765062332,0.10324010252952576,-0.031078986823558807,-0.023395681753754616
home,0.2877289652824402,0.22316986322402954,0.10508424043655396,0.07170099765062332,1.0,0.2728413939476013,0.2476850003004074,0.0757145956158638
venue,0.2513101100921631,0.16867603361606598,0.17101635038852692,0.10324010252952576,0.2728413939476013,1.0,0.27051812410354614,0.12291393429040909
is,0.3586711287498474,1.0,0.14329881966114044,0.02396530658006668,0.22316986322402954,0.16867603361606598,0.35717159509658813,0.22961433231830597
located,0.350632905960083,0.35717159509658813,0.18785256147384644,-0.031078986823558807,0.2476850003004074,0.27051812410354614,1.0,0.08983194828033447
at,0.4402937591075897,0.25906258821487427,0.1277875453233719,-0.08481216430664062,0.260183721780777,0.289700448513031,0.3688831031322479,0.21978627145290375
konwiktorska,0.19078664481639862,0.20578156411647797,0.3751600384712219,0.06404192000627518,0.19411306083202362,0.2559294104576111,0.20922186970710754,0.31896910071372986
street,0.2266174852848053,0.1302390694618225,0.1397484987974167,0.06000900641083717,0.23421961069107056,0.3316854238510132,0.2203429490327835,0.07315441966056824
",",0.3149496018886566,0.4691906273365021,0.23812589049339294,-0.0016132977325469255,0.2790627181529999,0.24143879115581512,0.2678719460964203,0.31091248989105225
a,0.40997210144996643,0.658733606338501,0.20469065010547638,0.04866964742541313,0.26260659098625183,0.1620752513408661,0.2605401277542114,0.23916715383529663
ten-minute,0.24519984424114227,0.2472209483385086,0.25871479511260986,0.06956446915864944,0.18317995965480804,0.23643597960472107,0.20673130452632904,0.21236100792884827
walk,0.26007840037345886,0.2019806057214737,0.10401535034179688,-0.026733459904789925,0.2344156801700592,0.14522632956504822,0.1644088327884674,0.16110530495643616
north,0.23586879670619965,0.2993389368057251,0.25679197907447815,0.06196961551904678,0.2224818617105484,0.0997588038444519,0.3751964271068573,0.11829731613397598
from,0.3713873624801636,0.27355384826660156,0.2189151644706726,-0.01936490088701248,0.29297688603401184,0.09515199810266495,0.2290649116039276,0.19969791173934937
the,0.5003893971443176,0.5823672413825989,0.21647357940673828,-0.01540423184633255,0.28978195786476135,0.22078999876976013,0.407527357339859,0.22068053483963013
old,0.24182595312595367,0.24332627654075623,0.16219252347946167,0.14042171835899353,0.29875805974006653,0.06805378943681717,0.1517145335674286,0.20577076077461243
town,0.25041308999061584,0.30097827315330505,0.22917872667312622,-0.0385698527097702,0.27132928371429443,0.21898941695690155,0.4241830110549927,0.09902279824018478
.,0.41390106081962585,0.4569662809371948,0.2644508481025696,-0.003708066651597619,0.3067048490047455,0.21571816504001617,0.28226932883262634,0.4130953550338745
