,what,is,that,power,that,enables,us,to,love,?
prevenient,0.3342966139316559,0.2770979404449463,0.3942665159702301,0.20301972329616547,0.3942665159702301,0.3347013592720032,0.2332322895526886,0.32922279834747314,0.17805476486682892,0.32306909561157227
grace,0.16722138226032257,0.17061445116996765,0.23538954555988312,0.10994406044483185,0.23538954555988312,0.1428317427635193,0.18556946516036987,0.20109255611896515,0.35169315338134766,0.16775278747081757
",",0.3087472915649414,0.4691906273365021,0.4137537479400635,0.2231994867324829,0.4137537479400635,0.21396473050117493,0.3120202422142029,0.44245919585227966,0.2663334012031555,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.4729836881160736,0.23362433910369873,0.4729836881160736,0.321254700422287,0.1988845318555832,0.38921234011650085,0.13642989099025726,0.32389625906944275
the,0.42745697498321533,0.5823672413825989,0.5473989248275757,0.2647338807582855,0.5473989248275757,0.3079366385936737,0.25727739930152893,0.535392165184021,0.19631516933441162,0.22068053483963013
grace,0.16722138226032257,0.17061445116996765,0.23538954555988312,0.10994406044483185,0.23538954555988312,0.1428317427635193,0.18556946516036987,0.20109255611896515,0.35169315338134766,0.16775278747081757
that,0.6297725439071655,0.3995479643344879,1.0,0.2680378556251526,1.0,0.2983764708042145,0.282404363155365,0.5436353087425232,0.24653686583042145,0.32716336846351624
``,0.008517155423760414,0.058766357600688934,0.05285148695111275,0.02305009216070175,0.05285148695111275,0.045524392277002335,0.01951291412115097,0.06720756739377975,-0.011058560572564602,0.0685480609536171
goes,0.3063499331474304,0.3994747996330261,0.27568262815475464,0.16172285377979279,0.27568262815475464,0.1798020750284195,0.23950821161270142,0.33629855513572693,0.18512360751628876,0.16808578372001648
before,0.3801657259464264,0.25183290243148804,0.40745505690574646,0.2015227973461151,0.40745505690574646,0.20941656827926636,0.17247691750526428,0.4190867841243744,0.19521400332450867,0.2507109045982361
'',0.08143015950918198,0.0793738141655922,0.007880004122853279,0.03610771894454956,0.007880004122853279,-0.023923562839627266,-0.05206549912691116,-0.009905828163027763,-0.058060433715581894,0.018684765323996544
us,0.32081687450408936,0.1808239072561264,0.282404363155365,0.1328859180212021,0.282404363155365,0.1900268942117691,1.0000001192092896,0.2928973436355591,0.23978939652442932,0.2742428481578827
",",0.3087472915649414,0.4691906273365021,0.4137537479400635,0.2231994867324829,0.4137537479400635,0.21396473050117493,0.3120202422142029,0.44245919585227966,0.2663334012031555,0.31091248989105225
is,0.28837618231773376,1.0,0.3995479643344879,0.15234114229679108,0.3995479643344879,0.19195404648780823,0.1808239072561264,0.42745086550712585,0.12761151790618896,0.22961433231830597
given,0.21883496642112732,0.249215230345726,0.3486595153808594,0.19449229538440704,0.3486595153808594,0.24118883907794952,0.17463254928588867,0.3428947925567627,0.11065254360437393,0.2570464313030243
to,0.455847829580307,0.42745086550712585,0.5436353087425232,0.27001675963401794,0.5436353087425232,0.38551828265190125,0.2928973436355591,1.0,0.21338175237178802,0.29463258385658264
all,0.41981086134910583,0.2553904056549072,0.53305584192276,0.23566703498363495,0.53305584192276,0.3361355662345886,0.25242331624031067,0.42520734667778015,0.19243863224983215,0.29575422406196594
people,0.32444337010383606,0.34254953265190125,0.3621441423892975,0.16999304294586182,0.3621441423892975,0.06565248221158981,0.2689360976219177,0.37275731563568115,0.21762250363826752,0.23739641904830933
.,0.3567904531955719,0.4569662809371948,0.4460422694683075,0.2141435295343399,0.4460422694683075,0.24624744057655334,0.3162994682788849,0.4645031690597534,0.22712194919586182,0.4130953550338745
,what,is,that,power,that,enables,us,to,love,?
this,0.5489566326141357,0.480927973985672,0.6909449696540833,0.24943022429943085,0.6909449696540833,0.33908113837242126,0.28853827714920044,0.5759071707725525,0.17536750435829163,0.3155723512172699
grace,0.16722138226032257,0.17061445116996765,0.23538954555988312,0.10994406044483185,0.23538954555988312,0.1428317427635193,0.18556946516036987,0.20109255611896515,0.35169315338134766,0.16775278747081757
is,0.28837618231773376,1.0,0.3995479643344879,0.15234114229679108,0.3995479643344879,0.19195404648780823,0.1808239072561264,0.42745086550712585,0.12761151790618896,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,0.5473989248275757,0.2647338807582855,0.5473989248275757,0.3079366385936737,0.25727739930152893,0.535392165184021,0.19631516933441162,0.22068053483963013
present,0.30940163135528564,0.1967432200908661,0.25174012780189514,0.11242704838514328,0.25174012780189514,0.20437732338905334,0.16949589550495148,0.2453051209449768,0.10393009334802628,0.21759982407093048
work,0.3762225806713104,0.22475390136241913,0.34257015585899353,0.1541198492050171,0.34257015585899353,0.2867196798324585,0.2215554565191269,0.3482864499092102,0.23112647235393524,0.2621155381202698
of,0.33290785551071167,0.4854315221309662,0.41498205065727234,0.25273123383522034,0.41498205065727234,0.24253980815410614,0.23568789660930634,0.41548454761505127,0.15893672406673431,0.1826142966747284
god,0.3127830922603607,0.2211674600839615,0.30817699432373047,0.17302951216697693,0.30817699432373047,0.1243373453617096,0.155269056558609,0.2408517301082611,0.36246347427368164,0.23396754264831543
to,0.455847829580307,0.42745086550712585,0.5436353087425232,0.27001675963401794,0.5436353087425232,0.38551828265190125,0.2928973436355591,1.0,0.21338175237178802,0.29463258385658264
turn,0.29013973474502563,0.24236083030700684,0.4204482138156891,0.2993243634700775,0.4204482138156891,0.28787004947662354,0.1862604022026062,0.3696671724319458,0.15081611275672913,0.2072952687740326
us,0.32081687450408936,0.1808239072561264,0.282404363155365,0.1328859180212021,0.282404363155365,0.1900268942117691,1.0000001192092896,0.2928973436355591,0.23978939652442932,0.2742428481578827
from,0.2737620174884796,0.27355384826660156,0.3477667272090912,0.21385204792022705,0.3477667272090912,0.17895738780498505,0.24183706939220428,0.4069952368736267,0.15282489359378815,0.19969791173934937
our,0.3871900141239166,0.21384528279304504,0.3767656981945038,0.18227002024650574,0.3767656981945038,0.3126380443572998,0.31428566575050354,0.2916623651981354,0.1914418339729309,0.2894428074359894
sin-corrupted,0.1949397325515747,0.18120737373828888,0.3197391927242279,0.31416329741477966,0.3197391927242279,0.14133358001708984,0.1380385458469391,0.24888746440410614,0.21139615774154663,0.11254490911960602
human,0.24243313074111938,0.22481991350650787,0.3200635015964508,0.17851531505584717,0.3200635015964508,0.28518247604370117,0.14375628530979156,0.25612473487854004,0.22493276000022888,0.19748784601688385
will,0.3510494530200958,0.3723262846469879,0.4857470989227295,0.19713377952575684,0.4857470989227295,0.4508565664291382,0.26612862944602966,0.5091033577919006,0.23391632735729218,0.35046905279159546
to,0.455847829580307,0.42745086550712585,0.5436353087425232,0.27001675963401794,0.5436353087425232,0.38551828265190125,0.2928973436355591,1.0,0.21338175237178802,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.5473989248275757,0.2647338807582855,0.5473989248275757,0.3079366385936737,0.25727739930152893,0.535392165184021,0.19631516933441162,0.22068053483963013
loving,0.31152990460395813,0.20361429452896118,0.32200920581817627,0.1677989810705185,0.32200920581817627,0.18353308737277985,0.22103868424892426,0.2629986107349396,0.5505852103233337,0.27448004484176636
will,0.3510494530200958,0.3723262846469879,0.4857470989227295,0.19713377952575684,0.4857470989227295,0.4508565664291382,0.26612862944602966,0.5091033577919006,0.23391632735729218,0.35046905279159546
of,0.33290785551071167,0.4854315221309662,0.41498205065727234,0.25273123383522034,0.41498205065727234,0.24253980815410614,0.23568789660930634,0.41548454761505127,0.15893672406673431,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5473989248275757,0.2647338807582855,0.5473989248275757,0.3079366385936737,0.25727739930152893,0.535392165184021,0.19631516933441162,0.22068053483963013
father,0.21527598798274994,0.21280217170715332,0.2571857273578644,0.2337586134672165,0.2571857273578644,0.049633223563432693,0.14847762882709503,0.2544635832309723,0.22355104982852936,0.14826634526252747
.,0.3567904531955719,0.4569662809371948,0.4460422694683075,0.2141435295343399,0.4460422694683075,0.24624744057655334,0.3162994682788849,0.4645031690597534,0.22712194919586182,0.4130953550338745
