,how,long,has,radio,tyneside,been,the,voluntary,hospital,radio,service,?
radio,0.1959047019481659,0.1424800604581833,0.15469539165496826,0.9999999403953552,0.1423199474811554,0.15839774906635284,0.23511973023414612,0.16776102781295776,0.20717759430408478,0.9999999403953552,0.24494734406471252,0.08763375133275986
tyneside,0.19018028676509857,0.24431104958057404,0.2436932921409607,0.1423199474811554,0.9999999403953552,0.2362307906150818,0.33988526463508606,0.17481352388858795,0.16178643703460693,0.1423199474811554,0.2440764307975769,0.10805024206638336
has,0.26820555329322815,0.2952231168746948,1.0,0.15469539165496826,0.2436932921409607,0.6162750124931335,0.4177538752555847,0.1429407298564911,0.170236274600029,0.15469539165496826,0.0973827913403511,0.15994466841220856
been,0.26456597447395325,0.3324016332626343,0.6162750124931335,0.15839774906635284,0.2362307906150818,0.9999998807907104,0.3563927710056305,0.24664659798145294,0.1397230625152588,0.15839774906635284,0.17218373715877533,0.24354910850524902
the,0.33890387415885925,0.3075225353240967,0.4177538752555847,0.23511973023414612,0.33988526463508606,0.3563927710056305,1.0,0.22481386363506317,0.17318566143512726,0.23511973023414612,0.22661015391349792,0.22068053483963013
voluntary,0.16564545035362244,0.1329309493303299,0.1429407298564911,0.16776102781295776,0.17481352388858795,0.24664659798145294,0.22481386363506317,1.0,0.17069849371910095,0.16776102781295776,0.31358081102371216,0.1680574268102646
hospital,0.09802538901567459,0.12164248526096344,0.170236274600029,0.20717759430408478,0.16178643703460693,0.1397230625152588,0.17318566143512726,0.17069849371910095,1.0,0.20717759430408478,0.2794172763824463,0.12508831918239594
radio,0.1959047019481659,0.1424800604581833,0.15469539165496826,0.9999999403953552,0.1423199474811554,0.15839774906635284,0.23511973023414612,0.16776102781295776,0.20717759430408478,0.9999999403953552,0.24494734406471252,0.08763375133275986
service,0.12199638783931732,0.17084862291812897,0.0973827913403511,0.24494734406471252,0.2440764307975769,0.17218373715877533,0.22661015391349792,0.31358081102371216,0.2794172763824463,0.24494734406471252,0.9999998807907104,0.1676298975944519
for,0.3308170735836029,0.2547193765640259,0.450642853975296,0.2325505018234253,0.2915181517601013,0.39068686962127686,0.4739971458911896,0.2407778650522232,0.2285851389169693,0.2325505018234253,0.31237727403640747,0.264628142118454
most,0.311336874961853,0.26111042499542236,0.3426419198513031,0.17232319712638855,0.22054684162139893,0.33751797676086426,0.47635307908058167,0.1259356439113617,0.13251599669456482,0.17232319712638855,0.15512463450431824,0.2107497900724411
hospitals,0.17535725235939026,0.07974473387002945,0.19853848218917847,0.22862695157527924,0.2063656598329544,0.18493378162384033,0.21814650297164917,0.26090285181999207,0.7865291237831116,0.22862695157527924,0.29890385270118713,0.10646984726190567
across,0.2515762746334076,0.2813548743724823,0.2821457087993622,0.15439143776893616,0.3088630735874176,0.24311202764511108,0.3816230297088623,0.12436289340257645,0.1510329246520996,0.15439143776893616,0.14094705879688263,0.17034576833248138
newcastle,0.11517360806465149,0.1378798931837082,0.18862372636795044,0.15122142434120178,0.5080589652061462,0.23680143058300018,0.2253497689962387,0.12402497977018356,0.24106937646865845,0.15122142434120178,0.21658112108707428,0.0902252271771431
and,0.33647966384887695,0.3395216166973114,0.43716782331466675,0.2658638060092926,0.3023083209991455,0.3424558639526367,0.5171257257461548,0.22926509380340576,0.20068348944187164,0.2658638060092926,0.24532052874565125,0.20544172823429108
gateshead,0.0750885009765625,0.1978243738412857,0.1904834657907486,0.15236973762512207,0.6328962445259094,0.21296724677085876,0.29985129833221436,0.15034028887748718,0.2924906015396118,0.15236973762512207,0.25150761008262634,0.14773961901664734
since,0.2347431182861328,0.2609017491340637,0.5216675996780396,0.1813439279794693,0.1791491061449051,0.6581953763961792,0.4054957628250122,0.2329011857509613,0.14407505095005035,0.1813439279794693,0.18915927410125732,0.2876587212085724
1951,-0.1367572546005249,-0.08145475387573242,-0.1291171759366989,-0.16509822010993958,-0.3079001009464264,-0.16886629164218903,-0.20524539053440094,-0.06829392164945602,-0.18209141492843628,-0.16509822010993958,-0.2618705928325653,-0.20064012706279755
",",0.22659391164779663,0.3431144952774048,0.3734780251979828,0.25251123309135437,0.2570286989212036,0.34873589873313904,0.4933079481124878,0.21397842466831207,0.24744091928005219,0.25251123309135437,0.2389259785413742,0.31091248989105225
broadcasting,0.17076817154884338,0.1508953720331192,0.18879416584968567,0.6471590995788574,0.21763192117214203,0.15299642086029053,0.29916465282440186,0.26422223448753357,0.23505789041519165,0.6471590995788574,0.32169538736343384,0.10870421677827835
on,0.32655060291290283,0.3373977243900299,0.34604379534721375,0.2590620815753937,0.26816806197166443,0.29937630891799927,0.5107308030128479,0.13903659582138062,0.2869148552417755,0.2590620815753937,0.21384719014167786,0.2714994251728058
hospedia,0.19113972783088684,0.12322849780321121,0.14349976181983948,0.25671979784965515,0.21674612164497375,0.2199484258890152,0.2785523235797882,0.21935562789440155,0.44145193696022034,0.25671979784965515,0.30856794118881226,0.3560640513896942
and,0.33647966384887695,0.3395216166973114,0.43716782331466675,0.2658638060092926,0.3023083209991455,0.3424558639526367,0.5171257257461548,0.22926509380340576,0.20068348944187164,0.2658638060092926,0.24532052874565125,0.20544172823429108
online,0.14425379037857056,0.06069646030664444,0.14979353547096252,0.25476253032684326,0.1412474662065506,0.15147845447063446,0.22717516124248505,0.16864439845085144,0.153577521443367,0.25476253032684326,0.31641054153442383,0.2474360167980194
.,0.3287222981452942,0.3247973620891571,0.4105546176433563,0.20650681853294373,0.23986637592315674,0.33645182847976685,0.5934505462646484,0.16229751706123352,0.21275769174098969,0.20650681853294373,0.2115515172481537,0.4130953550338745
