,what,did,the,court,of,justice,say,steymann,was,entitled,to,?
the,0.42745697498321533,0.34736719727516174,1.0,0.2812081575393677,0.733189046382904,0.23470892012119293,0.3200206458568573,0.22103258967399597,0.48711544275283813,0.2671615183353424,0.535392165184021,0.22068053483963013
court,0.23440583050251007,0.23020441830158234,0.2812081575393677,1.0,0.28835242986679077,0.5483176112174988,0.183060422539711,0.15804801881313324,0.2737988233566284,0.17838029563426971,0.24824365973472595,0.17100423574447632
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.28835242986679077,1.0,0.2658293545246124,0.30290520191192627,0.18073733150959015,0.4069072902202606,0.2524459660053253,0.41548454761505127,0.1826142966747284
justice,0.21462921798229218,0.10621706396341324,0.23470892012119293,0.5483176112174988,0.2658293545246124,1.0,0.19651475548744202,0.1633254587650299,0.24932703375816345,0.2464778572320938,0.19197677075862885,0.19269752502441406
held,0.0974166989326477,0.18607917428016663,0.32185450196266174,0.2663261592388153,0.28960686922073364,0.13507039844989777,0.09198971837759018,0.1799192726612091,0.30231067538261414,0.19385886192321777,0.22177374362945557,0.14103956520557404
that,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.2474849969148636,0.41498205065727234,0.23929592967033386,0.5852095484733582,0.17527852952480316,0.33670201897621155,0.27380138635635376,0.5436353087425232,0.32716336846351624
mr,0.19674371182918549,0.1890934705734253,0.14889483153820038,0.09339942783117294,0.12801901996135712,0.13279826939105988,0.14869263768196106,0.20335710048675537,0.14256200194358826,0.12596632540225983,0.1392783671617508,0.15658774971961975
steymann,0.1570955216884613,0.15494388341903687,0.22103258967399597,0.15804801881313324,0.18073733150959015,0.1633254587650299,0.12535662949085236,0.9999999403953552,0.30031758546829224,0.17751482129096985,0.2005278468132019,0.17914508283138275
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.2737988233566284,0.4069072902202606,0.24932703375816345,0.24911612272262573,0.30031758546829224,1.0000001192092896,0.2241649031639099,0.3636345863342285,0.18412111699581146
entitled,0.3050041198730469,0.25660303235054016,0.2671615183353424,0.17838029563426971,0.2524459660053253,0.2464778572320938,0.273322731256485,0.17751482129096985,0.2241649031639099,1.0,0.2588021159172058,0.2216128408908844
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.24824365973472595,0.41548454761505127,0.19197677075862885,0.38071900606155396,0.2005278468132019,0.3636345863342285,0.2588021159172058,1.0,0.29463258385658264
stay,0.30565327405929565,0.2606133222579956,0.2869375944137573,0.19586911797523499,0.20201723277568817,0.19350756704807281,0.3266076445579529,0.13301654160022736,0.21214576065540314,0.17475302517414093,0.39492106437683105,0.22141321003437042
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.35129812359809875,0.32650136947631836,0.45456063747406006,0.2173006385564804,0.44245919585227966,0.31091248989105225
so,0.539469838142395,0.43696269392967224,0.4296516180038452,0.16237559914588928,0.3184450566768646,0.11281578242778778,0.5394450426101685,0.24199391901493073,0.2666010558605194,0.26038292050361633,0.5091881155967712,0.43163934350013733
long,0.28276848793029785,0.20462055504322052,0.3075225353240967,0.1370864063501358,0.2567519545555115,0.09820900857448578,0.27792423963546753,0.17791923880577087,0.1968146562576294,0.16129691898822784,0.30218687653541565,0.19699987769126892
