,what,did,martin,luther,fear,after,a,lightening,bolt,struck,near,him,?
later,0.2517229914665222,0.38386887311935425,0.18289606273174286,0.23796728253364563,0.220681294798851,0.5807580947875977,0.34254932403564453,0.16423657536506653,0.1828252673149109,0.23004041612148285,0.16865846514701843,0.46732014417648315,0.1417175978422165
telling,0.5239527821540833,0.3611178994178772,0.12931177020072937,0.23463048040866852,0.31572967767715454,0.2505209147930145,0.24570885300636292,0.35499441623687744,0.14316149055957794,0.16972847282886505,0.14381515979766846,0.4651329219341278,0.3263154625892639
his,0.26976513862609863,0.3546801507472992,0.23498685657978058,0.27093374729156494,0.2531404197216034,0.41949746012687683,0.3497250974178314,0.22534719109535217,0.21295689046382904,0.2475740909576416,0.13597472012043,0.6629161238670349,0.18075084686279297
father,0.21527598798274994,0.3227277100086212,0.20439139008522034,0.2816010117530823,0.18202634155750275,0.31013625860214233,0.22525158524513245,0.13401994109153748,0.2008039504289627,0.21369175612926483,0.1860567182302475,0.47097480297088623,0.14826634526252747
he,0.3114890456199646,0.3292143940925598,0.24538953602313995,0.2454872578382492,0.2570247948169708,0.3936046361923218,0.4393508732318878,0.16323813796043396,0.21073392033576965,0.23320919275283813,0.14969274401664734,0.6241704225540161,0.2089974731206894
was,0.22111038863658905,0.41399896144866943,0.2089129239320755,0.19185513257980347,0.19010183215141296,0.49306565523147583,0.4508470594882965,0.12235274910926819,0.2154865711927414,0.2810242176055908,0.1933041363954544,0.3675798773765564,0.18412111699581146
terrified,0.3192598819732666,0.29340052604675293,0.14941993355751038,0.1865340769290924,0.3425319492816925,0.2527327239513397,0.23893514275550842,0.31765851378440857,0.3483297824859619,0.3131338059902191,0.16752822697162628,0.4332175552845001,0.20966510474681854
of,0.33290785551071167,0.2513895630836487,0.13722093403339386,0.1719115972518921,0.2209668904542923,0.3867455720901489,0.5052502155303955,0.19534318149089813,0.11026210337877274,0.19604799151420593,0.2651676535606384,0.2764812409877777,0.1826142966747284
death,0.2267695665359497,0.2252790331840515,0.18737751245498657,0.15764257311820984,0.26764217019081116,0.2794583737850189,0.16249743103981018,0.23894228041172028,0.1312035471200943,0.11545182764530182,0.10099733620882034,0.28298714756965637,0.21149799227714539
and,0.31309178471565247,0.34479495882987976,0.2544763386249542,0.20796556770801544,0.2854035496711731,0.3765919506549835,0.3739250600337982,0.24173064529895782,0.23045650124549866,0.2396697998046875,0.25046437978744507,0.35759612917900085,0.20544172823429108
divine,0.2493596225976944,0.15862976014614105,0.18873755633831024,0.2947344183921814,0.23064453899860382,0.14576689898967743,0.21749000251293182,0.272559255361557,0.1564754992723465,0.19076764583587646,0.08524754643440247,0.25321394205093384,0.17546041309833527
judgment,0.4164268970489502,0.24427655339241028,0.20540663599967957,0.22386842966079712,0.2549707293510437,0.1394307166337967,0.17477424442768097,0.2499912977218628,0.12403222173452377,0.14745816588401794,0.09270574152469635,0.2504463493824005,0.27361494302749634
",",0.3087472915649414,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.2772972583770752,0.38860568404197693,0.427140474319458,0.20392367243766785,0.2423526793718338,0.3179204761981964,0.3141826391220093,0.31121695041656494,0.31091248989105225
he,0.3114890456199646,0.3292143940925598,0.24538953602313995,0.2454872578382492,0.2570247948169708,0.3936046361923218,0.4393508732318878,0.16323813796043396,0.21073392033576965,0.23320919275283813,0.14969274401664734,0.6241704225540161,0.2089974731206894
cried,0.3854562044143677,0.35506632924079895,0.15362641215324402,0.19865411520004272,0.295588880777359,0.2889566421508789,0.2476281225681305,0.3090539872646332,0.2192687839269638,0.27823811769485474,0.21129725873470306,0.4991306960582733,0.27436143159866333
out,0.3633197546005249,0.28413498401641846,0.148545503616333,0.1738509088754654,0.2105410248041153,0.33628228306770325,0.34264278411865234,0.2836948037147522,0.20628219842910767,0.20193226635456085,0.1938980221748352,0.40562137961387634,0.22020699083805084
",",0.3087472915649414,0.3015086054801941,0.27058324217796326,0.23255878686904907,0.2772972583770752,0.38860568404197693,0.427140474319458,0.20392367243766785,0.2423526793718338,0.3179204761981964,0.3141826391220093,0.31121695041656494,0.31091248989105225
``,0.008517155423760414,-0.029888948425650597,0.028174111619591713,-0.013964727520942688,0.04500938579440117,0.040442656725645065,0.07272057235240936,0.023697976022958755,0.006343274377286434,0.03538832813501358,0.01058646384626627,0.00810333713889122,0.0685480609536171
help,0.3728281855583191,0.35430794954299927,0.12904992699623108,0.14639104902744293,0.230930358171463,0.24238140881061554,0.23381464183330536,0.3267134726047516,0.13280870020389557,0.15397697687149048,0.10257629305124283,0.3324620723724365,0.28403452038764954
!,0.2836626470088959,0.21540984511375427,0.1532088816165924,0.1722680777311325,0.21360892057418823,0.18736816942691803,0.21566732227802277,0.21442842483520508,0.15417930483818054,0.10844413936138153,0.0621434785425663,0.23033224046230316,0.45165371894836426
