,when,did,kublai,move,the,mongol,capital,?
kublai,0.24958351254463196,0.2875992953777313,0.9999999403953552,0.2135937511920929,0.32886171340942383,0.633603572845459,0.2576974332332611,0.14562560617923737
readied,0.3298444151878357,0.31030264496803284,0.1816236972808838,0.22063815593719482,0.2684270739555359,0.06654496490955353,0.057321831583976746,0.26468244194984436
the,0.5091903209686279,0.34736719727516174,0.32886171340942383,0.29817628860473633,1.0,0.2924198508262634,0.3049491047859192,0.22068053483963013
move,0.3272045850753784,0.23997479677200317,0.2135937511920929,1.0,0.29817628860473633,0.20360340178012848,0.15974439680576324,0.24440962076187134
of,0.3757161796092987,0.2513895630836487,0.231930211186409,0.19058799743652344,0.733189046382904,0.22712039947509766,0.30823585391044617,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.32886171340942383,0.29817628860473633,1.0,0.2924198508262634,0.3049491047859192,0.22068053483963013
mongol,0.17596986889839172,0.17534953355789185,0.633603572845459,0.20360340178012848,0.2924198508262634,1.0000001192092896,0.2768394947052002,0.12849251925945282
capital,0.20230671763420105,0.08427972346544266,0.2576974332332611,0.15974439680576324,0.3049491047859192,0.2768394947052002,0.9999999403953552,0.0907452180981636
from,0.405669629573822,0.20248863101005554,0.13737952709197998,0.23929353058338165,0.40150508284568787,0.2123146951198578,0.22938302159309387,0.19969791173934937
karakorum,0.19817103445529938,0.11726073175668716,0.49530908465385437,0.09431658685207367,0.36812421679496765,0.4358240067958832,0.3103887140750885,0.1823367327451706
in,0.4431333839893341,0.2593238651752472,0.2070179283618927,0.23030683398246765,0.6662389636039734,0.16958336532115936,0.3233928978443146,0.20430970191955566
mongolia,0.16264629364013672,0.15721069276332855,0.47485190629959106,0.18981222808361053,0.26887956261634827,0.7520244121551514,0.28967779874801636,0.12165829539299011
to,0.5423505902290344,0.4452643394470215,0.2918815314769745,0.37858664989471436,0.535392165184021,0.2125127911567688,0.1844596415758133,0.29463258385658264
khanbaliq,0.14380545914173126,0.161152645945549,0.5743069648742676,0.12901559472084045,0.20302322506904602,0.5667532086372375,0.3166798949241638,0.20082160830497742
in,0.4431333839893341,0.2593238651752472,0.2070179283618927,0.23030683398246765,0.6662389636039734,0.16958336532115936,0.3233928978443146,0.20430970191955566
1264,-0.027149425819516182,-0.033661678433418274,-0.05526223033666611,-0.06402625143527985,0.0003695665509440005,-0.062363091856241226,0.04334985837340355,-0.0707945004105568
",",0.36674630641937256,0.3015086054801941,0.2569756805896759,0.25767531991004944,0.4933079481124878,0.2229510098695755,0.28033894300460815,0.31091248989105225
constructing,0.21394501626491547,0.20241762697696686,0.18092770874500275,0.2078300267457962,0.2565261423587799,0.2209574580192566,0.22234968841075897,0.1620766967535019
a,0.44397395849227905,0.2552328109741211,0.1659851223230362,0.2925316393375397,0.5829201340675354,0.15921570360660553,0.16007359325885773,0.23916715383529663
new,0.257220059633255,0.227974995970726,0.1243981197476387,0.16426461935043335,0.3845241069793701,0.14177319407463074,0.20246382057666779,0.14782847464084625
city,0.19592350721359253,0.12266099452972412,0.24361298978328705,0.1642136424779892,0.35769423842430115,0.24547837674617767,0.5637158751487732,0.13423943519592285
near,0.2606486976146698,0.08748484402894974,0.13937652111053467,0.17041249573230743,0.2879819869995117,0.14797458052635193,0.25245460867881775,0.10734958201646805
the,0.5091903209686279,0.34736719727516174,0.32886171340942383,0.29817628860473633,1.0,0.2924198508262634,0.3049491047859192,0.22068053483963013
former,0.1756535917520523,0.0988369733095169,0.19139331579208374,0.0835304781794548,0.2251449078321457,0.15945391356945038,0.20544841885566711,0.10570605844259262
jurchen,0.19289731979370117,0.24068588018417358,0.4656810164451599,0.12102461606264114,0.30908945202827454,0.5139285326004028,0.27926021814346313,0.2415906935930252
capital,0.20230671763420105,0.08427972346544266,0.2576974332332611,0.15974439680576324,0.3049491047859192,0.2768394947052002,0.9999999403953552,0.0907452180981636
zhongdu,0.2469434142112732,0.16892896592617035,0.5052364468574524,0.2107829451560974,0.3164407014846802,0.5111956000328064,0.32684287428855896,0.2033667266368866
",",0.36674630641937256,0.3015086054801941,0.2569756805896759,0.25767531991004944,0.4933079481124878,0.2229510098695755,0.28033894300460815,0.31091248989105225
now,0.38253819942474365,0.2646316885948181,0.19495262205600739,0.24830687046051025,0.38266420364379883,0.17059241235256195,0.26996660232543945,0.29641881585121155
modern,0.19283193349838257,0.21376098692417145,0.20259423553943634,0.1857737898826599,0.3283970355987549,0.2054586112499237,0.21423466503620148,0.12475407868623734
beijing,0.18897603452205658,0.17402760684490204,0.44691765308380127,0.1900365650653839,0.2713945806026459,0.4070599377155304,0.24949879944324493,0.16358482837677002
",",0.36674630641937256,0.3015086054801941,0.2569756805896759,0.25767531991004944,0.4933079481124878,0.2229510098695755,0.28033894300460815,0.31091248989105225
in,0.4431333839893341,0.2593238651752472,0.2070179283618927,0.23030683398246765,0.6662389636039734,0.16958336532115936,0.3233928978443146,0.20430970191955566
1266,-0.216085284948349,-0.26487767696380615,-0.2232602834701538,-0.13841252028942108,-0.12351096421480179,-0.1276247799396515,0.016091344878077507,-0.20550976693630219
.,0.475719153881073,0.35288307070732117,0.2311694622039795,0.31650546193122864,0.5934505462646484,0.16751837730407715,0.23657599091529846,0.4130953550338745
