,who,criticised,the,security,bill,?
in,0.2792111933231354,0.21683059632778168,0.6662389636039734,0.18173593282699585,0.1447519063949585,0.20430970191955566
december,0.2259318083524704,0.19165053963661194,0.23266014456748962,0.20802219212055206,0.2011519968509674,0.2480352818965912
2014,0.1893516480922699,-0.05136391520500183,0.059490643441677094,-0.018894517794251442,0.2062290906906128,0.058127544820308685
",",0.3365725874900818,0.27828195691108704,0.4933079481124878,0.21305516362190247,0.2472437173128128,0.31091248989105225
president,0.22565458714962006,0.17964667081832886,0.24330610036849976,0.26606523990631104,0.26540154218673706,0.14148259162902832
uhuru,0.2590792775154114,0.08508919924497604,0.25533705949783325,0.25842535495758057,0.21323367953300476,0.19283939898014069
kenyatta,0.1682000458240509,0.21317213773727417,0.24919013679027557,0.3001179099082947,0.1446792632341385,0.1456252485513687
signed,0.23057805001735687,0.2147601842880249,0.20675969123840332,0.18789175152778625,0.24355687201023102,0.14003296196460724
a,0.36608949303627014,0.16479778289794922,0.5829201340675354,0.19867505133152008,0.24716360867023468,0.23916715383529663
security,0.17349235713481903,0.26699453592300415,0.2683938145637512,1.0000001192092896,0.18248559534549713,0.13810279965400696
laws,0.30102699995040894,0.3074256479740143,0.2587076723575592,0.20054884254932404,0.25408822298049927,0.17911791801452637
amendment,0.2050761729478836,0.25474339723587036,0.276956170797348,0.25799185037612915,0.42488160729408264,0.24295969307422638
bill,0.19545355439186096,0.17430849373340607,0.24155211448669434,0.18248559534549713,0.9999999403953552,0.12855131924152374
",",0.3365725874900818,0.27828195691108704,0.4933079481124878,0.21305516362190247,0.2472437173128128,0.31091248989105225
which,0.3688730001449585,0.196090430021286,0.6521818041801453,0.2267255187034607,0.17367671430110931,0.25814583897590637
supporters,0.30739280581474304,0.4054757058620453,0.24381227791309357,0.22030192613601685,0.14756828546524048,0.135813906788826
of,0.2827862501144409,0.19256818294525146,0.733189046382904,0.26905277371406555,0.17127205431461334,0.1826142966747284
the,0.3733934462070465,0.23299194872379303,1.0,0.2683938145637512,0.24155211448669434,0.22068053483963013
law,0.21111567318439484,0.20428729057312012,0.24548950791358948,0.2140694409608841,0.25551638007164,0.1528988480567932
suggested,0.2721969485282898,0.3895936906337738,0.28443726897239685,0.1720307171344757,0.1640697419643402,0.2549840807914734
was,0.3318818509578705,0.35859376192092896,0.48711544275283813,0.17761321365833282,0.18893268704414368,0.18412111699581146
necessary,0.22728025913238525,0.2687535285949707,0.28364068269729614,0.2498619109392166,0.16920694708824158,0.3430270850658417
to,0.42656609416007996,0.21495401859283447,0.535392165184021,0.2774781584739685,0.17981381714344025,0.29463258385658264
guard,0.22793325781822205,0.1342884749174118,0.30210334062576294,0.38983866572380066,0.2394436001777649,0.11036597937345505
against,0.2942115366458893,0.29077276587486267,0.3090755045413971,0.19541813433170319,0.11587899178266525,0.18095137178897858
armed,0.2866552174091339,0.20973283052444458,0.2418309897184372,0.3623766601085663,0.21933342516422272,0.18816959857940674
groups,0.25027307868003845,0.17516280710697174,0.27790749073028564,0.1718738079071045,0.07313330471515656,0.14349548518657684
.,0.3541337847709656,0.19535358250141144,0.5934505462646484,0.2259770631790161,0.2289014607667923,0.4130953550338745
