,what,two,talk,shows,are,currently,featured,during,daytime,programming,on,abc,?
daytime,0.18597152829170227,0.2259044051170349,0.22933343052864075,0.27836883068084717,0.2505473494529724,0.20638617873191833,0.3011016249656677,0.3283952474594116,1.0000001192092896,0.32188817858695984,0.27880632877349854,0.32957881689071655,0.17830818891525269
programming,0.22725710272789001,0.16837987303733826,0.25321418046951294,0.2502341568470001,0.20101211965084076,0.21660484373569489,0.25693216919898987,0.14740554988384247,0.32188817858695984,0.9999999403953552,0.2441612184047699,0.3165910840034485,0.22249025106430054
is,0.28837618231773376,0.2315155267715454,0.21383073925971985,0.31176671385765076,0.5330929756164551,0.4011616110801697,0.2173553705215454,0.2240111529827118,0.1973431557416916,0.20774513483047485,0.3635730445384979,0.16037321090698242,0.22961433231830597
also,0.42747777700424194,0.4511464238166809,0.2139476090669632,0.3269520699977875,0.4565894305706024,0.3955240249633789,0.3332268297672272,0.4275238513946533,0.3384404182434082,0.23027054965496063,0.3762153089046478,0.2030053734779358,0.21848613023757935
provided,0.2206064909696579,0.2356438785791397,0.23382212221622467,0.30764058232307434,0.2580524981021881,0.17706038057804108,0.2563086450099945,0.18840329349040985,0.16702651977539062,0.22523216903209686,0.24629086256027222,0.1231839656829834,0.16893617808818817
from,0.2737620174884796,0.25732070207595825,0.1972241997718811,0.19692957401275635,0.2674213647842407,0.22614768147468567,0.2378813475370407,0.3186885714530945,0.1428208202123642,0.10553548485040665,0.36926645040512085,0.12159302085638046,0.19969791173934937
11:00,-0.02333962917327881,-0.05524848774075508,-0.07632435113191605,-0.0018637760076671839,0.030034605413675308,-0.008256366476416588,0.04396914690732956,0.08753462880849838,0.1845397651195526,-0.06312395632266998,-0.005729911383241415,0.04121720790863037,-0.06588217616081238
a.m.,0.050418004393577576,0.07218032330274582,0.04783591255545616,0.19366052746772766,0.09758707880973816,-0.0195894967764616,0.08687609434127808,0.12204016745090485,0.09574873745441437,-0.0018357285298407078,-0.010722850449383259,0.06478402763605118,-0.013456551358103752
to,0.455847829580307,0.3343428373336792,0.30511119961738586,0.23382455110549927,0.3504326641559601,0.2719990611076355,0.1969822198152542,0.2828781306743622,0.2498932182788849,0.1961597204208374,0.41031414270401,0.1762417107820511,0.29463258385658264
3:00,-0.14386631548404694,-0.07688326388597488,-0.015552948229014874,-0.0069780913181602955,-0.14673583209514618,-0.14872631430625916,0.01872149296104908,-0.08350099623203278,-0.06797082722187042,-0.058769650757312775,-0.06041736900806427,-0.12242244929075241,-0.016814574599266052
p.m.,-0.07434375584125519,-0.07240703701972961,-0.04490239545702934,0.049328628927469254,-0.02850051410496235,-0.012008647434413433,0.0012635578168556094,-0.0278348159044981,0.15035980939865112,0.0033328281715512276,-0.12071789056062698,0.08441203832626343,-0.07103965431451797
weekdays,0.2297719419002533,0.2868376076221466,0.30198073387145996,0.27093783020973206,0.23873622715473175,0.2825777232646942,0.2991253733634949,0.2732889950275421,0.45104116201400757,0.34957021474838257,0.3760084807872772,0.39109060168266296,0.2476438730955124
(,0.2411840260028839,0.2169162482023239,0.39688804745674133,0.18555068969726562,0.23263892531394958,0.25274062156677246,0.2362716943025589,0.2139192670583725,0.23061349987983704,0.19239555299282074,0.28656116127967834,0.183883935213089,0.40561532974243164
with,0.2464839518070221,0.4333336651325226,0.25709018111228943,0.3140493929386139,0.38996943831443787,0.2596642076969147,0.2371402531862259,0.28545209765434265,0.24154366552829742,0.17035330832004547,0.40749499201774597,0.17432008683681488,0.2433311939239502
a,0.3320399522781372,0.3289857804775238,0.23299653828144073,0.3360818326473236,0.265255331993103,0.2612716257572174,0.3058987855911255,0.30341604351997375,0.17938382923603058,0.20890353620052338,0.3848365545272827,0.21331243216991425,0.23916715383529663
one-hour,0.31457212567329407,0.34125956892967224,0.353895902633667,0.2681208550930023,0.23040533065795898,0.21060973405838013,0.3227944076061249,0.28708499670028687,0.3769756555557251,0.32757794857025146,0.354177325963974,0.3590213656425476,0.3461090624332428
break,0.2858539819717407,0.2861745357513428,0.1947733461856842,0.22933907806873322,0.2027047872543335,0.09259052574634552,0.13438422977924347,0.30274784564971924,0.19254948198795319,0.2111257016658783,0.22276534140110016,0.1813061386346817,0.19753244519233704
at,0.2838611304759979,0.32178381085395813,0.16813527047634125,0.23829592764377594,0.2074895054101944,0.210249125957489,0.25664472579956055,0.372769296169281,0.2524600327014923,0.12503835558891296,0.4806317389011383,0.12953892350196838,0.21978627145290375
12:00,-0.1881144791841507,-0.1603388637304306,-0.16898556053638458,-0.1543593555688858,0.05217055231332779,-0.165008544921875,-0.23369431495666504,-0.1696201115846634,-0.06985485553741455,-0.1276446431875229,-0.28931382298469543,-0.18967682123184204,-0.13250517845153809
p.m.,-0.07434375584125519,-0.07240703701972961,-0.04490239545702934,0.049328628927469254,-0.02850051410496235,-0.012008647434413433,0.0012635578168556094,-0.0278348159044981,0.15035980939865112,0.0033328281715512276,-0.12071789056062698,0.08441203832626343,-0.07103965431451797
eastern/pacific,0.27603965997695923,0.28527283668518066,0.2350626438856125,0.19985544681549072,0.26970967650413513,0.26505404710769653,0.2103436291217804,0.3060242533683777,0.3197404742240906,0.21853449940681458,0.3073756694793701,0.28100019693374634,0.2889898419380188
for,0.3017193675041199,0.34734001755714417,0.29410800337791443,0.35496386885643005,0.3895993232727051,0.4316125214099884,0.30727413296699524,0.3448435664176941,0.29366135597229004,0.24722188711166382,0.36199691891670227,0.22510288655757904,0.264628142118454
stations,0.1621520221233368,0.25703883171081543,0.22153471410274506,0.28880488872528076,0.28331783413887024,0.284456729888916,0.17512960731983185,0.1689923256635666,0.2068946212530136,0.22747810184955597,0.3269573450088501,0.23858611285686493,0.13192185759544373
to,0.455847829580307,0.3343428373336792,0.30511119961738586,0.23382455110549927,0.3504326641559601,0.2719990611076355,0.1969822198152542,0.2828781306743622,0.2498932182788849,0.1961597204208374,0.41031414270401,0.1762417107820511,0.29463258385658264
air,0.10361403971910477,0.1828611046075821,0.14210979640483856,0.12821809947490692,0.1778942495584488,0.1285172402858734,0.06718990951776505,0.24089480936527252,0.2877775728702545,0.19016757607460022,0.20020021498203278,0.17400608956813812,0.1491677612066269
newscasts,0.2583024799823761,0.22209389507770538,0.31158706545829773,0.3565853536128998,0.2407337725162506,0.25975626707077026,0.39449450373649597,0.2470848709344864,0.41732165217399597,0.37999510765075684,0.32489481568336487,0.42381155490875244,0.20730577409267426
",",0.3087472915649414,0.35859420895576477,0.29342958331108093,0.26986414194107056,0.4062570035457611,0.33041635155677795,0.27189624309539795,0.3225448727607727,0.24570508301258087,0.255766898393631,0.49057599902153015,0.2097204476594925,0.31091248989105225
other,0.341873437166214,0.46609029173851013,0.3194972276687622,0.28631672263145447,0.5932393670082092,0.23470133543014526,0.24241067469120026,0.2524319589138031,0.22765737771987915,0.19671271741390228,0.3410046398639679,0.10159935057163239,0.24682199954986572
locally,0.25886961817741394,0.1610374003648758,0.24957193434238434,0.1507921665906906,0.363229900598526,0.32568514347076416,0.2008649706840515,0.10676795989274979,0.1915665715932846,0.23139908909797668,0.23469337821006775,0.156266987323761,0.21358361840248108
produced,0.1393624097108841,0.24750442802906036,0.09923411905765533,0.20858928561210632,0.1927390992641449,0.16504746675491333,0.3326459228992462,0.20210334658622742,0.1851792186498642,0.3099062442779541,0.18712371587753296,0.2414293736219406,0.1623450517654419
programming,0.22725710272789001,0.16837987303733826,0.25321418046951294,0.2502341568470001,0.20101211965084076,0.21660484373569489,0.25693216919898987,0.14740554988384247,0.32188817858695984,0.9999999403953552,0.2441612184047699,0.3165910840034485,0.22249025106430054
