,the,defeat,of,the,arab,troops,in,the,six-day,war,constituted,what,for,the,arab,muslim,world,?
the,1.0,0.3182816207408905,0.733189046382904,1.0,0.2674407660961151,0.3229958415031433,0.6662389636039734,1.0,0.27213576436042786,0.366199791431427,0.3523770868778229,0.42745697498321533,0.4739971458911896,1.0,0.2674407660961151,0.28099653124809265,0.33604270219802856,0.22068053483963013
quick,0.23670247197151184,0.11445993185043335,0.18324702978134155,0.23670247197151184,0.12540879845619202,0.15906581282615662,0.17516493797302246,0.23670247197151184,0.1912078857421875,0.14879991114139557,0.17849397659301758,0.2555945813655853,0.3566845655441284,0.23670247197151184,0.12540879845619202,0.12352891266345978,0.15402227640151978,0.29684531688690186
and,0.5171257257461548,0.23815137147903442,0.5116966962814331,0.5171257257461548,0.25018808245658875,0.23100681602954865,0.4954058527946472,0.5171257257461548,0.2825620472431183,0.29695844650268555,0.25622057914733887,0.31309178471565247,0.5064792633056641,0.5171257257461548,0.25018808245658875,0.255716472864151,0.3246132433414459,0.20544172823429108
decisive,0.35583993792533875,0.5107356905937195,0.3097182810306549,0.35583993792533875,0.2470887452363968,0.4189513921737671,0.294333279132843,0.35583993792533875,0.1502477079629898,0.43133634328842163,0.32859140634536743,0.2539401054382324,0.21421398222446442,0.35583993792533875,0.2470887452363968,0.26113057136535645,0.20670591294765472,0.22683534026145935
defeat,0.3182816207408905,1.0000001192092896,0.2543899118900299,0.3182816207408905,0.1281229704618454,0.48782339692115784,0.2583656907081604,0.3182816207408905,0.1373395323753357,0.3819405138492584,0.20576006174087524,0.16252544522285461,0.19396771490573883,0.3182816207408905,0.1281229704618454,0.16322197020053864,0.18067266047000885,0.12980464100837708
of,0.733189046382904,0.2543899118900299,1.0,0.733189046382904,0.22039446234703064,0.23602326214313507,0.5696388483047485,0.733189046382904,0.18793506920337677,0.31680163741111755,0.38538259267807007,0.33290785551071167,0.4185989499092102,0.733189046382904,0.22039446234703064,0.267849862575531,0.2828933000564575,0.1826142966747284
the,1.0,0.3182816207408905,0.733189046382904,1.0,0.2674407660961151,0.3229958415031433,0.6662389636039734,1.0,0.27213576436042786,0.366199791431427,0.3523770868778229,0.42745697498321533,0.4739971458911896,1.0,0.2674407660961151,0.28099653124809265,0.33604270219802856,0.22068053483963013
arab,0.2674407660961151,0.1281229704618454,0.22039446234703064,0.2674407660961151,1.0,0.1967766433954239,0.19895488023757935,0.2674407660961151,0.21004585921764374,0.24031506478786469,0.16240710020065308,0.14742176234722137,0.17779098451137543,0.2674407660961151,1.0,0.521757960319519,0.30316483974456787,0.18450474739074707
troops,0.3229958415031433,0.48782339692115784,0.23602326214313507,0.3229958415031433,0.1967766433954239,1.0000001192092896,0.25826749205589294,0.3229958415031433,0.12905867397785187,0.4551744759082794,0.2760649621486664,0.18311697244644165,0.1535932570695877,0.3229958415031433,0.1967766433954239,0.25486573576927185,0.17815440893173218,0.14329779148101807
during,0.4838213622570038,0.2802099883556366,0.3869180977344513,0.4838213622570038,0.24468789994716644,0.34273743629455566,0.4627237319946289,0.4838213622570038,0.33673596382141113,0.4802435040473938,0.2312130331993103,0.24137552082538605,0.3448435664176941,0.4838213622570038,0.24468789994716644,0.1878158003091812,0.37288811802864075,0.1325719803571701
the,1.0,0.3182816207408905,0.733189046382904,1.0,0.2674407660961151,0.3229958415031433,0.6662389636039734,1.0,0.27213576436042786,0.366199791431427,0.3523770868778229,0.42745697498321533,0.4739971458911896,1.0,0.2674407660961151,0.28099653124809265,0.33604270219802856,0.22068053483963013
six-day,0.27213576436042786,0.1373395323753357,0.18793506920337677,0.27213576436042786,0.21004585921764374,0.12905867397785187,0.26914817094802856,0.27213576436042786,1.0000001192092896,0.25230273604393005,0.14052806794643402,0.26781347393989563,0.2858709394931793,0.27213576436042786,0.21004585921764374,0.24905487895011902,0.25857973098754883,0.2636443078517914
war,0.366199791431427,0.3819405138492584,0.31680163741111755,0.366199791431427,0.24031506478786469,0.4551744759082794,0.29904094338417053,0.366199791431427,0.25230273604393005,1.0000001192092896,0.27654051780700684,0.22516006231307983,0.22632956504821777,0.366199791431427,0.24031506478786469,0.17369410395622253,0.4748530089855194,0.15510529279708862
by,0.4408751428127289,0.22488872706890106,0.3646814823150635,0.4408751428127289,0.18655696511268616,0.2625257074832916,0.370934396982193,0.4408751428127289,0.22042247653007507,0.18974854052066803,0.22690805792808533,0.2455483376979828,0.3248702883720398,0.4408751428127289,0.18655696511268616,0.18139012157917023,0.22306372225284576,0.17966607213020325
