,roughly,how,many,clubs,are,ran,at,the,university,?
students,0.22320543229579926,0.25370386242866516,0.2713872492313385,0.1630866825580597,0.2835792899131775,0.12661691009998322,0.26965975761413574,0.25268980860710144,0.4958297908306122,0.18017297983169556
at,0.2713680863380432,0.2154216170310974,0.2716965675354004,0.18165500462055206,0.2074895054101944,0.2388911247253418,1.0,0.457212895154953,0.30386853218078613,0.21978627145290375
the,0.3095499873161316,0.33890387415885925,0.4335206151008606,0.17952080070972443,0.40399202704429626,0.28357353806495667,0.457212895154953,1.0,0.263973206281662,0.22068053483963013
university,0.1701812744140625,0.12992997467517853,0.19385361671447754,0.19051797688007355,0.16609783470630646,0.10729827731847763,0.30386853218078613,0.263973206281662,1.0,0.11887256056070328
of,0.35703447461128235,0.2480744868516922,0.37253960967063904,0.17083200812339783,0.39081433415412903,0.21351689100265503,0.42558613419532776,0.733189046382904,0.30646374821662903,0.1826142966747284
chicago,0.1192905455827713,0.2247859537601471,0.1944255828857422,0.14081336557865143,0.1553531140089035,0.16109411418437958,0.1649734377861023,0.27360326051712036,0.29005804657936096,0.16446958482265472
run,0.17084001004695892,0.2245650738477707,0.24698178470134735,0.1156381145119667,0.2580355107784271,0.5550625920295715,0.23052865266799927,0.27883726358413696,0.1579725593328476,0.17904110252857208
over,0.351242333650589,0.31446483731269836,0.47131630778312683,0.20681051909923553,0.2778770923614502,0.23621708154678345,0.34008997678756714,0.39856547117233276,0.18348753452301025,0.25742942094802856
400,0.15438321232795715,0.06928388774394989,0.11344236135482788,0.11558758467435837,0.06503104418516159,0.034703657031059265,0.14203853905200958,0.17705115675926208,0.04770072549581528,0.14271585643291473
clubs,0.16341857612133026,0.07493264973163605,0.2367839515209198,1.0,0.24791130423545837,0.17500220239162445,0.18165500462055206,0.17952080070972443,0.19051797688007355,0.1735779345035553
and,0.29915347695350647,0.33647966384887695,0.5296266674995422,0.22370807826519012,0.48576638102531433,0.21890036761760712,0.3571503460407257,0.5171257257461548,0.2665814459323883,0.20544172823429108
organizations,0.15287622809410095,0.2547125518321991,0.3596455752849579,0.25027352571487427,0.29940158128738403,0.17394185066223145,0.13594061136245728,0.2850687503814697,0.2196592092514038,0.22215601801872253
known,0.19244499504566193,0.16194356977939606,0.30594465136528015,0.11619684100151062,0.26720109581947327,0.189676433801651,0.19818158447742462,0.3624623417854309,0.15387564897537231,0.18314571678638458
as,0.2267342060804367,0.33782753348350525,0.4070141911506653,0.0974835604429245,0.3826591968536377,0.21564359962940216,0.28092536330223083,0.48381632566452026,0.21858684718608856,0.27043893933296204
recognized,0.11765534430742264,0.12460648268461227,0.2678464949131012,0.15444253385066986,0.28007772564888,0.05725739151239395,0.1618734449148178,0.31571096181869507,0.1830035299062729,0.18558090925216675
student,0.14599180221557617,0.22541755437850952,0.18084076046943665,0.1110842302441597,0.1161111518740654,0.08231595903635025,0.2458948791027069,0.21259291470050812,0.46536099910736084,0.13282090425491333
organizations,0.15287622809410095,0.2547125518321991,0.3596455752849579,0.25027352571487427,0.29940158128738403,0.17394185066223145,0.13594061136245728,0.2850687503814697,0.2196592092514038,0.22215601801872253
(,0.22240279614925385,0.1676948219537735,0.1455259770154953,0.19876334071159363,0.23263892531394958,0.15457072854042053,0.23315078020095825,0.33289089798927307,0.20313534140586853,0.40561532974243164
rsos,0.10284578055143356,0.13111497461795807,0.24872808158397675,0.11493662744760513,0.1979507952928543,0.1571919023990631,0.13546346127986908,0.18950283527374268,0.026056522503495216,0.18762946128845215
),0.19547103345394135,0.17939934134483337,0.16602720320224762,0.18750636279582977,0.2373749315738678,0.16648344695568085,0.23338089883327484,0.3456730246543884,0.20796938240528107,0.42300865054130554
.,0.2728807330131531,0.3287222981452942,0.3974229395389557,0.21010753512382507,0.3452940285205841,0.2478863000869751,0.4549728035926819,0.5934505462646484,0.290679007768631,0.4130953550338745
